iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Procyon lotor,41663,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Procyonidae,,,Procyon,Procyon lotor,iNat:38943342,49.119708,-123.690332,Procyon lotor,2020-02-18T14:04:00-08:00,,,,John D Reynolds,
Mergus serrator,6996,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mergus,Mergus serrator,iNat:38943344,49.125713,-123.696601,Mergus serrator,2020-02-18T13:17:00-08:00,,,,John D Reynolds,61
Mergus serrator,6996,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mergus,Mergus serrator,iNat:38943345,49.126021,-123.697416,Mergus serrator,2020-02-18T12:26:00-08:00,,,,John D Reynolds,61
Podiceps grisegena,4224,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,,Podicipedidae,,,Podiceps,Podiceps grisegena,iNat:38943347,49.124313,-123.695299,Podiceps grisegena,2020-02-18T11:38:00-08:00,,,,John D Reynolds,31
Sedum spathulifolium,58886,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum spathulifolium,iNat:38943350,49.124867,-123.700678,Sedum spathulifolium,2020-02-18T12:51:00-08:00,,,,John D Reynolds,
Sedum spathulifolium,58886,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum spathulifolium,iNat:38943351,49.118002,-123.68705,Sedum spathulifolium,2020-02-18T13:26:00-08:00,,,,John D Reynolds,
Melospiza melodia,9100,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,Melospiza melodia,iNat:38943353,49.11875,-123.68511,Melospiza melodia,2020-02-18T13:10:00-08:00,,,,John D Reynolds,31
Melospiza melodia,9100,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,Melospiza melodia,iNat:38943354,49.118871,-123.685728,Melospiza melodia,2020-02-18T13:07:00-08:00,,,,John D Reynolds,31
Arbutus menziesii,51046,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,Arbutus menziesii,iNat:39049913,49.117989,-123.684883,Arbutus menziesii,2020-02-18T12:58:00-08:00,,,,John D Reynolds,4
Arbutus menziesii,51046,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,Arbutus menziesii,iNat:39049914,49.117839,-123.684617,Arbutus menziesii,2020-02-18T13:01:00-08:00,,,,John D Reynolds,4
Arbutus menziesii,51046,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,Arbutus menziesii,iNat:39049915,49.118258,-123.686386,Arbutus menziesii,2020-02-18T13:22:00-08:00,,,,John D Reynolds,5
Arbutus menziesii,51046,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,Arbutus menziesii,iNat:39049920,49.127914,-123.702842,Arbutus menziesii,2020-02-18T11:43:00-08:00,,,,John D Reynolds,8
Arbutus menziesii,51046,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,Arbutus menziesii,iNat:39049923,49.121989,-123.704558,Arbutus menziesii,2020-02-18T14:28:00-08:00,,,,John D Reynolds,5
Plagiomnium insigne,122705,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,Plagiomnium insigne,iNat:39049925,49.122208,-123.710433,Plagiomnium insigne,2020-02-18T15:09:00-08:00,,,,John D Reynolds,5
Plagiomnium insigne,122705,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,Plagiomnium insigne,iNat:39049929,49.1237,-123.699958,Plagiomnium insigne,2020-02-18T14:15:00-08:00,,,,John D Reynolds,8
Plagiomnium insigne,122705,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,Plagiomnium insigne,iNat:39049931,49.120108,-123.708078,Plagiomnium insigne,2020-02-18T14:41:00-08:00,,,,John D Reynolds,7
Plagiomnium insigne,122705,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,Plagiomnium insigne,iNat:39049932,49.123614,-123.70005,Plagiomnium insigne,2020-02-18T11:19:00-08:00,,,,John D Reynolds,232
Bellis perennis,55563,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Bellis,Bellis perennis,iNat:39049939,49.125842,-123.701325,Bellis perennis,2020-02-18T12:02:00-08:00,,,,John D Reynolds,5
Bellis perennis,55563,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Bellis,Bellis perennis,iNat:39049940,49.121594,-123.692694,Bellis perennis,2020-02-18T12:27:00-08:00,,,,John D Reynolds,6
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:39049941,49.1211,-123.691947,Berberis nervosa,2020-02-18T12:30:00-08:00,,,,John D Reynolds,6
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:39049942,49.120522,-123.706619,Berberis nervosa,2020-02-18T14:34:00-08:00,,,,John D Reynolds,6
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:39049943,49.123794,-123.702781,Berberis nervosa,2020-02-18T14:21:00-08:00,,,,John D Reynolds,7
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:39049944,49.120322,-123.707314,Berberis nervosa,2020-02-18T14:36:00-08:00,,,,John D Reynolds,8
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:39049946,49.127603,-123.702178,Berberis nervosa,2020-02-18T11:46:00-08:00,,,,John D Reynolds,5
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:39049947,49.121647,-123.711792,Berberis nervosa,2020-02-18T15:03:00-08:00,,,,John D Reynolds,5
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:39049948,49.1211,-123.691947,Berberis nervosa,2020-02-18T12:30:00-08:00,,,,John D Reynolds,6
Hylocomiadelphus triquetrus,1138381,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus,iNat:39049949,49.119981,-123.708283,Hylocomiadelphus triquetrus,2020-02-18T14:42:00-08:00,,,,John D Reynolds,6
Hylocomiadelphus triquetrus,1138381,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus,iNat:39049951,49.121108,-123.691964,Hylocomiadelphus triquetrus,2020-02-18T12:29:00-08:00,,,,John D Reynolds,6
Hylocomiadelphus triquetrus,1138381,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus,iNat:39049952,49.127711,-123.702361,Hylocomiadelphus triquetrus,2020-02-18T11:45:00-08:00,,,,John D Reynolds,11
Hylocomiadelphus triquetrus,1138381,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus,iNat:39049953,49.127597,-123.700792,Hylocomiadelphus triquetrus,2020-02-18T11:34:00-08:00,,,,John D Reynolds,5
Hylocomiadelphus triquetrus,1138381,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus,iNat:39049954,49.128006,-123.702867,Hylocomiadelphus triquetrus,2020-02-18T11:43:00-08:00,,,,John D Reynolds,6
Hylocomiadelphus triquetrus,1138381,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus,iNat:39049955,49.119981,-123.708306,Hylocomiadelphus triquetrus,2020-02-18T14:42:00-08:00,,,,John D Reynolds,6
Cirsium vulgare,52989,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,Cirsium vulgare,iNat:39049959,49.126839,-123.701508,Cirsium vulgare,2020-02-18T11:53:00-08:00,,,,John D Reynolds,5
Saxidomus gigantea,130233,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,,,Saxidomus,Saxidomus gigantea,iNat:39049960,49.1184,-123.687858,Saxidomus gigantea,2020-02-18T13:35:00-08:00,,,,John D Reynolds,6
Carex obnupta,61000,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,Carex obnupta,iNat:39049967,49.119656,-123.708572,Carex obnupta,2020-02-18T14:45:00-08:00,,,,John D Reynolds,6
Carex obnupta,61000,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,Carex obnupta,iNat:39049969,49.123486,-123.700158,Carex obnupta,2020-02-18T11:18:00-08:00,,,,John D Reynolds,19
Pseudisothecium stoloniferum,1262643,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Pseudisothecium,Pseudisothecium stoloniferum,iNat:39049971,49.123367,-123.702994,Pseudisothecium stoloniferum,2020-02-18T14:22:00-08:00,,,,John D Reynolds,5
Odocoileus hemionus columbianus,42221,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,,Cervidae,Capreolinae,Odocoileini,Odocoileus,Odocoileus hemionus,iNat:39049985,49.126453,-123.701194,Odocoileus hemionus columbianus,2020-02-18T11:56:00-08:00,,,,John D Reynolds,5
Verbascum thapsus,59029,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Scrophulariaceae,,Scrophularieae,Verbascum,Verbascum thapsus,iNat:39049986,49.125314,-123.700097,Verbascum thapsus,2020-02-18T11:23:00-08:00,,,,John D Reynolds,131
Leucolepis acanthoneura,120870,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,Leucolepis acanthoneura,iNat:39050752,49.128239,-123.70185,Leucolepis acanthoneura,2020-02-18T11:39:00-08:00,,,,John D Reynolds,5
Leucolepis acanthoneura,120870,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,Leucolepis acanthoneura,iNat:39050753,49.117664,-123.688522,Leucolepis acanthoneura,2020-02-18T12:45:00-08:00,,,,John D Reynolds,9
Leucolepis acanthoneura,120870,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,Leucolepis acanthoneura,iNat:39050754,49.117531,-123.688614,Leucolepis acanthoneura,2020-02-18T12:46:00-08:00,,,,John D Reynolds,7
Plagiomnium venustum,126179,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,Plagiomnium venustum,iNat:39050759,49.118481,-123.708961,Plagiomnium venustum,2020-02-18T14:48:00-08:00,,,,John D Reynolds,5
Clinocardium nuttallii,69925,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,Clinocardium nuttallii,iNat:39050762,49.118089,-123.686981,Clinocardium nuttallii,2020-02-18T13:27:00-08:00,,,,John D Reynolds,6
Oniscus asellus,48284,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Holoverticata,,Oniscidae,,,Oniscus,Oniscus asellus,iNat:39050765,49.125317,-123.700661,Oniscus asellus,2020-02-18T12:08:00-08:00,,,,John D Reynolds,5
Kindbergia oregana,120909,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,Kindbergia oregana,iNat:39050766,49.126386,-123.700897,Kindbergia oregana,2020-02-18T11:58:00-08:00,,,,John D Reynolds,5
Kindbergia oregana,120909,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,Kindbergia oregana,iNat:39050768,49.127678,-123.700883,Kindbergia oregana,2020-02-18T11:35:00-08:00,,,,John D Reynolds,5
Kindbergia oregana,120909,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,Kindbergia oregana,iNat:39050770,49.119964,-123.708267,Kindbergia oregana,2020-02-18T14:42:00-08:00,,,,John D Reynolds,6
Sanicula crassicaulis,53201,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,Sanicula crassicaulis,iNat:39050772,49.126044,-123.701447,Sanicula crassicaulis,2020-02-18T12:01:00-08:00,,,,John D Reynolds,5
Chimaphila umbellata,62236,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,Chimaphila umbellata,iNat:39050774,49.118175,-123.686225,Chimaphila umbellata,2020-02-18T12:52:00-08:00,,,,John D Reynolds,5
Chimaphila umbellata,62236,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,Chimaphila umbellata,iNat:39050777,49.120444,-123.710572,Chimaphila umbellata,2020-02-18T14:57:00-08:00,,,,John D Reynolds,6
Chimaphila umbellata,62236,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,Chimaphila umbellata,iNat:39050778,49.118042,-123.686456,Chimaphila umbellata,2020-02-18T12:51:00-08:00,,,,John D Reynolds,5
Polytrichum juniperinum,68286,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,iNat:39050783,49.118564,-123.708961,Polytrichum juniperinum,2020-02-18T14:49:00-08:00,,,,John D Reynolds,5
Polytrichum juniperinum,68286,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,iNat:39050785,49.126442,-123.701125,Polytrichum juniperinum,2020-02-18T11:55:00-08:00,,,,John D Reynolds,6
Polytrichum juniperinum,68286,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,iNat:39050787,49.1278,-123.702461,Polytrichum juniperinum,2020-02-18T11:44:00-08:00,,,,John D Reynolds,6
Polytrichum juniperinum,68286,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,iNat:39050791,49.118164,-123.684906,Polytrichum juniperinum,2020-02-18T12:58:00-08:00,,,,John D Reynolds,4
Polytrichum juniperinum,68286,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,iNat:39050795,49.127333,-123.700858,Polytrichum juniperinum,2020-02-18T11:31:00-08:00,,,,John D Reynolds,9
Polytrichum juniperinum,68286,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,iNat:39050796,49.122914,-123.703086,Polytrichum juniperinum,2020-02-18T14:23:00-08:00,,,,John D Reynolds,6
Porcellio scaber,122238,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Holoverticata,,Porcellionidae,,,Porcellio,Porcellio scaber,iNat:39050798,49.125358,-123.700678,Porcellio scaber,2020-02-18T12:08:00-08:00,,,,John D Reynolds,5
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050802,49.118186,-123.684967,Digitalis purpurea,2020-02-18T12:58:00-08:00,,,,John D Reynolds,4
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050806,49.117919,-123.685014,Digitalis purpurea,2020-02-18T12:59:00-08:00,,,,John D Reynolds,4
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050807,49.123539,-123.700578,Digitalis purpurea,2020-02-18T11:17:00-08:00,,,,John D Reynolds,66
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050808,49.120614,-123.691033,Digitalis purpurea,2020-02-18T12:31:00-08:00,,,,John D Reynolds,5
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050809,49.120239,-123.707764,Digitalis purpurea,2020-02-18T14:38:00-08:00,,,,John D Reynolds,10
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050810,49.1227,-123.710289,Digitalis purpurea,2020-02-18T15:12:00-08:00,,,,John D Reynolds,5
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050812,49.127586,-123.702172,Digitalis purpurea,2020-02-18T11:47:00-08:00,,,,John D Reynolds,6
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050813,49.1218,-123.712044,Digitalis purpurea,2020-02-18T15:05:00-08:00,,,,John D Reynolds,5
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:39050814,49.125856,-123.701325,Digitalis purpurea,2020-02-18T12:02:00-08:00,,,,John D Reynolds,7
Hemigrapsus nudus,48342,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,Hemigrapsus nudus,iNat:39050816,49.118694,-123.685661,Hemigrapsus nudus,2020-02-18T13:15:00-08:00,,,,John D Reynolds,5
Jacobaea vulgaris,62498,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,Jacobaea vulgaris,iNat:39050956,49.122914,-123.710122,Jacobaea vulgaris,2020-02-18T15:12:00-08:00,,,,John D Reynolds,5
Jacobaea vulgaris,62498,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,Jacobaea vulgaris,iNat:39050962,49.124986,-123.702943,Jacobaea vulgaris,2020-02-18T11:12:00-08:00,,,,John D Reynolds,15
Alnus rubra,56034,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,Alnus rubra,iNat:39050963,49.122219,-123.71025,Alnus rubra,2020-02-18T15:11:00-08:00,,,,John D Reynolds,6
Silene coronaria,485191,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene coronaria,iNat:39050964,49.118375,-123.685019,Silene coronaria,2020-02-18T12:57:00-08:00,,,,John D Reynolds,5
Vaccinium parvifolium,48354,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Vaccinium parvifolium,iNat:39050970,49.123989,-123.709511,Vaccinium parvifolium,2020-02-18T15:15:00-08:00,,,,John D Reynolds,5
Vaccinium parvifolium,48354,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Vaccinium parvifolium,iNat:39050973,49.124581,-123.698625,Vaccinium parvifolium,2020-02-18T14:11:00-08:00,,,,John D Reynolds,9
Cancer productus,47826,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer,Cancer productus,iNat:39050974,49.117867,-123.684508,Cancer productus,2020-02-18T13:02:00-08:00,,,,John D Reynolds,4
Cancer productus,47826,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer,Cancer productus,iNat:39050979,49.118706,-123.685608,Cancer productus,2020-02-18T13:14:00-08:00,,,,John D Reynolds,5
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050980,49.124703,-123.705308,Gaultheria shallon,2020-02-18T15:22:00-08:00,,,,John D Reynolds,5
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050982,49.124139,-123.7015,Gaultheria shallon,2020-02-18T11:14:00-08:00,,,,John D Reynolds,60
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050985,49.124206,-123.702706,Gaultheria shallon,2020-02-18T14:20:00-08:00,,,,John D Reynolds,7
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050989,49.119053,-123.708961,Gaultheria shallon,2020-02-18T14:47:00-08:00,,,,John D Reynolds,5
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050990,49.120772,-123.710822,Gaultheria shallon,2020-02-18T15:00:00-08:00,,,,John D Reynolds,6
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050992,49.119286,-123.689461,Gaultheria shallon,2020-02-18T13:54:00-08:00,,,,John D Reynolds,5
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050996,49.119606,-123.689819,Gaultheria shallon,2020-02-18T13:55:00-08:00,,,,John D Reynolds,5
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:39050998,49.121108,-123.692069,Gaultheria shallon,2020-02-18T12:29:00-08:00,,,,John D Reynolds,6
Juniperus maritima,164313,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus maritima,iNat:39051000,49.117942,-123.684853,Juniperus maritima,2020-02-18T12:59:00-08:00,,,,John D Reynolds,5
Juniperus maritima,164313,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus maritima,iNat:39051002,49.121553,-123.692994,Juniperus maritima,2020-02-18T12:26:00-08:00,,,,John D Reynolds,5
Juniperus maritima,164313,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus maritima,iNat:39051003,49.118647,-123.685433,Juniperus maritima,2020-02-18T13:11:00-08:00,,,,John D Reynolds,5
Sedum spathulifolium,58886,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Crassulaceae,Sempervivoideae,Sedeae,Sedum,Sedum spathulifolium,iNat:39051007,49.118072,-123.686914,Sedum spathulifolium,2020-02-18T13:27:00-08:00,,,,John D Reynolds,7
