iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Galium aparine,53059,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,Galium aparine,iNat:37146685,49.125114,-123.700583,Galium aparine,2019-12-29T14:32:00-08:00,,,,John D Reynolds,12
Quercus garryana,68632,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Fagaceae,,,Quercus,Quercus garryana,iNat:37146686,49.125503,-123.701272,Quercus garryana,2019-12-29T14:25:00-08:00,,,,John D Reynolds,6
Quercus garryana,68632,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Fagaceae,,,Quercus,Quercus garryana,iNat:37146687,49.12545,-123.701125,Quercus garryana,2019-12-29T14:21:00-08:00,,,,John D Reynolds,5
Quercus garryana,68632,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Fagaceae,,,Quercus,Quercus garryana,iNat:37146689,49.125094,-123.699967,Quercus garryana,2019-12-29T14:02:00-08:00,,,,John D Reynolds,5
Geranium molle,1178020,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,,iNat:37146690,49.124936,-123.699883,Geranium molle,2019-12-29T14:00:00-08:00,,,,John D Reynolds,10
Geranium molle,1178020,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,,iNat:37146691,49.125375,-123.70115,Geranium molle,2019-12-29T14:21:00-08:00,,,,John D Reynolds,8
Abies grandis,63690,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,Abies grandis,iNat:37146693,49.125031,-123.703331,Abies grandis,2019-12-29T13:23:00-08:00,,,,John D Reynolds,5
Abies grandis,63690,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,Abies grandis,iNat:37146695,49.125583,-123.6988,Abies grandis,2019-12-29T14:12:00-08:00,,,,John D Reynolds,5
Hygrocybe miniata,194659,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,Hygrocybe miniata,iNat:37146696,49.124314,-123.701172,Hygrocybe miniata,2019-12-29T13:39:00-08:00,,,,John D Reynolds,4
Kindbergia oregana,120909,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,Kindbergia oregana,iNat:37146701,49.124958,-123.702958,Kindbergia oregana,2019-12-29T13:25:00-08:00,,,,John D Reynolds,6
Bellis perennis,55563,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Bellis,Bellis perennis,iNat:37146703,49.124844,-123.702172,Bellis perennis,2019-12-29T13:28:00-08:00,,,,John D Reynolds,7
Macoma nasuta,117612,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,Macoma nasuta,iNat:37146710,49.124581,-123.701142,Macoma nasuta,2019-12-29T13:37:00-08:00,,,,John D Reynolds,7
Juncus effusus,56153,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,Juncus effusus,iNat:37146719,49.123817,-123.696533,Juncus effusus,2019-12-29T14:44:00-08:00,,,,John D Reynolds,5
Juncus effusus,56153,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,Juncus effusus,iNat:37146722,49.124833,-123.702081,Juncus effusus,2019-12-29T13:28:00-08:00,,,,John D Reynolds,7
Polypodium glycyrrhiza,55104,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,Polypodium glycyrrhiza,iNat:37146728,49.124967,-123.7025,Polypodium glycyrrhiza,2019-12-29T15:05:00-08:00,,,,John D Reynolds,6
Polypodium glycyrrhiza,55104,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,Polypodium glycyrrhiza,iNat:37150221,49.124967,-123.702514,Polypodium glycyrrhiza,2019-12-29T15:05:00-08:00,,,,John D Reynolds,5
Racomitrium elongatum,167681,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,Racomitrium elongatum,iNat:37150222,49.124489,-123.700028,Racomitrium elongatum,2019-12-29T13:52:00-08:00,,,,John D Reynolds,5
Racomitrium elongatum,167681,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,Racomitrium elongatum,iNat:37150223,49.125214,-123.700142,Racomitrium elongatum,2019-12-29T14:03:00-08:00,,,,John D Reynolds,5
Racomitrium elongatum,167681,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,Racomitrium elongatum,iNat:37150224,49.125347,-123.701103,Racomitrium elongatum,2019-12-29T14:20:00-08:00,,,,John D Reynolds,8
Lonicera hispidula,53416,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Lonicera hispidula,iNat:37150228,49.124917,-123.6995,Lonicera hispidula,2019-12-29T14:15:00-08:00,,,,John D Reynolds,8
Leucolepis acanthoneura,120870,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,Leucolepis acanthoneura,iNat:37150229,49.124522,-123.699028,Leucolepis acanthoneura,2019-12-29T14:36:00-08:00,,,,John D Reynolds,7
Leucolepis acanthoneura,120870,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,Leucolepis acanthoneura,iNat:37150230,49.124686,-123.701408,Leucolepis acanthoneura,2019-12-29T13:34:00-08:00,,,,John D Reynolds,7
Leucolepis acanthoneura,120870,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,Leucolepis acanthoneura,iNat:37150231,49.124878,-123.702828,Leucolepis acanthoneura,2019-12-29T13:26:00-08:00,,,,John D Reynolds,6
Aurelia labiata,130235,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,,Ulmaridae,Aureliinae,,Aurelia,Aurelia labiata,iNat:37150234,49.125531,-123.703697,Aurelia labiata,2019-12-29T15:11:00-08:00,,,,John D Reynolds,5
Neckera douglasii,69912,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Neckeraceae,,,Neckera,Neckera douglasii,iNat:37150241,49.124447,-123.700172,Neckera douglasii,2019-12-29T13:47:00-08:00,,,,John D Reynolds,7
Pugettia producta,49723,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Epialtinae,,Pugettia,Pugettia producta,iNat:37150242,49.125564,-123.703544,Pugettia producta,2019-12-29T13:20:00-08:00,,,,John D Reynolds,200
Berberis nervosa,75756,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis nervosa,iNat:37150243,49.124925,-123.702492,Berberis nervosa,2019-12-29T15:05:00-08:00,,,,John D Reynolds,6
Leucanthemum vulgare,56057,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Leucanthemum,Leucanthemum vulgare,iNat:37150244,49.124978,-123.703217,Leucanthemum vulgare,2019-12-29T13:25:00-08:00,,,,John D Reynolds,6
Magallana gigas,605992,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Ostreida,,,Ostreoidea,Ostreidae,Crassostreinae,,Magallana,Magallana gigas,iNat:37150245,49.124619,-123.701003,Magallana gigas,2019-12-29T13:37:00-08:00,,,,John D Reynolds,7
Sanicula crassicaulis,53201,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Saniculoideae,Saniculeae,Sanicula,Sanicula crassicaulis,iNat:37150246,49.1251,-123.7034,Sanicula crassicaulis,2019-12-29T13:23:00-08:00,,,,John D Reynolds,6
Parmelia sulcata,54734,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,Parmelia sulcata,iNat:37150248,49.124347,-123.700072,Parmelia sulcata,2019-12-29T13:50:00-08:00,,,,John D Reynolds,7
Chimaphila umbellata,62236,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,Chimaphila umbellata,iNat:37150249,49.123025,-123.697814,Chimaphila umbellata,2019-12-29T14:52:00-08:00,,,,John D Reynolds,8
Polytrichum juniperinum,68286,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,Polytrichum juniperinum,iNat:37150264,49.125328,-123.701111,Polytrichum juniperinum,2019-12-29T14:20:00-08:00,,,,John D Reynolds,7
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:37150270,49.125114,-123.700706,Digitalis purpurea,2019-12-29T14:33:00-08:00,,,,John D Reynolds,8
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:37150271,49.123608,-123.696739,Digitalis purpurea,2019-12-29T14:48:00-08:00,,,,John D Reynolds,8
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:37150274,49.124925,-123.699639,Digitalis purpurea,2019-12-29T13:58:00-08:00,,,,John D Reynolds,14
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:37150276,49.124803,-123.702011,Digitalis purpurea,2019-12-29T13:28:00-08:00,,,,John D Reynolds,7
Digitalis purpurea,53983,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,Digitalis purpurea,iNat:37150277,49.124833,-123.702797,Digitalis purpurea,2019-12-29T13:26:00-08:00,,,,John D Reynolds,5
Jacobaea vulgaris,62498,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,Jacobaea vulgaris,iNat:37150279,49.125031,-123.699303,Jacobaea vulgaris,2019-12-29T14:14:00-08:00,,,,John D Reynolds,9
Jacobaea vulgaris,62498,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,Jacobaea vulgaris,iNat:37150280,49.125061,-123.700386,Jacobaea vulgaris,2019-12-29T14:34:00-08:00,,,,John D Reynolds,9
Alnus rubra,56034,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,Alnus rubra,iNat:37150281,49.124261,-123.700142,Alnus rubra,2019-12-29T13:44:00-08:00,,,,John D Reynolds,7
Vaccinium parvifolium,48354,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Vaccinium parvifolium,iNat:37150282,49.124656,-123.698494,Vaccinium parvifolium,2019-12-29T14:38:00-08:00,,,,John D Reynolds,11
Cancer productus,47826,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer,Cancer productus,iNat:37150283,49.125481,-123.703592,Cancer productus,2019-12-29T13:20:00-08:00,,,,John D Reynolds,25
Lontra canadensis,41777,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Mustelidae,Lutrinae,,Lontra,Lontra canadensis,iNat:37150286,49.125406,-123.703544,Lontra canadensis,2019-12-29T15:08:00-08:00,,,,John D Reynolds,4
Silene coronaria,485191,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene coronaria,iNat:37150287,49.125233,-123.700706,Silene coronaria,2019-12-29T14:30:00-08:00,,,,John D Reynolds,6
Rumex acetosella,53195,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex acetosella,iNat:37150288,49.124481,-123.700019,Rumex acetosella,2019-12-29T13:52:00-08:00,,,,John D Reynolds,5
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:37150289,49.123475,-123.696969,Gaultheria shallon,2019-12-29T14:49:00-08:00,,,,John D Reynolds,7
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:37150290,49.124619,-123.700989,Gaultheria shallon,2019-12-29T13:37:00-08:00,,,,John D Reynolds,8
Gaultheria shallon,48441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon,iNat:37150291,49.124939,-123.702903,Gaultheria shallon,2019-12-29T13:25:00-08:00,,,,John D Reynolds,6
Hylocomium splendens,122555,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,Hylocomium splendens,iNat:37150294,49.124569,-123.698953,Hylocomium splendens,2019-12-29T14:37:00-08:00,,,,John D Reynolds,6
Hylocomium splendens,122555,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,Hylocomium splendens,iNat:37150295,49.123478,-123.696992,Hylocomium splendens,2019-12-29T14:49:00-08:00,,,,John D Reynolds,8
Hylocomium splendens,122555,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,Hylocomium splendens,iNat:37150296,49.124997,-123.703225,Hylocomium splendens,2019-12-29T13:25:00-08:00,,,,John D Reynolds,7
Hylocomium splendens,122555,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,Hylocomium splendens,iNat:37150297,49.124908,-123.702431,Hylocomium splendens,2019-12-29T13:27:00-08:00,,,,John D Reynolds,7
Urtica dioica,51884,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Urticaceae,,,Urtica,Urtica dioica,iNat:37150298,49.125408,-123.700286,Urtica dioica,2019-12-29T14:04:00-08:00,,,,John D Reynolds,10
Urtica dioica,51884,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Urticaceae,,,Urtica,Urtica dioica,iNat:37150299,49.125575,-123.700158,Urtica dioica,2019-12-29T14:05:00-08:00,,,,John D Reynolds,11
Lobaria pulmonaria,48711,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,Lobaria pulmonaria,iNat:37150300,49.124369,-123.700119,Lobaria pulmonaria,2019-12-29T13:50:00-08:00,,,,John D Reynolds,6
Lobaria pulmonaria,48711,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,Lobaria pulmonaria,iNat:37150301,49.125586,-123.701356,Lobaria pulmonaria,2019-12-29T14:23:00-08:00,,,,John D Reynolds,7
Lobaria pulmonaria,48711,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,Lobaria pulmonaria,iNat:37150302,49.124442,-123.700164,Lobaria pulmonaria,2019-12-29T13:46:00-08:00,,,,John D Reynolds,8
Lobaria pulmonaria,48711,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,Lobaria pulmonaria,iNat:37150303,49.125483,-123.701333,Lobaria pulmonaria,2019-12-29T14:25:00-08:00,,,,John D Reynolds,7
Goodyera oblongifolia,50719,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,Goodyera oblongifolia,iNat:37150306,49.12375,-123.696639,Goodyera oblongifolia,2019-12-29T14:47:00-08:00,,,,John D Reynolds,7
Thuja plicata,48252,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,Thuja plicata,iNat:37150307,49.1251,-123.703225,Thuja plicata,2019-12-29T13:22:00-08:00,,,,John D Reynolds,6
Thuja plicata,48252,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,Thuja plicata,iNat:37150308,49.125003,-123.703256,Thuja plicata,2019-12-29T13:24:00-08:00,,,,John D Reynolds,6
Thuja plicata,48252,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,Thuja plicata,iNat:37150309,49.125569,-123.700181,Thuja plicata,2019-12-29T14:05:00-08:00,,,,John D Reynolds,9
Polystichum munitum,47751,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,Polystichum munitum,iNat:37150310,49.123572,-123.696822,Polystichum munitum,2019-12-29T14:48:00-08:00,,,,John D Reynolds,5
Polystichum munitum,47751,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,Polystichum munitum,iNat:37150311,49.125175,-123.700164,Polystichum munitum,2019-12-29T14:03:00-08:00,,,,John D Reynolds,6
Clinopodium douglasii,53203,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,Clinopodium douglasii,iNat:37150317,49.125744,-123.698739,Clinopodium douglasii,2019-12-29T14:11:00-08:00,,,,John D Reynolds,7
Clinopodium douglasii,53203,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,Clinopodium douglasii,iNat:37150318,49.124661,-123.698556,Clinopodium douglasii,2019-12-29T14:38:00-08:00,,,,John D Reynolds,10
Clinopodium douglasii,53203,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,Clinopodium douglasii,iNat:37150319,49.123833,-123.696608,Clinopodium douglasii,2019-12-29T14:47:00-08:00,,,,John D Reynolds,8
Berberis aquifolium,126887,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis aquifolium,iNat:38943280,49.124867,-123.700678,Berberis aquifolium,2020-02-18T12:53:00-08:00,,,,John D Reynolds,
Turdus migratorius,12727,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Turdus,Turdus migratorius,iNat:38943281,49.120859,-123.711001,Turdus migratorius,2020-02-18T15:02:00-08:00,,,,John D Reynolds,122
Haliaeetus leucocephalus,5305,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,Haliaeetus leucocephalus,iNat:38943282,49.123583,-123.696048,Haliaeetus leucocephalus,2020-02-18T14:05:00-08:00,,,,John D Reynolds,
Haliaeetus leucocephalus,5305,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,Haliaeetus leucocephalus,iNat:38943286,49.123213,-123.695186,Haliaeetus leucocephalus,2020-02-18T15:24:00-08:00,,,,John D Reynolds,61
Haliaeetus leucocephalus,5305,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,Haliaeetus leucocephalus,iNat:38943287,49.124867,-123.700678,Haliaeetus leucocephalus,2020-02-18T13:03:00-08:00,,,,John D Reynolds,
Bucephala islandica,6994,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,Bucephala islandica,iNat:38943288,49.123898,-123.694279,Bucephala islandica,2020-02-18T15:24:00-08:00,,,,John D Reynolds,122
Bucephala islandica,6994,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,Bucephala islandica,iNat:38943289,49.126432,-123.698152,Bucephala islandica,2020-02-18T11:36:00-08:00,,,,John D Reynolds,31
Bucephala islandica,6994,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,Bucephala islandica,iNat:38943290,49.126612,-123.697777,Bucephala islandica,2020-02-18T11:34:00-08:00,,,,John D Reynolds,61
Haematopus bachmani,4838,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Haematopodidae,,,Haematopus,Haematopus bachmani,iNat:38943291,49.119686,-123.686479,Haematopus bachmani,2020-02-18T13:45:00-08:00,,,,John D Reynolds,31
Branta canadensis,7089,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Branta,Branta canadensis,iNat:38943295,49.12453,-123.695934,Branta canadensis,2020-02-18T14:06:00-08:00,,,,John D Reynolds,31
Bucephala clangula,6990,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,Bucephala clangula,iNat:38943296,49.124811,-123.696032,Bucephala clangula,2020-02-18T14:07:00-08:00,,,,John D Reynolds,31
Bucephala clangula,6990,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,Bucephala clangula,iNat:38943297,49.125907,-123.698076,Bucephala clangula,2020-02-18T13:03:00-08:00,,,,John D Reynolds,15
Mergus merganser,7004,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mergus,Mergus merganser,iNat:38943301,49.125696,-123.69747,Mergus merganser,2020-02-18T13:10:00-08:00,,,,John D Reynolds,31
Corvus corax,8010,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Corvus,Corvus corax,iNat:38943302,49.12526,-123.700262,Corvus corax,2020-02-18T11:49:00-08:00,,,,John D Reynolds,
Corvus corax,8010,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Corvus,Corvus corax,iNat:38943303,49.12433,-123.69981,Corvus corax,2020-02-18T14:12:00-08:00,,,,John D Reynolds,
Phalacrocorax auritus,4265,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,,Phalacrocoracidae,,,Phalacrocorax,Phalacrocorax auritus,iNat:38943308,49.119447,-123.687277,Phalacrocorax auritus,2020-02-18T13:46:00-08:00,,,,John D Reynolds,31
Fucus distichus,69155,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Fucaceae,,,Fucus,Fucus distichus,iNat:38943309,49.124867,-123.700678,Fucus distichus,2020-02-18T12:53:00-08:00,,,,John D Reynolds,
Quercus garryana,68632,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Fagaceae,,,Quercus,Quercus garryana,iNat:38943311,49.120472,-123.687535,Quercus garryana,2020-02-18T13:35:00-08:00,,,,John D Reynolds,31
Quercus garryana,68632,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Fagaceae,,,Quercus,Quercus garryana,iNat:38943312,49.124934,-123.693006,Quercus garryana,2020-02-18T12:33:00-08:00,,,,John D Reynolds,31
Phoca vitulina richardii,117766,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Phocidae,,,Phoca,Phoca vitulina,iNat:38943313,49.12232,-123.690743,Phoca vitulina richardii,2020-02-18T15:24:00-08:00,,,,John D Reynolds,122
Phoca vitulina richardii,117766,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Phocidae,,,Phoca,Phoca vitulina,iNat:38943317,49.126358,-123.697716,Phoca vitulina richardii,2020-02-18T11:31:00-08:00,,,,John D Reynolds,61
Heuchera micrantha,51274,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,,Heuchera,Heuchera micrantha,iNat:38943318,49.124867,-123.700678,Heuchera micrantha,2020-02-18T13:13:00-08:00,,,,John D Reynolds,
Heuchera micrantha,51274,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,,Heuchera,Heuchera micrantha,iNat:38943319,49.118,-123.687052,Heuchera micrantha,2020-02-18T13:27:00-08:00,,,,John D Reynolds,
Juniperus maritima,164313,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus maritima,iNat:38943327,49.124786,-123.692738,Juniperus maritima,2020-02-18T12:33:00-08:00,,,,John D Reynolds,61
Polypodium glycyrrhiza,55104,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,Polypodium glycyrrhiza,iNat:38943330,49.118177,-123.686775,Polypodium glycyrrhiza,2020-02-18T13:24:00-08:00,,,,John D Reynolds,
Polypodium glycyrrhiza,55104,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,Polypodium glycyrrhiza,iNat:38943331,49.124867,-123.700678,Polypodium glycyrrhiza,2020-02-18T13:14:00-08:00,,,,John D Reynolds,
Holodiscus discolor,53414,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Holodiscus,Holodiscus discolor,iNat:38943337,49.124867,-123.700678,Holodiscus discolor,2020-02-18T12:51:00-08:00,,,,John D Reynolds,
Larus glaucescens × occidentalis,243970,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,,iNat:38943339,49.125446,-123.703619,Larus glaucescens × occidentalis,2020-02-18T15:24:00-08:00,,,,John D Reynolds,4
Paxistima myrsinites,63893,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,,Celastraceae,,,Paxistima,Paxistima myrsinites,iNat:38943340,49.118185,-123.686787,Paxistima myrsinites,2020-02-18T13:24:00-08:00,,,,John D Reynolds,
