Group,Taxon,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,GeoreferencingRemarks,Source
BIRDS,Haematopus bachmani,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Haemorhous purpureus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Haliaeetus leucocephalus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Hirundo rustica,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Histrionicus histrionicus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Histrionicus histrionicus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,,,,,,,,,VIC - Coastal waterbird survey
BIRDS,Junco hyemalis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Larus californicus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Larus canus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,,,,,here and there,,,,VIC - Coastal waterbird survey
BIRDS,Larus canus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Larus glaucescens,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,,,,,wherever the other gulls weren’t,,,,VIC - Coastal waterbird survey
BIRDS,Larus glaucescens,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Larus glaucoides thayeri,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,,,,,here and everywhere,,,,VIC - Coastal waterbird survey
BIRDS,Leiothlypis celata,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,reported as Oreothlypis celata,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Lophodytes cucullatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Loxia curvirostra,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Megaceryle alcyon,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,,,,,resident in Starvation Bay and still recovering from a successful nesting/rearing event in the clay cliffs below our place,,,,VIC - Coastal waterbird survey
BIRDS,Megaceryle alcyon,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Melanitta perspicillata,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Melospiza melodia,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Molothrus ater,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Petrochelidon pyrrhonota,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Phalacrocorax auritus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Phalacrocorax auritus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,,,,,,,,,VIC - Coastal waterbird survey
BIRDS,Phalacrocorax pelagicus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Phalacrocorax penicillatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Phalacrocorax penicillatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,,,,,,,,,VIC - Coastal waterbird survey
BIRDS,Phalaropus lobatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Pheucticus melanocephalus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Pipilo maculatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Piranga ludoviciana,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Poecile rufescens,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Progne subis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Regulus satrapa,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Selasphorus rufus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Setophaga nigrescens,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Setophaga townsendi,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Sitta canadensis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Sphyrapicus ruber,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Spinus tristis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Tachycineta bicolor,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Tachycineta thalassina,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Thryomanes bewickii,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Troglodytes aedon,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Troglodytes pacificus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Turdus migratorius,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Uria aalge,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Vireo gilvus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Vireo huttoni,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
BIRDS,Zonotrichia leucophrys,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",2016,,,,,,,,VIC - 2016 Bioblitz Bird Checklist
FISH,Anoplarchus purpurescens,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Anoplarchus purpurescens,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,,,,,,,VIC - 2016 Marine Bioblitz
FISH,Anoplarchus purpurescens,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Artedius lateralis,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Cymatogaster aggregata,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Gobiesox maeandricus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Liparis sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Oligocottus maculosus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Oligocottus maculosus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
FISH,Xiphister atropurpureus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
FISHES,Anoplarchus purpurescens,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Artedius lateralis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Cymatogaster aggregata,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Embiotoca lateralis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Gobiesox maeandricus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Hexagrammos decagrammus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Liparis sp.,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Lumpenus sagitta,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Oligocottus maculosus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Ophiodon elongatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Porichthys notatus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal,,guarding eggs,,,,VIC - 2016 Marine Bioblitz
FISHES,Porichthys notatus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
FISHES,Porichthys notatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Rhinogobiops nicholsii,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Sebastes caurinus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
FISHES,Xiphister atropurpureus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
HERPTILES,Elgaria coerulea,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,2016,,,,,,reported as Eligaria coerulea,,VIC - 2016 Bioblitz terrestrial and freshwater checklist
HERPTILES,Pseudacris regilla,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,2016,,,,,,,,VIC - 2016 Bioblitz terrestrial and freshwater checklist
HERPTILES,Rana aurora,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,2016,,,,,,,,VIC - 2016 Bioblitz terrestrial and freshwater checklist
HERPTILES,Taricha granulosa,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,2016,,,,,,,,VIC - 2016 Bioblitz terrestrial and freshwater checklist
HERPTILES,Thamnophis elegans,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,2016,,,,,,,,VIC - 2016 Bioblitz terrestrial and freshwater checklist
HERPTILES,Thamnophis ordinoides,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,2016,,,,,,,,VIC - 2016 Bioblitz terrestrial and freshwater checklist
HERPTILES,Thamnophis sirtalis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,,2016,,,,,,,,VIC - 2016 Bioblitz terrestrial and freshwater checklist
MARINE INVERTEBRATES,Abietinaria sp.,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Aeolidia papillosa,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Aeolidia papillosa,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Aequorea victoria,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Amphissa columbiana,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Anthopleura artemisia,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,reported as Anthopleura artemesia,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Anthopleura artemisia,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,reported as Anthopleura artemesia,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Anthopleura artemisia,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Anthopleura artemesia,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Anthopleura elegantissima,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Anthopleura elegantissima,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,High intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Anthopleura elegantissima,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Anthopleura elegantissima,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Apohyale pugettensis,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,reported as Hyale pugettensis,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Apohyale pugettensis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Hyale pugettensis,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Balanophyllia elegans,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Balanus glandula,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Balanus glandula,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal; High intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Balanus glandula,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Balanus glandula,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
