Group,Taxon,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,GeoreferencingRemarks,Source
MARINE INVERTEBRATES,Mopalia muscosa,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Mopalia muscosa,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Mopalia muscosa,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Mopalia swanii,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Mopalia swanii,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Munida quadrispina,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Munida quadraspina,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Mytilus trossulus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Mytilus trossulus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Mytilus trossulus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Mytilus trossulus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Neomolgus littoralis,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Neostylidium eschrichtii,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,reported as Bittium eschrichtii,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Neostylidium eschrichtii,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Bittium eschrichtii,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Notocomplana sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Notocomplana sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Notocomplana sp.,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Nucella lamellosa,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Nucella lamellosa,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Nucella lamellosa,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Nucella lamellosa,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Nuttallia obscurata,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Nuttallia obscurata,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Nuttallia obscurata,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Obelia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Obelia sp.,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Onchidoris bilamellata,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Onchidoris bilamellata,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Onchidoris bilamellata,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Ophiura luetkenii,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal,,juvenile,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Ophiura luetkenii,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pachycerianthus fimbriatus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pagurus granosimanus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pagurus granosimanus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pagurus granosimanus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pagurus hirsutiusculus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pagurus hirsutiusculus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pandalus hypsinotus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pandalus platyceros,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Parastichopus californicus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Parastichopus californicus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Peltodoris nobilis,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Peltodoris nobilis,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Peltodoris nobilis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pentidotea wosnesenskii,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,reported as Idotea wosnesenskii,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pentidotea wosnesenskii,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,reported as Idotea wosnesenskii,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pentidotea wosnesenskii,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Idotea wosnesenskii,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Petrolisthes cinctipes,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Petrolisthes cinctipes,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Petrolisthes cinctipes,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Phacellophora camtschatica,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Phacellophora camtschatica,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Phoronis sp.,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pisaster brevispinus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pisaster ochraceus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pisaster ochraceus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Pisaster ochraceus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pisaster ochraceus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Plumularia setacea,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pododesmus macrochisma,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pododesmus macrochisma,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Pododesmus macrochisma,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Psolus chitonoides,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Psolus chitonoides,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Pugettia producta,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Pugettia producta,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Pugettia producta,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Rhabdocalyptus dawsoni,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Ruditapes philippinarum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,reported as Venerupis philippinarum,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Ruditapes philippinarum,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Venerupis philippinarum,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Saxidomus gigantea,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Saxidomus gigantea,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Saxidomus gigantea,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Schizoporella unicornis,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Schizoporella unicornis,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Schizoporella unicornis,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Schizoporella unicornis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Scoletoma zonata,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,reported as Scoltoma zonata,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Scoletoma zonata,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Scoltoma zonata,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Semibalanus cariosus,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Semibalanus cariosus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Serpula columbiana,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Serpula columbiana,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Low intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Serpula columbiana,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Serpula columbiana,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Staurocalyptus dowlingi,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Strongylocentrotus droebachiensis,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Stylochus californicus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,reported as Stylochus californiensis,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Stylochus californicus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,reported as Stylochus californiensis,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Tectura scutum,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay and Detwiler Point,49.059442,-123.624488,,,,,2014-06-01,,,,,,,,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Tectura scutum,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
MARINE INVERTEBRATES,Thelepus crispus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2014-05-31,,,,,,,coordinates imputed based on coordinates assigned to other records with the same locality information,VIC - 2014 Bioblitz Valdes Marine Components
MARINE INVERTEBRATES,Thelepus crispus,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point,"49°3'21""N","-123°39'31""W",,,,,2016-06-04,,Mid intertidal,,,,,,VIC - 2016 Marine Bioblitz
MARINE INVERTEBRATES,Thelepus crispus,Canada,British Columbia,Gulf Islands,Valdes Island,,,,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",2016,,,,,,,,VIC - 2016 Bioblitz marine checklist
