iNaturalist taxon name,iNaturalist taxon ID,Observation count,Collection/List,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Mazzaella rosea,932003,1,UBC,"{""UBC:34"":[49.1,-123.7]}",Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Gigartinaceae,,,Mazzaella,Mazzaella rosea,Mazzaella rosea,1972-08-20,subtidal,,,B. Patriquem,
Pleonosporium vancouverianum,500288,1,UBC,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Ceramiaceae,,,Pleonosporium,Pleonosporium vancouverianum,Pleonosporium vancouverianum,1972-07-20,subtidal collection,,,B. Patriquem,
Plocamium oregonum,345143,1,UBC,,Plantae,Rhodophyta,,,Florideophyceae,,,Plocamiales,,,,Plocamiaceae,,,Plocamium,Plocamium oregonum,Plocamium oregonum,1974-05-14,15 m,,,B. Conley,
Polysiphonia hendryi,117819,1,UBC,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Rhodomelaceae,,Polysiphonieae,Polysiphonia,Polysiphonia hendryi,Polysiphonia hendryi,1972-07-20,subtidal,,,B. Patriquem,
Prionitis lanceolata,117820,3,UBC,"{""UBC:46"":[49.1,-123.7]}",Plantae,Rhodophyta,,,Florideophyceae,,,Halymeniales,,,,Halymeniaceae,,,Prionitis,Prionitis lanceolata,Prionitis lanceolata,1972-07-20,subtidal,,,B. Patriquem,
Pterosiphonia dendroidea,326994,1,UBC,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Rhodomelaceae,,,Pterosiphonia,Pterosiphonia dendroidea,Pterosiphonia dendroidea,1972-07-20,subtidal,,,B. Patriquem,
Pyropia abbottiae,1137253,1,UBC,"{""UBC:49"":[49.06,-123.6]}",Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,Pyropia abbottiae,Pyropia abbottiae,1973-08-27,upper intertidal,,,R. E. Foreman,
Stenogramma interruptum,339049,1,UBC,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Phyllophoraceae,,,Stenogramma,Stenogramma interruptum,Stenogramma interrupta,1974-05-15,,,,Neil Stainton,
Ulva compressa,372556,1,UBC,,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva compressa,Ulva compressa,1972-07-20,,,,B. Patriquem,
Ulva fenestrata,152972,5,UBC,"{""VIC:69"":[49.059442,-123.624488]}",Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva fenestrata,Ulva fenestrata,1972-07-20,subtidal,,,B. Patriquem,
Ulva linza,201435,1,UBC,,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva linza,Ulva linza,1972-07-20,subtidal,,,B. Patriquem,
Ulvaria obscura,504878,2,UBC,"{""UBC:61"":[49.1,-123.7]}",Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulvaria,Ulvaria obscura,Ulvaria obscura,1972-07-20,subtidal,,,B. Patriquem,
Atrichum undulatum,124155,2,UBC,"{""UBC:63"":[49.08,-123.65]}",Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Atrichum,Atrichum undulatum,Atrichum undulatum,2017,alongside skidder road,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Dicranum fuscescens,123177,2,UBC,"{""UBC:64"":[49.08,-123.65]}",Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Dicranaceae,,,Dicranum,Dicranum fuscescens,Dicranum fuscescens,2017,conifer forests,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Cladonia arbuscula beringiana,340871,1,UBC,"{""UBC:65"":[49.08,-123.65]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,Cladonia arbuscula,Cladonia arbuscula ssp. beringiana,2011-05-25,Cladina portentosa subsp. pacific and Cladina rangiferina,,,,
Cladonia wainioi,182567,2,UBC,"{""UBC:66"":[49.045556,-123.613511],""ASIMON:10"":[49.045556,-123.613511]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,Cladonia wainioi,Cladonia wainioi,2017,terrestrial herbaceous community,,,"Andrew Simon, Harvey Janszen, John Reynolds",
Usnea glabrata,233312,2,UBC,"{""UBC:68"":[49.058639,-123.626244]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea glabrata,Usnea glabrata,2017-06-00,"logging road, seral stage mixed forest",,,Andrew Simon,
Amsinckia menziesii,55436,1,UBC,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Cynoglosseae,Amsinckia,Amsinckia menziesii,Amsinckia menziesii,1998-03-18,,,,Jenifer Penny,
Amsinckia tessellata tessellata,58852,1,UBC,"{""UBC:70"":[49.1,-123.7]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Cynoglosseae,Amsinckia,Amsinckia tessellata,Amsinckia tessellata var. tessellata,1998-03-18,"On sandstone cliffs, on enclave with Allium acuminatum, Camas liechnitti; aspect south 28 degrees west.",,,Jenifer L. Penny,
Lysimachia minima,204353,1,UBC,"{""UBC:71"":[49.09,-123.69]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia minima,Lysimachia minima,2008-07-14,"Moist track through forest opening; bare soil with Gnaphalium palustre, Juncus bufonius, J. effusus subsp. pacificus, Hypericum anagalloides.",,,Frank Lomer,
Arctostaphylos × media,181436,1,UBC,"{""UBC:72"":[49.09,-123.69]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,,Arctostaphylos x media,2008-07-14,"Seaside sandstone clifftop, full sun; beside single A. columbiana, A. uva-ursi seen down by shoreline.",,,Frank Lomer,
Shepherdia canadensis,79072,1,UBC,"{""UBC:75"":[49.09,-123.69]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Elaeagnaceae,,,Shepherdia,Shepherdia canadensis,Shepherdia canadensis,2008-07-14,Seaside sandstone clifftop.,,,Frank Lomer,
Torilis japonica,133918,2,UBC,"{""UBC:76"":[49.09,-123.69],""ASIMON:47"":[49.0418,-123.643081]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Torilis,Torilis japonica,Torilis japonica,2008-07-14,Trackside water pool on grassy bank.,,,Frank Lomer,
Callithamnion pikeanum,117770,2,VIC,"{""VIC:2"":[49.059442,-123.624488]}",Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Ceramiaceae,,,Callithamnion,Callithamnion pikeanum,Callithamnion pikeanum,2014-06-01,,,,,
Coilodesme,607754,1,VIC,,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,,Chordariaceae,,,Coilodesme,,Coilodesme sp.,,,,,,
Corallina officinalis,123632,1,VIC,,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,,Corallinaceae,Corallinoideae,,Corallina,Corallina officinalis,Corallina officinalis,,,,,,
Cryptopleura,243907,1,VIC,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Cryptopleura,,Cryptopleura sp.,,,,,,
Fucus,48217,2,VIC,,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Fucaceae,,,Fucus,,Fucus sp.,2014-05-31,,,,,
Mazzaella parksii,429950,3,VIC,"{""VIC:30"":[49.059442,-123.624488]}",Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Gigartinaceae,,,Mazzaella,Mazzaella parksii,Mazzaella parksii,2014-05-31,,,,,
Neorhodomela,67414,1,VIC,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Rhodomelaceae,,,Neorhodomela,,Neorhodomela sp.,,,,,,
Prionitis sternbergii,347988,2,VIC,,Plantae,Rhodophyta,,,Florideophyceae,,,Halymeniales,,,,Halymeniaceae,,,Prionitis,Prionitis sternbergii,Prionitis sternbergii,2014-06-01,,,,,
Ulva intestinalis,130197,4,VIC,"{""VIC:73"":[49.059442,-123.624488]}",Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva intestinalis,Ulva intestinalis,2014-05-31,,,,,
Anthus rubescens,13732,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Motacillidae,,,Anthus,Anthus rubescens,Anthus rubescens,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Ardea herodias fannini,236943,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,,Ardeidae,Ardeinae,,Ardea,Ardea herodias,Ardea herodias fannini,,,,,,
Arenaria melanocephala,3941,2,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Arenaria,Arenaria melanocephala,Arenaria melanocephala,,,,,,
Bombycilla cedrorum,7428,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Bombycillidae,,,Bombycilla,Bombycilla cedrorum,Bombycilla cedrorum,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Brachyramphus marmoratus,4531,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Alcidae,,,Brachyramphus,Brachyramphus marmoratus,Brachyramphus marmoratus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Calidris virgata,339592,2,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Calidris,Calidris virgata,Calidris virgata,,,,,,
Calypte anna,6317,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,,Trochilidae,,,Calypte,Calypte anna,Calypte anna,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Catharus ustulatus,12878,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Catharus,Catharus ustulatus,Catharus ustulatus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Cepphus columba,4415,2,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Alcidae,,,Cepphus,Cepphus columba,Cepphus columba,,,,,,
Cerorhinca monocerata,4553,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Alcidae,,,Cerorhinca,Cerorhinca monocerata,Cerorhinca monocerata,,,,,,
Cistothorus palustris,7601,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Troglodytidae,,,Cistothorus,Cistothorus palustris,Cistothorus palustris,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Colaptes auratus,18236,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Colaptes,Colaptes auratus,Colaptes auratus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Contopus sordidulus,16079,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Contopus,Contopus sordidulus,Contopus sordidulus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Dryocopus pileatus,17855,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Dryocopus,Dryocopus pileatus,Dryocopus pileatus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Empidonax difficilis,16598,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,Empidonax difficilis,Empidonax difficilis,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Gavia immer,4626,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,Gavia immer,Gavia immer,,,,,,
Haemorhous purpureus,199841,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Haemorhous,Haemorhous purpureus,Haemorhous purpureus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Histrionicus histrionicus,7111,2,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Larus californicus,4385,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,Larus californicus,Larus californicus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Larus canus,4356,2,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,Larus canus,Larus canus,,,,,,
Melanitta perspicillata,7036,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Melanitta,Melanitta perspicillata,Melanitta perspicillata,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Molothrus ater,10373,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Molothrus,Molothrus ater,Molothrus ater,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Petrochelidon pyrrhonota,11858,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Petrochelidon,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Phalacrocorax penicillatus,4277,2,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,,Phalacrocoracidae,,,Phalacrocorax,Phalacrocorax penicillatus,Phalacrocorax penicillatus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Phalaropus lobatus,3959,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Scolopacidae,,,Phalaropus,Phalaropus lobatus,Phalaropus lobatus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Pheucticus melanocephalus,10274,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Pheucticus,Pheucticus melanocephalus,Pheucticus melanocephalus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Pipilo maculatus,9420,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Pipilo,Pipilo maculatus,Pipilo maculatus,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Piranga ludoviciana,9919,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Piranga,Piranga ludoviciana,Piranga ludoviciana,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Progne subis,11867,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Progne,Progne subis,Progne subis,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Setophaga nigrescens,145254,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga nigrescens,Setophaga nigrescens,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Setophaga townsendi,145255,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga townsendi,Setophaga townsendi,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Sphyrapicus ruber,18464,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Sphyrapicus,Sphyrapicus ruber,Sphyrapicus ruber,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Spinus tristis,145310,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Spinus,Spinus tristis,Spinus tristis,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Tachycineta bicolor,11935,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Tachycineta,Tachycineta bicolor,Tachycineta bicolor,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Thryomanes bewickii,7576,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Troglodytidae,,,Thryomanes,Thryomanes bewickii,Thryomanes bewickii,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Uria aalge,4519,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Alcidae,,,Uria,Uria aalge,Uria aalge,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Vireo huttoni,17375,1,VIC,,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Vireonidae,,,Vireo,Vireo huttoni,Vireo huttoni,2016,,,,"Rob Butler, Janet Cannings, Alexandra de Jong Westman, Marja de Jong Westman, Michael Dunn, John Reynolds, Robin Weber",
Artedius lateralis,117529,2,VIC,"{""VIC:160"":[49.059442,-123.624488]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Artedius,Artedius lateralis,Artedius lateralis,2014-06-01,,,,,
Gobiesox maeandricus,67409,2,VIC,"{""VIC:162"":[49.059442,-123.624488]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiesociformes,,,,Gobiesocidae,Gobiesocinae,,Gobiesox,Gobiesox maeandricus,Gobiesox maeandricus,2014-06-01,,,,,
Xiphister atropurpureus,67360,2,VIC,"{""VIC:166"":[49.059442,-123.624488]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Stichaeidae,Xiphisterinae,,Xiphister,Xiphister atropurpureus,Xiphister atropurpureus,2014-06-01,,,,,
Porichthys notatus,60021,3,VIC,,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Batrachoidiformes,,,,Batrachoididae,Porichthyinae,,Porichthys,Porichthys notatus,Porichthys notatus,2014-05-31,,,,,
Aeolidia papillosa,498116,2,VIC,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Aeolidia,Aeolidia papillosa,Aeolidia papillosa,2014-05-31,,,,,
Aequorea victoria,325995,1,VIC,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Aequoreidae,,,Aequorea,Aequorea victoria,Aequorea victoria,2016,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",
Apohyale pugettensis,964566,2,VIC,"{""VIC:202"":[49.059442,-123.624488]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Hyaloidea,Hyalidae,,,Apohyale,Apohyale pugettensis,Apohyale pugettensis,2014-06-01,,,,,
Cliona celata,117715,2,VIC,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,,Clionaidae,,,Cliona,Cliona celata,Cliona celata,2016,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",
Diaulula sandiegensis,508884,2,VIC,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Diaulula,Diaulula sandiegensis,Diaulula sandiegensis,2014-05-31,,,,,
Halichondria panicea,186854,2,VIC,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria panicea,Halichondria panicea,2014-05-31,,,,,
Halosydna brevisetosa,71236,2,VIC,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Lepidonotinae,,Halosydna,Halosydna brevisetosa,Halosydna brevisetosa,2014-05-31,,,,,
Heptacarpus sitchensis,67627,2,VIC,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,Heptacarpus sitchensis,Heptacarpus sitchensis,2014-05-31,,,,,
Littorina scutulata,69995,4,VIC,"{""VIC:273"":[49.059442,-123.624488]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Littorinoidea,Littorinidae,Littorininae,,Littorina,Littorina scutulata,Littorina scutulata,2014-05-31,,,,,
Lottia digitalis,1106826,2,VIC,"{""VIC:278"":[49.059442,-123.624488]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,,Lottia digitalis,2014-06-01,,,,,
Lottia persona,339143,5,VIC,"{""VIC:283"":[49.059442,-123.624488],""VIC:284"":[49.059442,-123.624488]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,Lottia persona,Lottia persona,2014-05-31,,,,,
Mopalia muscosa,117633,3,VIC,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia muscosa,Mopalia muscosa,2014-05-31,,,,,
Neomolgus littoralis,120956,1,VIC,"{""VIC:312"":[49.059442,-123.624488]}",Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Eupodina,Bdelloidea,Bdellidae,,,Neomolgus,Neomolgus littoralis,Neomolgus littoralis,2014-06-01,,,,,
Notocomplana,56707,3,VIC,,Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Acotylea,,Leptoplanoidea,Notocomplanidae,,,Notocomplana,,Notocomplana sp.,2014-05-31,,,,,
Pagurus granosimanus,127555,3,VIC,"{""VIC:334"":[49.059442,-123.624488]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,Pagurus granosimanus,Pagurus granosimanus,2014-05-31,,,,,
Pandalus hypsinotus,226884,1,VIC,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,Pandalus hypsinotus,Pandalus hypsinotus,2016,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",
Peltodoris nobilis,48450,3,VIC,"{""VIC:343"":[49.059442,-123.624488]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Peltodoris,Peltodoris nobilis,Peltodoris nobilis,2014-05-31,,,,,
Pentidotea wosnesenskii,126295,3,VIC,"{""VIC:346"":[49.059442,-123.624488]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,,Idoteidae,,,Pentidotea,Pentidotea wosnesenskii,Pentidotea wosnesenskii,2014-05-31,,,,,
Petrolisthes cinctipes,53620,3,VIC,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Porcellanidae,,,Petrolisthes,Petrolisthes cinctipes,Petrolisthes cinctipes,2014-05-31,,,,,
Phoronis,247220,1,VIC,,Animalia,Phoronida,,,,,,,,,,Phoronidae,,,Phoronis,,Phoronis sp.,2016,,,,"Janet Canning, Alexandra de Jong Westman, Marja de Jong Westman, Donna Gibbs, Andy Lamb, Peter Luckham, Jeff Marliave, Margo Sadler, Rachel Saraga",
Ruditapes philippinarum,343269,2,VIC,"{""VIC:369"":[49.059442,-123.624488]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,,,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,2014-06-01,,,,,
Schizoporella unicornis,195985,4,VIC,"{""VIC:376"":[49.059442,-123.624488]}",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Schizoporellidae,,,Schizoporella,Schizoporella unicornis,Schizoporella unicornis,2014-05-31,,,,,
Scoletoma zonata,905634,2,VIC,,Animalia,Annelida,,,Polychaeta,Errantia,,Eunicida,,,,Lumbrineridae,,,Scoletoma,Scoletoma zonata,Scoletoma zonata,2014-05-31,,,,,
