scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck
Euphydryas anicia,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,,,S5,unknown,G5,Euphydryas anicia,219779,s5,unknown,NA,FALSE,yellow,NA,NA
Eupithecia johnstoni,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,,,S3S4,unknown,GNR,Eupithecia johnstoni,219807,s3s4,unknown,NA,FALSE,blue,NA,NA
Eupithecia maestosa,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,,,S4S5,unknown,G5,Eupithecia maestosa,219811,s4s5,unknown,NA,FALSE,yellow,NA,NA
Eupithecia olivacea,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,,,S4,unknown,GNR,Eupithecia olivacea,348841,s4,unknown,NA,FALSE,yellow,NA,NA
Eupithecia rotundopuncta,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,,,S3S5,unknown,GNR,Eupithecia rotundopuncta,416472,s3s5,unknown,NA,FALSE,blue,NA,NA
Eupteryx filicum,,Animalia,Arthropoda,,,Insecta,,,Hemiptera,,Membracoidea,Cicadellidae,Typhlocybinae,,,,SNR,unknown,GNR,Eupteryx filicum,430022,snr,unknown,NA,FALSE,not-listed,NA,NA
Eusergestes similis,,Animalia,Arthropoda,,,Malacostraca,,,Decapoda,,Sergestoidea,Sergestidae,,,,,SNR,unknown,G5,Eusergestes similis,459581,snr,unknown,NA,FALSE,not-listed,NA,NA
Euxoa auxiliaris,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S3S5,unknown,G5,Euxoa auxiliaris,84663,s3s5,unknown,NA,FALSE,blue,NA,NA
Evodinus monticola,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Cerambycoidea,Cerambycidae,Lepturinae,,,,S4S5,unknown,G5,Evodinus monticola,117217,s4s5,unknown,NA,FALSE,yellow,NA,NA
Exobasidium phyllodoces,,Fungi,Basidiomycota,,,Exobasidiomycetes,,,Exobasidiales,,,Exobasidiaceae,,,,,SU,unknown,GNR,Exobasidium phyllodoces,1127343,su,unknown,NA,FALSE,undetermined,NA,NA
Fabia subquadrata,,Animalia,Arthropoda,,,Malacostraca,,,Decapoda,,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,,,SNR,unknown,G5,Fabia subquadrata,117669,snr,unknown,NA,FALSE,not-listed,NA,NA
Felis catus,,Animalia,Chordata,,,Mammalia,,,Carnivora,,,Felidae,Felinae,,,,SNA,unknown,GNA,Felis catus,118552,sna,unknown,NA,FALSE,not-listed,NA,NA
Fieberiella florii,,Animalia,Arthropoda,,,Insecta,,,Hemiptera,,Membracoidea,Cicadellidae,Deltocephalinae,,,,SNA,unknown,GNR,Fieberiella florii,126622,sna,unknown,NA,FALSE,not-listed,NA,NA
Fomitiporia punctata,,Fungi,Basidiomycota,,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,SU,unknown,GNR,Fomitiporia punctata,519073,su,unknown,NA,FALSE,undetermined,NA,NA
Formica neorufibarbis,,Animalia,Arthropoda,,,Insecta,,,Hymenoptera,,Formicoidea,Formicidae,Formicinae,,,,S5,unknown,G5,Formica neorufibarbis,69275,s5,unknown,NA,FALSE,yellow,NA,NA
Formica obscuripes,,Animalia,Arthropoda,,,Insecta,,,Hymenoptera,,Formicoidea,Formicidae,Formicinae,,,,S5,unknown,G5,Formica obscuripes,69267,s5,unknown,NA,FALSE,yellow,NA,NA
Fumibotys fumalis,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,,,,SU,unknown,GNR,Fumibotys fumalis,205196,su,unknown,NA,FALSE,undetermined,NA,NA
Furcula scolopendrina,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Notodontidae,Cerurinae,,,,S4S5,unknown,G5,Furcula scolopendrina,220233,s4s5,unknown,NA,FALSE,yellow,NA,NA
Galerina marginata,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hymenogastraceae,,,,,SU,unknown,GNR,Galerina marginata,154735,su,unknown,NA,FALSE,undetermined,NA,NA
Galerina semilanceata,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hymenogastraceae,,,,,S3S4,unknown,GNR,Galerina semilanceata,499815,s3s4,unknown,NA,FALSE,blue,NA,NA
Gastroboletus ruber,,Fungi,Basidiomycota,,,Agaricomycetes,,,Boletales,,,Boletaceae,,,,,SU,unknown,G3,Gastroboletus ruber,220296,su,unknown,NA,FALSE,undetermined,NA,NA
Gazoryctra confusus,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Hepialoidea,Hepialidae,,,,,SU,unknown,GNR,Gazoryctra confusus,178143,su,unknown,NA,FALSE,undetermined,NA,NA
Gazoryctra mathewi,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Hepialoidea,Hepialidae,,,,,S2S4,unknown,GNR,Gazoryctra mathewi,367953,s2s4,unknown,NA,FALSE,blue,NA,NA
Geastrum saccatum,,Fungi,Basidiomycota,,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,,,S3,unknown,GNR,Geastrum saccatum,63557,s3,unknown,NA,FALSE,blue,NA,NA
Geastrum triplex,,Fungi,Basidiomycota,,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,,,S3S4,unknown,GNR,Geastrum triplex,63076,s3s4,unknown,NA,FALSE,blue,NA,NA
Geoglossum umbratile,,Fungi,Ascomycota,,,Geoglossomycetes,,,Geoglossales,,,Geoglossaceae,,,,,S2S4,unknown,GNR,Geoglossum umbratile,350847,s2s4,unknown,NA,FALSE,blue,NA,NA
Geopyxis carbonaria,,Fungi,Ascomycota,,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,,,S3,unknown,GNR,Geopyxis carbonaria,117995,s3,unknown,NA,FALSE,blue,NA,NA
Gerronema atrialbum,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Marasmiaceae,,,,,SU,unknown,GNR,Gerronema atrialbum,936612,su,unknown,NA,FALSE,undetermined,NA,NA
Glischrochilus quadrisignatus,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Cucujoidea,Nitidulidae,Cryptarchinae,,,,S5,unknown,G5,Glischrochilus quadrisignatus,203328,s5,unknown,NA,FALSE,yellow,NA,NA
Gomphidius glutinosus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,,,S4?,unknown,GNR,Gomphidius glutinosus,48424,s4?,unknown,NA,FALSE,yellow,NA,NA
Gomphidius oregonensis,,Fungi,Basidiomycota,,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,,,S3S4,unknown,GNR,Gomphidius oregonensis,64097,s3s4,unknown,NA,FALSE,blue,NA,NA
Gonyodiscus rotundatus,,Animalia,Mollusca,,,Gastropoda,,,Stylommatophora,,Discoidea,Discidae,,,,,SNA,unknown,G5,Gonyodiscus rotundatus,1533950,sna,unknown,NA,FALSE,not-listed,NA,NA
Graphiphora augur,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S4S5,unknown,G5,Graphiphora augur,220615,s4s5,unknown,NA,FALSE,yellow,NA,NA
Gratiola ebracteata,,Plantae,Tracheophyta,,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,,,S5,unknown,G4,Gratiola ebracteata,77300,s5,unknown,NA,FALSE,yellow,NA,NA
Gymnopilus luteofolius,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hymenogastraceae,,,,,S3S4,unknown,GNR,Gymnopilus luteofolius,350919,s3s4,unknown,NA,FALSE,blue,NA,NA
Gymnopilus punctifolius,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hymenogastraceae,,,,,S4?,unknown,G4,Gymnopilus punctifolius,220729,s4?,unknown,NA,FALSE,yellow,NA,NA
Gymnopilus sapineus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hymenogastraceae,,,,,S3S4,unknown,GNR,Gymnopilus sapineus,118302,s3s4,unknown,NA,FALSE,blue,NA,NA
Gymnopilus ventricosus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hymenogastraceae,,,,,SU,unknown,GNR,Gymnopilus ventricosus,348809,su,unknown,NA,FALSE,undetermined,NA,NA
Habronattus hirsutus,,Animalia,Arthropoda,,,Arachnida,,,Araneae,,Salticoidea,Salticidae,Salticinae,,,,S4,unknown,GNR,Habronattus hirsutus,220812,s4,unknown,NA,FALSE,yellow,NA,NA
Habronattus ophrys,,Animalia,Arthropoda,,,Arachnida,,,Araneae,,Salticoidea,Salticidae,Salticinae,,,,S4,unknown,GNR,Habronattus ophrys,220814,s4,unknown,NA,FALSE,yellow,NA,NA
Hada sutrina,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S4S5,unknown,G5,Hada sutrina,220829,s4s5,unknown,NA,FALSE,yellow,NA,NA
Hamacantha hyaloderma,,Animalia,Porifera,,,Demospongiae,,,Merliida,,,Hamacanthidae,,,,,SNR,unknown,GNR,Hamacantha hyaloderma,256009,snr,unknown,NA,FALSE,not-listed,NA,NA
Harpalus affinis,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Caraboidea,Carabidae,Harpalinae,,,,SNA,unknown,GNR,Harpalus affinis,131092,sna,unknown,NA,FALSE,not-listed,NA,NA
Helcystogramma badia,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Gelechioidea,Gelechiidae,Dichomeridinae,,,,S4?,unknown,GNR,Helcystogramma badia,478744,s4?,unknown,NA,FALSE,yellow,NA,NA
Heliothis phloxiphaga,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Heliothinae,,,,S4S5,unknown,G5,Heliothis phloxiphaga,154683,s4s5,unknown,NA,FALSE,yellow,NA,NA
Helminthosphaeria clavariarum,,Fungi,Ascomycota,,,Sordariomycetes,,,Sordariales,,,Helminthosphaeriaceae,,,,,SU,unknown,GNR,Helminthosphaeria clavariarum,58708,su,unknown,NA,FALSE,undetermined,NA,NA
Helvella acetabulum,,Fungi,Ascomycota,,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,,,SU,unknown,GNR,Helvella acetabulum,57462,su,unknown,NA,FALSE,undetermined,NA,NA
Helvella compressa,,Fungi,Ascomycota,,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,,,S4,unknown,GNR,Helvella compressa,117997,s4,unknown,NA,FALSE,yellow,NA,NA
Helvella elastica,,Fungi,Ascomycota,,,Pezizomycetes,,,Pezizales,,,Helvellaceae,,,,,S4,unknown,G4G5,Helvella elastica,63246,s4,unknown,NA,FALSE,yellow,NA,NA
Hemerobius stigma,,Animalia,Arthropoda,,,Insecta,,,Neuroptera,,,Hemerobiidae,Hemerobiinae,,,,SNR,unknown,GNR,Hemerobius stigma,307648,snr,unknown,NA,FALSE,not-listed,NA,NA
Hemicrepidius pallidipennis,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Elateroidea,Elateridae,Dendrometrinae,,,,SU,unknown,GNR,Hemicrepidius pallidipennis,456329,su,unknown,NA,FALSE,undetermined,NA,NA
Hemilepidotus spinosus,,Animalia,Chordata,,,,,,Scorpaeniformes,,,Cottidae,,,,,SNR,unknown,GNR,Hemilepidotus spinosus,117537,snr,unknown,NA,FALSE,not-listed,NA,NA
Hemimycena lactea,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Mycenaceae,,,,,SU,unknown,GNR,Hemimycena lactea,342411,su,unknown,NA,FALSE,undetermined,NA,NA
Hemipholiota populnea,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Strophariaceae,,,,,SU,unknown,GNR,Hemipholiota populnea,786894,su,unknown,NA,FALSE,undetermined,NA,NA
Hemitrichia decipiens,,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Arcyriaceae,,,,,S3S4,unknown,GNR,Hemitrichia decipiens,1441996,s3s4,unknown,NA,FALSE,blue,NA,NA
Henricus fuscodorsana,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,,,,S4S5,unknown,GNR,Henricus fuscodorsana,484848,s4s5,unknown,NA,FALSE,yellow,NA,NA
Herpetogramma aquilonalis,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,,,,,,,Herpetogramma aquilonalis,1246994,NA,,NA,FALSE,NA,NA,NA
Hesperumia sulphuraria,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,,,S4S5,unknown,G5,Hesperumia sulphuraria,221268,s4s5,unknown,NA,FALSE,yellow,NA,NA
Heterotoma planicornis,,Animalia,Arthropoda,,,Insecta,,,Hemiptera,,Miroidea,Miridae,Orthotylinae,,,,SNA,unknown,GNR,Heterotoma planicornis,324676,sna,unknown,NA,FALSE,not-listed,NA,NA
Himacerus major,,Animalia,Arthropoda,,,Insecta,,,Hemiptera,,Naboidea,Nabidae,Nabinae,,,,SNA,unknown,GNR,Himacerus major,447108,sna,unknown,NA,FALSE,not-listed,NA,NA
Hippodamia tredecimpunctata,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Coccinelloidea,Coccinellidae,Coccinellinae,,,,S5,unknown,G5,Hippodamia tredecimpunctata,221381,s5,unknown,NA,FALSE,yellow,NA,NA
Holcocera chalcofrontella,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Gelechioidea,Blastobasidae,Holcocerinae,,,,S3S4,unknown,GNR,Holcocera chalcofrontella,221398,s3s4,unknown,NA,FALSE,blue,NA,NA
Hydnellum caeruleum,,Fungi,Basidiomycota,,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,,,S3S4,unknown,GNR,Hydnellum caeruleum,52525,s3s4,unknown,NA,FALSE,blue,NA,NA
Hydnellum regium,,Fungi,Basidiomycota,,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,,,SU,unknown,GNR,Hydnellum regium,499753,su,unknown,NA,FALSE,undetermined,NA,NA
Hygrocybe ceracea,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hygrophoraceae,Hygrocyboideae,,,,SU,unknown,GNR,Hygrocybe ceracea,363606,su,unknown,NA,FALSE,undetermined,NA,NA
Hygrocybe coccinea,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hygrophoraceae,Hygrocyboideae,,,,SU,unknown,G4G5,Hygrocybe coccinea,55245,su,unknown,NA,FALSE,undetermined,NA,NA
Hygrocybe singeri,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Hygrophoraceae,Hygrocyboideae,,,,SU,unknown,GNR,Hygrocybe singeri,118316,su,unknown,NA,FALSE,undetermined,NA,NA
Hymenaphorura cocklei,,Animalia,Arthropoda,,,Collembola,,,Poduromorpha,,Onychiuroidea,Onychiuridae,Onychiurinae,,,,SU,unknown,GNR,Hymenaphorura cocklei,518656,su,unknown,NA,FALSE,undetermined,NA,NA
Hypena bijugalis,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,,,S5,unknown,G5,Hypena bijugalis,130010,s5,unknown,NA,FALSE,yellow,NA,NA
Hypena decorata,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,,,S3,unknown,GNR,Hypena decorata,452608,s3,unknown,NA,FALSE,blue,NA,NA
Hypocaccus estriatus,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Histeroidea,Histeridae,Saprininae,,,,SU,unknown,GNR,Hypocaccus estriatus,456586,su,unknown,NA,FALSE,undetermined,NA,NA
Hypomyces aurantius,,Fungi,Ascomycota,,,Sordariomycetes,,,Hypocreales,,,Hypocreaceae,,,,,S4S5,unknown,GNR,Hypomyces aurantius,382735,s4s5,unknown,NA,FALSE,yellow,NA,NA
Hypotrachyna sinuosa,,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S5,unknown,G3G5,Hypotrachyna sinuosa,179724,s5,unknown,NA,FALSE,yellow,NA,NA
Hyppa contrasta,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S4S5,unknown,G5,Hyppa contrasta,222102,s4s5,unknown,NA,FALSE,yellow,NA,NA
Hypsizygus tessulatus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Lyophyllaceae,,,,,S4,unknown,GNR,Hypsizygus tessulatus,499736,s4,unknown,NA,FALSE,yellow,NA,NA
Hypsopygia costalis,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Pyraloidea,Pyralidae,Pyralinae,,,,SNA,unknown,G5,Hypsopygia costalis,129149,sna,unknown,NA,FALSE,not-listed,NA,NA
Idaea demissaria,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Geometroidea,Geometridae,Sterrhinae,,,,S4S5,unknown,G5,Idaea demissaria,222158,s4s5,unknown,NA,FALSE,yellow,NA,NA
Idia americalis,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Erebidae,Herminiinae,,,,S5,unknown,G5,Idia americalis,127457,s5,unknown,NA,FALSE,yellow,NA,NA
Idolus occidentalis,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Elateroidea,Elateridae,Elaterinae,,,,SU,unknown,GNR,Idolus occidentalis,456348,su,unknown,NA,FALSE,undetermined,NA,NA
Infundibulicybe gibba,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Tricholomataceae,,,,,S2S4,unknown,GNR,Infundibulicybe gibba,921916,s2s4,unknown,NA,FALSE,blue,NA,NA
Inula helenium,,Plantae,Tracheophyta,,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,,,SNA,unknown,GNR,Inula helenium,133951,sna,unknown,NA,FALSE,not-listed,NA,NA
Ischnura erratica,,Animalia,Arthropoda,,,Insecta,,,Odonata,,Coenagrionoidea,Coenagrionidae,,,,,S4,unknown,G4,Ischnura erratica,103486,s4,unknown,NA,FALSE,yellow,NA,NA
Isotoma viridis,,Animalia,Arthropoda,,,Collembola,,,Entomobryomorpha,,Isotomoidea,Isotomidae,Isotominae,,,,SU,unknown,GNR,Isotoma viridis,313031,su,unknown,NA,FALSE,undetermined,NA,NA
Issus coleoptratus,,Animalia,Arthropoda,,,Insecta,,,Hemiptera,,Fulgoroidea,Issidae,Issinae,,,,,,,Issus coleoptratus,141761,NA,,NA,FALSE,NA,NA,NA
Jackrogersella multiformis,,Fungi,Ascomycota,,,Sordariomycetes,,,Xylariales,,,Hypoxylaceae,,,,,SU,unknown,GNR,Jackrogersella multiformis,895016,su,unknown,NA,FALSE,undetermined,NA,NA
Jahnoporus hirtus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Polyporales,,,Dacryobolaceae,,,,,S3S4,unknown,GNR,Jahnoporus hirtus,118058,s3s4,unknown,NA,FALSE,blue,NA,NA
Japananus hyalinus,,Animalia,Arthropoda,,,Insecta,,,Hemiptera,,Membracoidea,Cicadellidae,Deltocephalinae,,,,SNA,unknown,GNR,Japananus hyalinus,222462,sna,unknown,NA,FALSE,not-listed,NA,NA
Juglans ailantifolia,,Plantae,Tracheophyta,,,Magnoliopsida,,,Fagales,,,Juglandaceae,,,,,SNA,unknown,GNR,Juglans ailantifolia,122793,sna,unknown,NA,FALSE,not-listed,NA,NA
Lacanobia nevadae,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S4S5,unknown,G5,Lacanobia nevadae,222552,s4s5,unknown,NA,FALSE,yellow,NA,NA
Lacanobia radix,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S4S5,unknown,G5,Lacanobia radix,222553,s4s5,unknown,NA,FALSE,yellow,NA,NA
Laccobius borealis,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,,,S5,unknown,G5,Laccobius borealis,222556,s5,unknown,NA,FALSE,yellow,NA,NA
Laccophilus maculosus,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Dytiscoidea,Dytiscidae,Laccophilinae,,,,SNR,unknown,G5,Laccophilus maculosus,222566,snr,unknown,NA,FALSE,not-listed,NA,NA
Lachnum virgineum,,Fungi,Ascomycota,,,Leotiomycetes,,,Helotiales,,,Lachnaceae,,,,,SU,unknown,GNR,Lachnum virgineum,203703,su,unknown,NA,FALSE,undetermined,NA,NA
Lactarius deliciosus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,G5,Lactarius deliciosus,155197,s4,unknown,NA,FALSE,yellow,NA,NA
Lactarius fallax,,Fungi,Basidiomycota,,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Lactarius fallax,475960,s4,unknown,NA,FALSE,yellow,NA,NA
Lactarius pseudomucidus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Lactarius pseudomucidus,351303,s4,unknown,NA,FALSE,yellow,NA,NA
Lactarius turpis,,Fungi,Basidiomycota,,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,SU,unknown,GNR,Lactarius turpis,382886,su,unknown,NA,FALSE,undetermined,NA,NA
Lagopus muta,,Animalia,Chordata,,,Aves,,,Galliformes,,,Phasianidae,,,,,S4S5,unknown,G5,Lagopus muta,949,s4s5,unknown,NA,FALSE,yellow,NA,TRUE
Lampetra richardsoni,,Animalia,Chordata,,,Petromyzonti,,,Petromyzontiformes,,,Petromyzontidae,Lampetrinae,,,,S4,unknown,G4G5,Lampetra richardsoni,103979,s4,unknown,NA,FALSE,yellow,NA,NA
Laphria partitor,,Animalia,Arthropoda,,,Insecta,,,Diptera,,Asiloidea,Asilidae,Laphriinae,,,,S5,unknown,G5,Laphria partitor,627600,s5,unknown,NA,FALSE,yellow,NA,NA
Larus smithsonianus,,Animalia,Chordata,,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,,,,Larus smithsonianus,1578489,NA,,NA,FALSE,NA,"passage migrant, winter",FALSE
Lathys humilis,,Animalia,Arthropoda,,,Arachnida,,,Araneae,,Dictynoidea,Dictynidae,,,,,SNA,unknown,GNR,Lathys humilis,222753,sna,unknown,NA,FALSE,not-listed,NA,NA
Lebia viridis,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Caraboidea,Carabidae,Lebiinae,,,,S4S5,unknown,G5,Lebia viridis,135276,s4s5,unknown,NA,FALSE,yellow,NA,NA
Leccinum manzanitae,,Fungi,Basidiomycota,,,Agaricomycetes,,,Boletales,,,Boletaceae,Leccinoideae,,,,S4,unknown,GNR,Leccinum manzanitae,54204,s4,unknown,NA,FALSE,yellow,NA,NA
Leiothlypis peregrina,,Animalia,Chordata,,,Aves,,,Passeriformes,,,Parulidae,,,,,S5B,unknown,G5,Leiothlypis peregrina,979756,s5b,unknown,NA,FALSE,yellow,NA,TRUE
Leptoclinus maculatus,,Animalia,Chordata,,,,,,Perciformes,,,Stichaeidae,,,,,SNR,unknown,G5,Leptoclinus maculatus,223433,snr,unknown,NA,FALSE,not-listed,NA,NA
Leptoporus mollis,,Fungi,Basidiomycota,,,Agaricomycetes,,,Polyporales,,,Irpicaceae,,,,,S4,unknown,GNR,Leptoporus mollis,489494,s4,unknown,NA,FALSE,yellow,NA,NA
Lepturopsis dolorosa,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Cerambycoidea,Cerambycidae,Lepturinae,,,,S4S5,unknown,GNR,Lepturopsis dolorosa,455428,s4s5,unknown,NA,FALSE,yellow,NA,NA
Leucilla nuttingi,,Animalia,Porifera,,,Calcarea,,,Leucosolenida,,,Amphoriscidae,,,,,SNR,unknown,GNR,Leucilla nuttingi,117713,snr,unknown,NA,FALSE,not-listed,NA,NA
Leucocoprinus brebissonii,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Agaricaceae,,,,,SU,unknown,GNR,Leucocoprinus brebissonii,155052,su,unknown,NA,FALSE,undetermined,NA,NA
Leucocybe candicans,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Tricholomataceae,,,,,SU,unknown,GNR,Leucocybe candicans,776970,su,unknown,NA,FALSE,undetermined,NA,NA
Leucorrhinia glacialis,,Animalia,Arthropoda,,,Insecta,,,Odonata,,Libelluloidea,Libellulidae,,,,,S5,unknown,G5,Leucorrhinia glacialis,104549,s5,unknown,NA,FALSE,yellow,NA,NA
Limenitis arthemis,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Papilionoidea,Nymphalidae,Limenitidinae,,,,S5,unknown,G5,Limenitis arthemis,60607,s5,unknown,NA,FALSE,yellow,NA,NA
Litholomia napaea,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S4S5,unknown,G5,Litholomia napaea,177320,s4s5,unknown,NA,FALSE,yellow,NA,NA
Lithophane amanda,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S3S4,unknown,G5,Lithophane amanda,223977,s3s4,unknown,NA,FALSE,blue,NA,NA
Lithophane baileyi,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S3S5,unknown,G5,Lithophane baileyi,179726,s3s5,unknown,NA,FALSE,blue,NA,NA
Lithophane dilatocula,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,,,S3S4,unknown,GNR,Lithophane dilatocula,223980,s3s4,unknown,NA,FALSE,blue,NA,NA
Lithophragma parviflorum,,Plantae,Tracheophyta,,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,,,S5,unknown,G5,Lithophragma parviflorum,77791,s5,unknown,NA,FALSE,yellow,NA,NA
Lobophora nivigerata,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,,,SU,unknown,GNR,Lobophora nivigerata,224075,su,unknown,NA,FALSE,undetermined,NA,NA
Lolium multiflorum,,Plantae,Tracheophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,SNA,unknown,GNRTNR,Lolium multiflorum,68479,sna,unknown,NA,FALSE,not-listed,NA,NA
Lonicera periclymenum,,Plantae,Tracheophyta,,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,SNA,unknown,GNR,Lonicera periclymenum,55885,sna,unknown,NA,FALSE,not-listed,NA,NA
Lophognathella choreutes,,Animalia,Arthropoda,,,Collembola,,,Poduromorpha,,Onychiuroidea,Onychiuridae,Lophognathellinae,,,,SU,unknown,GNR,Lophognathella choreutes,881698,su,unknown,NA,FALSE,undetermined,NA,NA
