iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Subtaxon Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting,Notes,Origin,Critical Notes
Cadlina luteomarginata,50146,Cadlina luteomarginata,"MacFarland, 1966",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Cadlina,luteomarginata,,yellow-rimmed nudibranch,1985-07-29,Andy Lamb,PMLS,2013-10-13,Peter Luckham,observed,,native,"PMLS records list Cadlina luteomarginata complex due to challenges in field identification. However, here we recognize both Cadlina klasmalmbergi and Cadlina luteomarginata based on other confirmed observations. True Cadlina luteomarginata have more conspicuous tubercles and lack yellow glands near the mantle edge. Cadlina klasmalmbergi is more common in BC than C. luteomarginata."
Cadlina modesta,47400,Cadlina modesta,"MacFarland, 1966",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Cadlinidae,,,Cadlina,modesta,,modest cadlina,2006-06-23,Andy Lamb,PMLS,2014-04-08,Karin Fletcher,unobserved,,native,
Diaphorodoris lirulatocauda,48630,Diaphorodoris lirulatocauda,"Millen, 1985",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Calycidorididae,,,Diaphorodoris,lirulatocauda,,porcupine dorid,2008-05-30,Andy Lamb,PMLS,2016-05-15,Karolle Wall,observed,,native,
Coryphella verrucosa,633193,Coryphella verrucosa,"(M. Sars, 1829)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,verrucosa,,red-gilled nudibranch,1994-09-10,Andy Lamb,PMLS,2015-07-30,Karolle Wall,observed,,native,"Coryphella verrucosa was originally described from the Atlantic. Coryphella pseudoverrucosa has since been described in the Western Pacific, but a preliminary genetic comparison shows a difference between the Salish Sea specimens and those from the Western Pacific. Specimens have been collected from BC and WA but the paper confirming their identity has not been published."
Coryphella trophina,1376715,Himatina trophina,"(Bergh, 1890)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,trophina,,red flabellina,1985-08-02,Andy Lamb,PMLS,2009-06-21,Karolle Wall,observed,Reported as Flabellina trophina; the photograph posted on iNaturalist does not appear to be what is now called Himatina trophina (kf),native,
Coryphella trilineata,1392222,Orienthella trilineata,"(O'Donoghue, 1921)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Coryphella,trilineata,,three-lined nudibranch,1985-08-02,Andy Lamb,PMLS,2019-05-05,Emily Adamczyk,observed,Reported as Flabellina trilineata,native,
Cumanotus fernaldi,50462,Cumanotus fernaldi,"T. E. Thompson & G. H. Brown, 1984",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Cumanotidae,,,Cumanotus,fernaldi,,Fernald's aeolid,1975-06-17,Philip Lambert,RBCM,,,unobserved,,native,
Cuthonella concinna,521158,Cuthonella concinna,"(Alder & Hancock, 1843)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Cuthonellidae,,,Cuthonella,concinna,,neat aeolid,,,,2014-04-08,Karin Fletcher,observed,,native,
Cuthona divae,47399,Cuthona divae,"(Er. Marcus, 1961)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Cuthonidae,,,Cuthona,divae,,rose-pink cuthona,,,,2014-04-08,Karin Fletcher,observed,,native,
Dendronotus albopunctatus,50328,Dendronotus albopunctatus,"Robilliard, 1972",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,albopunctatus,,white-spotted dendronotid,,,,2015-04-22,Karolle Wall,observed,,native,
Dendronotus albus,47773,Dendronotus albus,"MacFarland, 1966",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,albus,,white dendronotid,1969-02-22,Andy Lamb,PMLS,2014-11-14,Karin Fletcher,unobserved,,native,
Dendronotus iris,47706,Dendronotus iris,"J. G. Cooper, 1863",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,iris,,giant nudibranch,1969-02-21,Andy Lamb,PMLS,2011-09-12,Karolle Wall,observed,,native,
Dendronotus kamchaticus,601888,Dendronotus kamchaticus,"Ekimova, Korshunova, Schepetov, Neretina, Sanamyan & Martynov, 2015",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,kamchaticus,,white-tipped dendronotus,,,,2014-04-09,Karin Fletcher,observed,,native,
Dendronotus robilliardi,882206,Dendronotus robilliardi,"Korshunova, Sanamyan, Zimina, Fletcher & Martynov, 2016",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,robilliardi,,Robilliard's dendronotus,,,,2014-04-08,Karin Fletcher,observed,,native,
Dendronotus rufus,50393,Dendronotus rufus,"O'Donoghue, 1921",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,rufus,,red dendronotid,1985-12-07,Andy Lamb,PMLS,2011-10-07,Karolle Wall,observed,,native,
Dendronotus subramosus,47771,Dendronotus subramosus,"MacFarland, 1966",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,subramosus,,stubby-frond dendronotus,,,,2014-04-08,Karin Fletcher,observed,,native,
Dendronotus venustus,129995,Dendronotus venustus,"MacFarland, 1966",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dendronotidae,,,Dendronotus,venustus,,branched dendronotus,,,,2016-05-24,Karolle Wall,observed,,native,
Dirona albolineata,47477,Dirona albolineata,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Dironidae,,,Dirona,albolineata,,frosted nudibranch,1969-02-21,Andy Lamb,PMLS,2013-10-13,Peter Luckham,observed,,native,
Dirona pellucida,50447,Dirona pellucida,"Volodchenko, 1941",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Dironidae,,,Dirona,pellucida,,golden dirona,1973-09-21,Andy Lamb,PMLS,2015-05-16,Peter Luckham,observed,,native,
Diaulula odonoghuei,508237,Diaulula odonoghuei,"(Steinberg, 1963)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Diaulula,odonoghuei,,spotted leopard dorid,1969-02-22,Andy Lamb,PMLS,2016-05-10,Karolle Wall,observed,,native,
Geitodoris heathi,47505,Geitodoris heathi,"(MacFarland, 1905)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Geitodoris,heathi,,Heath's dorid,1981-05-31,Andy Lamb,PMLS,2014-04-08,Karin Fletcher,unobserved,,native,
Peltodoris lentiginosa,568137,Peltodoris lentiginosa,"(Millen, 1982)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Peltodoris,lentiginosa,,freckled pale sea lemon,2006-03-05,Andy Lamb,PMLS,2009-10-03,Jackson Chu,observed,,native,
Peltodoris nobilis,48450,Peltodoris nobilis,"(MacFarland, 1905)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Peltodoris,nobilis,,noble sea lemon,1968-08-02,Andy Lamb,PMLS,2015-01-01,Peter Luckham,observed,,native,
Rostanga pulchra,47473,Rostanga pulchra,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Rostanga,pulchra,,red sponge nudibranch,1985-12-07,Andy Lamb,PMLS,2014-04-08,Karin Fletcher,unobserved,,native,
Doris montereyensis,47469,Doris montereyensis,"J. G. Cooper, 1863",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Dorididae,,,Doris,montereyensis,,Monterey sea lemon,1968-08-02,Andy Lamb,PMLS,2015-01-01,Peter Luckham,observed,,native,
Doris odhneri,124210,Doris odhneri,"MacFarland, 1966",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Dorididae,,,Doris,odhneri,,white nudibranch,1973-09-20,Andy Lamb,PMLS,2015-05-19,Karolle Wall,observed,,native,
Doto amyra,47655,Doto amyra,"Er. Marcus, 1961",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dotidae,,,Doto,amyra,,hammerhead doto,,,,2014-04-08,Karin Fletcher,observed,,native,
Doto columbiana,47774,Doto columbiana,"O'Donoghue, 1921",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Dotidae,,,Doto,columbiana,,British Columbia doto,,,,2014-04-09,Karin Fletcher,observed,,native,
Eubranchus rupium,533047,Eubranchus rupium,"(Møller, 1842)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Eubranchidae,,,Eubranchus,rupium,,olive aeolid,2012-10-06,Andy Lamb,PMLS,,,unobserved,,native,
Eubranchus rustyus,50471,Eubranchus rustyus,"(Er. Marcus, 1961)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Eubranchidae,,,Eubranchus,rustyus,,homely aeolid,,,,2019-05-04,Chessi Miltner,observed,,native,
Eubranchus sanjuanensis,544965,Eubranchus sanjuanensis,"Roller, 1972",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Eubranchidae,,,Eubranchus,sanjuanensis,,San Juan aeolid,,,,2019-05-04,Larry Taylor,observed,,native,
Antiopella fusca,886884,Antiopella fusca,"(O'Donoghue, 1924)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Proctonotoidea,Janolidae,,,Antiopella,fusca,,white-and-orange-tipped nudibranch,1985-12-07,Andy Lamb,PMLS,2015-06-18,Karolle Wall,observed,reported as Janolus fuscus,native,
Hermissenda crassicornis,495552,Hermissenda crassicornis,"(Eschscholtz, 1831)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Myrrhinidae,,,Hermissenda,crassicornis,,thick-horned nudibranch,1969-02-21,Andy Lamb,PMLS,2009-07-24,Tyson Ehlers,observed,,native,
Acanthodoris atrogriseata,1080211,Acanthodoris atrogriseata,"O'Donoghue, 1927",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,atrogriseata,,gray pilose dorid,2008-06-15,Andy Lamb,PMLS,,,unobserved,"Reported as Acanthodoris pilosa (Abildgaard in Müller, 1789)",native,
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,,Hudson's dorid,1994-10-23,Andy Lamb,PMLS,2015-05-16,Peter Luckham,observed,,native,
Acanthodoris lutea,47472,Acanthodoris lutea,"MacFarland, 1925",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,lutea,,sandalwood dorid,,,,2009-11-14,Karin Fletcher,observed,,native,
Acanthodoris nanaimoensis,47476,Acanthodoris nanaimoensis,"O'Donoghue, 1921",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,nanaimoensis,,Nanaimo nudibranch,1994-10-07,Andy Lamb,PMLS,2013-10-13,Peter Luckham,observed,,native,
Onchidoris evincta,1348712,Onchidoris evincta,"(Millen, 2006)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Onchidoris,evincta,,crowned dorid,,,,2014-04-08,Karin Fletcher,observed,Reported as Adalaria evincta,native,
Adalaria proxima,508396,Adalaria proxima,"(Alder & Hancock, 1854)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Adalaria,proxima,,white adalaria,,,,2009-11-15,Karin Fletcher,observed,,native,
Atalodoris jannae,1364199,Knoutsodonta jannae,"(Millen, 1987)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Atalodoris,jannae,,Janna's adalaria,2018-06-19,Andy Lamb,PMLS,2009-11-15,Karin Fletcher,unobserved,,native,
Onchidoris bilamellata,47480,Onchidoris bilamellata,"(Linnaeus, 1767)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Onchidoris,bilamellata,,barnacle-eating nudibranch,2006-06-23,Andy Lamb,PMLS,2016-07-18,Karolle Wall,observed,,native,
Onchidoris muricata,47508,Onchidoris muricata,"(O. F. Müller, 1776)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Onchidoris,muricata,,fuzzy onchidoris,,,,2014-04-09,Karin Fletcher,observed,,native,
Ziminella japonica,877359,Ziminella japonica,"(Volodchenko, 1941)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Paracoryphellidae,,,Ziminella,japonica,,pearly nudibranch,2009-02-08,Andy Lamb,PMLS,,,unobserved,"Reported as Flabellina japonica (Volodchenko, 1941)",native,"Specimens representing this species have not yet been sequenced, neither from the Salish Sea nor from the Western Pacific."
Limacia cockerelli,538830,Limacia cockerelli,"(MacFarland, 1905)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Polyceroidea,Polyceridae,Triophinae,,Limacia,cockerelli,,Cockerell's nudibranch,1985-12-07,Andy Lamb,PMLS,,,unobserved,,native,
Palio zosterae,1187234,Palio zosterae,"(O'Donoghue, 1924)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Polyceroidea,Polyceridae,Polycerinae,,Palio,zosterae,,eelgrass nudibranch,,,,2010-05-10,Karolle Wall,observed,,native,
Triopha modesta,1133369,Triopha modesta,"Bergh, 1880",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Polyceroidea,Polyceridae,Triophinae,,Triopha,modesta,,modest clown nudibranch,1985-08-02,Andy Lamb,PMLS,2015-05-16,Peter Luckham,observed,,native,"Triopha modesta is recognized as a trans-Pacific species, and is most likely to occur off the coast of British Columbia. Triopha catalinae has been determined to be an Eastern Pacific species (but there is overlap). See Jung et al. (2020)."
Melibe leonina,48455,Melibe leonina,"(Gould, 1852)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Dendronotoidea,Tethydidae,,,Melibe,leonina,,hooded nudibranch,1994-10-07,Andy Lamb,PMLS,2006-10-06,jroderick,observed,,native,
Catriona columbiana,48973,Catriona columbiana,"(O'Donoghue, 1922)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Trinchesiidae,,,Catriona,columbiana,,British Columbia aeolid,,,,2014-04-09,Karin Fletcher,observed,,native,
Diaphoreolis viridis,632114,Diaphoreolis viridis,"(Forbes, 1840)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Trinchesiidae,,,Diaphoreolis,viridis,,green aeolid,,,,2014-04-09,Karin Fletcher,observed,,native,
Zelentia nepunicea,1128352,Zelentia nepunicea,"Korshunova, Fletcher, Lundin, Picton & Martynov, 2018",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Trinchesiidae,,,Zelentia,nepunicea,,pimpled aeolid,1982-05-21,Sandra Millen-Crane,RBCM,2014-04-08,Karin Fletcher,unobserved,,native,"Accessioned in collections at the RBCM as Zelentia pustulata, which is now recognized as being limited to the Atlantic. Our Pacific species is Zelentia nepunicea."
Tochuina gigantea,873733,Tochuina gigantea,"(Bergh, 1904)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Tritonioidea,Tritoniidae,,,Tochuina,gigantea,,orange-peel nudibranch,1973-09-20,Andy Lamb,PMLS,2009-10-03,Jackson Chu,observed,,native,"There are three large tritoniids in the NEP—Tritonia exsulans (formerly Tritonia diomedea or Tritonia tetraquetra), Tochuina gigantea (formerly Tochuina tetraquetra) and the true Tritonia tetraquetra, the latter of which, in the NEP, has so far only been found below 30 meters."
Tritonia exsulans,253510,Tritonia exsulans,"Bergh, 1894",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Tritonioidea,Tritoniidae,,,Tritonia,exsulans,,pink tritonia,2006-12-02,Charlie Gibbs,PMLS,2013-10-13,Peter Luckham,observed,,native,
Tritonia festiva,48827,Tritonia festiva,"(Stearns, 1873)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Tritonioidea,Tritoniidae,,,Tritonia,festiva,,diamondback tritonia,1985-12-07,Andy Lamb,PMLS,2013-10-13,Peter Luckham,observed,,native,
Berthella chacei,1081461,Berthella chacei,"(J. Q. Burch, 1944)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,chacei,,white berthella,2005-12-10,Andy Lamb,PMLS,2015-04-20,Karolle Wall,observed,,native,
Clione limacina,55297,Clione limacina,"(Phipps, 1774)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Gymnosomata,,Clionoidea,Clionidae,,,Clione,limacina,,common clione,,,,2020-01-05,Lillian Rose Crossman,observed,,native,
Limacina helicina,345356,Limacina helicina,"(Phipps, 1774)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Euthecosomata,,Limacinoidea,Limacinidae,,,Limacina,helicina,,helicid pteropod,2009-04-04,Andy Lamb,PMLS,,,unobserved,,native,
Calliostoma annulatum,121181,Calliostoma annulatum,"(Lightfoot, 1786)",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,annulatum,,purple-ringed topsnail,1986-09-30,,RBCM,,,unobserved,,native,
Calliostoma ligatum,129920,Calliostoma ligatum,"(Gould, 1849)",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,ligatum,,blue topsnail,1986-04-08,,RBCM,2016-02-07,Peter Luckham,observed,,native,
Margarites pupillus,129922,Margarites pupillus,"(Gould, 1849)",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Margaritidae,,,Margarites,pupillus,,puppet margarite,2009-02-08,Andy Lamb,PMLS,2017-05-14,Scott Gilmore,observed,,native,
Tegula funebralis,460365,Tegula funebralis,"(A. Adams, 1855)",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,,Trochoidea,Tegulidae,,,Tegula,funebralis,,black tegula,,,,2019-05-19,John Reynolds,observed,,native,
Acmaea mitra,47676,Acmaea mitra,"Rathke, 1833",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Acmaeidae,,,Acmaea,mitra,,whitecap limpet,1981-05-31,Andy Lamb,PMLS,,,unobserved,,native,
Rictaxis punctocaelatus,49779,Rictaxis punctocaelatus,"(Carpenter, 1864)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,,,,Acteonoidea,Acteonidae,,,Rictaxis,punctocaelatus,,bubble snail,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Batillaria attramentaria,68783,Batillaria attramentaria,"(G. B. Sowerby II, 1855)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,,Cerithioidea,Batillariidae,,,Batillaria,attramentaria,,Japanese false cerith,,,,2019-05-05,John Reynolds,observed,,non-native,
Epitonium hindsii,893102,Epitonium hindsii,"(Carpenter, 1856)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,,Epitonioidea,Epitoniidae,,,Epitonium,hindsii,,,1959-12-11,Dan Quayle,RBCM,,,unobserved,,native,
Epitonium indianorum,129921,Epitonium indianorum,"(Carpenter, 1865)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,,Epitonioidea,Epitoniidae,,,Epitonium,indianorum,,money wentletrap,2008-07-19,Andy Lamb,PMLS,,,unobserved,,native,
Lepeta concentrica,1240081,Lepeta concentrica,"(Middendorff, 1848)",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lepetidae,,,Lepeta,concentrica,,ringed blind limpet,2007-10-14,Andy Lamb,PMLS,,,unobserved,,native,"Reported as Cryptobranchia concentrica (Middendorff, 1848), an unaccepted synonym (WoRMS Editorial Board 2021)."
Lottia digitalis,1106826,Lottia digitalis,"(Rathke, 1833)",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,digitalis,,fingered limpet,,,,2016-09-01,Andrew Simon,observed,,native,
Lottia pelta,63243,Lottia pelta,"(Rathke, 1833)",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,pelta,,shield limpet,,,,2017-04-10,Andrew Simon,observed,,native,
Lottia persona,339143,Lottia persona,"(Rathke, 1833)",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,persona,,mask limpet,,,,2014-06-24,Michael Butler,observed,,native,
Lottia scutum,129962,Lottia scutum,"(Rathke, 1833)",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,scutum,,plate limpet,2006-06-30,Andy Lamb,PMLS,2016-08-21,Tyrel Froese,observed,,native,
Odostomia,129939,Odostomia sp.,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,,Pyramidelloidea,Pyramidellidae,,,Odostomia,,,sea snail,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,,
Turbonilla,84989,Turbonilla sp.,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,,Pyramidelloidea,Pyramidellidae,Turbonillinae,,Turbonilla,,,sea snail,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,,
Cryptochiton stelleri,49053,Cryptochiton stelleri,"(Middendorff, 1847)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,,Cryptochiton,stelleri,,giant Pacific chiton,1973-09-20,Andy Lamb,PMLS,2016-04-24,Chessi Miltner,observed,,native,
Lepidozona interstincta,131231,Lepidozona interstincta,"(Gould, 1852)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Lepidozona,interstincta,,smooth lepidozona,1986-09-30,,RBCM,,,unobserved,,native,
Lepidozona mertensii,117621,Lepidozona mertensii,"(Middendorff, 1847)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Lepidozona,mertensii,,Merten's chiton,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,,,unobserved,,native,
Tripoplax trifida,1174737,Tripoplax trifida,"(Carpenter, 1864)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,,Chitonoidea,Ischnochitonidae,,,Tripoplax,trifida,,three-rib chiton,1999-07-31,Charlie Gibbs,PMLS,,,unobserved,,native,"Reported as Lepidozona trifida (Carpenter, 1864), an unaccepted synonym (WoRMS Editorial Board 2022)."
Cyanoplax dentiens,71241,Cyanoplax dentiens,"(Gould, 1846)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Cyanoplax,dentiens,,Gould’s baby chiton,,,,2017-05-14,Scott Gilmore,observed,,native,
Lepidochitona,130883,Lepidochitona sp.,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Lepidochitona,,,chiton,1893-06-01,Charles Newcombe,RBCM,,,unobserved,,,
Katharina tunicata,47632,Katharina tunicata,"(Wood, 1815)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Katharina,tunicata,,black leather chiton,1993-08-16,Andy Lamb,PMLS,2019-04-29,Andrew Simon,observed,,native,
Mopalia hindsii,51725,Mopalia hindsii,"(Reeve, 1847)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,hindsii,,Hind's mopalia,1999-07-31,Charlie Gibbs,PMLS,2019-07-01,sarahs77,observed,,native,
Mopalia ciliata,117634,Mopalia ciliata,"(G. B. Sowerby II, 1840)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,ciliata,,northern hairy chiton,1999-07-31,Charlie Gibbs,PMLS,,,unobserved,,native,"Reported as Mopalia kennerleyi Carpenter, 1864, an unaccepted synonym (WoRMS Editorial Board 2022)."
