Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Genus,Origin,Provincial Status,National Status,Global Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Critical Notes
Tresus nuttallii,"(Conrad, 1837)",,Pacific gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,Tresus,native,,,,confirmed,observed,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00317,1898324818,2019-05-04,Emily Adamczyk,https://www.inaturalist.org/observations/24698187,,117611,
Zemysina impolita,"(S. S. Berry, 1953)",,rough diplodon,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Ungulinoidea,Ungulinidae,,Zemysina,native,,,,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00293,1898314726,,,,,1118984,"McTaggart-Cowan reports Diplodonta orbella (=Zemysina orbella) (RBCM 979-00293). However, this taxon has since been split, with Zemysina orbella recognized as the southern and Zemysina impolita as the northern species."
Humilaria kennerleyi,"(Reeve, 1863)",,Kennerley's venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Humilaria,native,,,,reported,unobserved,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00318-002,1898275723,,,,,873901,
Leukoma staminea,"(Conrad, 1837)",,Pacific littleneck clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Chioninae,Leukoma,native,,,,confirmed,observed,2007-10-14,Andy Lamb,PMLS,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017301,,333608,
Ruditapes philippinarum,"(A. Adams & Reeve, 1850)",,Japanese littleneck,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Ruditapes,non-native,,,,new 2016,observed,,,,,,2016-08-21,Tyrel Froese,http://www.inaturalist.org/observations/4004964,,343269,
Saxidomus gigantea,"(Deshayes, 1839)",,Washington butter clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,,Saxidomus,native,,,,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910100,,130233,
Compsomyax subdiaphana,"(Carpenter, 1864)",,milky venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Veneroida,,Veneroidea,Veneridae,,Compsomyax,native,,,,reported,unobserved,1961-06-22,,RBCM,976-01146-007,1898298969,,,,,957357,
Entodesma navicula,"(Adams & Reeve, 1850)",,rock entodesma,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,Entodesma,native,,,,reported,unobserved,1969-02-22,Andy Lamb,PMLS,,,,,,,339164,
Lyonsia bracteata,"(Gould, 1850)",,scaly lyonsia,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,Lyonsia,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03305,1898276441,,,,,1118981,Accessioned in collections at the RBCM as Lyonsia californica (RBCM 979-03305). The original ID by Ian McTaggart-Cowan is Lyonsia pugetensis which is now accepted as Lyonsia bracteata (WoRMS Editorial Board 2021).
Mytilimeria nuttalli,"Conrad, 1837",,bladderclam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,Mytilimeria,native,,,,reported,unobserved,1985-07-29,Andy Lamb,PMLS,,,,,,,873896,
Pandora filosa,"(Carpenter, 1864)",,threaded pandora,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Pandoridae,,Pandora,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03302,,,,,,906400,
Pandora wardiana,"A. Adams, 1860",,giant pandora,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Pandoroidea,Pandoridae,,Pandora,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03301,,,,,,906421,
Thracia trapezoides,"Conrad, 1849",,trapezoid thracia,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Thracioidea,Thraciidae,,Thracia,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03313,1898304696,,,,,957343,
Enteroctopus dofleini,"(Wülker, 1910)",,giant pacific octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Enteroctopodidae,,Enteroctopus,native,,,,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,,2007-10-23,Jackson Chu,https://www.inaturalist.org/observations/8459014,,48863,
Octopus rubescens,"Berry, 1953",,Pacific red octopus,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,Octopodoidea,Octopodidae,,Octopus,native,,,,reported,unobserved,1995-02-25,Charlie Gibbs,PMLS,,,,,,,47455,
Berryteuthis magister,"(Berry, 1913)",,schoolmaster armhook squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,,Gonatidae,,Berryteuthis,native,,,,reported,unobserved,1956-01-29,W. Barraclough,RBCM,978-00057-002,1898322476,,,,,432390,
Rossia pacifica,"Berry, 1911",,stubby squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,,,Sepiolidae,Rossiinae,Rossia,native,,,,reported,unobserved,1994-02-27,Charlie Gibbs,PMLS,,,,,,,151358,
Doryteuthis opalescens,"(Berry, 1911)",,California market squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Teuthida,,,Loliginidae,,Doryteuthis,native,,,,new 2015,observed,,,,,,2015-08-06,Chessi Miltner,http://www.inaturalist.org/observations/3598640,,153981,
Phyllaplysia taylori,"Dall, 1900",,zebra leafslug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Aplysiida,,Aplysioidea,Aplysiidae,,Phyllaplysia,native,,,,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2015-05-21,Karolle Wall,http://www.inaturalist.org/observations/3707805,,49864,
Acteocina culcitella,"(Gould, 1853)",,pillow barrel-bubble,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Bulloidea,Acteocina,,Acteocina,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03320,1898315360,,,,,49788,"Accessioned in collections at the RBCM as Cylichnella culcitella, an unrecognized name (WoRMS Editorial Board 2021)."
Aglaja ocelligera,"(Bergh, 1894)",,spotted aglaja,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,Aglaja,native,,,,confirmed,observed,1996-05-29,Charlie Gibbs,PMLS,,,2015-05-20,Karolle Wall,https://www.inaturalist.org/observations/32171691,,49842,
Melanochlamys diomedea,"(Bergh, 1894)",,Diomedes aglajid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Aglajidae,,Melanochlamys,native,,,,reported,unobserved,1975-06-17,Philip Lambert,RBCM,975-00224-004,1898274481,2018-05-29,Karolle Wall,https://www.inaturalist.org/observations/12938503,Reported as (syn) Aglaja diomedea,345334,
Cylichna attonsa,"Carpenter, 1865",,deep trouble chalice-bubble,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Cylichnoidea,Cylichnidae,,Cylichna,native,,,,confirmed,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03321,1898288481,,,,,49792,
Gastropteron pacificum,"Bergh, 1894",,winged sea slug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Philinoidea,Gastropteridae,,Gastropteron,native,,,,reported,unobserved,1994-02-27,Charlie Gibbs,PMLS,,,,,,,49839,
Haminoea vesicula,"(Gould, 1855)",,white bubble shell,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,Haminoeoidea,Haminoeidae,,Haminoea,native,,,,confirmed,observed,2018-06-24,Karin Fletcher,PMLS,,,2018-05-30,Karolle Wall,https://www.inaturalist.org/observations/12970636,,49812,
Myosotella myosotis,"(Draparnaud, 1801)",,mouse-eared snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Ellobiida,,Ellobioidea,Ellobiidae,Pythiinae,Myosotella,non-native,,,,new 2016,observed,,,,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4017005,,225386,
Diodora aspera,"(Rathke, 1833)",,rough keyhole limpet,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Fissurelloidea,Fissurellidae,Diodorinae,Diodora,native,,,,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2019-05-04,Norah Brown,https://www.inaturalist.org/observations/24519360,,64148,
Puncturella cucullata,"(Gould, 1846)",,hooded puncturella,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Fissurelloidea,Fissurellidae,,Cranopsis,native,,,,reported,unobserved,1986-09-30,,RBCM,986-00197-038,,,,,,904312,"Accessioned in RBCM collections under the name Cranopsis cucullata, an unaccepted synonym (WoRMS Editorial Board 2021)."
Haliotis kamtschatkana,"Jonas, 1845",,northern abalone,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,Haliotoidea,Haliotidae,,Haliotis,native,,,,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,,,,,,56654,
Crepidula cf nummaria,,,northern white slippersnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,Crepidula,,,,,reported,unobserved,1994-09-10,Andy Lamb,PMLS,,,,,,,117325,
Crepidula norrisiarum,"Williamson, 1905",,hooked slippersnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,Crepidula,native,,,,reported,unobserved,1995-02-26,Charlie Gibbs,PMLS,,,,,,,485954,"Reports of Crepidula cf adunca have been determined as Crepidula norrisiarum (Collin et al., in press)."
Trichotropis cancellata,"Hinds, 1843",,checkered hairysnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Capuloidae,Capulidae,,Trichotropis,native,,,,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,,,,,,447177,
Melanella micans,"(Carpenter, 1865)",,shining balcis,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vanikoroidea,Eulimidae,,Melanella,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03323-001,1898291795,,,,,733259,
Lacuna variegata,"Carpenter, 1864",,variable lacuna,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Lacuninae,Lacuna,native,,,,reported,unobserved,2009-02-08,Andy Lamb,PMLS,,,,,,,339150,
Littorina scutulata,"Gould, 1849",,checkered periwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Littorininae,Littorina,native,,,,new 2016,observed,,,,,,2016-08-26,Lauren Magner,http://www.inaturalist.org/observations/3971332,,69995,
Littorina sitkana,"Philippi, 1846",,Sitka periwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Littorininae,Littorina,native,,,,new 2017,observed,,,,,,2017-02-23,Kathleen Buckley,https://www.inaturalist.org/observations/5185500,,129298,
Cryptonatica aleutica,"(Dall, 1919)",,Aleutian moonsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Naticinae,Cryptonatica,native,,,,reported,unobserved,2009-01-30,Andy Lamb,PMLS,,,,,,,507519,
Euspira pallida,"(Broderip & G. B. Sowerby I, 1829)",,pale northern moonsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Polinicinae,Euspira,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03310-001,1898274458,,,,,873876,
Neverita lewisii,"(Gould, 1847)",,Lewis' moon snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,Polinicinae,Neverita,native,,,,confirmed,observed,1961-06-23,,RBCM,976-01146-004,1898263889,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763410,,447427,"Reported as Euspira lewisii, an unaccepted synonym (WoRMS Editorial Board 2021)."
Fusitriton oregonensis,"(Redfield, 1846)",,Oregon triton,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Tonnoidea,Ranellidae,,Fusitriton,native,,,,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,448389,
Marsenina rhombica,"(Dall, 1871)",,marbled lamellarid,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,Marsenina,native,,,,reported,unobserved,2016-02-07,Andy Lamb,PMLS,,,,,,,337741,
Marsenina stearnsii,"(Dall, 1871)",,stearn's ear shell,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,Marsenina,native,,,,new 2016,observed,,,,,,2016-04-07,Karolle Wall,http://www.inaturalist.org/observations/2908642,,53555,
Velutina plicatilis,"(O. F. Müller, 1776)",,oblique lamellaria,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,,Velutina,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03324,1898301017,,,,,482348,
Velutina velutina,"(O. F. Müller, 1776)",,spiral velvet snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,Velutina,native,,,,reported,unobserved,2008-03-07,Andy Lamb,PMLS,,,,,,,482347,
Petaloconchus cf compactus,,,northern compact wormsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vermetoidea,Vermetidae,,Vermetus,native,,,,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,873857,"Reported as Vermetus compactus (Carpenter, 1864), an unaccepted synonym (WoRMS Editorial Board 2021); this genus requires more work."
Ophiodermella fancherae,"(Dall, 1903)",,sea snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Borsoniidae,,Ophiodermella,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03326,1898295480,,,,,957347,
Lirabuccinum dirum,"(Reeve, 1846)",,dire whelk,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Buccinidae,,Lirabuccinum,native,,,,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2019-05-05,Kiara Ganon,https://www.inaturalist.org/observations/24725394,,117642,
Alia carinata,"(Hinds, 1844)",,carinate dovesnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Alia,native,,,,new 2017,observed,,,,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7674348,reported as Mitrella carinata,129933,
Amphissa columbiana,"Dall, 1916",,wrinkled amphissa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Amphissa,native,,,,reported,unobserved,1981-05-31,Andy Lamb,RBCM,986-00191-015,,,,,,117643,
Amphissa versicolor,"Dall, 1871",,variegated amphissa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Amphissa,native,,,,reported,unobserved,2008-11-12,Andy Lamb,PMLS,,,,,,,129932,
Mitrella gausapata,"(Gould, 1850)",,sea snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Mitrella,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03328,1898293242,,,,,339169,
Nitidella sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Nitidella,native,,,,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-023,1898311887,,,,,246721,
Fusinus sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Fasciolariidae,Fusininae,Fusinus,native,,,,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-021,1898321859,,,,,129947,
Oenopota sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Mangeliidae,,Oenopota,native,,,,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-022,1898294888,,,,,496394,
Ceratostoma foliatum,"(Gmelin, 1791)",,leafy hornmouth,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Ceratostoma,native,,,,confirmed,observed,1986-04-08,,RBCM,986-00191-006,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976124,,116687,
Nucella canaliculata,"(Duclos, 1832)",,channelled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Nucella,native,,,,reported,unobserved,1994-10-23,Andy Lamb,PMLS,,,,,,,69998,
Nucella lamellosa,"(Gmelin, 1791)",,wrinkled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Nucella,native,,,,confirmed,observed,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03331,1898271380,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567596,,117641,
Nucella ostrina,"(Gould, 1852)",,northern striped dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Nucella,native,,,,confirmed,observed,2008-02-17,Andy Lamb,PMLS,,,2019-04-29,Andrew Simon,https://www.inaturalist.org/observations/24768141,,122704,
Paciocinebrina interfossa,"(Carpenter, 1864)",,sculptured rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Paciocinebrina,native,,,,reported,unobserved,2009-10-10,Andy Lamb,PMLS,,,,,,,910801,
Paciocinebrina lurida,"(Middendorff, 1848)",,lurid rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Paciocinebrina,native,,,,reported,unobserved,1994-09-10,Andy Lamb,PMLS,,,,,,,910800,
Scabrotrophon maltzani,"(Kobelt, 1878)",,sandpaper trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Trophoninae,Scabrotrophon,native,,,,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,500269,
Trophonopsis orpheus,"(Gould, 1849)",,orpheus trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Pagodulinae,Trophonopsis,native,,,,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03325,1898280329,,,,,506559,
Nassarius mendicus,"(Gould, 1850)",,western lean nassa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,Nassariinae,Nassarius,native,,,,reported,unobserved,2018-06-19,Andy Lamb,PMLS,,,,,,,129938,
Neostylidium eschrichtii,"(Middendorff, 1849)",,threaded bittium,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neotaenioglossa,,Cerithioidea,Cerithiidae,,Neostylidium,native,,,,new 2015,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735167,,448152,
Hallaxa chani,"Gosliner & G. C. Williams, 1975",,Chan's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Actinocyclidae,,Hallaxa,native,,,,new 2009,observed,,,,,,2009-11-15,Karin Fletcher,https://inaturalist.ca/observations/68751508,,48721,
Aegires albopunctatus,"MacFarland, 1905",,salt-and-pepper nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Aegiridae,,Aegires,native,,,,reported,unobserved,1996-05-29,Charlie Gibbs,PMLS,,,2018-06-18,Karin Fletcher,https://www.inaturalist.org/observations/68752645,,48981,
Aeolidia loui,"Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016",,shag-rug nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,Aeolidia,native,,,,new 2016,observed,,,,,,2016-04-01,Karolle Wall,https://www.inaturalist.org/observations/14385958,,498117,
Aeolidia papillosa,"(Linnaeus, 1761)",,papillate sea slug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,Aeolidia,native,,,,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763439,,498116,
Cerberilla mosslandica,"McDonald & Nybakken, 1975",,brown burrowing aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,Cerberilla,native,,,,new 2018,observed,,,,,,2018-06-19,Karin Fletcher,https://inaturalist.ca/observations/68752651,,50477,
Apata pricei,"(MacFarland, 1966)",,Price's aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Apataidae,,Apata,native,,,,reported,unobserved,2013-05-17,Andy Lamb,PMLS,,,2014-04-09,Karin Fletcher,https://www.inaturalist.org/observations/68793493,reported as Flabellina pricei,631469,"Two subspecies are recognized: a Californian subspecies, Apata pricei pricei, as originally described from Monterey, California, and a Western Pacific subspecies, Apata pricei komandorica. No specimens have been sequenced to determine which subspecies are present in the Salish Sea. However, we do not appear to have the subspecies originally described in MacFarland 1966."
Armina californica,"(J. G. Cooper, 1863)",,striped nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Arminoidea,Arminidae,,Armina,native,,,,confirmed,observed,1975-06-17,Philip Lambert,RBCM,975-00224-003,1898310345,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975918,,47499,
Aldisa albomarginata,"Millen in Millen & Gosliner, 1985",,white-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,,,,reported,unobserved,2009-03-19,Andy Lamb,PMLS,,,,,,,50094,
Aldisa cooperi,"Robilliard & Baba, 1972",,Cooper's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,,,,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,,2014-04-09,Karin Fletcher,https://www.inaturalist.org/observations/68793262,,50097,
Aldisa sanguinea,"(J. G. Cooper, 1863)",,blood-spot dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,,,,confirmed,observed,2013-10-10,Andy Lamb,PMLS,,,2017-06-25,Karolle Wall,https://www.inaturalist.org/observations/31366877,,50098,
Aldisa tara,"Millen in Millen & Gosliner, 1985",,Tara's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,,,,reported,unobserved,2018-06-19,Andy Lamb,PMLS,,,2009-11-14,Karin Fletcher,https://www.inaturalist.org/observations/68751128,,50100,
