Taxon,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Author,Common Name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First observed,iNaturalist Link,iNaturalist taxon name,iNaturalist taxon ID,iNaturalist Photo,Notes
Salix babylonica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,,Chinese weeping willow,,,new 2019,,,,,,https://www.inaturalist.org/observations/25454739,Salix babylonica,58316,https://static.inaturalist.org/photos/39424049/medium.jpeg?1558374014,
Salix lasiandra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Muhl. (Benth),Pacific willow,native,S5 (2000),reported,4/21/2007,Diana M. Percy,UBC,V248772,,,Salix lasiandra,78943,,
Salix scouleriana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Barratt ex Hook.,Scouler's willow,native,S5,confirmed,4/10/2007,Diana M. Percy,UBC,V244749,,http://www.inaturalist.org/observations/3531101,Salix scouleriana,71076,https://static.inaturalist.org/photos/4114011/medium.JPG?1467002965,
Salix sitchensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,Sanson ex Bong.,sitka willow,native,S5 (2015),reported,4/22/2007,Diana M. Percy,UBC,V248773,,,Salix sitchensis,61100,,
Viola adunca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Sm.,early blue violet,native,S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Viola adunca,53328,,
Viola arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Murray,European field pansy,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Viola arvensis,55760,,
Viola glabella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Nutt.,stream violet,native,S4S5 (2015),reported,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,Viola glabella,71113,,
Viola palustris var. palustris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,L.,alpine marsh violet,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Viola palustris palustris,243377,,
Viola sempervirens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,Greene,redwood violet,native,S4 (2015),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Viola sempervirens,55342,,
Malva moschata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,L.,musk mallow,exotic,unlisted,reported,7/23/1987,Gerald B. Straley,UBC,V193713,,,Malva moschata,55977,,
Malva neglecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,Wallr.,common mallow,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Malva neglecta,77952,,
Daphne laureola,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Thymelaeaceae,,,Daphne,L.,spurge laurel,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/25626033,Daphne laureola,127391,https://static.inaturalist.org/photos/39707704/medium.jpg?1558629207,
Chamaenerion angustifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Chamaenerion,(L.) Scop.,fireweed,native,S5 (2015),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Chamaenerion angustifolium,564969,,
Circaea alpina ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Circaea,L.,enchanter’s nightshade,native,S4 (2001),confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/13350087,Circaea alpina,76342,https://static.inaturalist.org/photos/19566306/medium.jpeg?1528761134,
Circaea alpina ssp. pacifica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Circaea,(Asch. & Magnus) P.H. Raven,Raven enchanter’s nightshade,native,S4 (2011),reported,1915-06,John Davidson,UBC,V44095,,,Circaea alpina pacifica,79729,,
Clarkia amoena,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Clarkia,(Abrams ex Piper) C.L. Hitchc.,farewell-to-spring,native,S3S4 N3N4 ,confirmed,1895-06-14,Albert J. Hill,UBC,V26425,,https://www.inaturalist.org/observations/25648291,Clarkia amoena,61048,https://static.inaturalist.org/photos/39748516/medium.jpeg?1558656364,
Clarkia unguiculata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Clarkia,Pursh,woodland clarkia,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Clarkia unguiculata,51735,,cultivar
Epilobium brachycarpum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,C. Presl,tall annual willowherb,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Epilobium brachycarpum,52971,,
Epilobium ciliatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,,fringed willowherb,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Epilobium ciliatum,53050,,Harvey Janszen reports E.c.watsonii; CRB reports var. E.c.glandulosum and var. E.c.ciliatumon QC's list for Mayne
Epilobium foliosum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,(Torr. & A. Gray) Suksd.,California willowherb,native,S4S5,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Epilobium foliosum,76829,,
Epilobium halleanum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Hausskn.,Hall's willowherb,native,S3S4 (2018),reported,2009-01-01,Quentin Cronk,Mayne Flora List,,,,Epilobium hallianum,76831,,
Epilobium minutum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Lindl. ex Lehm.,little willowherb,native,S5,confirmed,1996-05-22,"Jenifer Penny, Charlotte Norris & Harvey Janszen",RBCM,V185504,,https://www.inaturalist.org/observations/24874225,Epilobium minutum,57150,https://static.inaturalist.org/photos/38474812/medium.jpeg?1557466609,
Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nuphar,Engelm.,western yellow pond lily,native,S5,new 2019,,,,,,https://www.inaturalist.org/observations/26153577,Nuphar polysepala,78234,https://static.inaturalist.org/photos/40581395/medium.jpeg?1559354980,
Nymphaea odorata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nymphaea,,American white waterlily,,,new 2016,,,,,,https://www.inaturalist.org/observations/19440230,Nymphaea odorata,51119,https://static.inaturalist.org/photos/29906710/medium.jpg?1546690504,
Oxalis corniculata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,L.,creeping woodsorel,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Oxalis corniculata,53168,,
Oxalis sp.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,,woodsorrels,,,confirmed,,,,,,https://www.inaturalist.org/observations/26372179,Oxalis,864989,https://static.inaturalist.org/photos/40946008/medium.jpeg?1559624516,
Oxalis stricta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,L.,common yellow oxalis,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Oxalis stricta,53183,,
Achlys triphylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,Berberideae,Achlys,DC.,vanilla leaf,native,S5,confirmed,1899-05-09,Anonymous,UBC,V6237,,https://www.inaturalist.org/observations/13349294,Achlys triphylla,75263,,
Berberis aquifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Pursh,tall Oregon grape,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/22070912,Berberis aquifolium,126887,https://static.inaturalist.org/photos/34178737/medium.jpeg?1554525710,
Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Pursh,Cascade Oregon-grape,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,http://inaturalist.ca/observations/7322925,Berberis nervosa,75756,https://static.inaturalist.org/photos/9484183/medium.jpg?1501704046,
Eschscholzia californica ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Eschscholzia,Cham.,California poppy,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/28204821,Eschscholzia californica,48225,https://static.inaturalist.org/photos/43949897/medium.jpeg?1562284296,
Papaver somniferum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Papaver,L.,opium poppy,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Papaver somniferum,78346,,
Aquilegia formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,Aquilegia,Fisch. ex DC.,red columbine,native,S5 (2015),confirmed,1975-05-28,Harvey Janszen,RBCM,V083427,,https://www.inaturalist.org/observations/26031778,Aquilegia formosa,48244,https://static.inaturalist.org/photos/40385119/medium.jpeg?1559176231,
Clematis vitalba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Anemoneae,Clematis,L.,traveller's joy,exotic,unlisted,reported,7/26/1980,Harvey Janszen,SEM,V107425,,,Clematis vitalba,160697,,
Consolida ajacis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Delphinieae,Consolida,(L.) Schur,giant larkspur,exotic,unlisted,reported,1912-07-11,John Macoun,RBCM,V001909,,,Consolida ajacis,76430,,
Delphinium menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Delphinieae,Delphinium,DC.,Menzies' larkspur,native,S4,confirmed,4/6/1979,Harvey Janszen,SEM,V098033X,,https://www.inaturalist.org/observations/24874228,Delphinium menziesii,153479,https://static.inaturalist.org/photos/38474832/medium.jpeg?1557466639,
Myosurus minimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Myosurus,L.,tiny mousetail,native,S3S4 (2015),reported,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,Myosurus minimus,58306,,
Ranunculus acris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,L.,meadow buttercup,exotic,unlisted,confirmed,1975-05-28,Harvey Janszen,RBCM,V083426,,https://www.inaturalist.org/observations/26624259,Ranunculus acris,56064,https://static.inaturalist.org/photos/41351201/medium.jpeg?1560020025,
Ranunculus aquatilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,L.,common water crowfoot,native,S3S4 (2007),reported,1979-05-31,Harvey Janszen,RBCM,V097847,,,Ranunculus aquatilis,78817,,"""Ranunculus aquatilis var. hispidulus"" in collection; that taxon does not appear to be recogonized by the province"
Ranunculus cymbalaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Pursh,seaside buttercup,native,S5 (2015),reported,1975-08-04,Harvey Janszen,RBCM,V083251,,,Ranunculus cymbalaria,78821,,
Ranunculus flammula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,L.,lesser spearwort,native,S5 (2008),confirmed,1914-05-24,John Macoun,RBCM,V001942,,https://www.inaturalist.org/observations/26153600,Ranunculus flammula,67826,https://static.inaturalist.org/photos/40582978/medium.jpeg?1559356390,Ranunculus flammula ssp. reptans reported
Ranunculus occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Nutt.,western buttercup,native,S5,reported,1975-05-29,Harvey Janszen,RBCM,V083282,,,Ranunculus occidentalis,68057,,
Ranunculus repens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,L.,creeping buttercup,exotic,unlisted,confirmed,1975-05-29,Harvey Janszen,RBCM,V083432,,https://www.inaturalist.org/observations/22685429,Ranunculus repens,48229,https://static.inaturalist.org/photos/35150577/medium.jpeg?1555635693,
Ranunculus uncinatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,D. Don ex G. Don,woodland buttercup,native,S5,reported,1975-05-28,Harvey Janszen,RBCM,V083333,,,Ranunculus uncinatus,63898,,
Sedum acre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Sedum,L.,Biting Stonecrop,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Sedum acre,55734,,
Sedum lanceolatum ssp. nesioticum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Sedum,(G.N. Jones) R.T. Clausen,lanceleaf stonecrop,native,S3S4 (2001),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Sedum lanceolatum nesioticum,238479,,
Sedum spathulifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Sedum,Hook.,broad-leaved Stonecrop,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/13350941,Sedum spathulifolium,58886,https://static.inaturalist.org/photos/19567938/medium.jpeg?1528762849,
Sedum stenopetalum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Sedum,Pursh,wormleaf stonecrop,native,S4 (2001),reported,1895-06,Albert J. Hill,UBC,V12156,,,Sedum stenopetalum,79033,,
Shepherdia canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Elaeagnaceae,,,Shepherdia,(L.) Nutt.,sopalali,native,S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Shepherdia canadensis,79072,,
Ribes divaricatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,Ribes,Douglas,wild gooseberry,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/22740107,Ribes divaricatum,53448,https://static.inaturalist.org/photos/35240431/medium.jpeg?1555729534,
Ribes lobbii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,Ribes,A. Gray,gummy gooseberry,native,S4 (2015),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Ribes lobbii,78861,,
Ribes sanguineum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,Ribes,Pursh,red-flowering currant,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/22308518,Ribes sanguineum,53435,https://static.inaturalist.org/photos/34549554/medium.jpeg?1554946497,
Frangula purshiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rhamnaceae,,,Frangula,Cooper,cascara,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Frangula purshiana,77156,,
Amelanchier alnifolia var. semiintegrifolia ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,(Hook.) C.L. Hitchc.,Saskatoon serviceberry,native,S4S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/12524548,Amelanchier alnifolia semiintegrifolia,80360,https://static.inaturalist.org/photos/18085199/medium.jpg?1526504314,our coastal variety may alternatively be referred to as Amelanchier florida (Lindl.)
Aphanes arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Aphanes,L.,field parsley piert,exotic,unlisted,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/24874235,Aphanes arvensis,158445,https://static.inaturalist.org/photos/38474989/medium.jpeg?1557466940,
Aphanes occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Aphanes,(Nutt. ex Torr. & A. Gray) Rydb.,western parsley-piert,native,S5 (2015),reported,2009-01-01,Quentin Cronk,Mayne Flora List,,,,Aphanes occidentalis,64548,,
Crataegus douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,Lindl.,black hawthorn,native,S4 (2015)  ,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/25625992,Crataegus douglasii,76469,https://static.inaturalist.org/photos/39707417/medium.jpg?1558629048,
Crataegus monogyna,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,Jacq.,common hawthorn,exotic,unlisted,confirmed,1979-05-10,Harvey Janszen,RBCM,V098057,,https://www.inaturalist.org/observations/13351326,Crataegus monogyna,51147,https://static.inaturalist.org/photos/19568623/medium.jpeg?1528763603,
Fragaria chiloensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,(L.) Duchesne,beach strawberry,native,S4 (2001),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Fragaria chiloensis,55367,,
Fragaria vesca var. bracteata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,(A.Heller) R.J.Davis,woodland strawberry,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/25498898,Fragaria vesca bracteata,236055,https://static.inaturalist.org/photos/39502572/medium.jpg?1558445566,
Geum macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Colurieae,Geum,Willd.,large-leaved avens,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/13350032,Geum macrophyllum,77266,https://static.inaturalist.org/photos/19566256/medium.jpeg?1528761063,
Holodiscus discolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Holodiscus,(Pursh) Maxim.,oceanspray,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,http://www.inaturalist.org/observations/3531251,Holodiscus discolor,53414,https://static.inaturalist.org/photos/4114088/medium.JPG?1467004885,
Malus fusca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Malus,(Raf.) C.K. Schneid,Pacific crab apple,native,S5 (2000),confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/24711265,Malus fusca,77948,https://static.inaturalist.org/photos/38211709/medium.jpeg?1557197640,
Physocarpus capitatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Neillieae,Physocarpus,(Pursh) Kuntze,Pacific ninebark,native,S4S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Physocarpus capitatus,57249,,
Potentilla anserina ssp. pacifica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,(Howell) Rousi,Pacific silverweed,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/25541064,Potentilla anserina pacifica,61097,https://static.inaturalist.org/photos/39574717/medium.jpeg?1558494465,
Potentilla egedii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Wormskj.,coastal silverweed,native,S5,reported,1975-07-09,Harvey Janszen,RBCM,V083313,,,Potentilla anserina,62216,,
Potentilla recta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,L.,sulphur cinquefoil,exotic,unlisted,reported,1979-06-04,Harvey Janszen,RBCM,V097994,,,Potentilla recta,62211,,
Poterium sanguisorba var. polygamum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Agrimonieae,Poterium,L.,fodder burnet,exotic,unlisted,reported,7/23/1987,Gerald B. Straley,UBC,V193231,,,Poterium polygamum,405244,,
Prunus avium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,(L.) L.,sweet cherry,exotic,unlisted,reported,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,Prunus avium,61964,,
Prunus emarginata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,(Douglas ex Hook.) Walp.,bitter cherry,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/22740102,Prunus emarginata,63905,https://static.inaturalist.org/photos/35240133/medium.jpeg?1555729198,
Prunus serrulata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,,Japanese Cherry,,,new 2019,,,,,,https://www.inaturalist.org/observations/25454737,Prunus serrulata,125742,https://static.inaturalist.org/photos/39424019/medium.jpeg?1558373987,
Prunus virginiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,L.,choke cherry,native,S5,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Prunus virginiana,54835,,
Rosa canina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,L.,Dog-rose,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Rosa canina,55884,,
Rosa gymnocarpa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,Nutt. ex Torr. & A. Gray,baldhip rose,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Rosa gymnocarpa,53441,,
Rosa nutkana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,C. Presl,Nootka rose,native,S5,confirmed,8/27/1957,T.R. Ashlee,UBC,V765655,,https://www.inaturalist.org/observations/7536410,Rosa nutkana,78883,https://static.inaturalist.org/photos/9831123/medium.jpeg?1503013482,
Rosa rubiginosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,L.,sweet-brier,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/19942064,Rosa rubiginosa,78886,https://static.inaturalist.org/photos/30766941/medium.jpeg?1548732640,
Rubus armeniacus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Focke,Himalayan blackberry,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Rubus armeniacus,61317,,
Rubus idaeus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,L.,red raspberry,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Rubus idaeus,54436,,
Rubus laciniatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,(Weston) Willd.,cutleaf blackberry,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Rubus laciniatus,78891,,
Rubus leucodermis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Douglas ex Torr. & A. Gray (unresolved),blackcap raspberry,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Rubus leucodermis,63960,,
Rubus parviflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Nutt.,thimbleberry,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/25625986,Rubus parviflorus,51646,https://static.inaturalist.org/photos/39707373/medium.jpg?1558629020,
Rubus spectabilis ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Pursh,salmonberry,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/7536413,Rubus spectabilis,47543,https://static.inaturalist.org/photos/9831128/medium.jpeg?1503013494,
Rubus ursinus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Cham. & Schltdl.,trailing blackberry,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/13349700,Rubus ursinus,53445,https://static.inaturalist.org/photos/19565684/medium.jpeg?1528760360,
