Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,Island,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Pandalus danae,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,,Pandalus,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,coonstripe shrimp,Mayne Island,Pandalus danae,154708,8
Penitella penita,Animalia,Mollusca,,,Bivalvia,Heterodonta,Imparidentia,Myida,,Pholadoidea,Pholadidae,Martesiinae,,Penitella,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,flat-tip piddock,Mayne Island,Penitella penita,117619,1
Phidolopora pacifica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Phidoloporidae,,,Phidolopora,2019-05-04T09:45:00,logged as lacy bryozoan,Campbell Bay,48.85833,-123.26833,few,open,55,45,lattice-work bryozoan,Mayne Island,Phidolopora pacifica,51796,3
Pholis clemensi,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,1,open,55,45,longfin gunnel,Mayne Island,Pholis clemensi,67405,1
Pinauay marina,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Ectopleura,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,solitary pink-mouth hydroid,Mayne Island,Ectopleura marina,492142,1
Pisaster brevispinus,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Pisaster,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,giant pink star,Mayne Island,Pisaster brevispinus,49539,7
Pisaster ochraceus,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Pisaster,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,purple star or ochre star,Mayne Island,Pisaster ochraceus,49699,1
Pista elongata,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,,,Terebellidae,,,Pista,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,6,open,27,28,basket-top spaghetti-worm,Mayne Island,Pista elongata,338339,1
Pleurobrachia bachei,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,Pleurobrachiidae,,,Pleurobrachia,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,sea gooseberry,Mayne Island,Pleurobrachia bachei,117705,1
Plumularia setacea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Plumulariidae,,,Plumularia,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,very many,open,27,28,glassy plume hydroid,Mayne Island,Plumularia setacea,209141,1
Pododesmus macrochisma,Animalia,Mollusca,,,Bivalvia,Pteriomorphia,,Pectinida,,Anomioidea,Anomiidae,,,Pododesmus,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,some,open,43,36,green false-jingle,Mayne Island,Pododesmus macrochisma,68652,2
Polyorchis penicillatus,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Polyorchis,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,red-eye medusa,Mayne Island,Polyorchis penicillatus,51640,1
Pterygophora californica,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Alariaceae,,,Pterygophora,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,old growth kelp,Mayne Island,Pterygophora californica,124146,1
Ptilosarcus gurneyi,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Pennatulidae,,,Ptilosarcus,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,few,open,55,45,orange sea pen,Mayne Island,Ptilosarcus gurneyi,448320,6
Pugettia producta,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,,,Pugettia,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,1,open,55,45,northern kelp crab,Mayne Island,Pugettia producta,49723,3
Pycnopodia helianthoides,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,Pycnopodiinae,,Pycnopodia,2019-05-04T12:39:00,diameter,St. John Point,48.81285,-123.22778,1,open,43,36,sunflower star,Mayne Island,Pycnopodia helianthoides,47673,4
Rhinogobiops nicholsii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobiinae,,Rhinogobiops,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,blackeye goby,Mayne Island,Rhinogobiops nicholsii,132521,10
Ronquilus jordani,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Bathymasteridae,,,Ronquilus,2019-05-04T09:45:00,questioning the abundance on this one Andy,Campbell Bay,48.85833,-123.26833,very many,open,55,45,northern ronquil,Mayne Island,Ronquilus jordani,230312,6
Saccharina latissima,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Saccharina,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,sugar wrack kelp,Mayne Island,Saccharina latissima,130231,2
Sargassum muticum,Chromista,Ochrophyta,,,Phaeophyceae,,,Fucales,,,Sargassaceae,,,Sargassum,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,many,open,43,36,wireweed,Mayne Island,Sargassum muticum,130177,5
Schizoporella japonica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,,Schizoporella,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,orange encrusting bryozoan,Mayne Island,Schizoporella japonica,519486,2
Scorpaenichthys marmoratus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Scorpaenichthys,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,cabezon,Mayne Island,Scorpaenichthys marmoratus,47638,1
Scyra acutifrons,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Pisidae,,,Scyra,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,sharpnose crab,Mayne Island,Scyra acutifrons,47712,1
Sebastes caurinus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,2019-05-04T12:00:00,"few 10-20cm, few 20-30cm",Campbell Bay,48.85833,-123.26833,some,open,42,42,copper rockfish,Mayne Island,Sebastes caurinus,68597,6
Sebastes flavidus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,2019-05-04T12:00:00,"few 10-20cm, few 20-30cm",Campbell Bay,48.85833,-123.26833,some,open,42,42,yellowtail rockfish,Mayne Island,Sebastes flavidus,64477,2
Sebastes maliger,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,2019-05-04T12:53:00,40-50cm,"Edith Point, inside",48.855,-123.25,few,open,50,43,quillback rockfish,Mayne Island,Sebastes maliger,63386,3
Sebastes sp.,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,2019-05-05T12:00:00,potential rosy rockfish 20-30cm,Bennett Bay,48.86167,-123.24667,1,open,60,60,rockfish,Mayne Island,Sebastes,47762,1
Serpula columbiana,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,Serpulinae,,Serpula,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,red-trumpet calcareous tubeworm,Mayne Island,Serpula columbiana,131207,3
Sparlingia pertusa,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,Rhodymeniaceae,,,Sparlingia,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,red eyelet silk,Mayne Island,Sparlingia pertusa,429855,1
Spiochaetopterus costarum,Animalia,Annelida,,,Polychaeta,Sedentaria,,Spionida,,,Chaetopteridae,,,Spiochaetopterus,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,jointed three-section tubeworm,Mayne Island,Spiochaetopterus costarum,130236,1
Spirontocaris lamellicornis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Spirontocaris,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,2,open,43,36,Dana's blade shrimp,Mayne Island,Spirontocaris lamellicornis,459673,1
Strongylocentrotus droebachiensis,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,abundant,open,55,45,green sea urchin,Mayne Island,Strongylocentrotus droebachiensis,120070,6
Styela clava,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,2019-05-05T11:30:00,??? maybe brown tunicate Andy?,Navy Bay,48.82909,-123.24254,few,open,77,50,club tunicate,Mayne Island,Styela clava,81615,1
Styela gibbsii,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,brown tunicate,Mayne Island,Styela gibbsii,521988,1
Sycon spp.,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Sycettidae,,,Sycon,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,tiny vase sponges,Mayne Island,Sycon,347738,1
Synchirus gilli,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Synchirus,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,14,manacled sculpin,Mayne Island,Synchirus gilli,232130,1
Thelepus spp.,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,,,Terebellidae,,,Thelepus,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,curly-head spaghetti-worm,Mayne Island,Thelepus,117588,1
Tonicella insignis,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Tonicella,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,white-line chiton,Mayne Island,Tonicella insignis,498132,1
Tonicella lineata,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Tonicella,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,many,open,48,50,lined chiton,Mayne Island,Tonicella lineata,47425,3
Tresus sp.,Animalia,Mollusca,,,Bivalvia,Heterodonta,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,,Tresus,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,gaper,Mayne Island,Tresus,117624,1
Triopha catalinae,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,clown nudibranch,Mayne Island,Triopha catalinae,47454,6
Tritonia tetraquetra,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,,Tritonia,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,pink tritonia,Mayne Island,Tritonia tetraquetra,545545,1
Ulva fenestrata,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,,Ulva,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,sea lettuce,Mayne Island,Ulva fenestrata,152972,1
