Family,Full Species,Infra taxa,Habitat,Islands,"Island Size (min, max)",Typical Cover,Date First Seen,Date Last Seen,Notes,taxonName,infraTaxonName,authority,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species
Gentianaceae,Gentianella amarella (L.) Börner,ssp. acuta,Wetland,3,,,,,,Gentianella amarella,Gentianella amarella ssp. acuta,(L.) Börner,accepted,79899,Gentianella amarella acuta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Gentianaceae,,Gentianeae,Gentianella,amarella
Geraniaceae,Erodium cicutarium (L.) L\\\'Hér. ex Aiton*,ssp. cicutarium,Open,26,,,,,,Erodium cicutarium,Erodium cicutarium ssp. cicutarium,(L.) L\\\'Hér. ex Aiton*,accepted,53055,Erodium cicutarium cicutarium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Erodium,cicutarium
Geraniaceae,Geranium bicknellii Britton,,Forest,1,,,,,,Geranium bicknellii,,Britton,accepted,77251,Geranium bicknellii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,bicknellii
Geraniaceae,Geranium carolinianum L.,,Forest,5,,,,,,Geranium carolinianum,,L.,accepted,58917,Geranium carolinianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,carolinianum
Geraniaceae,Geranium dissectum L.*,,Open,23,,,,,,Geranium dissectum,,L.*,accepted,53075,Geranium dissectum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,dissectum
Geraniaceae,Geranium lucidum L.*,,Open,2,,,,,,Geranium lucidum,,L.*,accepted,77255,Geranium lucidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,lucidum
Geraniaceae,Geranium molle L.*,,Open,99,,,,,,Geranium molle,,L.*,accepted,1178020,Geranium molle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,molle
Geraniaceae,Geranium pusillum L.*,,Open,2,,,,,,Geranium pusillum,,L.*,accepted,60204,Geranium pusillum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,pusillum
Geraniaceae,Geranium robertianum L.*,,Forest,6,,,,,,Geranium robertianum,,L.*,accepted,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum
Grossulariaceae,Ribes divaricatum Douglas,var. divaricatum,Forest,63,,,,,,Ribes divaricatum,Ribes divaricatum var. divaricatum,Douglas,accepted,53449,Ribes divaricatum divaricatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,divaricatum
Grossulariaceae,Ribes lacustre (Pers.) Poir.,,Forest,10,,,,,,Ribes lacustre,,(Pers.) Poir.,accepted,78858,Ribes lacustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,lacustre
Grossulariaceae,Ribes sanguineum Pursh,var. sanguineum,Forest,54,,,,,,Ribes sanguineum,Ribes sanguineum var. sanguineum,Pursh,accepted,81349,Ribes sanguineum sanguineum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,sanguineum
Haloragaceae,Myriophyllum sibiricum Kom.,,Wetland,4,,,,,,Myriophyllum sibiricum,,Kom.,accepted,61034,Myriophyllum sibiricum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Haloragaceae,,,Myriophyllum,sibiricum
Haloragaceae,Myriophyllum verticillatum L.,,Wetland,3,,,,,,Myriophyllum verticillatum,,L.,accepted,78158,Myriophyllum verticillatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Haloragaceae,,,Myriophyllum,verticillatum
Hydrangeaceae,Philadelphus lewisii Pursh,,Forest,7,,,,,,Philadelphus lewisii,,Pursh,accepted,62223,Philadelphus lewisii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Hydrangeaceae,,,Philadelphus,lewisii
Hydrocharitaceae,Egeria densa Planch.*,,Wetland,1,,,,,,Egeria densa,,Planch.*,accepted,60465,Egeria densa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Hydrocharitaceae,,,Egeria,densa
Hydrocharitaceae,Elodea canadensis Michx.,,Wetland,3,,,,,,Elodea canadensis,,Michx.,accepted,76793,Elodea canadensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Hydrocharitaceae,,,Elodea,canadensis
Hydrocharitaceae,Najas canadensis Michx.,,Wetland,1,,,,,,Najas canadensis,,Michx.,accepted,1303961,Najas canadensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Hydrocharitaceae,,,Najas,canadensis
Hydrocharitaceae,Najas flexilis (Willd.) Rostk. & W.L.E. Schmidt,,Wetland,3,,,,,,Najas flexilis,,(Willd.) Rostk. & W.L.E. Schmidt,accepted,78160,Najas flexilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Hydrocharitaceae,,,Najas,flexilis
Hydrophyllaceae,Nemophila parviflora Douglas ex Benth.,"var. parviflora, var. austiniae",Forest,14,,,,,,Nemophila parviflora,"Nemophila parviflora var. parviflora, var. austiniae",Douglas ex Benth.,accepted,57353,Nemophila parviflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Hydrophylloideae,,Nemophila,parviflora
Hydrophyllaceae,Nemophila pedunculata Douglas ex Benth.,,Forest,1,,,,,,Nemophila pedunculata,,Douglas ex Benth.,accepted,55461,Nemophila pedunculata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Hydrophylloideae,,Nemophila,pedunculata
Hydrophyllaceae,Phacelia linearis (Pursh) Holz.,,Open,1,,,,,,Phacelia linearis,,(Pursh) Holz.,accepted,78499,Phacelia linearis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Hydrophylloideae,,Phacelia,linearis
Hypericaceae,Hypericum anagalloides Cham. & Schltdl.,,Wetland,3,,,,,,Hypericum anagalloides,,Cham. & Schltdl.,accepted,61032,Hypericum anagalloides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Hypericaceae,,Hypericeae,Hypericum,anagalloides
Hypericaceae,Hypericum calycinum L.*,,Open,1,,,,,,Hypericum calycinum,,L.*,accepted,77481,Hypericum calycinum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Hypericaceae,,Hypericeae,Hypericum,calycinum
Hypericaceae,Hypericum perforatum L.*,,Open,7,,,,,,Hypericum perforatum,,L.*,accepted,56077,Hypericum perforatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Hypericaceae,,Hypericeae,Hypericum,perforatum
Hypericaceae,Hypericum scouleri Hook.,,Wetland,2,,,,,,Hypericum scouleri,,Hook.,accepted,77484,Hypericum scouleri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Hypericaceae,,Hypericeae,Hypericum,scouleri
Iridaceae,Crocus stellaris Haw.*,,Open,1,,,,,,Crocus stellaris,,Haw.*,invalid,487126,Crocus × stellaris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Crocoideae,Croceae,Crocus,
Iridaceae,Iris foetidissima L.*,,Open,2,,,,,,Iris foetidissima,,L.*,accepted,64331,Iris foetidissima,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Irideae,Iris,foetidissima
Iridaceae,Iris germanica L.*,,Open,7,,,,,,Iris germanica,,L.*,unaccepted,709635,Iris × germanica,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Irideae,Iris,
Iridaceae,Iris pseudacorus L.*,,Wetland,6,,,,,,Iris pseudacorus,,L.*,accepted,47779,Iris pseudacorus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Irideae,Iris,pseudacorus
Iridaceae,Olsynium douglasii (A. Dietr.) E.P. Bicknell,var. douglasii,Open,6,,,,,,Olsynium douglasii,Olsynium douglasii var. douglasii,(A. Dietr.) E.P. Bicknell,accepted,81155,Olsynium douglasii douglasii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Sisyrinchieae,Olsynium,douglasii
Iridaceae,Sisyrinchium californicum (Ker Gawl.) W.T.Aiton,,Open,1,,,,,,Sisyrinchium californicum,,(Ker Gawl.) W.T.Aiton,accepted,60550,Sisyrinchium californicum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Sisyrinchieae,Sisyrinchium,californicum
Iridaceae,Sisyrinchium idahoense E.P. Bicknell,"var. macounii, var. segetum",Open,8,,,,,,Sisyrinchium idahoense,"Sisyrinchium idahoense var. macounii, var. segetum",E.P. Bicknell,accepted,79129,Sisyrinchium idahoense,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Sisyrinchieae,Sisyrinchium,idahoense
Isoetaceae,Isoetes nuttallii A. Br.,,Wetland,1,,,,,,Isoetes nuttallii,,A. Br.,accepted,63827,Isoetes nuttallii,Plantae,Tracheophyta,,,Lycopodiopsida,,,Isoetales,,,,Isoetaceae,,,Isoetes,nuttallii
Isoetaceae,Isoetes occidentalis L.F. Hend.,,Wetland,1,,,,,,Isoetes occidentalis,,L.F. Hend.,accepted,77514,Isoetes occidentalis,Plantae,Tracheophyta,,,Lycopodiopsida,,,Isoetales,,,,Isoetaceae,,,Isoetes,occidentalis
Juncaceae,Juncus acuminatus Michx.,,Wetland,4,,,,,,Juncus acuminatus,,Michx.,accepted,77549,Juncus acuminatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,acuminatus
Juncaceae,Juncus alpinoarticulatus Chaix,,Wetland,1,,,,,,Juncus alpinoarticulatus,,Chaix,accepted,164252,Juncus alpinoarticulatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,alpinoarticulatus
Juncaceae,Juncus articulatus L.,ssp. articulata,Wetland,4,,,,,,Juncus articulatus,Juncus articulatus ssp. articulata,L.,accepted,77552,Juncus articulatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,articulatus
Juncaceae,Juncus balticus Willd.,ssp. ater,Shoreline,19,,,,,,Juncus balticus,Juncus balticus ssp. ater,Willd.,accepted,79959,Juncus balticus ater,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,balticus
Juncaceae,Juncus bolanderi Engelm.,,Shoreline,1,,,,,,Juncus bolanderi,,Engelm.,accepted,77553,Juncus bolanderi,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,bolanderi
Juncaceae,Juncus breweri Engelm.,,Shoreline,2,,,,,,Juncus breweri,,Engelm.,accepted,77555,Juncus breweri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,breweri
Juncaceae,Juncus bufonius L.,var. bufonius,Shoreline,23,,,,,,Juncus bufonius,Juncus bufonius var. bufonius,L.,unaccepted,57107,Juncus bufonius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,bufonius
Juncaceae,Juncus effusus L.,"ssp. pacificus, ssp. effusus",Shoreline,13,,,,,,Juncus effusus,"Juncus effusus ssp. pacificus, ssp. effusus",L.,accepted,56153,Juncus effusus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,effusus
Juncaceae,Juncus ensifolius Wikstr.,,Wetland,7,,,,,,Juncus ensifolius,,Wikstr.,accepted,77569,Juncus ensifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,ensifolius
Juncaceae,Juncus gerardi Loisel.,ssp. gerardi,Shoreline,3,,,,,,Juncus gerardi,Juncus gerardi ssp. gerardi,Loisel.,invalid,320881,Juncus gerardi,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,gerardi
Juncaceae,Juncus hesperius (Piper) Lint,,Wetland,8,,,,,,Juncus hesperius,,(Piper) Lint,accepted,77574,Juncus hesperius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,hesperius
Juncaceae,Juncus occidentalis (Coville) Wiegand,,Wetland,2,,,,,,Juncus occidentalis,,(Coville) Wiegand,accepted,61826,Juncus occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,occidentalis
Juncaceae,Juncus tenuis Willd.,,Wetland,3,,,,,,Juncus tenuis,,Willd.,accepted,69930,Juncus tenuis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,tenuis
Juncaceae,Luzula comosa E. Mey.,var. laxa,Open,24,,,,,,Luzula comosa,Luzula comosa var. laxa,E. Mey.,accepted,81080,Luzula comosa laxa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,comosa
Juncaceae,Luzula macrantha (S. Watson) Zika & B.L. Wilson,,Open,10,,,,,,Luzula macrantha,,(S. Watson) Zika & B.L. Wilson,accepted,890625,Luzula macrantha,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,macrantha
Juncaceae,Luzula multiflora (Ehrh.) Lej.,,Open,2,,,,,,Luzula multiflora,,(Ehrh.) Lej.,accepted,164948,Luzula multiflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,multiflora
Juncaceae,Luzula parviflora (Ehrh.) Desv.,,Forest,2,,,,,,Luzula parviflora,,(Ehrh.) Desv.,accepted,77897,Luzula parviflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,parviflora
Juncaceae,Luzula subsessilis (S. Watson) Buchenau,,Open,58,,,,,,Luzula subsessilis,,(S. Watson) Buchenau,accepted,77901,Luzula subsessilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,subsessilis
Juncaginaceae,Triglochin concinna J.B. Davy,,Wetland,1,,,,,,Triglochin concinna,,J.B. Davy,accepted,79435,Triglochin concinna,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Juncaginaceae,,,Triglochin,concinna
Juncaginaceae,Triglochin maritima L.,,Wetland,10,,,,,,Triglochin maritima,,L.,accepted,60264,Triglochin maritima,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Juncaginaceae,,,Triglochin,maritima
Lamiaceae,Ajuga reptans L.*,,Forest,4,,,,,,Ajuga reptans,,L.*,accepted,56099,Ajuga reptans,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Ajugoideae,,Ajuga,reptans
Lamiaceae,Clinopodium douglasii (Benth.) Kuntze,,Forest,34,,,,,,Clinopodium douglasii,,(Benth.) Kuntze,accepted,53203,Clinopodium douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,douglasii
Lamiaceae,Glechoma hederacea L.*,,Forest,2,,,,,,Glechoma hederacea,,L.*,accepted,55830,Glechoma hederacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Glechoma,hederacea
Lamiaceae,Lamiastrum galeobdolon (L.) Ehrend. & Polatschek*,ssp. argentatum,Forest,3,,,,,,Lamiastrum galeobdolon,Lamiastrum galeobdolon ssp. argentatum,(L.) Ehrend. & Polatschek*,unaccepted,707386,Lamium galeobdolon argentatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,galeobdolon
Lamiaceae,Lamium amplexicaule L.*,,Open,5,,,,,,Lamium amplexicaule,,L.*,accepted,55459,Lamium amplexicaule,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,amplexicaule
Lamiaceae,Lamium hybridum Vill.*,,Open,1,,,,,,Lamium hybridum,,Vill.*,accepted,1369716,Lamium hybridum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,hybridum
Lamiaceae,Lamium purpureum L.*,,Open,14,,,,,,Lamium purpureum,,L.*,accepted,55851,Lamium purpureum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,purpureum
Lamiaceae,Lycopus americanus Muhl. ex W.P.C. Bartr.,,Wetland,1,,,,,,Lycopus americanus,,Muhl. ex W.P.C. Bartr.,accepted,60206,Lycopus americanus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,americanus
Lamiaceae,Lycopus europaeus L.*,,Wetland,2,,,,,,Lycopus europaeus,,L.*,accepted,133036,Lycopus europaeus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,europaeus
Lamiaceae,Lycopus uniflorus Michx.,,Wetland,5,,,,,,Lycopus uniflorus,,Michx.,accepted,77915,Lycopus uniflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,uniflorus
Lamiaceae,Marrubium vulgare L.*,,Open,7,,,,,,Marrubium vulgare,,L.*,accepted,54605,Marrubium vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Marrubieae,Marrubium,vulgare
Lamiaceae,Melissa officinalis L.*,,Open,1,,,,,,Melissa officinalis,,L.*,accepted,59901,Melissa officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Melissa,officinalis
Lamiaceae,Mentha canadensis L.,,Wetland,5,,,,,,Mentha canadensis,,L.,accepted,77991,Mentha canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,canadensis
Lamiaceae,Mentha piperita L.*,,Open,1,,,,,,Mentha piperita,,L.*,unaccepted,181525,Mentha × piperita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,
Lamiaceae,Mentha pulegium L.*,,Open,1,,,,,,Mentha pulegium,,L.*,accepted,57116,Mentha pulegium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,pulegium
Lamiaceae,Mentha rotundifolia (L.) Huds.*,,Open,1,,,,,,Mentha rotundifolia,,(L.) Huds.*,unaccepted,181920,Mentha × rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,
Lamiaceae,Nepeta cataria L.*,,Open,2,,,,,,Nepeta cataria,,L.*,accepted,48622,Nepeta cataria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Nepeta,cataria
Lamiaceae,Prunella vulgaris L.,"var. lanceolata, var. vulgaris",Open,11,,,,,,Prunella vulgaris,"Prunella vulgaris var. lanceolata, var. vulgaris",L.,accepted,52764,Prunella vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Prunella,vulgaris
Lamiaceae,Satureja douglasii (Benth.) Kuntze,,Forest,36,,,,,,Satureja douglasii,,(Benth.) Kuntze,unaccepted,53203,Clinopodium douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,douglasii
Lamiaceae,Scutellaria galericulata L.,,Wetland,2,,,,,,Scutellaria galericulata,,L.,accepted,79016,Scutellaria galericulata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Scutellarioideae,,Scutellaria,galericulata
Lamiaceae,Stachys cooleyae A. Heller,,Forest,5,,,,,,Stachys cooleyae,,A. Heller,invalid,52627,Stachys chamissonis cooleyae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,chamissonis
Lamiaceae,Stachys mexicana Benth.,,Forest,1,,,,,,Stachys mexicana,,Benth.,accepted,79191,Stachys mexicana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,mexicana
Lamiaceae,Thymus pulegioides L.*,,Open,1,,,,,,Thymus pulegioides,,L.*,accepted,169753,Thymus pulegioides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Thymus,pulegioides
Lentibulariaceae,Utricularia gibba L.,,Wetland,1,,,,,,Utricularia gibba,,L.,accepted,79464,Utricularia gibba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lentibulariaceae,,,Utricularia,gibba
Lentibulariaceae,Utricularia minor L.,,Wetland,1,,,,,,Utricularia minor,,L.,accepted,79466,Utricularia minor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lentibulariaceae,,,Utricularia,minor
Lentibulariaceae,Utricularia vulgaris L.,ssp. macrohiza,Wetland,4,,,,,,Utricularia vulgaris,Utricularia vulgaris ssp. macrohiza,L.,accepted,154150,Utricularia vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lentibulariaceae,,,Utricularia,vulgaris
Liliaceae,Erythronium oregonum Applegate,ssp. oregonum,Forest,32,,,,,,Erythronium oregonum,Erythronium oregonum ssp. oregonum,Applegate,unaccepted,59520,Erythronium oregonum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Erythronium,oregonum
Liliaceae,Fritillaria affinis (Schult. & Schult. f.) Sealy,,Open,86,,,,,,Fritillaria affinis,,(Schult. & Schult. f.) Sealy,accepted,50618,Fritillaria affinis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,affinis
Liliaceae,Lilium columbianum Leichtlin,,Forest,19,,,,,,Lilium columbianum,,Leichtlin,accepted,77744,Lilium columbianum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Lilium,columbianum
Liliaceae,Prosartes hookeri Torr.,,Forest,1,,,,,,Prosartes hookeri,,Torr.,accepted,51071,Prosartes hookeri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Prosartes,hookeri
Liliaceae,Tulipa sp. L.*,,Open,1,,,,,,Tulipa sp.,,L.*,accepted,55800,Tulipa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Tulipa,
Linnaeaceae,Linnaea borealis L.,ssp. longiflora,Forest,9,,,,,,Linnaea borealis,Linnaea borealis ssp. longiflora,L.,accepted,81026,Linnaea borealis longiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Linnaeoideae,,Linnaea,borealis
Lycopodiaceae,Lycopodium clavatum L.,,Wetland,2,,,,,,Lycopodium clavatum,,L.,accepted,77914,Lycopodium clavatum,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,,Lycopodiaceae,Lycopodioideae,,Lycopodium,clavatum
Lythraceae,Lythrum salicaria L.*,,Wetland,4,,,,,,Lythrum salicaria,,L.*,accepted,61321,Lythrum salicaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Lythraceae,,,Lythrum,salicaria
Malvaceae,Alcea rosea L.*,,Open,1,,,,,,Alcea rosea,,L.*,accepted,62205,Alcea rosea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Alcea,rosea
Malvaceae,Malva neglecta Wallr.*,,Open,1,,,,,,Malva neglecta,,Wallr.*,accepted,77952,Malva neglecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,neglecta
Malvaceae,Malva sylvestris L.*,,Open,1,,,,,,Malva sylvestris,,L.*,accepted,56162,Malva sylvestris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,sylvestris
Malvaceae,Sidalcea hendersonii S. Watson,,Shoreline,2,,,,,,Sidalcea hendersonii,,S. Watson,accepted,168942,Sidalcea hendersonii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Sidalcea,hendersonii
Melanthiaceae,Toxicoscordion venenosum (S. Watson) Rydb.,var. venenosum,Open,61,,,,,,Toxicoscordion venenosum,Toxicoscordion venenosum var. venenosum,(S. Watson) Rydb.,accepted,81432,Toxicoscordion venenosum venenosum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Toxicoscordion,venenosum
Menyanthaceae,Menyanthes trifoliata L.,,Wetland,2,,,,,,Menyanthes trifoliata,,L.,accepted,78016,Menyanthes trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Menyanthaceae,,,Menyanthes,trifoliata
Montiaceae,Calandrinia ciliata (Ruiz & Pav.) DC.,,Shoreline,27,,,,,,Calandrinia ciliata,,(Ruiz & Pav.) DC.,accepted,489239,Calandrinia ciliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Calandrinia,ciliata
Montiaceae,Claytonia exigua Douglas ex Torr. & A. Gray,"ssp. exigua, ssp. glauca",Shoreline,30,,,,,,Claytonia exigua,"Claytonia exigua ssp. exigua, ssp. glauca",Douglas ex Torr. & A. Gray,accepted,57233,Claytonia exigua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,exigua
