iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,area,HJ_comment,FPNW_note,critical_comments,reviewed,id
Arbutus menziesii,51046,Antennaria neglecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arbutus,menziesii,saanich,"Open woods, grassy places; sporadic throughout. Check at V. no records on CDC Explorer for area.",,,,COMP-Saanich:76
Arceuthobium campylopodum,55422,Antennaria racemosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,,Santalaceae,,Visceae,Arceuthobium,campylopodum,saanich,"Moist, open woods; rare; Goldstream and Langford. A&OC Observatory Hill 1977.",,,,COMP-Saanich:77
Arceuthobium tsugense,158563,Anthemis arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,,Santalaceae,,Visceae,Arceuthobium,tsugense,saanich,Native of Europe; naturalized and occasional in fields and waste places.,,,,COMP-Saanich:78
Arctium minus,59570,Anthemis cotula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Arctium,minus,saanich,Native of Europe; common weed throughout.,,,,COMP-Saanich:79
Arctostaphylos columbiana,75505,Anthoxanthum aristatum ssp. aristatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,columbiana,saanich,Gordon Head HLR,,,,COMP-Saanich:80
Arctostaphylos uva-ursi,68049,Anthoxanthum odoratum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,uva-ursi,saanich,Native of Eurasia; meadows and open places; common throughout.,,,,COMP-Saanich:81
Arenaria paludicola,75552,Anthriscus caucalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Arenarieae,Arenaria,paludicola,saanich,"FL Mt Douglas lookout 2004, Fenneman Island View Beach 2006, Bennett & Mulder Beacon Hill Park 2010, Marr Hartland landfill 2007, HLR Bear Mt, Mt Finlayson 1996.",,,AS,COMP-Saanich:82
Arenaria serpyllifolia,75553,Aphanes arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Arenarieae,Arenaria,serpyllifolia,saanich,"FL Dominion Experimental Farm 2005, Elk Lake 2007, Pt Elice Bridge 2009, Clement Macauly Point 1988.",,,,COMP-Saanich:83
Armeria maritima californica,60739,Aphanes australis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Plumbaginaceae,,,Armeria,maritima,saanich,"AC Mt Work 1978, Scafe Hill 1977, Jocelyn Hill 1977, Finlayson Arm 1978.",,,,COMP-Saanich:84
Arrhenatherum elatius,75583,Aphanes occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Arrhenatherum,elatius,saanich,"Open, dry ground; sporadic; known from Beacon Hill, Uplands, Ten Mile Point, and Thetis Lake Park.",,,,COMP-Saanich:85
Artemisia absinthium,60350,Aphyllon californicum ssp. californicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,absinthium,saanich,"Parasitic on various species of Compositae; in the past quite abundant along Dallas Road, Beacon Hill, Oak Bay, Uplands, and Esquimalt.",,,,COMP-Saanich:86
Artemisia campestris pacifica,361656,Aphyllon purpureum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,campestris,saanich,Parasitic on a number of species and particularly on Sedum; common throughout.,,,AS,COMP-Saanich:87
Artemisia suksdorfii,75597,Apocynum androsaemifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,suksdorfii,saanich,"Dry, open ground; most common in Prospect Lake, Thetis Lake Park, and the Highland district; occasional in Royal Oak. A&OC Spencer Pond, Langford 1987.",,,,COMP-Saanich:88
Artemisia tilesii,158725,Apocynum cannabinum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,tilesii,saanich,"Dry, sandy places; rare; known only from Victoria, where it was collected by W. A. Newcombe in 1915.",,,,COMP-Saanich:89
Artemisia vulgaris,52856,Aquilegia formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,vulgaris,saanich,Open woods and thickets; widely distributed throughout.,,,AS,COMP-Saanich:90
Arum italicum,61168,Arabidopsis thaliana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Aroideae,Areae,Arum,italicum,saanich,"Native of Europe; weedy; shady banks; sporadic; Cadboro Bay, Royal Oak, Saanichton, and Thetis Lake Park.",,,,COMP-Saanich:91
Asarum caudatum,52858,Arabis eschscholtziana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Piperales,,,,Aristolochiaceae,Asaroideae,,Asarum,caudatum,saanich,"Circumpolar; rock ledges and hillsides; occasional; Sidney, Mount Finlayson, and Millstream. HJ Mt Finlayson 1983.",,,,COMP-Saanich:92
Asparagus officinalis,60265,Arbutus menziesii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Asparagoideae,,Asparagus,officinalis,saanich,"Dry, rocky sites along the Coast; often associated with Douglas fir; common throughout in suitable habitats.",,,,COMP-Saanich:93
Aspidotis densa,63868,Arceuthobium americanum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Aspidotis,densa,saanich,"AC Jocelyn Hill 1990, TCB Joycelyn Hill 1995.",,,,COMP-Saanich:94
Asplenium trichomanes,75609,Arctium lappa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Aspleniaceae,,,Asplenium,trichomanes,saanich,Native of Eurasia; occasional weed along roadsides and waste places.,,,,COMP-Saanich:95
Athyrium distentifolium americanum,80451,Arctium minus,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Athyriaceae,,,Athyrium,distentifolium,saanich,Native of Eurasia; sporadic weed along roadsides and waste places. A. tomentosum possible rare introduction.,,,,COMP-Saanich:96
Athyrium filix-femina cyclosorum,61002,Arctostaphylos columbiana,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Athyriaceae,,,Athyrium,filix-femina,saanich,"Dry, exposed rocky outcrops; restricted to the Langford and Highland districts.",,,AS,COMP-Saanich:97
Atriplex dioica,75701,Arctostaphylos media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,dioica,saanich,"Warren Joycelyn Hill 1968, Turner Mill Hill 1972. HJ Obs Lone Tree Hill 2002.",,,AS,COMP-Saanich:98
Atriplex gmelinii,75705,Arctostaphylos uva-ursi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,gmelinii,saanich,Sandy or rocky soils in exposed places; common throughout.,,,AS,COMP-Saanich:99
Atriplex littoralis,159077,Arenaria serpyllifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,littoralis,saanich,"Native of Europe; dry, sandy areas; occasional; Victoria, Oak Bay, Thetis Lake Park, and Goldstream. Var. s",,,,COMP-Saanich:100
Atriplex prostrata,60176,Armeria maritima ssp. californica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,prostrata,saanich,"Beaches and coastal bluffs; sporadic. All the specimens have been updated to ssp. californica (R. Batten, pers. comm. 2019).",,,,COMP-Saanich:101
Aubrieta deltoidea,75721,Arnica cordifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Arabideae,Aubrieta,deltoidea,saanich,"Open woods; rare; restricted to the Mount Finlayson area. No voucher found, no Saanich Peninsula collections known.",,,,COMP-Saanich:102
Avena barbata,52696,Arrhenatherum elatius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Avena,barbata,saanich,"Native of Europe; escapee from cultivation; Victoria, John Dean Park, and Thetis Lake Park",,,,COMP-Saanich:103
Avena fatua,52698,Artemisia absinthium,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Avena,fatua,saanich,Native of Europe; occasional in fields and waste places throughout.,,,,COMP-Saanich:104
Avena sativa,57156,Artemisia biennis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Avena,sativa,saanich,"Waste places in sandy soil; rare; Saanich. Goddard Elk Lake 1934, Fenneman garden weed off Gladiola Ave. 2009.",,,,COMP-Saanich:105
Barbarea orthoceras,52976,Artemisia campestris var. scouleriana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Barbarea,orthoceras,saanich,"Open places; occasional; circumboreal; Victoria, Oak Bay; Saanich, and Island View Beach. A&OC report A. borealis = A.c. var. b. from D'Arcy 1977.",,,,COMP-Saanich:106
Barbarea vulgaris,56126,Artemisia suksdorfii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Barbarea,vulgaris,saanich,Sandy beaches; locally abundant throughout.,,,AS,COMP-Saanich:107
Bellardia viscosa,537967,Artemisia vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Rhinantheae,Bellardia,viscosa,saanich,Native of Europe; sporadically established in waste places.,,,,COMP-Saanich:108
Bellis perennis,55563,Arum italicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Bellis,perennis,saanich,"FL Cedar Hill Golf Course 2014. Garden escape noted on Vancouver Island by Jamie Fenneman and Adolf Ceska, 2013 CDC update. Several iNaturalist reports Victoria, Oak Bay, Brentwood.",,,,COMP-Saanich:109
Berberis aquifolium,126887,Aruncus dioicus var. acuminatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,aquifolium,saanich,"Wooded, moist areas along streams; rare; known from Goldstream and Highland districts; not collected recently.",,,,COMP-Saanich:110
Berberis nervosa,75756,Asarum caudatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,saanich,"Moist, shaded woods; restricted mainly to Goldstream Park. Anderson 1896, AC confirmation 1971.",,,,COMP-Saanich:111
Betula papyrifera,49883,Asparagus officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Betula,papyrifera,saanich,"Occasionally escaping, waste ground. North Saanich, Gordon Head.",,,,COMP-Saanich:112
Betula pendula,83992,Aspidotis densa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Betula,pendula,saanich,"Exposed talus slopes and crevices; restricted to Esquimalt, Langford, Goldstream, and Mount Finlayson; fairly abundant in these areas.",,,,COMP-Saanich:113
Bidens beckii,204252,Asplenium trichomanes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,beckii,saanich,"Cliff crevices and talus slopes; rare; collected at Shoal Bay by J. R. Anderson in 1915, Hebda Partridge Hills on Todd Inlet 1991 open SW-facing, xeric, acidic, basaltic rock with a slope of 10-35 degrees.",,,,COMP-Saanich:114
Bolboschoenus maritimus paludosus,79646,Astragalus collinus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Fuireneae,Bolboschoenus,maritimus,saanich,Majak Sidney 1991. No other coast collections known. No information on naturalization.,,,,COMP-Saanich:115
Borago officinalis,52287,Athyrium filix-femina ssp. cyclosorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Boraginoideae,Boragineae,Borago,officinalis,saanich,Common throughout in moist forest.,,,,COMP-Saanich:116
Botrypus virginianus,75855,Athysanus pusillus,Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,,Ophioglossaceae,Botrychioideae,,Botrypus,virginianus,saanich,"Sandy ground and dry, open places; sporadic throughout.",,,,COMP-Saanich:117
Brasenia schreberi,75867,Atocion armeria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Cabombaceae,,,Brasenia,schreberi,saanich,Native of Europe; an occasional escapee from cultivation; Victoria. Marr 2007 Hartland Landfill and Langford highway median.,,,,COMP-Saanich:118
Brassica juncea,64241,Atriplex dioica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Brassiceae,Brassica,juncea,saanich,"AC Island View Beach 1984, early 20th century collections Eastham, Anderson, Taylor.",,,,COMP-Saanich:119
Brassica nigra,53112,Atriplex gmelinii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Brassiceae,Brassica,nigra,saanich,"Along the coast, mostly on saline soil; common throughout gmelinii = patula var. obtusa or zosterifolia, prostrata = patula var. hastata also in area patula var littoralis = A. littoralis",,,,COMP-Saanich:120
Brassica rapa,53271,Aubrieta deltoidea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Brassiceae,Brassica,rapa,saanich,"Established on rock road cuts, Island Highway, Pat Bay Highway. HLR Saanich 2006. Many iNaturalist reports for penisula.",,,,COMP-Saanich:121
Brodiaea coronaria,57126,Aurinia saxatilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Brodiaea,coronaria,saanich,"Several iNaturalis observations for area. Road face rock cuts Island Highway, Pat Bay Highway.",,,,COMP-Saanich:122
Brodiaea coronaria rosea,863714,Avena fatua,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Brodiaea,coronaria,saanich,Fields and waste places. Most collections at V from Saanichton.,,,,COMP-Saanich:123
Bromus commutatus,75900,Avena sativa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,commutatus,saanich,Occasional escapee from cultivation.,,,,COMP-Saanich:124
Bromus diandrus,52702,Azolla caroliniana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,diandrus,saanich,Pond near Beaver Lake with Lemna minor and Ricciocarpus natans. Priddle 1997. - check voucher at UBC,,,,COMP-Saanich:125
Bromus hordeaceus,52703,Azolla filiculoides,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,hordeaceus,saanich,Several iNaturalist observations Swan Lake 2019-2020. Hartwell photo on eFlora Victoria 2004.,,,,COMP-Saanich:126
Bromus inermis,75903,Balsamorhiza deltoidea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,inermis,saanich,"Open, dry, grassy places; sporadic; Beacon Hill, Victoria, Royal Oak, Langford, and Thetis Lake Park, where it is most common. Hartwell & Donovan Mill Hill.",,,,COMP-Saanich:127
Bromus pacificus,159470,Barbarea orthoceras,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,pacificus,saanich,"Harrison Sidney 1967, Shepard Chatham Island 1991, A&OC Bear Mt Road 1977, Manton Mill Hill 2012., Newcombe Mt McDonald 1920.",,,,COMP-Saanich:128
Bromus sitchensis,75912,Barbarea verna,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,sitchensis,saanich,"Tompka Mandarte Island 1963, Marr Hartland Landfill 2007, Long Mt Douglas 1973, Marr Esquimalt: between Tyee Road and Galloping Goose 2007",,,,COMP-Saanich:129
Bromus sitchensis aleutensis,239682,Barbarea vulgaris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,sitchensis,saanich,Wet places; common.,,,,COMP-Saanich:130
Bromus carinatus,52700,Beckmannia syzigachne,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,carinatus,saanich,Interior. No vouchers for peninsula found at V or CDC Explorer. Several Lomer collections Fraser Valley.,,,,COMP-Saanich:131
Bromus sterilis,57163,Bellardia viscosa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,sterilis,saanich,"Native of Europe; moist, low ground; sporadic weed.",,,AS,COMP-Saanich:132
Bromus tectorum,58369,Bellis perennis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,tectorum,saanich,Native of Europe; lawns and waste places; common throughout.,,,AS,COMP-Saanich:133
Bromus vulgaris,75915,Berberis aquifolium,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,vulgaris,saanich,"Woods, thickets, and open exposed slopes; very common throughout the area. B. darwinii Hook. once collected at Saanich Experimental Farm. Escaping? B. darwinii iNaturalist record Konukson Park on Ten Mile Point 2020 - no information on naturalization.",,,AS,COMP-Saanich:134
Buddleja davidii,75916,Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Scrophulariaceae,,Buddlejeae,Buddleja,davidii,saanich,Open woods and thickets; widely distributed and common throughout in suitable habitats.,,,AS,COMP-Saanich:135
Buglossoides arvensis,135229,Betula papyrifera,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Boraginoideae,Lithospermeae,Buglossoides,arvensis,saanich,"Low, wet ground; apparently rare on Vancouver Island; scattered colonies occur in the Lost Lake and Sidney areas.",,,,COMP-Saanich:136
Cakile edentula,52162,Betula pendula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Brassiceae,Cakile,edentula,saanich,AC Blenkinsop Lake 1976.,,,,COMP-Saanich:137
Cakile maritima,60982,Betula pubescens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Brassiceae,Cakile,maritima,saanich,TCB Goldstream Provincial Park between Langford and the park 1970.,,,,COMP-Saanich:138
Calamagrostis canadensis,75925,Betula pumila,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Calamagrostis,canadensis,saanich,Margins of marshes; lakes and peat bogs; Rithet's Bog and Lost Lake A&O Ceska.,,,,COMP-Saanich:139
Calandrinia ciliata,489239,Bidens amplissima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Calandrinia,ciliata,saanich,"JP Todd Creek 2014, McCoy Colwood lake, Langford Lake, Glen Lake, Florence Lake 2012, Elk Lake, Beaver Lake, Rithet's Bog, Blenkinsop Lake, Colqiitz River, Cedar Hill Golf Course, Bow Pond, Swan Lake, Panama Flats.",,,,COMP-Saanich:140
Calendula officinalis,75931,Bidens cernua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Calenduleae,Calendula,officinalis,saanich,Wet ground; widespread throughout.,,,AS,COMP-Saanich:141
Callitriche heterophylla bolanderi,60158,Blitum capitatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Callitricheae,Callitriche,heterophylla,saanich,Native of Eurasia; occasional; disturbed soil and waste places; Victoria and Cedar Hill.,,,,COMP-Saanich:142
Callitriche palustris,75937,Boechera pendulocarpa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Callitricheae,Callitriche,palustris,saanich,A. holboellii synonymous with several Boechera segregates. No records for area found.,,,,COMP-Saanich:143
Calypso bulbosa occidentalis,57724,Boechera stricta,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,saanich,Cooke View Royal 1934.,,,,COMP-Saanich:144
Calystegia × lucana,336675,Bolboschoenus maritimus ssp. paludosus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,,saanich,"Salt marshes; Sidney, Island View Beach, and Little Lagoon.",,,,COMP-Saanich:145
Calystegia sepium,57481,Borago officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,sepium,saanich,"Native of Europe; occasionally cultivated and found as a weed in Saanich, Victoria and Oak Bay.",,,,COMP-Saanich:146
Calystegia silvatica,75968,Botrypus virginianus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,silvatica,saanich,"Woods and damp open places; rare; Cadboro Bay, Florence Lake, Esquimalt, and Goldstream areas.",,,,COMP-Saanich:147
Calystegia soldanella,60880,Boykinia occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,soldanella,saanich,"Damp, shady woods and along streams; sporadic; most abundant at Goldstream.",,,,COMP-Saanich:148
Camassia leichtlinii suksdorfii,79659,Brasenia schreberi,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,saanich,Margins of shallow lakes; sporadic; Saanich and the Highland district. TCB Glen Lake 1989.,,,,COMP-Saanich:149
Camassia quamash maxima,234790,Brassica juncea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,quamash,saanich,Native of Europe; locally established as a weed.,,,,COMP-Saanich:150
Camelina microcarpa,75970,Brassica nigra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Camelineae,Camelina,microcarpa,saanich,Native of Europe; roadsides and waste ground; sporadic throughout.,,,,COMP-Saanich:151
Camissonia contorta,58216,Brassica rapa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Camissonia,contorta,saanich,Native of Europe; widely escaped in waste ground throughout.,,,,COMP-Saanich:152
Campanula medium,159761,Briza maxima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,medium,saanich,Englestoff Discovery Island 2004. FL roadside Cadboro Bay 2009.,,,,COMP-Saanich:153
Campanula rotundifolia,984576,Brodiaea coronaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,rotundifolia,saanich,"Dry, open, grassy slopes and rocky outcrops",,,,COMP-Saanich:154
