Family,Full Species,Infra taxa,Habitat,Islands,"Island Size (min, max)",Typical Cover,Date First Seen,Date Last Seen,Notes,taxonName,authority
Poaceae,Bromus diandrus Roth*,,Open,106,,,,,,Bromus diandrus,Roth*
Poaceae,Bromus hordeaceus L.*,,Open,124,,,,,,Bromus hordeaceus,L.*
Poaceae,Bromus pacificus Shear,,Forest,30,,,,,,Bromus pacificus,Shear
Poaceae,Bromus sitchensis Trin.,"var. carinatus, var. marginatus, var. sitchensis",Forest,104,,,,,,Bromus sitchensis,Trin.
Poaceae,Bromus sterilis L.*,,Open,77,,,,,,Bromus sterilis,L.*
Poaceae,Bromus tectorum L.*,,Open,60,,,,,,Bromus tectorum,L.*
Poaceae,Bromus vulgaris (Hook.) Shear,,Forest,16,,,,,,Bromus vulgaris,(Hook.) Shear
Poaceae,Calamagrostis canadensis (Michx.) P. Beauv.,,Wetland,1,,,,,,Calamagrostis canadensis,(Michx.) P. Beauv.
Poaceae,Calamagrostis stricta (Timm) Koeler,ssp. inexpansa,Wetland,1,,,,,,Calamagrostis stricta,(Timm) Koeler
Poaceae,Cynosurus cristatus L.*,,Open,6,,,,,,Cynosurus cristatus,L.*
Poaceae,Cynosurus echinatus L.*,,Open,26,,,,,,Cynosurus echinatus,L.*
Poaceae,Dactylis glomerata L.*,,Open,72,,,,,,Dactylis glomerata,L.*
Poaceae,Danthonia californica Bol.,,Open,13,,,,,,Danthonia californica,Bol.
Poaceae,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,,Open,1,,,,,,Danthonia spicata,(L.) P. Beauv. ex Roem. & Schult.
Poaceae,Deschampsia caespitosa (L.) P. Beauv.,,Wetland,4,,,,,,Deschampsia caespitosa,(L.) P. Beauv.
Poaceae,Deschampsia danthonioides (Trin.) Munro,,Wetland,1,,,,,,Deschampsia danthonioides,(Trin.) Munro
Poaceae,Deschampsia elongata (Hook.) Munro,,Wetland,3,,,,,,Deschampsia elongata,(Hook.) Munro
Poaceae,Distichlis spicata (L.) Greene,,Shoreline,68,,,,,,Distichlis spicata,(L.) Greene
Poaceae,Elymus elymoides (Raf.) Swezey,ssp. brevifolius,Open,1,,,,,,Elymus elymoides,(Raf.) Swezey
Poaceae,Elymus glaucus Buckley,ssp. glaucus,Open,90,,,,,,Elymus glaucus,Buckley
Poaceae,Elymus repens (L.) Gould*,,Open,12,,,,,,Elymus repens,(L.) Gould*
Poaceae,Elymus trachycaulus (Link) Gould ex Shinners,ssp. trachycaulus,Open,13,,,,,,Elymus trachycaulus,(Link) Gould ex Shinners
Poaceae,Festuca occidentalis Hook.,,Forest,38,,,,,,Festuca occidentalis,Hook.
Poaceae,Festuca roemeri (Pavlick) E.B. Alexeev,var. roemeri,Open,14,,,,,,Festuca roemeri,(Pavlick) E.B. Alexeev
Poaceae,Festuca rubra L.,,Open,141,,,,,,Festuca rubra,L.
Poaceae,Festuca subulata Trin.,,Forest,4,,,,,,Festuca subulata,Trin.
Poaceae,Festuca subuliflora Scribn.,,Forest,7,,,,,,Festuca subuliflora,Scribn.
Poaceae,Festuca trachyphylla (Hack.) Krajina*,,Open,1,,,,,,Festuca trachyphylla,(Hack.) Krajina*
Poaceae,Glyceria borealis (Nash) Batch.,,Wetland,3,,,,,,Glyceria borealis,(Nash) Batch.
Poaceae,Glyceria elata (Nash) M.E. Jones,,Wetland,2,,,,,,Glyceria elata,(Nash) M.E. Jones
Poaceae,Glyceria occidentalis (Piper) J.C. Nelson,,Wetland,1,,,,,,Glyceria occidentalis,(Piper) J.C. Nelson
Poaceae,Holcus lanatus L.*,,Open,78,,,,,,Holcus lanatus,L.*
Poaceae,Holcus mollis L.*,ssp. mollis,Open,1,,,,,,Holcus mollis,L.*
Poaceae,Hordeum brachyantherum Nevski,,Shoreline,43,,,,,,Hordeum brachyantherum,Nevski
Poaceae,Hordeum depressum (Scribn. & J.G. Sm.) Rydb.,,Shoreline,6,,,,,,Hordeum depressum,(Scribn. & J.G. Sm.) Rydb.
Poaceae,Hordeum jubatum L.,ssp. Intermedium,Shoreline,4,,,,,,Hordeum jubatum,L.
Poaceae,Hordeum marinum Huds.*,ssp. gussoneanum,Shoreline,1,,,,,,Hordeum marinum,Huds.*
Poaceae,Hordeum murinum L.*,"ssp. glaucum, ssp. leporinum, ssp. murinum",Shoreline,66,,,,,,Hordeum murinum,L.*
Poaceae,Koeleria macrantha (Ledeb.) Schult.,,Open,61,,,,,,Koeleria macrantha,(Ledeb.) Schult.
Poaceae,Leersia oryzoides (L.) Sw.,,Wetland,1,,,,,,Leersia oryzoides,(L.) Sw.
Poaceae,Leymus mollis (Trin.) Pilg.,ssp. mollis,Shoreline,66,,,,,,Leymus mollis,(Trin.) Pilg.
Poaceae,Leymus vancouverensis (Vasey) Pilg.,,Shoreline,1,,,,,,Leymus vancouverensis,(Vasey) Pilg.
Poaceae,Lolium multiflorum Lam.*,,Open,3,,,,,,Lolium multiflorum,Lam.*
Poaceae,Lolium perenne L.*,,Open,19,,,,,,Lolium perenne,L.*
Poaceae,Melica subulata (Griseb.) Scribn.,,Forest,38,,,,,,Melica subulata,(Griseb.) Scribn.
Poaceae,Panicum miliaceum L.*,ssp. millaceum,Open,1,,,,,,Panicum miliaceum,L.*
Poaceae,Phalaris arundinacea L.*,,Open,10,,,,,,Phalaris arundinacea,L.*
Poaceae,Phleum pratense L.*,,Open,6,,,,,,Phleum pratense,L.*
Poaceae,Poa annua L.*,,Open,98,,,,,,Poa annua,L.*
Poaceae,Poa bulbosa L.*,ssp. vivipara,Open,26,,,,,,Poa bulbosa,L.*
Poaceae,Poa compressa L.*,,Open,43,,,,,,Poa compressa,L.*
Poaceae,Poa confinis Vasey,,Shoreline,12,,,,,,Poa confinis,Vasey
Poaceae,Poa howellii Vasey & Scribn.,,Forest,2,,,,,,Poa howellii,Vasey & Scribn.
Poaceae,Poa infirma Kunth*,,Shoreline,1,,,,,,Poa infirma,Kunth*
Poaceae,Poa palustris L.*,,Open,3,,,,,,Poa palustris,L.*
Poaceae,Poa pratensis L.*,,Open,80,,,,,,Poa pratensis,L.*
Poaceae,Poa secunda J. Presl,ssp. secunda,Open,5,,,,,,Poa secunda,J. Presl
Poaceae,Poa trivialis L.*,,Open,5,,,,,,Poa trivialis,L.*
Poaceae,Polypogon monspeliensis (L.) Desf.*,,Shoreline,10,,,,,,Polypogon monspeliensis,(L.) Desf.*
Poaceae,Puccinellia nutkaensis (J. Presl) Fernald & Weath.,,Shoreline,91,,,,,,Puccinellia nutkaensis,(J. Presl) Fernald & Weath.
Poaceae,Puccinellia nuttalliana (Schult.) Hitchc.,,Shoreline,5,,,,,,Puccinellia nuttalliana,(Schult.) Hitchc.
Poaceae,Puccinellia pumila (Vasey) Hitchc.,,Shoreline,1,,,,,,Puccinellia pumila,(Vasey) Hitchc.
Poaceae,Schedonorus arundinaceus (Schreb.) Dumort.*,,Open,30,,,,,,Schedonorus arundinaceus,(Schreb.) Dumort.*
Poaceae,Schedonorus pratensis (Huds.) P. Beauv.*,,Open,2,,,,,,Schedonorus pratensis,(Huds.) P. Beauv.*
Poaceae,Secale cereale L.*,,Open,1,,,,,,Secale cereale,L.*
Poaceae,Setaria pumila (Poir.) Roem. & Schult.*,,Open,1,,,,,,Setaria pumila,(Poir.) Roem. & Schult.*
Poaceae,Thinopyrum ponticum (Podp.) Barkworth & D.R. Dewey*,,Open,1,,,,,,Thinopyrum ponticum,(Podp.) Barkworth & D.R. Dewey*
Poaceae,Torreyochloa pallida (Torr.) G.L. Church,var. pauciflora,Wetland,8,,,,,,Torreyochloa pallida,(Torr.) G.L. Church
Poaceae,Trisetum canescens Buckley,,Forest,17,,,,,,Trisetum canescens,Buckley
Poaceae,Trisetum cernuum Trin.,,Forest,10,,,,,,Trisetum cernuum,Trin.
Poaceae,Vulpia bromoides (L.) Gray*,,Open,107,,,,,,Vulpia bromoides,(L.) Gray*
Poaceae,Vulpia microstachys (Nutt.) Munro,var. pauciflora,Forest,10,,,,,,Vulpia microstachys,(Nutt.) Munro
Poaceae,Vulpia myuros (L.) C.C. Gmel.*,,Open,88,,,,,,Vulpia myuros,(L.) C.C. Gmel.*
Polemoniaceae,Collomia grandiflora Douglas ex Lindl.,,Open,1,,,,,,Collomia grandiflora,Douglas ex Lindl.
Polemoniaceae,Collomia heterophylla Douglas ex Hook.,,Forest,5,,,,,,Collomia heterophylla,Douglas ex Hook.
Polemoniaceae,Collomia linearis Nutt.,,Open,1,,,,,,Collomia linearis,Nutt.
Polemoniaceae,Gilia capitata Sims,,Open,1,,,,,,Gilia capitata,Sims
Polemoniaceae,Leptosiphon bicolor Nutt.,,Open,3,,,,,,Leptosiphon bicolor,Nutt.
Polemoniaceae,Leptosiphon minimus (H. Mason) Battaglia,,Open,6,,,,,,Leptosiphon minimus,(H. Mason) Battaglia
Polemoniaceae,Microsteris gracilis (Hook.) Greene,,Open,1,,,,,,Microsteris gracilis,(Hook.) Greene
Polemoniaceae,Navarretia intertexta (Benth.) Hook.,,Open,3,,,,,,Navarretia intertexta,(Benth.) Hook.
Polemoniaceae,Navarretia squarrosa (Eschsch.) Hook. & Arn.,,Open,3,,,,,,Navarretia squarrosa,(Eschsch.) Hook. & Arn.
Polemoniaceae,Polemonium pulcherrimum Hook.,var. pulcherrimum,Open,2,,,,,,Polemonium pulcherrimum,Hook.
Polygonaceae,Fallopia bohemica (Chrtek & Chrtková) J.P. Bailey*,,Open,3,,,,,,Fallopia bohemica,(Chrtek & Chrtková) J.P. Bailey*
Polygonaceae,Fallopia convolvulus (L.) Á. Löve*,,Open,2,,,,,,Fallopia convolvulus,(L.) Á. Löve*
Polygonaceae,Fallopia japonica (Houtt.) Ronse Decr.*,,Open,2,,,,,,Fallopia japonica,(Houtt.) Ronse Decr.*
Polygonaceae,Persicaria amphibia (L.) Gray,,Wetland,5,,,,,,Persicaria amphibia,(L.) Gray
Polygonaceae,Persicaria hydropiper (L.) Spach*,,Wetland,1,,,,,,Persicaria hydropiper,(L.) Spach*
Polygonaceae,Persicaria maculosa Gray*,,Open,2,,,,,,Persicaria maculosa,Gray*
Polygonaceae,Polygonum aviculare L.*,"ssp. aviculare, ssp.buxiforme, ssp. depressum",Shoreline,56,,,,,,Polygonum aviculare,L.*
Polygonaceae,Polygonum douglasii Greene,,Shoreline,4,,,,,,Polygonum douglasii,Greene
Polygonaceae,Polygonum erectum L.,,Shoreline,1,,,,,,Polygonum erectum,L.
Polygonaceae,Polygonum fowleri B.L. Rob.,ssp. fowleri,Shoreline,6,,,,,,Polygonum fowleri,B.L. Rob.
Polygonaceae,Polygonum minimum S. Watson,,Open,1,,,,,,Polygonum minimum,S. Watson
Polygonaceae,Polygonum nuttallii Small,,Open,2,,,,,,Polygonum nuttallii,Small
Polygonaceae,Polygonum paronychia Cham. & Schltdl.,,Shoreline,1,,,,,,Polygonum paronychia,Cham. & Schltdl.
Polygonaceae,Polygonum spergulariiforme Meisn. ex Small,,Shoreline,68,,,,,,Polygonum spergulariiforme,Meisn. ex Small
Polygonaceae,Rumex acetosella L.*,,Open,78,,,,,,Rumex acetosella,L.*
Polygonaceae,Rumex conglomeratus Murray*,,Shoreline,6,,,,,,Rumex conglomeratus,Murray*
Polygonaceae,Rumex crispus L.*,,Shoreline,28,,,,,,Rumex crispus,L.*
Polygonaceae,Rumex maritimus L.,ssp. fueginus,Shoreline,3,,,,,,Rumex maritimus,L.
Polygonaceae,Rumex obtusifolius L.*,,Shoreline,5,,,,,,Rumex obtusifolius,L.*
Polygonaceae,Rumex occidentalis S. Watson,var. occidentalis,Shoreline,11,,,,,,Rumex occidentalis,S. Watson
Polygonaceae,Rumex salicifolius Weinm.,"var. transitorius, var. triangulivalvis",Shoreline,22,,,,,,Rumex salicifolius,Weinm.
Polypodiaceae,Polypodium amorphum Suksd.,,Forest,3,,,,,,Polypodium amorphum,Suksd.
Polypodiaceae,Polypodium glycyrrhiza D.C. Eaton,,Open,86,,,,,,Polypodium glycyrrhiza,D.C. Eaton
Potamogetonaceae,Potamogeton amplifolius Tuck.,,Wetland,2,,,,,,Potamogeton amplifolius,Tuck.
Potamogetonaceae,Potamogeton berchtoldii Fieber,,Wetland,1,,,,,,Potamogeton berchtoldii,Fieber
Potamogetonaceae,Potamogeton crispus L.*,,Wetland,1,,,,,,Potamogeton crispus,L.*
Potamogetonaceae,Potamogeton epihydrus Raf.,,Wetland,2,,,,,,Potamogeton epihydrus,Raf.
Potamogetonaceae,Potamogeton foliosus Raf.,,Wetland,3,,,,,,Potamogeton foliosus,Raf.
Potamogetonaceae,Potamogeton friesii Rupr.,,Wetland,2,,,,,,Potamogeton friesii,Rupr.
Potamogetonaceae,Potamogeton gramineus L.,,Wetland,3,,,,,,Potamogeton gramineus,L.
Potamogetonaceae,Potamogeton illinoensis Morong,,Wetland,1,,,,,,Potamogeton illinoensis,Morong
Potamogetonaceae,Potamogeton natans L.,,Wetland,4,,,,,,Potamogeton natans,L.
Potamogetonaceae,Potamogeton obtusifolius Mertens & W.D.J. Koch,,Wetland,2,,,,,,Potamogeton obtusifolius,Mertens & W.D.J. Koch
Potamogetonaceae,Potamogeton praelongus Wulfen,,Wetland,4,,,,,,Potamogeton praelongus,Wulfen
Potamogetonaceae,Potamogeton pusillus L.,,Wetland,1,,,,,,Potamogeton pusillus,L.
Potamogetonaceae,Potamogeton richardsonii (A. Benn.) Rydb.,,Wetland,2,,,,,,Potamogeton richardsonii,(A. Benn.) Rydb.
Potamogetonaceae,Potamogeton robbinsii Oakes,,Wetland,2,,,,,,Potamogeton robbinsii,Oakes
Potamogetonaceae,Potamogeton zosteriformis Fernald,,Wetland,4,,,,,,Potamogeton zosteriformis,Fernald
Potamogetonaceae,Stuckenia pectinata (L.) Borner,,Wetland,2,,,,,,Stuckenia pectinata,(L.) Borner
Primulaceae,Cyclamen hederifolium Aiton*,,Forest,1,,,,,,Cyclamen hederifolium,Aiton*
Primulaceae,Dodecatheon hendersonii A. Gray,,Open,3,,,,,,Dodecatheon hendersonii,A. Gray
Primulaceae,Dodecatheon pulchellum (Raf.) Merr.,var. pulchellum,Open,18,,,,,,Dodecatheon pulchellum,(Raf.) Merr.
Primulaceae,Lysimachia arvensis (L.) U. Manns & Anderb.*,,Open,6,,,,,,Lysimachia arvensis,(L.) U. Manns & Anderb.*
Primulaceae,Lysimachia europaea (L.) U. Manns & Anderb.,,Forest,4,,,,,,Lysimachia europaea,(L.) U. Manns & Anderb.
Primulaceae,Lysimachia latifolia (Hook.) Cholewa,,Forest,36,,,,,,Lysimachia latifolia,(Hook.) Cholewa
Primulaceae,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",,Forest,2,,,,,,Lysimachia maritima,"(L.) Galasso, Banfi & Soldano"
Primulaceae,Lysimachia nummularia L.*,,Forest,1,,,,,,Lysimachia nummularia,L.*
Primulaceae,Lysimachia thyrsiflora L.,,Forest,2,,,,,,Lysimachia thyrsiflora,L.
Pteridaceae,Adiantum aleuticum (Rupr.) Paris,var. aleuticum,Forest,5,,,,,,Adiantum aleuticum,(Rupr.) Paris
Pteridaceae,Aspidotis densa (Brack.) Lellinger,,Open,7,,,,,,Aspidotis densa,(Brack.) Lellinger
Pteridaceae,Cryptogramma acrostichoides R. Br.,,Forest,4,,,,,,Cryptogramma acrostichoides,R. Br.
Pteridaceae,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw.",,Forest,17,,,,,,Pentagramma triangularis,"(Kaulf.) Yatsk., Windham & E. Wollenw."
Ranunculaceae,Anemone lyallii Britton,,Open,2,,,,,,Anemone lyallii,Britton
Ranunculaceae,Aquilegia formosa Fisch. ex DC.,var. formosa,Open,7,,,,,,Aquilegia formosa,Fisch. ex DC.
Ranunculaceae,Aquilegia vulgaris L.*,,Open,3,,,,,,Aquilegia vulgaris,L.*
Ranunculaceae,Clematis vitalba L.*,,Open,4,,,,,,Clematis vitalba,L.*
Ranunculaceae,Delphinium consolida L.*,,Open,1,,,,,,Delphinium consolida,L.*
Ranunculaceae,Delphinium menziesii DC.,,Open,12,,,,,,Delphinium menziesii,DC.
Ranunculaceae,Ficaria verna Huds.*,,Open,2,,,,,,Ficaria verna,Huds.*
Ranunculaceae,Halerpestes cymbalaria (Pursh) Greene,,Shoreline,2,,,,,,Halerpestes cymbalaria,(Pursh) Greene
Ranunculaceae,Helleborus foetidus L.*,,Forest,2,,,,,,Helleborus foetidus,L.*
Ranunculaceae,Myosurus minimus L.,,Open,28,,,,,,Myosurus minimus,L.
Ranunculaceae,Ranunculus acris L.*,,Open,4,,,,,,Ranunculus acris,L.*
Ranunculaceae,Ranunculus aquatilis L.,var. diffusus,Wetland,2,,,,,,Ranunculus aquatilis,L.
Ranunculaceae,Ranunculus californicus Benth.,,Open,10,,,,,,Ranunculus californicus,Benth.
Ranunculaceae,Ranunculus californicus x R. occidentalis ,,Open,8,,,,,,Ranunculus californicus,x R. occidentalis 
Ranunculaceae,Ranunculus flammula L.,"var. ovalis, var. reptans",Wetland,3,,,,,,Ranunculus flammula,L.
Ranunculaceae,Ranunculus macounii Britton,,Wetland,2,,,,,,Ranunculus macounii,Britton
Ranunculaceae,Ranunculus occidentalis Nutt.,var. occidentalis,Open,52,,,,,,Ranunculus occidentalis,Nutt.
Ranunculaceae,Ranunculus repens L.*,,Open,8,,,,,,Ranunculus repens,L.*
Ranunculaceae,Ranunculus sardous Crantz*,,Open,1,,,,,,Ranunculus sardous,Crantz*
Ranunculaceae,Ranunculus sceleratus L.,var. multifidus,Wetland,2,,,,,,Ranunculus sceleratus,L.
Ranunculaceae,Ranunculus uncinatus D. Don,,Forest,12,,,,,,Ranunculus uncinatus,D. Don
Rhamnaceae,Frangula purshiana (DC.) A. Gray ex J.G. Cooper,,Forest,3,,,,,,Frangula purshiana,(DC.) A. Gray ex J.G. Cooper
Rosaceae,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.,,Forest,77,,,,,,Amelanchier alnifolia,(Nutt.) Nutt. ex M. Roem.
Rosaceae,Aphanes arvensis L.*,,Open,22,,,,,,Aphanes arvensis,L.*
Rosaceae,Aphanes australis Rydb.*,,Open,40,,,,,,Aphanes australis,Rydb.*
Rosaceae,Aphanes occidentalis (Nutt.) Rydb.,,Open,42,,,,,,Aphanes occidentalis,(Nutt.) Rydb.
Rosaceae,Comarum palustre L.,,Wetland,3,,,,,,Comarum palustre,L.
Rosaceae,Cotoneaster dielsianus E. Pritz. ex Diels*,,Open,4,,,,,,Cotoneaster dielsianus,E. Pritz. ex Diels*
Rosaceae,Cotoneaster franchetii Bois*,,Open,3,,,,,,Cotoneaster franchetii,Bois*
Rosaceae,Cotoneaster horizontalis Decne.*,,Open,6,,,,,,Cotoneaster horizontalis,Decne.*
Rosaceae,Cotoneaster lacteus W.W. Sm.*,,Open,1,,,,,,Cotoneaster lacteus,W.W. Sm.*
Rosaceae,Cotoneaster rehderi Pojark.*,,Open,1,,,,,,Cotoneaster rehderi,Pojark.*
Rosaceae,Cotoneaster simonsii Baker*,,Open,3,,,,,,Cotoneaster simonsii,Baker*
Rosaceae,Crataegus douglasii Lindl.,,Forest,4,,,,,,Crataegus douglasii,Lindl.
Rosaceae,Crataegus gaylussacia A. Heller,,Forest,2,,,,,,Crataegus gaylussacia,A. Heller
Rosaceae,Crataegus monogyna Jacq.*,var. monogyna,Open,20,,,,,,Crataegus monogyna,Jacq.*
Rosaceae,Drymocallis glandulosa (Lindl.) Rydb.,ssp. glandulosa,Open,1,,,,,,Drymocallis glandulosa,(Lindl.) Rydb.
Rosaceae,Fragaria chiloensis (L.) Mill.,,Shoreline,6,,,,,,Fragaria chiloensis,(L.) Mill.
Rosaceae,Fragaria vesca L.,ssp. californica,Forest,31,,,,,,Fragaria vesca,L.
Rosaceae,Fragaria virginiana Mill.,ssp. glauca,Open,35,,,,,,Fragaria virginiana,Mill.
Rosaceae,Geum macrophyllum Willd.,,Forest,13,,,,,,Geum macrophyllum,Willd.
Rosaceae,Holodiscus discolor (Pursh) Maxim.,var. discolor,Forest,76,,,,,,Holodiscus discolor,(Pursh) Maxim.
Rosaceae,Malus domestica (Suckow) Borkh.*,,Open,17,,,,,,Malus domestica,(Suckow) Borkh.*
Rosaceae,Malus fusca (Raf.) C.K. Schneid.,,Forest,42,,,,,,Malus fusca,(Raf.) C.K. Schneid.
Rosaceae,Malus xdawsoniana Rehder.*,,Open,1,,,,,,Malus xdawsoniana,Rehder.*
Rosaceae,Oemleria cerasiformis (Torr. & A. Gray ex Hook. & Arn.) J.W. Landon,,Forest,7,,,,,,Oemleria cerasiformis,(Torr. & A. Gray ex Hook. & Arn.) J.W. Landon
Rosaceae,Physocarpus capitatus (Pursh) Kuntze,,Forest,3,,,,,,Physocarpus capitatus,(Pursh) Kuntze
Rosaceae,Potentilla anserina L.,"ssp. anserina, ssp. pacifica",Wetland,24,,,,,,Potentilla anserina,L.
Rosaceae,Potentilla argentea L.,,Open,1,,,,,,Potentilla argentea,L.
Rosaceae,Potentilla gracilis Douglas ex Hook.,,Open,1,,,,,,Potentilla gracilis,Douglas ex Hook.
Rosaceae,Potentilla recta L.*,,Open,2,,,,,,Potentilla recta,L.*
Rosaceae,Poterium sanguisorba L.*,var. polygamum,Open,1,,,,,,Poterium sanguisorba,L.*
Rosaceae,Prunus avium (L.) L.*,,Open,10,,,,,,Prunus avium,(L.) L.*
Rosaceae,Prunus cerasifera Ehrh.*,,Open,7,,,,,,Prunus cerasifera,Ehrh.*
Rosaceae,Prunus cerasus L.*,,Open,3,,,,,,Prunus cerasus,L.*
Rosaceae,Prunus domestica L.*,,Open,6,,,,,,Prunus domestica,L.*
Rosaceae,Prunus emarginata (Douglas) Eaton,,Forest,39,,,,,,Prunus emarginata,(Douglas) Eaton
Rosaceae,Prunus laurocerasus L.*,,Open,2,,,,,,Prunus laurocerasus,L.*
Rosaceae,Prunus lusitanica L.*,,Open,1,,,,,,Prunus lusitanica,L.*
Rosaceae,Prunus mahaleb L.*,,Open,6,,,,,,Prunus mahaleb,L.*
Rosaceae,Prunus pugetensis Jacobson & Zika*,,Open,1,,,,,,Prunus pugetensis,Jacobson & Zika*
Rosaceae,Prunus virginiana L.,,Forest,10,,,,,,Prunus virginiana,L.
Rosaceae,Pyracantha coccinea M. Roem.*,,Open,2,,,,,,Pyracantha coccinea,M. Roem.*
Rosaceae,Pyrus communis L.*,,Open,9,,,,,,Pyrus communis,L.*
Rosaceae,Pyrus nivalis Jacq.*,,Open,1,,,,,,Pyrus nivalis,Jacq.*
Rosaceae,Rosa canina L.*,,Open,2,,,,,,Rosa canina,L.*
Rosaceae,Rosa gymnocarpa Nutt.,ssp. gymnocarpa,Forest,38,,,,,,Rosa gymnocarpa,Nutt.
Rosaceae,Rosa nutkana C. Presl,ssp. nutkana,Open,106,,,,,,Rosa nutkana,C. Presl
Rosaceae,Rosa pisocarpa A. Gray,var. pisocarpa,Forest,2,,,,,,Rosa pisocarpa,A. Gray
Rosaceae,Rosa rubiginosa L.*,,Open,7,,,,,,Rosa rubiginosa,L.*
Rosaceae,Rosa rugosa Thunb.*,,Open,2,,,,,,Rosa rugosa,Thunb.*
Rosaceae,Rubus bifrons Vest*,,Open,41,,,,,,Rubus bifrons,Vest*
Rosaceae,Rubus laciniatus Willd.*,,Open,14,,,,,,Rubus laciniatus,Willd.*
Rosaceae,Rubus leucodermis Douglas ex Torr. & A. Gray,,Forest,13,,,,,,Rubus leucodermis,Douglas ex Torr. & A. Gray
Rosaceae,Rubus nutkanus Moc. ex Ser.,,Forest,19,,,,,,Rubus nutkanus,Moc. ex Ser.
Rosaceae,Rubus spectabilis Pursh,,Forest,20,,,,,,Rubus spectabilis,Pursh
Rosaceae,Rubus ursinus Cham. & Schltdl.,,Open,82,,,,,,Rubus ursinus,Cham. & Schltdl.
Rosaceae,Sorbaria kirilowii (Regel) Maxim.*,,Forest,1,,,,,,Sorbaria kirilowii,(Regel) Maxim.*
Rosaceae,Sorbus aucuparia L.*,,Open,9,,,,,,Sorbus aucuparia,L.*
Rosaceae,Sorbus hybrida L.*,,Open,1,,,,,,Sorbus hybrida,L.*
Rosaceae,Sorbus intermedia (Ehrh.) Pers.*,,Open,7,,,,,,Sorbus intermedia,(Ehrh.) Pers.*
Rosaceae,Spiraea douglasii Hook.,,Wetland,8,,,,,,Spiraea douglasii,Hook.
Rubiaceae,Galium aparine L.,,Forest,95,,,,,,Galium aparine,L.
Rubiaceae,Galium boreale L.,,Forest,2,,,,,,Galium boreale,L.
Rubiaceae,Galium divaricatum Pourr. ex Lam.*,,Open,2,,,,,,Galium divaricatum,Pourr. ex Lam.*
Rubiaceae,Galium murale (L.) All.*,,Open,2,,,,,,Galium murale,(L.) All.*
Rubiaceae,Galium odoratum (L.) Scop.*,,Forest,3,,,,,,Galium odoratum,(L.) Scop.*
Rubiaceae,Galium palustre L.,,Forest,2,,,,,,Galium palustre,L.
Rubiaceae,Galium trifidum L.,,Forest,5,,,,,,Galium trifidum,L.
Rubiaceae,Galium triflorum Michx.,,Forest,18,,,,,,Galium triflorum,Michx.
Rubiaceae,Sherardia arvensis L.*,,Open,8,,,,,,Sherardia arvensis,L.*
Ruppiaceae,Ruppia maritima L.,,Shoreline,3,,,,,,Ruppia maritima,L.
Salicaceae,Populus alba L.*,,Open,2,,,,,,Populus alba,L.*
Salicaceae,Populus tremuloides Michx.,,Forest,8,,,,,,Populus tremuloides,Michx.
Salicaceae,Populus trichocarpa Torr. & A. Gray,,Forest,7,,,,,,Populus trichocarpa,Torr. & A. Gray
Salicaceae,Salix geyeriana Andersson,,Wetland,1,,,,,,Salix geyeriana,Andersson
Salicaceae,Salix hookeriana Barratt ex Hook.,,Wetland,8,,,,,,Salix hookeriana,Barratt ex Hook.
Salicaceae,Salix lasiandra Benth.,var. lasiandra,Wetland,10,,,,,,Salix lasiandra,Benth.
Salicaceae,Salix prolixa Andersson,,Wetland,2,,,,,,Salix prolixa,Andersson
Salicaceae,Salix scouleriana Barratt ex Hook.,,Forest,47,,,,,,Salix scouleriana,Barratt ex Hook.
Salicaceae,Salix sitchensis Sanson ex Bong.,,Wetland,7,,,,,,Salix sitchensis,Sanson ex Bong.
Santalaceae,Arceuthobium tsugense (Rosend.) G.N. Jones,ssp. contortae,Forest,3,,,,,,Arceuthobium tsugense,(Rosend.) G.N. Jones
Sapindaceae,Acer glabrum Torr.,ssp. douglasii,Forest,22,,,,,,Acer glabrum,Torr.
Sapindaceae,Acer macrophyllum Pursh,,Forest,24,,,,,,Acer macrophyllum,Pursh
Saxifragaceae,Heuchera micrantha Douglas ex Lindl.,var. diversifolia,Forest,75,,,,,,Heuchera micrantha,Douglas ex Lindl.
Saxifragaceae,Lithophragma glabrum Nutt.,,Open,2,,,,,,Lithophragma glabrum,Nutt.
Saxifragaceae,Lithophragma parviflorum (Hook.) Nutt.,,Open,40,,,,,,Lithophragma parviflorum,(Hook.) Nutt.
Saxifragaceae,Micranthes integrifolia (Hook.) Small,,Open,19,,,,,,Micranthes integrifolia,(Hook.) Small
Saxifragaceae,Micranthes rufidula Small,,Open,1,,,,,,Micranthes rufidula,Small
Saxifragaceae,Saxifraga austromontana Wiegand,,Open,4,,,,,,Saxifraga austromontana,Wiegand
Saxifragaceae,Saxifraga cespitosa L.,,Shoreline,42,,,,,,Saxifraga cespitosa,L.
Saxifragaceae,Tellima grandiflora (Pursh) Douglas ex Lindl.,,Forest,18,,,,,,Tellima grandiflora,(Pursh) Douglas ex Lindl.
Saxifragaceae,Tiarella trifoliata L.,"var. laciniata, var.  trifoliata, var. unifoliata",Forest,11,,,,,,Tiarella trifoliata,L.
Scrophulariaceae,Verbascum blattaria L.*,,Open,1,,,,,,Verbascum blattaria,L.*
