Date,LatitudeDD,LongitudeDD,Taxon,Common Name,GroupSize,Confidence
2007-10-04,48.8575,-123.3128333,Orcinus orca,killer whale,40,certain
2007-10-11,48.87018333,-123.3044167,Orcinus orca,killer whale,3,certain
2007-10-11,48.89023333,-123.3010333,Orcinus orca,killer whale,4,certain
2007-10-18,48.8445,-123.3447,Orcinus orca,killer whale,2,certain
2007-10-18,48.85,-123.3333,Orcinus orca,killer whale,6,certain
2007-11-02,48.858,-123.308,Orcinus orca,killer whale,NA,certain
2007-11-04,48.87583333,-123.3128333,Orcinus orca,killer whale,12,certain
2007-12-04,48.885,-123.2916667,Orcinus orca,killer whale,6,certain
2007-12-07,48.85,-123.3484667,Orcinus orca,killer whale,15,certain
2007-12-16,48.86278333,-123.33995,Orcinus orca,killer whale,10,certain
2007-12-19,48.8714,-123.2994,Orcinus orca,killer whale,2,certain
2008-01-02,48.8761,-123.3127,Orcinus orca,killer whale,5,certain
2008-01-17,48.8832,-123.3096667,Orcinus orca,killer whale,8,
2008-01-17,48.8694,-123.3095,Orcinus orca,killer whale,6,certain
2008-01-17,48.8673,-123.3044167,Orcinus orca,killer whale,6,certain
2008-03-17,48.87658333,-123.3020833,Orcinus orca,killer whale,5,certain
2008-03-17,48.86,-123.3239,Orcinus orca,killer whale,4,certain
2008-03-17,48.85966667,-123.3342167,Orcinus orca,killer whale,5,certain
2008-04-06,48.8636166,-123.30865,Orcinus orca,killer whale,NA,certain
2008-04-06,48.8636166,-123.30865,Orcinus orca,killer whale,NA,certain
2008-05-06,48.8607,-123.33635,Orcinus orca,killer whale,NA,certain
2008-05-06,48.8636166,-123.30865,Orcinus orca,killer whale,12,certain
2008-05-11,48.87401667,-123.31165,Orcinus orca,killer whale,NA,certain
2008-05-11,48.87988333,-123.3104333,Orcinus orca,killer whale,12,certain
2008-05-11,48.88368333,-123.3062833,Orcinus orca,killer whale,10,certain
2008-06-16,48.85856667,-123.3148,Orcinus orca,killer whale,3,certain
2008-06-16,48.8562,-123.3579,Orcinus orca,killer whale,4,certain
2008-06-16,48.8997,-123.292,Orcinus orca,killer whale,4,certain
2008-07-13,48.87315,-123.3036667,Orcinus orca,killer whale,6,certain
2008-08-14,48.85996667,-123.3110833,Orcinus orca,killer whale,20,certain
2008-08-19,48.97448333,-123.58165,Orcinus orca,killer whale,3,certain
2008-10-18,48.8491,-123.3349,Orcinus orca,killer whale,5,certain
2008-10-18,48.8588,-123.3237,Orcinus orca,killer whale,4,certain
2008-11-05,48.8457,-123.3348333,Orcinus orca,killer whale,NA,
2008-11-18,48.8795,-123.2908,Orcinus orca,killer whale,25,certain
2008-11-30,48.88616667,-123.4456167,Orcinus orca,killer whale,5,certain
2008-12-05,48.85855,-123.3114333,Orcinus orca,killer whale,20,certain
2008-12-19,48.8459,-123.355,Orcinus orca,killer whale,-,certain
2008-12-19,48.8493,-123.3543,Orcinus orca,killer whale,NA,certain
2009-01-04,48.8669,-123.3076,Orcinus orca,killer whale,NA,certain
2009-01-04,48.92886667,-123.3417167,Orcinus orca,killer whale,NA,possible
2009-01-04,48.8385,-123.3505,Orcinus orca,killer whale,20,certain
2009-01-15,48.90861667,-123.3603167,Orcinus orca,killer whale,5,certain
2009-01-18,48.8496,-123.3494,Orcinus orca,killer whale,5,certain
2009-01-18,48.8741,-123.3038,Orcinus orca,killer whale,10,certain
2009-02-10,48.97468333,-123.5973,Orcinus orca,killer whale,20,certain
2009-02-17,48.86383333,-123.33805,Orcinus orca,killer whale,4,certain
2009-02-17,48.86108333,-123.3407,Orcinus orca,killer whale,4,certain
2009-03-06,48.8636166,-123.30865,Orcinus orca,killer whale,20,
2009-03-18,48.8584,-123.3121,Orcinus orca,killer whale,15,certain
2009-03-18,48.8417,-123.3353,Orcinus orca,killer whale,4,certain
2009-03-18,48.8612,-123.313,Orcinus orca,killer whale,16,certain
2009-04-01,48.85333333,-123.3533333,Orcinus orca,killer whale,30,certain
2009-04-05,48.95,-123.5499833,Orcinus orca,killer whale,3,
2009-04-13,48.89755,-123.3337333,Orcinus orca,killer whale,1,certain
2009-05-01,48.855,-123.3494,Orcinus orca,killer whale,15,certain
2009-05-05,48.85871667,-123.3184667,Orcinus orca,killer whale,12,
2009-05-16,48.85943333,-123.3474667,Orcinus orca,killer whale,1,probable
2009-06-03,48.88541667,-123.31045,Orcinus orca,killer whale,1,certain
2009-06-13,48.89783333,-123.3357167,Orcinus orca,killer whale,4,certain
2009-06-13,48.94266667,-123.3893167,Orcinus orca,killer whale,5,certain
2009-06-13,48.95085,-123.5491333,Orcinus orca,killer whale,2,certain
2009-07-13,48.83333333,-123.3383333,Orcinus orca,killer whale,15,certain
2009-07-16,48.87246667,-123.30425,Orcinus orca,killer whale,1,certain
2009-07-18,48.8873,-123.2955,Orcinus orca,killer whale,5,certain
2009-08-18,48.8694,-123.3016,Orcinus orca,killer whale,-,certain
2009-08-19,48.85923333,-123.3101667,Orcinus orca,killer whale,12,certain
2009-09-04,48.83616667,-123.3233333,Orcinus orca,killer whale,15,certain
2009-09-27,48.85681667,-123.3460833,Orcinus orca,killer whale,4,certain
2009-10-16,48.86463333,-123.3082667,Orcinus orca,killer whale,16,certain
2009-10-18,48.8602,-123.3292,Orcinus orca,killer whale,15,certain
2009-11-16,48.8705,-123.4003,Orcinus orca,killer whale,1,certain
2009-11-17,48.8586,-123.3259,Orcinus orca,killer whale,8,certain
2010-01-14,48.8587,-123.32275,Orcinus orca,killer whale,3,certain
2010-02-02,48.875,-123.3033333,Orcinus orca,killer whale,NA,certain
2010-02-07,48.89938333,-123.3287667,Orcinus orca,killer whale,7,
2010-03-18,48.95111667,-123.5482667,Orcinus orca,killer whale,8,certain
2010-04-15,48.87813333,-123.3085667,Orcinus orca,killer whale,2,certain
2010-05-04,48.85775,-123.316,Orcinus orca,killer whale,6,certain
2010-05-14,48.86148333,-123.3417167,Orcinus orca,killer whale,7,certain
2010-05-23,48.95296667,-123.5665167,Orcinus orca,killer whale,5,certain
2010-05-30,48.97468333,-123.5973,Orcinus orca,killer whale,5,certain
2010-06-22,48.84303333,-123.3730333,Orcinus orca,killer whale,3,certain
2010-07-16,48.85741667,-123.30915,Orcinus orca,killer whale,6,certain
2010-07-16,48.88725,-123.3048333,Orcinus orca,killer whale,12,certain
2010-07-16,48.89761667,-123.2965167,Orcinus orca,killer whale,5,certain
2010-07-24,48.8707,-123.3076333,Orcinus orca,killer whale,10,certain
2010-07-25,48.85861667,-123.3474167,Orcinus orca,killer whale,20,certain
2010-07-28,48.91246667,-123.2963333,Orcinus orca,killer whale,10,certain
2010-08-14,48.88211667,-123.3009,Orcinus orca,killer whale,10,certain
2010-08-16,48.8699,-123.30425,Orcinus orca,killer whale,1,certain
2010-08-16,48.86496667,-123.3088,Orcinus orca,killer whale,5,certain
2010-08-17,48.86086667,-123.3385833,Orcinus orca,killer whale,20,certain
2010-08-28,48.8582,-123.31005,Orcinus orca,killer whale,NA,certain
2010-09-25,48.85551667,-123.3477167,Orcinus orca,killer whale,10,certain
2010-10-24,48.85341667,-123.3627333,Orcinus orca,killer whale,5,certain
2010-10-24,48.85833333,-123.352,Orcinus orca,killer whale,5,
2010-12-03,49.00463333,-123.5952833,Orcinus orca,killer whale,5,certain
2010-12-19,48.8579,-123.3241,Orcinus orca,killer whale,NA,certain
2010-12-27,49.0267,-123.57625,Orcinus orca,killer whale,11,certain
2011-01-18,48.86081667,-123.3429667,Orcinus orca,killer whale,8,certain
2011-01-21,48.96666667,-123.5833333,Orcinus orca,killer whale,6,certain
2011-01-30,48.98088333,-123.5807167,Orcinus orca,killer whale,18,certain
2011-02-26,48.99833333,-123.59915,Orcinus orca,killer whale,3,certain
2011-03-06,48.96383333,-123.5668333,Orcinus orca,killer whale,6,certain
2011-03-19,48.93368333,-123.5277167,Orcinus orca,killer whale,3,certain
2011-05-22,48.94625,-123.5396833,Orcinus orca,killer whale,7,certain
2011-05-22,48.98255,-123.5973833,Orcinus orca,killer whale,6,
2011-05-24,48.83613333,-123.3342333,Orcinus orca,killer whale,3,
2011-05-29,49.02448333,-123.5806167,Orcinus orca,killer whale,44,
2011-05-31,48.88666667,-123.3083333,Orcinus orca,killer whale,5,certain
2011-06-11,48.9667,-123.5599667,Orcinus orca,killer whale,30,
2011-06-26,48.86056667,-123.3505,Orcinus orca,killer whale,4,certain
2011-07-07,48.91845,-123.4993333,Orcinus orca,killer whale,20,
2011-07-27,48.86771667,-123.3071667,Orcinus orca,killer whale,4,certain
2011-08-03,48.9163,-123.5318167,Orcinus orca,killer whale,NA,certain
2011-08-14,48.85595,-123.3492,Orcinus orca,killer whale,12,certain
2011-08-26,48.88213333,-123.2913833,Orcinus orca,killer whale,2,certain
2011-08-27,48.88803333,-123.3032167,Orcinus orca,killer whale,3,certain
2011-08-28,48.88116667,-123.3101167,Orcinus orca,killer whale,4,certain
2011-10-16,48.95365,-123.5520833,Orcinus orca,killer whale,25,certain
2011-10-30,48.99575,-123.6037,Orcinus orca,killer whale,6,
2011-11-23,48.97956667,-123.5727333,Orcinus orca,killer whale,NA,
2011-12-17,48.86968333,-123.3036833,Orcinus orca,killer whale,4,certain
2011-12-18,48.8649,-123.3088,Orcinus orca,killer whale,5,certain
2011-12-18,48.8833,-123.3094,Orcinus orca,killer whale,6,certain
2012-01-18,48.8641,-123.3054,Orcinus orca,killer whale,3,certain
2012-01-30,48.87873333,-123.3094167,Orcinus orca,killer whale,6,certain
2012-03-13,48.91875,-123.3777333,Orcinus orca,killer whale,10,certain
2012-03-24,48.97891667,-123.57235,Orcinus orca,killer whale,1,certain
2012-03-26,48.99216667,-123.5961667,Orcinus orca,killer whale,7,certain
2012-03-27,48.97916667,-123.5725167,Orcinus orca,killer whale,12,certain
2012-05-19,48.8817,-123.2975,Orcinus orca,killer whale,-,certain
2012-05-21,48.86651667,-123.3116667,Orcinus orca,killer whale,7,certain
2012-05-23,48.97253333,-123.5661333,Orcinus orca,killer whale,12,certain
2012-05-29,48.96083333,-123.4252167,Orcinus orca,killer whale,5,certain
2012-06-24,48.8467,-123.3554,Orcinus orca,killer whale,10,certain
2012-06-27,48.87426667,-123.3048667,Orcinus orca,killer whale,8,certain
2012-07-13,48.84618333,-123.3583333,Orcinus orca,killer whale,5,certain
2012-07-18,48.8597,-123.3132,Orcinus orca,killer whale,4,certain
2012-07-21,48.85626667,-123.35225,Orcinus orca,killer whale,12,certain
2012-07-28,48.85971667,-123.3471833,Orcinus orca,killer whale,12,certain
2012-07-28,48.86591667,-123.3081167,Orcinus orca,killer whale,5,certain
2012-08-03,48.8575,-123.3067833,Orcinus orca,killer whale,17,certain
2012-08-06,48.85143333,-123.35615,Orcinus orca,killer whale,NA,certain
2012-09-18,48.8511,-123.339,Orcinus orca,killer whale,5,certain
2012-11-18,48.8667,-123.3079,Orcinus orca,killer whale,4,certain
2012-11-18,48.8753,-123.2992,Orcinus orca,killer whale,4,certain
2013-01-20,48.92633333,-123.508,Orcinus orca,killer whale,2,certain
2013-03-25,48.90653333,-123.3102,Orcinus orca,killer whale,2,certain
2013-04-13,48.85566667,-123.32025,Orcinus orca,killer whale,7,certain
2013-04-16,49.01738333,-123.5851333,Orcinus orca,killer whale,13,certain
2013-04-21,48.85896667,-123.3437833,Orcinus orca,killer whale,5,certain
2013-05-16,48.85781667,-123.3887833,Orcinus orca,killer whale,12,certain
2013-05-28,48.91798333,-123.3895,Orcinus orca,killer whale,6,certain
2013-07-22,48.92746667,-123.5335333,Orcinus orca,killer whale,3,certain
2013-07-23,48.86838333,-123.3083,Orcinus orca,killer whale,5,certain
2013-08-17,48.8731,-123.3077,Orcinus orca,killer whale,10,certain
2013-08-22,48.90358333,-123.4461833,Orcinus orca,killer whale,4,certain
2013-08-25,48.85935,-123.3352667,Orcinus orca,killer whale,15,certain
2013-08-28,48.91473333,-123.3833667,Orcinus orca,killer whale,4,certain
2013-08-31,48.92563333,-123.4748333,Orcinus orca,killer whale,2,certain
2013-12-30,48.86393333,-123.3082333,Orcinus orca,killer whale,1,certain
2014-03-28,48.855,-123.35,Orcinus orca,killer whale,2,certain
2014-03-30,48.91835,-123.4992167,Orcinus orca,killer whale,4,
2014-04-23,49.00483333,-123.5425,Orcinus orca,killer whale,NA,certain
2014-04-23,48.87766667,-123.2915333,Orcinus orca,killer whale,5,
2014-04-24,48.87651667,-123.3065333,Orcinus orca,killer whale,1,certain
2014-04-24,48.87276667,-123.3041167,Orcinus orca,killer whale,5,
2014-04-26,48.865,-123.385,Orcinus orca,killer whale,NA,certain
2014-04-26,48.86716667,-123.3918333,Orcinus orca,killer whale,3,
2014-06-20,48.85901667,-123.3452167,Orcinus orca,killer whale,11,certain
2014-06-24,48.8558,-123.3207833,Orcinus orca,killer whale,8,certain
2014-06-25,48.85761667,-123.3102333,Orcinus orca,killer whale,5,certain
2014-08-31,48.85785,-123.3152333,Orcinus orca,killer whale,2,certain
2014-09-13,48.99078333,-123.6094333,Orcinus orca,killer whale,3,certain
2014-11-17,48.90793333,-123.3606167,Orcinus orca,killer whale,3,certain
2014-12-16,48.93278333,-123.4231667,Orcinus orca,killer whale,12,
2015-02-23,48.97393333,-123.5918333,Orcinus orca,killer whale,5,certain
2015-03-23,48.93915,-123.4256167,Orcinus orca,killer whale,15,certain
2015-03-23,48.9175,-123.3886667,Orcinus orca,killer whale,1,certain
2015-04-19,48.87366667,-123.2962667,Orcinus orca,killer whale,9,certain
2015-04-22,48.89106667,-123.4066667,Orcinus orca,killer whale,1,certain
2015-04-29,48.97706667,-123.4671333,Orcinus orca,killer whale,3,certain
2015-05-15,48.84068333,-123.3480833,Orcinus orca,killer whale,4,certain
2015-05-17,48.94643333,-123.3853833,Orcinus orca,killer whale,NA,possible
2015-06-22,49.00981667,-123.59425,Orcinus orca,killer whale,4,certain
2015-06-22,48.8713,-123.3080667,Orcinus orca,killer whale,30,certain
2015-06-28,48.8671,-123.309,Orcinus orca,killer whale,NA,certain
2015-06-28,48.92726667,-123.5464333,Orcinus orca,killer whale,4,certain
2015-07-13,48.87826667,-123.2969333,Orcinus orca,killer whale,40,certain
2015-07-17,48.836,-123.3266167,Orcinus orca,killer whale,3,certain
2015-08-14,48.88443333,-123.3029167,Orcinus orca,killer whale,5,certain
2015-08-22,48.88611667,-123.40015,Orcinus orca,killer whale,3,certain
2015-08-23,48.85175,-123.355,Orcinus orca,killer whale,1,probable
2015-08-24,48.85956667,-123.3284833,Orcinus orca,killer whale,15,certain
2015-08-24,48.8686,-123.3073,Orcinus orca,killer whale,15,certain
2015-08-26,48.86776667,-123.3092667,Orcinus orca,killer whale,7,certain
2015-10-23,48.90065,-123.3392667,Orcinus orca,killer whale,2,certain
2015-10-23,48.92045,-123.3807167,Orcinus orca,killer whale,3,certain
2015-11-26,48.85566667,-123.3188833,Orcinus orca,killer whale,7,certain
2015-12-23,48.88998333,-123.4737167,Orcinus orca,killer whale,NA,
2015-12-23,48.88928333,-123.2857667,Orcinus orca,killer whale,5,certain
2016-01-16,48.87145,-123.3047667,Orcinus orca,killer whale,5,certain
2016-03-19,49.00556667,-123.5538667,Orcinus orca,killer whale,4,certain
2016-04-20,48.85126667,-123.4065167,Orcinus orca,killer whale,7,certain
2016-04-24,48.85896667,-123.3107833,Orcinus orca,killer whale,8,certain
2016-05-14,48.86181667,-123.31135,Orcinus orca,killer whale,8,certain
2016-06-15,48.8704,-123.3093,Orcinus orca,killer whale,3,certain
2016-06-25,48.85685,-123.3297333,Orcinus orca,killer whale,6,certain
2016-06-25,48.8802,-123.2942,Orcinus orca,killer whale,6,certain
2016-06-26,48.85908333,-123.343,Orcinus orca,killer whale,6,certain
2016-06-28,48.868,-123.3029,Orcinus orca,killer whale,3,certain
2016-07-20,48.8414,-123.355,Orcinus orca,killer whale,NA,probable
2016-07-31,48.8544,-123.3451333,Orcinus orca,killer whale,4,certain
2016-08-19,48.841,-123.3426,Orcinus orca,killer whale,3,certain
2016-08-19,48.8961,-123.2926,Orcinus orca,killer whale,4,certain
2016-08-20,48.8657,-123.3114,Orcinus orca,killer whale,3,certain
2016-08-20,48.8669,-123.3033,Orcinus orca,killer whale,10,certain
2016-09-25,48.87246667,-123.30425,Orcinus orca,killer whale,10,certain
2016-10-13,48.91,-123.3659667,Orcinus orca,killer whale,4,certain
2016-10-26,48.87433333,-123.3051667,Orcinus orca,killer whale,5,certain
2016-12-25,48.89393333,-123.309,Orcinus orca,killer whale,9,certain
2017-01-28,48.87551667,-123.3126833,Orcinus orca,killer whale,1,certain
2017-02-18,49.0069,-123.5551333,Orcinus orca,killer whale,5,certain
2017-02-23,48.86075,-123.3096833,Orcinus orca,killer whale,5,certain
2017-02-24,48.8677,-123.3074167,Orcinus orca,killer whale,3,certain
2017-04-13,48.85483333,-123.318,Orcinus orca,killer whale,3,certain
2017-04-17,48.8582,-123.31905,Orcinus orca,killer whale,7,certain
2017-05-20,48.8544,-123.3449333,Orcinus orca,killer whale,2,certain
2017-06-17,49.0017,-123.5449,Orcinus orca,killer whale,6,certain
2017-06-26,48.86836667,-123.3080833,Orcinus orca,killer whale,7,certain
2017-06-29,48.85883333,-123.3237333,Orcinus orca,killer whale,3,certain
2017-06-30,48.8733,-123.2948,Orcinus orca,killer whale,5,certain
2017-07-21,48.8361,-123.3252,Orcinus orca,killer whale,4,certain
2017-07-21,48.8722,-123.2945,Orcinus orca,killer whale,4,certain
2017-07-24,48.87213333,-123.2934,Orcinus orca,killer whale,4,certain
2017-08-15,48.84618333,-123.3368333,Orcinus orca,killer whale,5,
2017-08-25,48.90988333,-123.3610333,Orcinus orca,killer whale,4,certain
2017-08-31,48.9393,-123.34745,Orcinus orca,killer whale,4,probable
2017-08-31,48.86978333,-123.3053333,Orcinus orca,killer whale,3,certain
2017-09-20,48.85948333,-123.3376667,Orcinus orca,killer whale,26,certain
2017-09-24,48.85588333,-123.4027667,Orcinus orca,killer whale,8,certain
2017-09-24,48.9695,-123.5618833,Orcinus orca,killer whale,12,possible
2017-09-25,48.83445,-123.3408667,Orcinus orca,killer whale,4,certain
2017-12-16,48.8597,-123.3134167,Orcinus orca,killer whale,2,certain
2017-12-16,48.8598,-123.3287,Orcinus orca,killer whale,2,certain
2017-12-23,48.8562,-123.347,Orcinus orca,killer whale,3,NA
2017-12-23,48.8608,-123.3365,Orcinus orca,killer whale,12,certain
2018-01-30,48.8828,-123.2977,Orcinus orca,killer whale,5,certain
2018-03-19,48.86333333,-123.3341667,Orcinus orca,killer whale,5,
2018-03-24,48.99523333,-123.5857167,Orcinus orca,killer whale,7,
2018-05-22,48.858,-123.3137,Orcinus orca,killer whale,3,certain
2018-05-24,48.85,-123.3557,Orcinus orca,killer whale,6,certain
2018-05-24,48.8587,-123.3508,Orcinus orca,killer whale,3,certain
2018-05-29,48.8463,-123.3364,Orcinus orca,killer whale,4,certain
2018-06-13,48.8535,-123.3526,Orcinus orca,killer whale,8,certain
2018-06-13,48.859,-123.3121,Orcinus orca,killer whale,5,certain
2018-06-13,48.8606,-123.3462,Orcinus orca,killer whale,4,certain
2018-06-16,48.9094,-123.3429,Orcinus orca,killer whale,4,certain
2018-06-23,48.85956667,-123.3201833,Orcinus orca,killer whale,15,certain
2018-06-28,48.86,-123.3289,Orcinus orca,killer whale,20,certain
2018-06-28,48.8607,-123.3411,Orcinus orca,killer whale,20,certain
2018-06-28,48.8682,-123.311,Orcinus orca,killer whale,15-22,certain
2018-06-30,48.8603,-123.3295,Orcinus orca,killer whale,6,certain
2018-06-30,48.8565,-123.351,Orcinus orca,killer whale,4,certain
2018-07-18,48.8429,-123.3368,Orcinus orca,killer whale,15,certain
2018-07-22,48.9948,-123.5921,Orcinus orca,killer whale,1,certain
2018-07-28,48.8672,-123.3116,Orcinus orca,killer whale,3,certain
2018-07-28,48.8702,-123.3049,Orcinus orca,killer whale,5,certain
2018-08-15,48.8558,-123.3117,Orcinus orca,killer whale,4,certain
2018-08-18,48.8584,-123.3096667,Orcinus orca,killer whale,NA,certain
2018-08-18,48.8918,-123.3995,Orcinus orca,killer whale,4,certain
2018-08-18,48.8938,-123.4025,Orcinus orca,killer whale,5,certain
2018-08-18,48.8921,-123.4041,Orcinus orca,killer whale,5,certain
2018-08-24,48.87133333,-123.4068333,Orcinus orca,killer whale,2,
2018-08-24,48.8611,-123.3441,Orcinus orca,killer whale,5,certain
2018-08-26,48.87423333,-123.2927333,Orcinus orca,killer whale,4,certain
2018-09-14,48.8498,-123.3368,Orcinus orca,killer whale,12,certain
2018-09-14,48.8438,-123.3327,Orcinus orca,killer whale,12,certain
2018-09-14,48.8739,-123.3071,Orcinus orca,killer whale,7,certain
2018-09-27,48.8766,-123.3068,Orcinus orca,killer whale,5,certain
2018-09-29,48.876,-123.3108,Orcinus orca,killer whale,3,certain
2018-11-18,48.87018333,-123.3060333,Orcinus orca,killer whale,4,
2018-11-18,48.8597,-123.3445,Orcinus orca,killer whale,5,certain
2018-12-16,48.8503,-123.3533,Orcinus orca,killer whale,6,certain
2018-12-16,48.865,-123.3095,Orcinus orca,killer whale,3,certain
2018-12-19,48.8733,-123.3052,Orcinus orca,killer whale,3,certain
2018-12-24,48.8632,-123.3077,Orcinus orca,killer whale,5,certain
2019-01-29,48.8596,-123.3217,Orcinus orca,killer whale,15,certain
2019-02-28,48.851,-123.356,Orcinus orca,killer whale,-,certain
2019-03-15,48.8575,-123.3136,Orcinus orca,killer whale,6,certain
2019-03-16,49.00958333,-123.4894333,Orcinus orca,killer whale,1,certain
2019-03-17,48.86945,-123.4135,Orcinus orca,killer whale,6,certain
2019-03-17,48.865,-123.3051,Orcinus orca,killer whale,6,certain
2019-03-17,48.9397,-123.5306,Orcinus orca,killer whale,6,certain
2019-03-19,48.92933333,-123.51085,Orcinus orca,killer whale,4,certain
2019-03-23,48.85866667,-123.3253333,Orcinus orca,killer whale,3,certain
2019-03-23,48.8411,-123.3614,Orcinus orca,killer whale,3,certain
2019-03-28,48.9723,-123.5690167,Orcinus orca,killer whale,5,certain
2019-03-30,48.99356667,-123.5854667,Orcinus orca,killer whale,4,certain
2019-03-30,48.8621,-123.3102,Orcinus orca,killer whale,15,certain
2019-04-16,48.8733,-123.306,Orcinus orca,killer whale,5,certain
2019-04-21,48.8976,-123.3126,Orcinus orca,killer whale,3,certain
2019-04-25,48.842,-123.348,Orcinus orca,killer whale,15,certain
2019-04-25,48.9137,-123.4587,Orcinus orca,killer whale,12,certain
2019-05-17,48.8473,-123.3311,Orcinus orca,killer whale,5,certain
2019-05-18,48.8589,-123.3469,Orcinus orca,killer whale,5,certain
2019-05-18,48.8567,-123.3696,Orcinus orca,killer whale,4,certain
2019-05-31,48.8544,-123.353,Orcinus orca,killer whale,4,certain
2019-06-23,48.8606,-123.3178,Orcinus orca,killer whale,4,certain
2019-06-25,48.8468,-123.3739,Orcinus orca,killer whale,3,certain
2019-06-25,48.887,-123.2887,Orcinus orca,killer whale,4,certain
2019-06-25,48.8618,-123.3063,Orcinus orca,killer whale,4,certain
2019-06-26,48.8606,-123.3482,Orcinus orca,killer whale,3,certain
2019-06-30,48.984,-123.5827,Orcinus orca,killer whale,4,certain
2019-07-16,48.8465,-123.3508,Orcinus orca,killer whale,5,certain
2019-07-16,48.8981,-123.3027,Orcinus orca,killer whale,8,certain
2019-07-25,48.9432,-123.5334,Orcinus orca,killer whale,4,certain
2019-07-28,48.8525,-123.3028667,Orcinus orca,killer whale,2,certain
2019-08-18,48.8732,-123.3085,Orcinus orca,killer whale,7,certain
2019-08-20,48.9012,-123.3395,Orcinus orca,killer whale,-,certain
2019-08-20,48.8842,-123.2892,Orcinus orca,killer whale,-,certain
2019-08-20,48.8786,-123.2968,Orcinus orca,killer whale,NA,certain
2019-08-23,48.9227,-123.2965,Orcinus orca,killer whale,-,certain
2019-08-23,48.8824,-123.3067,Orcinus orca,killer whale,NA,certain
2019-08-24,48.8548,-123.3452,Orcinus orca,killer whale,-,certain
2019-08-25,48.8756,-123.3054,Orcinus orca,killer whale,NA,certain
2019-09-22,48.888,-123.2919,Orcinus orca,killer whale,NA,certain
2019-09-29,48.8556,-123.3582,Orcinus orca,killer whale,NA,certain
2019-09-30,48.8723,-123.3051,Orcinus orca,killer whale,NA,certain
2019-10-15,48.874,-123.309,Orcinus orca,killer whale,NA,certain
2019-10-17,48.8615,-123.3067,Orcinus orca,killer whale,-,certain
2019-10-23,48.8731,-123.2965,Orcinus orca,killer whale,-,certain
2019-10-23,48.8767,-123.315,Orcinus orca,killer whale,NA,certain
2019-10-27,48.8611,-123.311,Orcinus orca,killer whale,NA,certain
2019-11-15,48.89,-123.298,Orcinus orca,killer whale,NA,certain
2019-11-16,48.8555,-123.352,Orcinus orca,killer whale,NA,certain
2019-11-22,48.8486,-123.357,Orcinus orca,killer whale,NA,certain
2019-11-25,48.8577,-123.328,Orcinus orca,killer whale,NA,certain
2019-11-27,48.9136,-123.311,Orcinus orca,killer whale,NA,certain
2019-11-29,48.8618,-123.3395,Orcinus orca,killer whale,-,certain
2019-11-29,48.8558,-123.3488,Orcinus orca,killer whale,6,certain
2019-12-15,48.8618,-123.3114,Orcinus orca,killer whale,-,certain
2019-12-15,48.8838,-123.288,Orcinus orca,killer whale,-,certain
2019-12-17,48.8387,-123.3494,Orcinus orca,killer whale,-,certain
2019-12-21,48.86638333,-123.3088167,Orcinus orca,killer whale,4,certain
2019-12-21,48.8607,-123.3103,Orcinus orca,killer whale,-,certain
2019-12-23,48.8383,-123.3624,Orcinus orca,killer whale,4,certain
2020-02-16,48.866,-123.3137,Orcinus orca,killer whale,NA,certain
2020-02-20,48.884,-123.2933,Orcinus orca,killer whale,NA,certain
2020-02-29,48.856,-123.3251,Orcinus orca,killer whale,-,certain
2020-02-29,48.858,-123.33,Orcinus orca,killer whale,-,certain
2020-03-31,48.847,-123.3509,Orcinus orca,killer whale,-,certain
2020-04-16,48.89,-123.3163,Orcinus orca,killer whale,-,certain
2020-04-25,48.8471,-123.3545,Orcinus orca,killer whale,-,certain
2001-12-15,48.952,-123.5445,Phocoena phocoena,harbour porpoise,1,certain
2004-02-19,48.9009,-123.5008,Phocoena phocoena,harbour porpoise,3,certain
2005-05-08,49.0224,-123.5784833,Phocoena phocoena,harbour porpoise,10,certain
2005-11-19,48.8829,-123.2984,Phocoena phocoena,harbour porpoise,3,certain
2007-01-14,48.93563333,-123.5247833,Phocoena phocoena,harbour porpoise,1,probable
2007-04-14,48.9473,-123.5313167,Phocoena phocoena,harbour porpoise,1,certain
2007-07-12,48.85848333,-123.3498167,Phocoena phocoena,harbour porpoise,1,certain
2007-12-11,48.89056667,-123.2964,Phocoena phocoena,harbour porpoise,3,certain
2008-01-11,48.89116667,-123.29225,Phocoena phocoena,harbour porpoise,2,certain
2008-04-11,48.97761667,-123.59085,Phocoena phocoena,harbour porpoise,NA,probable
2008-04-27,48.955,-123.55,Phocoena phocoena,harbour porpoise,2,
2008-05-15,48.85816667,-123.4054667,Phocoena phocoena,harbour porpoise,2,certain
2008-05-19,48.88713455,-123.3006668,Phocoena phocoena,harbour porpoise,3,certain
2008-05-19,48.89333333,-123.4466667,Phocoena phocoena,harbour porpoise,1,certain
2008-05-19,48.88329315,-123.3017578,Phocoena phocoena,harbour porpoise,1,certain
2008-05-19,48.8466568,-123.3679504,Phocoena phocoena,harbour porpoise,5,certain
2008-05-19,48.84285355,-123.3624039,Phocoena phocoena,harbour porpoise,3,certain
2008-05-19,48.8380127,-123.3553696,Phocoena phocoena,harbour porpoise,3,certain
2008-05-19,48.93004608,-123.3242645,Phocoena phocoena,harbour porpoise,2,certain
2008-05-19,48.84697342,-123.3687668,Phocoena phocoena,harbour porpoise,2,certain
2008-07-28,48.98021667,-123.4836333,Phocoena phocoena,harbour porpoise,3,probable
