Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Prothalpia holmbergi,"(Mannerheim, 1852)",,false darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Melandryidae,Melandryinae,Melandryini,Prothalpia,holmbergi,,,,native,S4S5 (2017),,new 2016,observed,,,,,,2016-06-23,"Alison, Laura and Malcolm Colwell",iNat:3562624,,456917,ART,accepted,456917,Prothalpia holmbergi,Prothalpia holmbergi,Prothalpia holmbergi
Listrus sp.,,,soft-winged flower beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Dasytinae,Listrini,Listrus,,,,,,,,new 2017,observed,2023-05-27,Chris G. Ratzlaff,CGR,CREC-12290,,2017-04-11,Andrew Simon,iNat:5677062,,210555,ART,accepted,210555,Listrus,Listrus,Listrus
Malachius auritus,"LeConte, 1852",,malachite beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,auritus,,,,native,S4S5 (2017),,reported,unobserved,1979-04-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25241,,,,,,456968,ART,accepted,456968,Malachius auritus,Malachius auritus,
Macreurops longicollis,"(Horn, 1879)",,root-eating beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Monotomidae,Monotominae,Europini,Macreurops,longicollis,,,,native,SU (2017),,reported,unobserved,1972-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-21233,,,,,,456991,ART,accepted,456991,Macreurops longicollis,Macreurops longicollis,
Rhizophagus sculpturatus,"Mannerheim, 1852",,root-eating beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Monotomidae,Rhizophaginae,,Rhizophagus,sculpturatus,,,,native,S4S5 (2017),,reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-21466,,,,,,457001,ART,accepted,457001,Rhizophagus sculpturatus,Rhizophagus sculpturatus,
Mycetophagus californicus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Mycetophagidae,,,Mycetophagus,californicus,,,,,,,new 2023,observed,,,,,,2023-05-27,Scott Gilmore,iNat:164750918,,457048,ART,accepted,457048,Mycetophagus californicus,Mycetophagus californicus,Mycetophagus californicus
Epuraea aestiva,"(Linnaeus, 1758)",,sap beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Epuraeinae,Epuraeini,Epuraea,aestiva,,,,native,S5 (2017),,new 2017,observed,,,,,,2017-04-20,Andrew Simon,iNat:5886025,,219366,ART,accepted,219366,Epuraea aestiva,Epuraea aestiva,Epuraea aestiva
Pityophagus rufipennis,"Horn, 1872",,sap-feeding beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Cryptarchinae,,Pityophagus,rufipennis,,,,native,S4S5 (2017),,reported,unobserved,1972-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25370,,,,,,457099,ART,accepted,457099,Pityophagus rufipennis,Pityophagus rufipennis,
Thalycra sinuata,"Howden, 1961",,sap-feeding beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Nitidulinae,Nitidulini,Thalycra,sinuata,,,,native,SU (2017),,reported,unobserved,1973-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-25378,,,,,,457110,ART,accepted,457110,Thalycra sinuata,Thalycra sinuata,
Ditylus quadricollis,"(LeConte, 1851)",,false blister beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Oedemeridae,Nacerdinae,Ditylini,Ditylus,quadricollis,,,,native,SU (2017),,new 2016,observed,,,,,,2016-05-31,Sarah Tweedale,iNat:3539278,,361540,ART,accepted,361540,Ditylus quadricollis,Ditylus quadricollis,Ditylus quadricollis
Peltis pippingskoeldi,"Mannerheim, 1852",,bark-gnawing beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Peltidae,,,Peltis,pippingskoeldi,,,,native,S4S5 (2017),,confirmed,observed,1979-10-08,J. Scudder,SEM,SEM-UBC COL-20426,,2019-05-04,Charlene Wood,iNat:24668130,reported as Ostoma pippingskoeldi,458279,ART,accepted,458279,Peltis pippingskoeldi,Peltis pippingskoeldi,Peltis pippingskoeldi
Phalacrus penicillatus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Phalacridae,,,Phalacrus,penicillatus,,,,,,,new 2023,observed,,,,,,2023-05-26,Chris Ratzlaff,iNat:186894399,,457123,ART,accepted,457123,Phalacrus penicillatus,Phalacrus penicillatus,Phalacrus penicillatus
Ernobius sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ernobiinae,Ernobiini,Ernobius,,,,,,,,new 2023,unobserved,2023-05-27,Chris G. Ratzlaff,CGR,CREC-12291,,,,,,173531,ART,accepted,173531,Ernobius,Ernobius,
Ptilinus basalis,"LeConte, 1858",,spider beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ptilininae,,Ptilinus,basalis,,,,native,SU (2017),,reported,unobserved,1973-07-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28001,,,,,,457193,ART,accepted,457193,Ptilinus basalis,Ptilinus basalis,
Ptinus fallax,,,spider beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ptininae,Ptinini,Ptinus,fallax,,,,,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,iNat:6224412,,457195,ART,accepted,457195,Ptinus fallax,Ptinus fallax,Ptinus fallax
Ptinus sp.,,,spider beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ptininae,Ptinini,Ptinus,,,,,,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,iNat:6224412,,550678,ART,accepted,550678,Ptinus,Ptinus,Ptinus fallax
Vrilletta decorata,,,ptinid beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Xyletininae,,Vrilletta,decorata,,,,,,,new 2019,observed,,,,,,2019-05-03,Scott Gilmore,iNat:26065213,,457204,ART,accepted,457204,Vrilletta decorata,Vrilletta decorata,Vrilletta decorata
Xestobium affine,"LeConte, 1874",,ptinid beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ernobiinae,Xestobiini,Xestobium,affine,,,,native,S4S5 (2017),,new 2018,observed,,,,,,2018-05-15,Andrew Simon,iNat:27254775,,457206,ART,accepted,457206,Xestobium affine,Xestobium affine,Xestobium affine
Dendroides ephemeroides,,,fire-colored beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,,Dendroides,ephemeroides,,,,,,,new 2019,observed,,,,,,2019-05-03,Charlene Wood,iNat:24587213,,83186,ART,accepted,83186,Dendroides ephemeroides,Dendroides ephemeroides,Dendroides ephemeroides
Clinidium calcaratum,"LeConte, 1875",,ground beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Rhysodidae,,Clinidiini,Clinidium,calcaratum,,,,native,SU (2017),,confirmed,observed,1976-12-27,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17694,,2019-05-01,Scott Gilmore,iNat:34740614,,217197,ART,accepted,217197,Clinidium calcaratum,Clinidium calcaratum,Clinidium calcaratum
Diplotaxis brevicollis,,,scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Diplotaxini,Diplotaxis,brevicollis,,,,,,,new 2018,observed,,,,,,2018-06-10,Andrew Simon,iNat:36153959,,313092,ART,accepted,313092,Diplotaxis brevicollis,Diplotaxis brevicollis,Diplotaxis brevicollis
Polyphylla crinita,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Melolonthini,Polyphylla,crinita,,,,,,,new 2018,observed,,,,,,2018-08-12,cheeseweasel,iNat:56903251,,301229,ART,accepted,301229,Polyphylla crinita,Polyphylla crinita,Polyphylla crinita
Serica sp.,,,May beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Sericini,Serica,,,,,,,,new 2018,observed,,,,,,2018-05-14,Andrew Simon,iNat:29010516,,132449,ART,accepted,132449,Serica,Serica,Serica
Anaspis atrata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Scraptiidae,Anaspidinae,,Anaspis,atrata,,,,,,,new 2023,observed,,,,,,2023-05-26,Chris Ratzlaff,iNat:186894382,,457361,ART,accepted,457361,Anaspis atrata,Anaspis atrata,Anaspis atrata
Anaspis duryi,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Scraptiidae,Anaspidinae,,Anaspis,duryi,,,,,,,new 2023,observed,2023-05-27,Chris G. Ratzlaff,CGR,CREC-12287,,2023-05-27,Chris Ratzlaff,iNat:186894435,,457362,ART,accepted,457362,Anaspis duryi,Anaspis duryi,Anaspis duryi
Anaspis rufa,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Scraptiidae,Anaspidinae,,Anaspis,rufa,,,,,,,new 2023,observed,,,,,,2023-05-27,Scott Gilmore,iNat:164750920,,213538,ART,accepted,213538,Anaspis rufa,Anaspis rufa,Anaspis rufa
Nicrophorus defodiens,"Mannerheim, 1846",,sexton beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Nicrophorinae,,Nicrophorus,defodiens,,,,native,SNR,,new 2017,observed,,,,,,2017-05-27,Scott Gilmore,iNat:8215971,,69793,ART,accepted,69793,Nicrophorus defodiens,Nicrophorus defodiens,Nicrophorus defodiens
Nicrophorus investigator,"Zetterstedt, 1824",,banded sexton beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Nicrophorinae,,Nicrophorus,investigator,,,,native,SNR,,reported,unobserved,1978-07-25,J. Scudder,SEM,SEM-UBC COL-17224,,,,,,53848,ART,accepted,53848,Nicrophorus investigator,Nicrophorus investigator,
Amphichroum maculatum,"(Horn, 1883)",,ocellate rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,Amphichroum,maculatum,,,,native,S4S5 (2017),,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,iNat:6223425,,457434,ART,accepted,457434,Amphichroum maculatum,Amphichroum maculatum,Amphichroum maculatum
Batrisodes sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pselaphinae,Batrisini,Batrisodes,,,,,,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,iNat:24730900,,173388,ART,accepted,173388,Batrisodes,Batrisodes,Batrisodes
Cypha crotchii,"(Horn, 1877)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Hypocyphtini,Cypha,crotchii,,,,native,SU (2017),,reported,unobserved,1981-04-19,Sydney G. Cannings,SEM,SEM-UBC COL-27091,,,,,reported as Hypocyphtus crotchii,457668,ART,accepted,457668,Cypha crotchii,Cypha crotchii,
Deinopteroloma subcostatum,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,Deinopteroloma,subcostatum,,,,,,,new 2018,observed,,,,,,2018-12-16,Scott Gilmore,iNat:19112258,,457679,ART,accepted,457679,Deinopteroloma subcostatum,Deinopteroloma subcostatum,Deinopteroloma subcostatum
Eusphalerum sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,,Eusphalerum,,,,,,,,new 2023,observed,,,,,,2023-06-22,Andrew Simon,iNat:168870739,,131123,ART,accepted,131123,Eusphalerum,Eusphalerum,Eusphalerum
Lophioderus insignis,"Marsh, 1957",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Scydmaeninae,Cyrtoscydmini,Lophioderus,insignis,,,,native,SU (2017),,reported,unobserved,1976-05-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17784,,,,,,457902,ART,accepted,457902,Lophioderus insignis,Lophioderus insignis,
Megarthrus pictus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Proteininae,,Megarthrus,pictus,,,,,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,iNat:26072004,,457937,ART,accepted,457937,Megarthrus pictus,Megarthrus pictus,Megarthrus pictus
Nanobius serricollis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pseudopsinae,,Nanobius,serricollis,,,,,,,new 1990,observed,,,,,,1990-09-23,Scott Gilmore,iNat:35397250,,457987,ART,accepted,457987,Nanobius serricollis,Nanobius serricollis,Nanobius serricollis
Ocypus aeneocephalus,"(De Geer, 1774)",,large rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,aeneocephalus,,,,exotic,unlisted,,reported,unobserved,1977-10-27,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27349,,,,,reported as Staphylinus aeneocephalus,458184,ART,accepted,458184,Ocypus aeneocephalus,Ocypus aeneocephalus,
Oropus striatus,"(LeConte, 1874)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pselaphinae,Trogastrini,Oropus,striatus,,,,native,SU (2017),,reported,unobserved,1973-08-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17918,,,,,,361558,ART,accepted,361558,Oropus striatus,Oropus striatus,
Pelecomalium testaceum,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,Pelecomalium,testaceum,,,,,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,iNat:32818349,,458265,ART,accepted,458265,Pelecomalium testaceum,Pelecomalium testaceum,Pelecomalium testaceum
Platydracus rutilicauda,"(Horn, 1979)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Platydracus,rutilicauda,,,,native,SU (2017),,reported,unobserved,1977-04-24,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27361,,,,,reported as Staphylinus rutilicauda,458722,ART,accepted,458722,Platydracus rutilicauda,Platydracus rutilicauda,
Proteinus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Proteininae,,Proteinus,,,,,,,,new 1990,observed,,,,,,1990-09-23,Scott Gilmore,iNat:34740671,,211987,ART,accepted,211987,Proteinus,Proteinus,Proteinus
Quedius sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Quedius,,,,,,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,iNat:27516281,,539011,ART,accepted,539011,Quedius,Quedius,Quediina
Reichenbachia binodifer,"Casey, 1897",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pselaphinae,Brachyglutini,Reichenbachia,binodifer,,,,native,SU (2017),,reported,unobserved,1990-04-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17968,,,,,,458491,ART,accepted,458491,Reichenbachia binodifer,Reichenbachia binodifer,
Scaphisoma sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Scaphidiinae,Scaphisomatini,Scaphisoma,,,,,,,,new 1990,observed,,,,,,1990-07-29,Scott Gilmore,iNat:34741170,,211635,ART,accepted,211635,Scaphisoma,Scaphisoma,Scaphisoma
Stenus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Steninae,,Stenus,,,,,,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,iNat:25225711,,131962,ART,accepted,131962,Stenus,Stenus,Stenus
Tachyporus dispar,"(Paykull, 1789)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Tachyporinae,Tachyporini,Tachyporus,dispar,,,,exotic,unlisted,,reported,unobserved,1983-04-30,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27464,,,,,,232225,ART,accepted,232225,Tachyporus dispar,Tachyporus dispar,
Tasgius sp.,,,large rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Tasgius,,,,,,,,new 2018,observed,,,,,,2018-04-14,Kevin Toomer,iNat:10917126,,178944,ART,accepted,178944,Tasgius,Tasgius,Tasgius
Blapylis sp.,,,desert stink beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Amphidorini,Eleodes,,,,,,,,new 2016,observed,,,,,,2016-09-01,Andrew Simon,iNat:4016849,,326234,ART,accepted,326234,Blapylis,Blapylis,Blapylis
Coniontis ovalis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Pimeliinae,Coniontini,Coniontis,ovalis,,,,,,,new 2019,observed,,,,,,2019-05-04,Joan Septembre,iNat:24714316,,458122,ART,accepted,458122,Coniontis ovalis,Coniontis ovalis,Coniontis ovalis
Eleodes pimelioides,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Amphidorini,Eleodes,pimelioides,,,,,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,iNat:20212614,,458134,ART,accepted,458134,Eleodes pimelioides,Eleodes pimelioides,Eleodes pimelioides
Helops laetus,"LeConte, 1857",,bronze darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Helopini,Helops,laetus,,,,native,SU (2017),,confirmed,observed,1977-04-24,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27887,,2023-07-04,Kevin Toomer,iNat:171050821,,458151,ART,accepted,458151,Helops laetus,Helops laetus,Helops laetus
Helops pernitens,"LeConte, 1861",,darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Helopini,Helops,pernitens,,,,native,S3S5 (2017),,confirmed,observed,1986-03-16,J. Scudder,SEM,SEM-UBC COL-27888,,2019-05-04,Scott Gilmore,iNat:26071970,,458152,ART,accepted,458152,Helops pernitens,Helops pernitens,Helops pernitens
Iphthiminus sp.,,,darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Stenochiinae,Cnodalonini,Iphthiminus,,,,,native,S5 (2017),,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,iNat:6217386,,177661,ART,accepted,177663,Iphthiminus,Iphthiminus serratus,Iphthiminus
Isomira comstocki,"Papp, 1956",,Comstock’s comb-clawed beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Alleculinae,Alleculini,Isomira,comstocki,,,,native,S5 (2017),,confirmed,observed,1991-06-14,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27904,,2016-06-21,Andrew Simon,iNat:3500438,,458157,ART,accepted,458157,Isomira comstocki,Isomira comstocki,Isomira comstocki
Nalassus convexulus,"(LeConte, 1861)",,darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Helopini,Nalassus,convexulus,,,,native,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,iNat:6337891,,1038624,ART,accepted,1038624,Nalassus convexulus,Nalassus convexulus,Nalassus convexulus
Platydema oregonensis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Diaperinae,Diaperini,Platydema,oregonensis,,,,,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,iNat:30797644,,1160150,ART,accepted,1160150,Platydema oregonensis,Platydema oregonensis,Platydema oregonensis
Pactopus horni,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Throscidae,,,Pactopus,horni,,,,,,,new 2023,observed,,,,,,2023-05-27,Chris Ratzlaff,iNat:186894418,,472248,ART,accepted,472248,Pactopus horni,Pactopus horni,Pactopus horni
Trachypachus holmbergi,"Mannerheim, 1853",,false ground beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Trachypachidae,,,Trachypachus,holmbergi,,,,native,SNR,,reported,unobserved,1980-06-14,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17766,,,,,,232773,ART,accepted,232773,Trachypachus holmbergi,Trachypachus holmbergi,
Trox scaber,"(Linnaeus, 1767)",,scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Trogidae,,,Trox,scaber,,,,native,SU (2017),,reported,unobserved,1973-07-17,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-18197,,,,,,233070,ART,accepted,233070,Trox scaber,Trox scaber,
Temnoscheila chlorodia,"(Mannerheim, 1843)",,pine trogossitid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Trogossitidae,Trogossitinae,,Temnoscheila,chlorodia,,,,native,S4S5 (2017),,confirmed,observed,1975-10-13,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-20497,,2021-06-30,Karen Elisabeth Harris,iNat:85144931,,120559,ART,accepted,120559,Temnoscheila chlorodia,Temnoscheila chlorodia,Temnoscheila chlorodia
Namunaria pacifica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Zopheridae,Colydiinae,Synchitini,Namunaria,pacifica,,,,,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,iNat:27516552,,458175,ART,accepted,458175,Namunaria pacifica,Namunaria pacifica,Namunaria pacifica
Phellopsis porcata,"(LeConte, 1853)",,zopherid beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Zopheridae,Zopherinae,Phellopsini,Phellopsis,porcata,,,,native,SNR,,confirmed,observed,1973-05-21,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31239,,2022-08-23,Aislyn King,iNat:133534847,,370695,ART,accepted,370695,Phellopsis porcata,Phellopsis porcata,Phellopsis porcata
Usechimorpha barberi,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Zopheridae,Zopherinae,Usechini,Usechimorpha,barberi,,,,,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,iNat:31196514,,925708,ART,accepted,925708,Usechimorpha barberi,Usechimorpha barberi,Usechimorpha barberi
Anisolabis maritima,(Bonelli),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Anisolabidoidea,Anisolabididae,Anisolabidinae,,Anisolabis,maritima,,,,,,,confirmed,observed,1981-04-19,RA Cannings,RBCM,ENT991-014950,,2019-05-03,Scott Gilmore,iNat:24732970,,127193,ART,accepted,127193,Anisolabis maritima,Anisolabis maritima,Anisolabis maritima
Forficula auricularia,Linnaeus,,common earwig,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Forficuloidea,Forficulidae,Forficulinae,,Forficula,auricularia,,,,,,,confirmed,observed,1981-04-18,RA Cannings,RBCM,ENT991-014980,,2016-01-01,Andrew Simon,iNat:3498599,,61524,ART,accepted,1470430,Forficula auricularia,Forficula auricularia,Forficula auricularia
Agromyza ambigua,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Agromyzinae,,Agromyza,ambigua,,,,,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002323,,,,,,779449,ART,accepted,779449,Agromyza ambigua,Agromyza ambigua,
Cerodontha gracilis,"Spencer, 1969",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,Cerodontha,gracilis,,,,,,,new 2019,unobserved,2019-05-04,"Joel Gibson, Henry Choong",RBCM,ENT019-000326,,,,,,,ART,accepted,1337855,Cerodontha gracilis,,
