Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Medicago lupulina,L.,,black medick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,lupulina,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-05-21,judithofsquamish,https://www.inaturalist.org/observations/47188743,,57056,,accepted,57056,Medicago lupulina,Medicago lupulina,Medicago lupulina
Medicago polymorpha,L.,,bur clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,polymorpha,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-05-11,benkeen,https://www.inaturalist.org/observations/45648046,,53151,,accepted,53151,Medicago polymorpha,Medicago polymorpha,Medicago polymorpha
Melilotus albus,Medik.,,white sweet-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Melilotus,albus,,,,native,SNA (2001),,new 2015,observed,,,,,,2015-06-07,judithofsquamish,https://www.inaturalist.org/observations/9974458,,58907,,accepted,58907,Melilotus albus,Melilotus albus,Melilotus albus
Robinia pseudoacacia,L.,,black locust,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Robinieae,Robinia,pseudoacacia,,,,SNA,SNA (2019),,new 2021,observed,,,,,,2021-06-07,racheldufort,https://www.inaturalist.org/observations/82186802,,56088,,accepted,56088,Robinia pseudoacacia,Robinia pseudoacacia,Robinia pseudoacacia
Securigera varia,L.,,purple crownvetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Securigera,varia,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-09-08,benkeen,https://www.inaturalist.org/observations/32379621,,127186,,accepted,127186,Securigera varia,Securigera varia,Securigera varia
Trifolium aureum,Pollich,,large hop clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,aureum,,,,exotic,SNA (2001),,new 2017,observed,,,,,,2017-07-07,sea2skynaturebc,https://www.inaturalist.org/observations/6979771,,79409,,accepted,79409,Trifolium aureum,Trifolium aureum,Trifolium aureum
Trifolium campestre,Schreb.,,hop trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,campestre,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-06-13,benkeen,https://www.inaturalist.org/observations/49519538,,57076,,accepted,57076,Trifolium campestre,Trifolium campestre,Trifolium campestre
Trifolium dubium,Sibth,,lesser hop trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dubium,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-27,benkeen,https://www.inaturalist.org/observations/31649616,,53313,,accepted,53313,Trifolium dubium,Trifolium dubium,Trifolium dubium
Trifolium hybridum,L.,,alsike clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,hybridum,,,,exotic,SNA (2001),,new 2017,observed,,,,,,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7362285,,61824,,accepted,61824,Trifolium hybridum,Trifolium hybridum,Trifolium hybridum
Trifolium microdon,H. & A.,,thimble clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microdon,,,,native,S3S4,,reported,unobserved,,,,,,,,,,,,accepted,57079,Trifolium microdon,,
Trifolium oliganthum,Steud.,,few flowered clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,oliganthum,,,,native,S5 (2019),,reported,unobserved,1993-05-24,,RBCM,V182026,,,,,RBCM:  Bowen Island Cape Roger Curtis,71122,,accepted,71122,Trifolium oliganthum,Trifolium oliganthum,
Trifolium pratense,L.,,red clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,pratense,,,,exotic,SNA (2001),,new 2016,observed,,,,,,2016-05-21,judithofsquamish,http://www.inaturalist.org/observations/4509418,,51875,,accepted,51875,Trifolium pratense,Trifolium pratense,Trifolium pratense
Trifolium repens,L.,,white clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,repens,,,,exotic,SNA (2001),,new 2016,observed,,,,,,2016-05-17,judithofsquamish,http://www.inaturalist.org/observations/4509465,,55745,,accepted,55745,Trifolium repens,Trifolium repens,Trifolium repens
Trifolium variegatum,Nutt.,,white-tipped clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,variegatum,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,57080,,accepted,57080,Trifolium variegatum,Trifolium variegatum,
Trifolium wormskioldii,Lehm.,,springbank clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,wormskioldii,,,,native,S5 (2001),,confirmed,observed,1913-08-10,John Davidson,UBC,UBC: V50927,,2016-09-15,judithofsquamish,http://www.inaturalist.org/observations/4509519,,71146,,accepted,71146,Trifolium wormskioldii,Trifolium wormskioldii,Trifolium wormskioldii
Ulex europaeus,L.,,gorse,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Ulex,europaeus,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-16,benkeen,https://www.inaturalist.org/observations/16605414,,51751,,accepted,51751,Ulex europaeus,Ulex europaeus,Ulex europaeus
Vicia americana,Muhl. ex Willd.,,American vetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Vicia,americana,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-05-24,elsemikkelsen,https://www.inaturalist.org/observations/80415985,,53320,,accepted,53320,Vicia americana,Vicia americana,Vicia americana
Vicia cracca,L.,,tufted vetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Vicia,cracca,,,,exotic,SNA (2000),,new 2016,observed,,,,,,2016-07-02,hillanddale,https://www.inaturalist.org/observations/9532541,,52471,,accepted,52471,Vicia cracca,Vicia cracca,Vicia cracca
Vicia gigantea,Hook.,,giant vetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Vicia,gigantea,,,,native,S5 (2019),,confirmed,observed,1913-06-01,W. Taylor,UBC,UBC: V24625,,2015-04-29,judithofsquamish,https://www.inaturalist.org/observations/10691028,,53322,,accepted,53322,Vicia gigantea,Vicia gigantea,Vicia gigantea
Vicia hirsuta,(L.) Gray,,hairy tare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Vicia,hirsuta,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-05-15,elsemikkelsen,https://www.inaturalist.org/observations/46898042,,56188,,accepted,56188,Vicia hirsuta,Vicia hirsuta,Vicia hirsuta
Vicia sativa,L.,,common vetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Vicia,sativa,,,,exotic,SNA (2000),,new 2020,observed,,,,,,2020-06-12,benkeen,https://www.inaturalist.org/observations/49395284,,53324,,accepted,53324,Vicia sativa,Vicia sativa,Vicia sativa
Alnus alnobetula ssp. sinuata,(Regel) Raus,,Sitka Alder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Alnus,alnobetula,,sinuata,,native,S5 (2000),,confirmed,observed,2012-07-25,Erin R. Manton,UBC,UBC: V238603,,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8896389,UBC & LGL: Alnus viridis ssp. sinuata,939032,,accepted,939032,Alnus alnobetula sinuata,Alnus alnobetula sinuata,Alnus alnobetula sinuata
Alnus incana ssp. tenuifolia,(L.) Moench (Nutt.) Breitung,,mountain alder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Alnus,incana,,tenuifolia,,native,S5 (2019),,reported,unobserved,,,,,,,,,,79567,,accepted,79567,Alnus incana tenuifolia,Alnus incana tenuifolia,
Alnus rubra,Bong.,,red alder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Alnus,rubra,,,,native,S5 (2015),,confirmed,observed,2015-06-26,B. Brett,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,,2016-04-09,judithofsquamish,https://www.inaturalist.org/observations/9105921,,56034,,accepted,56034,Alnus rubra,Alnus rubra,Alnus rubra
Betula glandulosa,Michx.,,dwarf resin birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Betula,glandulosa,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-06-11,judithofsquamish,https://www.inaturalist.org/observations/8737368,,75763,,accepted,75763,Betula glandulosa,Betula glandulosa,Betula glandulosa
Betula occidentalis,Hook.,,water birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Betula,occidentalis,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-05-24,raduscurtescu,https://www.inaturalist.org/observations/80190566,,75764,,accepted,75764,Betula occidentalis,Betula occidentalis,Betula occidentalis
Betula papyrifera,Marshall,,paper birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Betula,papyrifera,,,,native,S4 (2001),,confirmed,observed,2004-05-05,T. Taylor,report,,,2018-10-19,judithofsquamish,https://www.inaturalist.org/observations/17715279,,49883,,accepted,49883,Betula papyrifera,Betula papyrifera,Betula papyrifera
Corylus cornuta,Marshall,,beaked hazelnut,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Corylus,cornuta,,,,native,S5 (2000),,new 2018,observed,,,,,,2018-09-24,keeganjd,https://www.inaturalist.org/observations/16893419,iNat: needs i.d.,53374,,accepted,53374,Corylus cornuta,Corylus cornuta,Corylus cornuta
Castanea sativa,Mill.,,sweet chestnut,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Castanea,sativa,,,,,not in CDC records,,new 2021,observed,,,,,,2021-07-09,elsemikkelsen,https://www.inaturalist.org/observations/86360744,iNat: needs i.d.,121763,,accepted,121763,Castanea sativa,Castanea sativa,Castanea sativa
Quercus garryana var. garryana,Dougl. Ex Hook.,,Garry oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Quercus,garryana,,,garryana,native,S5 (2019),,reported,unobserved,,,,,,,,,,63890,,accepted,63890,Quercus garryana garryana,Quercus garryana garryana,
Quercus robur,L.,,English oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Quercus,robur,,,,exotic,SNA (2000),,confirmed,observed,2007-08-19,Frank Lomer,UBC,UBC: V233608,,2015-07-09,judithofsquamish,http://www.inaturalist.org/observations/4481820,,56133,,accepted,56133,Quercus robur,Quercus robur,Quercus robur
Juglans regia,L.,,persian walnut,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Juglandaceae,,,Juglans,regia,,,,exotic,SNA,,reported,unobserved,1978-08-15,John Pinder-Moss,UBC,UBC: V166524,,,,,UBC:  Gambier Id Camp Artaban,63935,,accepted,63935,Juglans regia,Juglans regia,
Juncus albescens,(Lange) Fern.,,northern white rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,albescens,,,,native,S3,,reported,unobserved,,,,,,,,,,164251,,accepted,164251,Juncus albescens,Juncus albescens,
Myrica gale,L.,,sweet gale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Myricaceae,,,Myrica,gale,,,,native,S5 (2000),,confirmed,observed,1997-05-18,Gerald B. Straley,UBC,UBC: V226286,,2015-03-27,judithofsquamish,http://www.inaturalist.org/observations/4395945,,82203,,accepted,82203,Myrica gale,Myrica gale,Myrica gale
Aucuba sp.,Thunb.,,acuba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Garryales,,,Garryaceae,,,Aucuba,,,,,exotic,,,new 2018,observed,,,,,,2018-11-12,benkeen,https://www.inaturalist.org/observations/18362907,,56207,,accepted,56207,Aucuba,Aucuba,Aucuba
Apocynum androsaemifolium,L.,,spreading dogbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Apocynoideae,Apocyneae,Apocynum,androsaemifolium,,,,native,S5 (2000),,confirmed,observed,1965-07-09,J. P. Luitjens,UBC,UBC: V162172,,2017-07-09,judithofsquamish,https://www.inaturalist.org/observations/8408138,,47359,,accepted,47359,Apocynum androsaemifolium,Apocynum androsaemifolium,Apocynum androsaemifolium androsaemifolium
Vinca major,L.,,greater periwinkle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Rauvolfioideae,Vinceae,Vinca,major,,,,exotic,SNA (2019),,new 2017,observed,,,,,,2017-04-21,derekkillby,https://www.inaturalist.org/observations/20955245,,53326,,accepted,53326,Vinca major,Vinca major,Vinca major
Vinca minor,L.,,lesser periwinkle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Rauvolfioideae,Vinceae,Vinca,minor,,,,exotic,SNA (2001),,confirmed,observed,1949-07-24,Vladimir J. Krajina,UBC,UBC: V88787,,2018-05-02,gwenlh,https://www.inaturalist.org/observations/12297450,,55844,,accepted,55844,Vinca minor,Vinca minor,Vinca minor
Centaurium erythraea,Rafn,,common centaury,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,Chironieae,Centaurium,erythraea,,,,exotic,SNA (2019),,reported,unobserved,1989-07-18,,RBCM,V158284B,,,,,RBCM:   C. umbellatum,56236,,accepted,56236,Centaurium erythraea,Centaurium erythraea,
Gentiana glauca,Pallas,,glaucous gentian,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,Gentianeae,Gentiana,glauca,,,,native,S5 (2019,,reported,unobserved,,,,,,,,,,144087,,accepted,144087,Gentiana glauca,Gentiana glauca,
Gentiana sceptrum,Griseb.,,king's scepter gentian,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,Gentianeae,Gentiana,sceptrum,,,,native,S5 (2000),,confirmed,observed,1931-08-17,Jas kap,UBC,UBC: V45174,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15731103,,77244,,accepted,77244,Gentiana sceptrum,Gentiana sceptrum,Gentiana sceptrum
Galium aparine,L.,,catchweed bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,,,,native,S5 (2015),,confirmed,observed,1973-06-21,Charles E. Beil,UBC,UBC: V176072,,2019-04-17,benkeen,https://www.inaturalist.org/observations/22639249,,53059,,accepted,1403902,Galium aparine,Galium aparine,Galium aparine
Galium odoratum,(L.) Scop.,,sweet woodruff,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,odoratum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-05-02,benkeen,https://www.inaturalist.org/observations/44604472,,56065,,accepted,56065,Galium odoratum,Galium odoratum,Galium odoratum
Galium trifidum,L.,,three-petal bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,,,,native,S4? (2007),,confirmed,observed,1911-07-01,J.A. Wattie,UBC,UBC: V56288,,2018-09-22,keeganjd,https://www.inaturalist.org/observations/16821695,,77216,,accepted,77216,Galium trifidum,Galium trifidum,Galium trifidum
Galium triflorum,michx.,,sweet-scented bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,,,,native,S5,,reported,unobserved,,,,,,,,,,53065,,accepted,53065,Galium triflorum,Galium triflorum,
Erodium cicutarium,(L.) L'Hér. ex Aiton,,common stork's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Erodium,cicutarium,,,,exotic,SNA (2000),,new 2018,observed,,Eli Wilson,UBC,UBC: V44910,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15735864,,47687,,accepted,47687,Erodium cicutarium,Erodium cicutarium,Erodium cicutarium
Geranium carolinianum,L.,,Carolina crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,carolinianum,,,,native,S5 (2015),,reported,unobserved,1913-11-02,Fred Perry,UBC,UBC: V45195,,,,,UBC:  West Vancouver near Caulfield,58917,,accepted,58917,Geranium carolinianum,Geranium carolinianum,
Geranium dissectum,L.,,cut-leaved crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,dissectum,,,,exotic,SNA (2001),,reported,unobserved,,J.K. Henry,UBC,UBC: V17279,,,,,UBC:  Bowen Island,53075,,accepted,53075,Geranium dissectum,Geranium dissectum,
Geranium macrorrhizum,L.,,rock crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,macrorrhizum,,,,exotic,not in CDC records,,new 2020,observed,,,,,,2020-05-20,benkeen,https://www.inaturalist.org/observations/44604793,,320685,,accepted,320685,Geranium macrorrhizum,Geranium macrorrhizum,Geranium macrorrhizum
Geranium molle,L.,,dove's-foot crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,molle,,,,exotic,SNA (2001),,confirmed,observed,1958-06-22,W.M. Bird,UBC,UBC: V80102,,2021-04-17,benkeen,https://www.inaturalist.org/observations/74291814,,53076,,accepted,1178020,Geranium molle,Geranium molle,Geranium molle
Geranium pratense,L.,,meadow crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,pratense,,,,exotic,not in CDC records,,new 2021,observed,,,,,,2021-06-01,eschott,https://www.inaturalist.org/observations/81660878,,55722,,accepted,55722,Geranium pratense,Geranium pratense,Geranium pratense
Geranium robertianum,L.,,herb Robert,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,robertianum,,,,exotic,SNA (2001),,confirmed,observed,2002-05-23,Helen Kennedy,UBC,UBC: V219764,,2021-05-06,roslynmohr,https://www.inaturalist.org/observations/77677456,,55925,,accepted,55925,Geranium robertianum,Geranium robertianum,Geranium robertianum
Ajuga reptans,L.,,carpet bugle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Ajugoideae,,Ajuga,reptans,,,,exotic,SNA (2001),,confirmed,observed,1978-08-15,John Pinder-Moss,UBC,UBC: V166527,,2019-05-01,benkeen,https://www.inaturalist.org/observations/24337952,,56099,,accepted,56099,Ajuga reptans,Ajuga reptans,Ajuga reptans
Clinopodium douglasii,(Benth.) Kuntze,,yerba buena,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,douglasii,,,,native,S5 (2015),,confirmed,observed,1993-05-24,Terry Taylor,RBCM,V182030,,2020-09-06,steveansell,https://www.inaturalist.org/observations/66724600,RBCM:  Bowen Island,53203,,accepted,53203,Clinopodium douglasii,Clinopodium douglasii,Clinopodium douglasii
Galeopsis tetrahit,L.,,common hemp-nettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Galeopsis,tetrahit,,,,exotic,SNA (2001),,new 2016,observed,,,,,,2016-06-30,hillanddale,https://www.inaturalist.org/observations/9531661,,55979,,accepted,55979,Galeopsis tetrahit,Galeopsis tetrahit,Galeopsis
Glechoma hederacea,L.,,ground-ivy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Glechoma,hederacea,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-05-08,gwenlh,https://www.inaturalist.org/observations/45327986,,55830,,accepted,55830,Glechoma hederacea,Glechoma hederacea,Glechoma hederacea
Lamium galeobdolon,(L.) Crantz,,yellow archangel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Lamieae,Lamium,galeobdolon,,,,exotic,SNA (2007),,new 2020,observed,,,,,,2020-04-30,emonty,https://www.inaturalist.org/observations/44474496,,204339,,accepted,204339,Lamium galeobdolon,Lamium galeobdolon,Lamium galeobdolon
Lamium purpureum,L.,,red deadnettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Lamieae,Lamium,purpureum,,,,exotic,SNA (2000),,new 2021,observed,,,,,,2021-03-27,raduscurtescu,https://www.inaturalist.org/observations/72235280,,55851,,accepted,55851,Lamium purpureum,Lamium purpureum,Lamium purpureum
Lycopus europaeus,L.,,European water-horehound,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,europaeus,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-08-29,benkeen,https://www.inaturalist.org/observations/92930111,,133036,,accepted,133036,Lycopus europaeus,Lycopus europaeus,Lycopus europaeus
Lycopus uniflorus,Michx.,,northern bugleweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,uniflorus,,,,native,S5 (2015),,confirmed,observed,2015-08-00,Fred Perry,UBC,UBC: V49211,,2021-08-05,cgbc,https://www.inaturalist.org/observations/16857648,,77915,,accepted,77915,Lycopus uniflorus,Lycopus uniflorus,Lycopus uniflorus
Melissa officinalis,L.,,lemon balm,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Melissa,officinalis,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-07-01,benkeen,https://www.inaturalist.org/observations/85287027,,59901,,accepted,59901,Melissa officinalis,Melissa officinalis,Melissa officinalis
Mentha arvensis,L.,,corn mint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,arvensis,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14398923,,58188,,accepted,58188,Mentha arvensis,Mentha arvensis,Mentha arvensis
Mentha canadensis,L.,,American cornmint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,canadensis,,,,native,S5,,new 2020,observed,,,,,,2020-07-14,benkeen,https://www.inaturalist.org/observations/53116685,,77991,,accepted,77991,Mentha canadensis,Mentha canadensis,Mentha canadensis
Origanum vulgare,L.,,oregano,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Origanum,vulgare,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-07-25,benkeen,https://www.inaturalist.org/observations/54331789,,61396,,accepted,61396,Origanum vulgare,Origanum vulgare,Origanum vulgare
Prunella vulgaris ssp. lanceolata,L. (W. Bartram) Hultén,,selfheal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Prunella,vulgaris,,lanceolata,,native,S5 (2019),,reported,unobserved,,,,,,,,,,60213,,accepted,60213,Prunella vulgaris lanceolata,Prunella vulgaris lanceolata,
Prunella vulgaris ssp. vulgaris,L.,,common selfheal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Prunella,vulgaris,,vulgaris,,exotic,SNA (2000),,new 2020,observed,,,,,,2020-07-01,microbin,https://www.inaturalist.org/observations/51662280,,81287,,accepted,81287,Prunella vulgaris vulgaris,Prunella vulgaris vulgaris,Prunella vulgaris vulgaris
Satureja douglasii,(Benth.) Brig. in Engl. & Prant.,,yerba buena,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,douglasii,,,,native,S5 (2019),,reported,unobserved,1993-05-24,,RBCM,V182030,,,,,RBCM:  Bowen Island,53203,,unaccepted,53203,Clinopodium douglasii,Clinopodium douglasii,
Scutellaria lateriflora,L.,,side-flowering skullcap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Scutellarioideae,,Scutellaria,lateriflora,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31020809,,79017,,accepted,79017,Scutellaria lateriflora,Scutellaria lateriflora,Scutellaria lateriflora
Stachys byzantina,K. Koch,,lamb's ears,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,byzantina,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-03-10,gwenlh,https://www.inaturalist.org/observations/40795478,,127480,,accepted,127480,Stachys byzantina,Stachys byzantina,Stachys byzantina
Stachys chamissonis var. cooleyae,Benth. (A. Heller) G. Mulligan & D. Munro,,Cooley's hedge-nettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,chamissonis,,,cooleyae,native,S5 (2019),,new 2020,observed,,,,,,2020-06-29,pswift57,https://www.inaturalist.org/observations/51545884,,52627,,accepted,52627,Stachys chamissonis cooleyae,Stachys chamissonis cooleyae,Stachys chamissonis cooleyae
Pinguicula vulgaris,L.,,common butterwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Pinguicula,vulgaris,,,,native,S3S4 (2001),,confirmed,observed,1965-07-29,B. Fraser,UBC,UBC: V158295,,2019-05-30,judithofsquamish,https://www.inaturalist.org/observations/27473970,"UBC:  Garibaldi PP Sentinel Gl foreland, P. vulgaris macroceras iNat does not recognize ssp.",606728,,accepted,121266,Pinguicula vulgaris,Pinguicula vulgaris macroceras,Pinguicula vulgaris
