Taxon,Author,Common Name,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,Catalogue Number,iNaturalist Link,ID,iNaturalist photo,Notes
Porpidia crustulata,(Ach.) Hertel & Knoph,concentric boulder lichen,,not in CDC records,new 2018,,,,2018-10-09,judithofsquamish,,https://www.inaturalist.org/observations/18013024,182467,https://static.inaturalist.org/photos/27537972/medium.jpeg?1541097878,
Postia caesia,(Schrad.) P. Karsten ,blue cheese polypore,,no status,new 2019,,,,2019-10-05,benkeen,,https://www.inaturalist.org/observations/33919614,118069,https://static.inaturalist.org/photos/53325812/medium.jpeg?1570315377,
Psathyrella sp.,(Fr.) Quél.,brittlestems,,genus is in CDC records,new 2018,,,,2018-10-10,judithofsquamish,,https://www.inaturalist.org/observations/18031191,67745,https://static.inaturalist.org/photos/27568130/medium.jpeg?1541170009,
Pseudohydnum gelatinosum,(Scop.) P. Karst.,toothed jelly fungus,,no status,new 2018,,,,2018-12-26,benkeen,,https://www.inaturalist.org/observations/19238685,54164,https://static.inaturalist.org/photos/29557141/medium.jpg?1545866410,
Ramalina farinacea,(L.) Ach.,farinose cartilage lichen,Native,S5 (2018),new 2018,,,,2018-11-10,benkeen,,https://www.inaturalist.org/observations/18315455,54758,https://static.inaturalist.org/photos/27985196/medium.jpg?1541891141,
Ramaria formosa,(Pers.) Quél.,yellow-tipped coral fungus,,no status,new 2019,,,,2019-08-24,kmfret,,https://www.inaturalist.org/observations/31701335,48770,https://static.inaturalist.org/photos/49638613/medium.jpeg?1567035442,
Ramaria stricta,(Pers.) Quél.,upright coral fungus,,no status,new 2013,,,,2013-10-14,hillanddale,,https://www.inaturalist.org/observations/9532830,54228,https://static.inaturalist.org/photos/13000670/medium.jpg?1516405738,
Rhizocarpon geographicum,(L.) DC.,yellow map lichen,,not in CDC records,new 2018,,,,2018-10-19,derekkillby,,https://www.inaturalist.org/observations/17661329,119888,https://static.inaturalist.org/photos/26910803/medium.jpg?1539991461,
Rhodofomes cajanderi,"(Karst.) B.K. Cui, M.L. Han & Y.C. Dai",rosy conk,,no status,new 2019,,,,2019-09-22,benkeen,,https://www.inaturalist.org/observations/33235019,764105,https://static.inaturalist.org/photos/52183509/medium.jpeg?1569202602,
Rhytisma punctatum,(Pers.) Fr.,speckled tar spot,,no status,new 2017,,,,2017-11-16,judithofsquamish,,https://www.inaturalist.org/observations/8870087,333838,https://static.inaturalist.org/photos/11926471/medium.jpeg?1511152260,
Rickenella fibula,(Bull.) Raithelh.,orange moss agaric,,no status,new 2018,,,,2018-12-15,benkeen,,https://www.inaturalist.org/observations/19035624,118170,https://static.inaturalist.org/photos/29196371/medium.jpg?1544910187,
Russula albonigra,(Kromb.) Fr.,blackening russula,,no status,new 2018,,,,2018-10-21,booboo,,https://www.inaturalist.org/observations/17732069,202417,https://static.inaturalist.org/photos/27039023/medium.jpg?1540175406,
Russula brevipes,Peck,short-stemmed russula,,no status,new 2018,,,,2018-10-21,booboo,,https://www.inaturalist.org/observations/17731851,118179,https://static.inaturalist.org/photos/27038484/medium.jpg?1540174887,
Russula rosacea,Pers.,blood red russula,,not in CDC records,new 2018,,,,2018-12-01,benkeen,,https://www.inaturalist.org/observations/18763396,154869,https://static.inaturalist.org/photos/28734143/medium.jpg?1543702301,
Russula xerampelina,(Schaeff.) Fr.,shellfish-scented russula,,no status,new 2018,,,,2018-10-21,booboo,,https://www.inaturalist.org/observations/17723949,154875,https://static.inaturalist.org/photos/27023287/medium.jpg?1540160627,
Sarcodon imbricatus,(L.) P. Karst.,shingled hedgehog,,no status,new 2018,,,,2018-11-07,judithofsquamish,,https://www.inaturalist.org/observations/18263101,122335,https://static.inaturalist.org/photos/27899308/medium.jpeg?1541695517,
Sarcomyxa serotina,(Pers.) P. Karst.,late oyster,,not in CDC records,new 2018,,,,2018-11-08,judithofsquamish,,https://www.inaturalist.org/observations/18277964,63585,https://static.inaturalist.org/photos/27923351/medium.jpeg?1541738422,
Schizophyllum commune,Fries,splitgill mushroom,,no status,new 2018,,,,2018-11-17,benkeen,,https://www.inaturalist.org/observations/18460482,54573,https://static.inaturalist.org/photos/28225946/medium.jpg?1542499696,
Scytinotus longinquus,(Berk.) Thorn.,none,,no status,new 2018,,,,2018-12-23,benkeen,,https://www.inaturalist.org/observations/19181482,498511,https://static.inaturalist.org/photos/29459959/medium.jpg?1545605803,
Solorina crocea,(L.) Ach.,chocolate chip lichen,Native,S5 (2018),new 2013,,,,2013-09-08,judithofsquamish,,https://www.inaturalist.org/observations/6157588,231135,https://static.inaturalist.org/photos/7720219/medium.jpeg?1494388416,
Sparassis radicata,(Wulf.) Fr.,western cauliflower mushroom,,not in CDC records,new 2017,,,,2017-09-30,rainwalker,,https://www.inaturalist.org/observations/8197209,486226,https://static.inaturalist.org/photos/10857558/medium.jpg?1506824114,
Sphaerophorus tuckermanii,Räsänen,Tuckerman's coral lichen,Native,S4S5 (2018),new 2018,,,,2018-07-08,iamscientistsam,,https://www.inaturalist.org/observations/14191270,123231,https://static.inaturalist.org/photos/21045371/medium.jpg?1531109211,
Stereum hirsutum,(Willd.) Pers.,none,,no status,new 2018,,,,2018-09-23,benkeen,,https://www.inaturalist.org/observations/16857773,55501,https://static.inaturalist.org/photos/25458186/medium.jpg?1537754387,
Stereum ochraceoflavum,(Schwein.) Sacc.,none,,no status,new 2018,,,,2018-12-26,benkeen,,https://www.inaturalist.org/observations/19238818,118107,https://static.inaturalist.org/photos/29557414/medium.jpg?1545866965,
Stereum ostrea,Blume & T. Nees ex Fr.,false turkey-tail,,no status,new 2018,,,,2018-09-11,benkeen,,https://www.inaturalist.org/observations/16443836,55496,https://static.inaturalist.org/photos/24743524/medium.jpg?1536725357,
Strobilurus trullisatus,(Murrill) Lennox,fir-cone mushroom,,no status,new 2018,,,,2018-09-16,benkeen,,https://www.inaturalist.org/observations/16607548,118192,https://static.inaturalist.org/photos/25023710/medium.jpg?1537138474,
Stropharia ambigua,(Peck) Zeller,questionable stropharia,,no status,new 2018,,,,2018-08-18,citizen1,,https://www.inaturalist.org/observations/15737693,53284,https://static.inaturalist.org/photos/23499603/medium.jpg?1534804987,
Suillus caerulescens,Smith & Thiers,fat jack,,no status,new 2019,,,,2019-09-08,benkeen,,https://www.inaturalist.org/observations/32379955,63505,https://static.inaturalist.org/photos/50778570/medium.jpeg?1567985257,
Suillus granulatus,(L.) Roussel,dotted-stalked suillus,,no status,new 2018,,,,2018-10-21,booboo,,https://www.inaturalist.org/observations/17731542,179065,https://static.inaturalist.org/photos/27037834/medium.jpg?1540174113,
Suillus lakei,(Murrill) A.H. Sm. & Thiers,western painted suillus,,no status,new 2018,,,,2018-11-20,judithofsquamish,,https://www.inaturalist.org/observations/18794500,118159,https://static.inaturalist.org/photos/28787431/medium.jpeg?1543812804,
Tapinella atrotomentosa,(Batsch) Šutara,velvet-footed pax,,no status,new 2019,,,,2019-07-25,benkeen,,https://www.inaturalist.org/observations/29553029,154450,https://static.inaturalist.org/photos/46128423/medium.jpeg?1564109679,
Thelephora terrestris,Ehrh.,common fiber vase,,no status,new 2019,,,,2019-11-01,gwenlh,,https://www.inaturalist.org/observations/36335226,118102,https://static.inaturalist.org/photos/57425645/medium.jpeg?1575424086,
Thelotrema lepadinum,(Ach.) Ach.,bark barnacles,,not in CDC records,new 2018,,,,2018-10-09,judithofsquamish,,https://www.inaturalist.org/observations/18013155,129667,https://static.inaturalist.org/photos/27538110/medium.jpeg?1541098082,
Trametes cinnabarina,(Jacq.) Fr.,northern cinnabar polypore,,not in CDC records,new 2019,,,,2019-12-06,benkeen,,https://www.inaturalist.org/observations/36420691,974663,https://static.inaturalist.org/photos/57570575/medium.jpeg?1575680153,
Trametes versicolor,(L.) Lloyd,turkey-tail,,no status,new 2017,,,,2017-09-19,rainwalker,,https://www.inaturalist.org/observations/8019808,54134,https://static.inaturalist.org/photos/10616058/medium.jpg?1505964083,
Tremella aurantia,Schwein.,golden ear,,no status,new 2018,,,,2018-11-06,judithofsquamish,,https://www.inaturalist.org/observations/18193111,67584,https://static.inaturalist.org/photos/27805331/medium.jpeg?1541567538,
Tremella mesenterica,Retz.,witch's butter,,no status,new 2018,,,,2018-03-30,derekkillby,,https://www.inaturalist.org/observations/13792738,48529,https://static.inaturalist.org/photos/20342133/medium.jpg?1529984920,
Trichaptum biforme,(Fr.) Ryvarden,violet-toothed polypore,,no status,new 2018,,,,2018-11-05,judithofsquamish,,https://www.inaturalist.org/observations/18172780,125705,https://static.inaturalist.org/photos/27776226/medium.jpeg?1541524406,
Trichoderma viride,Pers.,none,,no status,new 2019,,,,2019-12-07,benkeen,,https://www.inaturalist.org/observations/36446873,352599,https://static.inaturalist.org/photos/57612140/medium.jpeg?1575754882,
Tricholoma zelleri,(D.E.Stuntz. & A.H. Sm.) Overbo. & Tylutki,fetid armillaria,,no status,new 2018,,,,2018-10-21,booboo,,https://www.inaturalist.org/observations/17731722,352611,https://static.inaturalist.org/photos/27038198/medium.jpg?1540174517,
Turbinellus floccosus,(Schwein.) Earle ex Giachini & Castelleno,scaly chanterelle,,no status,new 2019,,,,2019-09-08,benkeen,,https://www.inaturalist.org/observations/32380350,417398,https://static.inaturalist.org/photos/50779398/medium.jpeg?1567985658,
Tyromyces chioneus,(Fr.) P. Karst,white cheese polypore,,no status,new 2018,,,,2018-12-26,benkeen,,https://www.inaturalist.org/observations/19238767,130946,https://static.inaturalist.org/photos/29557324/medium.jpg?1545866762,
Umbilicaria sp.,Hoffm.,rock tripes,,species is in CDC records,new 2019,,,,2019-05-25,judithofsquamish,,https://www.inaturalist.org/observations/26155383,59968,https://static.inaturalist.org/photos/40586987/medium.jpeg?1559359780,
Usnea glabrescens,(Nyl. ex Vain.) Vain.,spotted beard lichen,Native,S4 (2018),new 2018,,,,2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16875386,233313,https://static.inaturalist.org/photos/25488537/medium.jpg?1537810568,
Usnea longissima,Ach.,old man's beard,Native,S5 (2019) ,new 2018,,,,2018-07-08,judithofsquamish,,https://www.inaturalist.org/observations/14218963,122681,https://static.inaturalist.org/photos/21094236/medium.jpeg?1531190013,
Xanthoparmelia cumberlandia,(Gyelnik) Hale,Cumberland rock shield,Unknown,SU (2019) ,new 2018,,,,2018-12-07,benkeen,,https://www.inaturalist.org/observations/18883904,123230,https://static.inaturalist.org/photos/28937028/medium.jpg?1544218027,
Xerocomellus zelleri,(MurrillI) Klofak,Zeller's bolete,,no status,new 2019,,,,2019-10-19,benkeen,,https://www.inaturalist.org/observations/34604941,438008,https://static.inaturalist.org/photos/54477046/medium.jpeg?1571519926,
Xeromphalina campanella,(Batsch.) Kuhner & Maire,pinewood gingertail,,not in CDC records,new 2019,,,,2019-10-05,benkeen,,https://www.inaturalist.org/observations/33917050,56251,https://static.inaturalist.org/photos/53321392/medium.jpeg?1570312526,
Xylaria hypoxylon,(L.) Grev.,candlesnuff fungus,,no status,new 2014,,,,2014-11-09,judithofsquamish,,https://www.inaturalist.org/observations/5972207,55267,https://static.inaturalist.org/photos/7463830/medium.jpeg?1493240373,
Xylaria polymorpha,(Pers.) Grev.,dead man's fingers,,no status,new 2019,,,,2019-10-05,judithofsquamish,,https://www.inaturalist.org/observations/33930970,58698,https://static.inaturalist.org/photos/53346184/medium.jpeg?1570331052,
Arcyria denudata,Fr.,carnival candy slime mold,,not in CDC records,new 2019,,,,2019-10-05,benkeen,,https://www.inaturalist.org/observations/33917107,56262,https://static.inaturalist.org/photos/53321476/medium.jpeg?1570312569,
Arcyria stipata,(Schwein.) A. Lister,none,,not in CDC records,new 2019,,,,2019-10-12,benkeen,,https://www.inaturalist.org/observations/34273553,565889,https://static.inaturalist.org/photos/53918757/medium.jpeg?1570919677,
Arcyria denudata,(L.) Wettst,carnival candy slime mold,,not in CDC records,new 2019,,,,2019-10-05,benkeen,,https://www.inaturalist.org/observations/33917107,56262,https://static.inaturalist.org/photos/53321476/medium.jpeg?1570312569,
Badhamia utricularis,(Bull.) Berk.,none,,not in CDC records,new 2018,,,,2018-12-19,judithofsquamish,,https://www.inaturalist.org/observations/19166815,56264,https://static.inaturalist.org/photos/29433065/medium.jpeg?1545541119,
Brefeldia maxima,(Fries) Rostaf.,tapioca slime mold,,not in CDC records,new 2019,,,,2019-08-25,kmfret,,https://www.inaturalist.org/observations/32185362,244531,https://static.inaturalist.org/photos/50445419/medium.jpeg?1567713860,
Ceratiomyxa fruticulosa,J. Schrot,honeycomb coral slime mold,,not in CDC records,new 2018,,,,2018-11-04,judithofsquamish,,https://www.inaturalist.org/observations/18132360,56252,https://static.inaturalist.org/photos/27720742/medium.jpeg?1541434720,
Fuligo septica,(L.) F.H. Wigg,dog vomit slime mould,,not in CDC records,new 2018,,,,2018-06-27,carl1986,,https://www.inaturalist.org/observations/13860105,55483,https://static.inaturalist.org/photos/20458350/medium.jpg?1530199433,
Lycogala epidendrum,(L.) Fr.,wolf's milk,,not in CDC records,new 2017,,,,2017-05-07,edefreit,,https://www.inaturalist.org/observations/6132820,47680,https://static.inaturalist.org/photos/7681698/medium.jpeg?1494203386,
Mucilago crustacea,P. Micheli ex F.H. Wigg,dog sick slime mould,,not in CDC records,new 2019,,,,2019-04-14,benkeen,,https://www.inaturalist.org/observations/22489593,63041,https://static.inaturalist.org/photos/34839401/medium.jpg?1555283424,
Stemonitis sp.,Gled.,chocolate tube slimes,,not in CDC records,new 2017,,,,2017-06-24,judithofsquamish,,https://www.inaturalist.org/observations/18971239,53841,https://static.inaturalist.org/photos/29085528/medium.jpeg?1544576602,
Trichia decipiens,(Pers.) T. MacBr.,none,,not in CDC records,new 2019,,,,2019-11-11,benkeen,,https://www.inaturalist.org/observations/35584882,56275,https://static.inaturalist.org/photos/56126311/medium.jpeg?1573508445,
,,,,,,,,,,,,,,,
Agarum fimbriatum,(Harvey) H.Kawai & T.Hanyuda,sea colander kelp,native,not in CDC records,reported,2017-08-20,Donna Gibbs,Howe Sound Marine Data,,,,,182954, ,
Costaria costata,(Turner) Saunders,seersucker kelp,native,not in CDC records,reported,1995-04-02,Donna Gibbs,Howe Sound Marine Data,,,,,125877,,Porteau  49.56103  -123.23512 - 4 examples to show all locations  are provided on Donna Gibbs' spreadsheet
Fucus distichus,L.,rockweed,native,not in CDC records,confirmed,2004-08-06,Donna Gibbs,Howe Sound Marine Data,2015-04-04,judithofsquamish,,https://www.inaturalist.org/observations/9983731,69155,https://static.inaturalist.org/photos/13721389/medium.jpeg?1519521836,
Saccharina latissima,"(Linnaeus) C.E. Lane, C. Mayes, Druehl, et G.W. Saunders",sea belt,native,not in CDC records,reported,2015-01-29,Donna Gibbs,Howe Sound Marine Data,,,,,130231,,Porteau  49.56103  -123.23512
Sargassum muticum,(Yendo) Fensholt ,Japanese wireweed,native,not in CDC records,confirmed,1995-04-02,Donna Gibbs,Howe Sound Marine Data,2019-04-06,benkeen,,https://www.inaturalist.org/observations/22101511,130177,https://static.inaturalist.org/photos/34213013/medium.jpg?1554574700,
Anthoceros punctatus ,L.,dotted hornwort,unknown,SU (2018)  ,reported,1961-06-03,M. Bell ,WTU,,,WTU-B-010847,,158432,,
Amblystegium serpens ,(Hedw.) Schimp. B352,creeping feather-moss,native,S4S5 (2015),reported ,1980-04-16,W. B. Schofield,UBC  ,,,s.n.,,154122,,
Amphidium lapponicum ,(Hedw.) Schimp.,Lapland amphibian moss,native,S5 (2015) ,reported ,1986-03-16,Terry Taylor,UBC  ,,,s.n.,,158305,,
Anacolia menziesii ,(Turn.) Par.,anacolia moss,native,S4S5 (2015),reported ,1980-05-22,Joop van Velzen,UBC  ,,,s.n.,,128572,,
Andreaea blyttii ,Schimp.,Blytt's rock moss,native,S4 (2015),reported,1983-09-29,W. B. Schofield ,UBC  ,,,s.n.,,158338,,
Andreaea megistospora,B.M. Murr.,none,native,S4 (2015) ,reported,1998-11-11,W. B. Schofield ,UBC  ,,,s.n.,,158341,,
Andreaea nivalis ,Hook.,snow rock moss,native,S4 (2015),reported,1983-09-29,W. B. Schofield,UBC  ,,,s.n.,,158343,,
Andreaea rupestris ,Hedw.,black rock moss,native,S5 (2015),reported,2009-05-11,W. R. Buck,UBC  ,,,s.n.,,158346,,
Anoectangium aestivum ,"(Hedwig) Mitten, J. Linn. ",summer-moss,native,S4 (2015) ,reported,1984-09-25,W. B. Schofield ,UBC  ,,,s.n.,,158394,in BC: Amphidium lapponicum (Hedw.) Schimp. ,
Antitrichia californica ,Sull. in Lesq.,none,native,S4 (2015),reported,2003-06-19,W. B. Schofield ,UBC  ,,,s.n.,,67846,,
Antitrichia curtipendula,(Hedw.) Brid.,pendulous wing-moss,native,S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-02-21,elsemikkelsen,,https://www.inaturalist.org/observations/9211340,126107,https://static.inaturalist.org/photos/12458891/medium.jpg?1513710609,
Arctoa fulvella ,(Dicks.) Bruch & Schimp. B18,tawny fork moss,native,S4S5 (2015) ,reported,1981-08-26,J. Spence,UBC ,,,s.n.,,158575,,
Atrichum selwynii ,Aust.,Selwyn's smoothcap moss,native,S5? (2015) ,reported,1983-09-06,W. B. Schofield ,UBC  ,,,s.n.,,55331,,
Atrichum undulatum,(Hedw.) P. Beauv.,Catherine's moss,native,S5 (2015) ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16893131,124155,https://static.inaturalist.org/photos/25520575/medium.jpg?1537848701,
Aulacomnium androgynum,(Hedw.) Schwaegr. ,drumsticks,native,S5 (2015) ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2019-04-15,judithofsquamish,,https://www.inaturalist.org/observations/22544482,124384,https://static.inaturalist.org/photos/34928973/medium.jpeg?1555388195,
Aulacomnium palustre,(Hedw.) Schwaegr.,ribbed bog moss,native,S5 (2015) ,reported,1983-08-11,J. Spence ,UBC  ,,,s.n.,,154189,,
Barbula convoluta ,Hedw.,lesser bird's-claw beard-moss,native,S4S5 (2015) ,reported,1974-08-10,W. B. Schofield ,UBC  ,,,s.n.,,159168,,
Barbula unguiculata ,Hedw.,bird's-claw beard-moss,native,S3S4 (2015),reported,1961-02-25,W. B. Schofield ,UBC  ,,,s.n.,,159173,,
Bartramia ithyphylla,Brid.,stiff apple-moss,native,S5? (2015) ,reported,1983-09-29,W. B. Schofield ,UBC  ,,,s.n.,,317945,,
Bartramia pomiformis,Hedw.,common apple-moss,native,S4S5 (2015,confirmed,2005-04-20,W. B. Schofield ,UBC  ,2012-04-21,judithofsquamish,s.n.,https://www.inaturalist.org/observations/9060413,320575,https://static.inaturalist.org/photos/12232794/medium.jpeg?1512531826,
Blindia acuta ,(Hedw.) Bruch & Schimp. B63,sharp-leaved blindia,native,S5 (2015),reported,1980-08-19,J. van Velzen ,UBC  ,,,s.n.,,156309,,
Brachydontium olympicum ,(Britt. in Frye) McIntosh &  Spence,Olympic brachydontium moss,native,S2? (2015),reported,1983-09-29,J. Spence & W. B. Schofield ,UBC  ,,,s.n.,,156319,,
Brachythecium albicans,(Hedw.) Schimp. in B.S.G.,whitish feather-moss,native,S4S5 (2015) ,reported,2003-06-19,W. B. Schofield ,UBC  ,,,s.n.,,123771,,
Brachythecium collinum ,(Schleich. ex C. Müll.) Schimp. in B.S.G. ,none,native,S4S5 (2015) ,reported,1983-08-11,J. Spence ,UBC  ,,,s.n.,,159389,,
Brachythecium erythrorrhizon ,Schimp. in B.S.G.,none,native,S3S4 (2015) ,reported,1983-08-11,J. Spence ,UBC  ,,,s.n.,,159392,,
Brachythecium frigidum,(C. Müll.) Besch.,cold brachythecium moss,native,S5? (2015),reported,2001-05-22,W. B. Schofield ,UBC  ,,,s.n.,,123270,,
Brachythecium holzingeri,(Grout) Grout,none,native,S2S3 (2011) ,reported,1998-06-19,W. B. Schofield ,UBC  ,,,s.n.,,159396,, 
Brachythecium hylotapetum,B. Hig. & N. Hig.,woodsy ragged moss,native,S4S5 (2011) ,reported,1969-08-22,M. Fries ,WTU,,,WTU-B-005995,,159397,,
Brachythecium nelsonii ,Grout,none,native,S3S4 (2011) ,reported,2001-10-07,W. B. Schofield ,UBC  ,,,s.n.,,159400,,
Brachythecium oedipodium ,(Mitt.) Jaeg.,short-leaved ragged moss,native,S4S5 (2011),reported,1978-10-14,W. B. Schofield,UBC  ,,,s.n.,,159401,,
Brachythecium plumosum,(Hedw.) Schimp. ,rusty ragged moss,native,S4S5 (2011) ,reported,1983-09-06,W. B. Schofield ,UBC  ,,,s.n.,,159403,,
Brachythecium reflexum,(Starke in Web. & Mohr) Schimp.,cedar moss,native,see notes,reported,1976-09-23,W. B. Schofield,UBC  ,,,s.n.,,159404,,"one of the 2 BC varieties is listed; FNA name updated to Sciuro-hypnum reflexum (Starke) Ignatov & Huttunen, Arctoa, however Brachythecium reflexum on Nature Serve"
Brachythecium rutabulum ,(Hedw.) Schimp. .,rough-stalked feather-moss,native,S4S5 (2011) ,reported,1980-08-19,J. van Velzen ,UBC  ,,,s.n.,,159407,,
Brachythecium salebrosum,(Web. & Mohr) Schimp. ,smooth-stalked feather-moss,native,S4S5 (2011),reported,1980-04-16,W. B. Schofield  ,UBC  ,,,s.n.,,159408,,
Brachythecium starkei ,(Brid.) Schimp. ,Starke`s feather-moss,unknown,SU (2015),reported,1998-11-11,W. B. Schofield ,UBC  ,,,s.n.,,159409,,
Brachythecium velutinum ,(Hedw.) Schimp. B88,velvet feather-moss,native,see notes,reported,1983-08-11,J. Spence ,UBC  ,,,s.n.,,154134,,one of the 2 BC varieties is listed
Brotherella roellii  ,(Ren. & Card. in Röll) Fleisch.,Roell`s brotherella moss,native,S1S2 (2011),reported,1980-04-16,W. B. Schofield  & T.T. McIntosh,UBC  ,,,s.n.,,159482,,
Bryoerythrophyllum recurvirostrum ,(Hedwig) P. C. Chen,red beard-moss,native,"not in CDC records, see 'notes'",reported,1974-08-10,W. B. Schofield ,UBC  ,,,s.n.,,273647,,"on NatureServe, FNA map shows it in BC & I.T.I.S. accepts"
Bryum argenteum,Hedw.,silvery bryum,native,S4S5 (2015) ,new 2019,,,,2019-04-13,benkeen,,https://www.inaturalist.org/observations/22436491,123390,https://static.inaturalist.org/photos/34751179/medium.jpg?1555195113,
Bryum caespiticium,Hedw.,tufted thread-moss,native,S4S5 (2015) ,reported,1983-08-11,J. Spence ,UBC  ,,,s.n.,,159521,,
Bryum calobryoides ,Spence,beautiful bryum,native,S1S3 (2015),reported,1983-09-29,J. Spence ,UBC  ,,,s.n.,,159522,,
Bryum lisae ,De Not.,none,native,S4S5 (2015)  ,reported,1981-08-26,J. Spence ,UBC  ,,,s.n.,,159542,,
Bryum meesioides ,Kindb. in Mac.,none,native,S4S5 (2015)  ,reported,1981-08-26,J. Spence,UBC  ,,,s.n.,,159546,,
Bryum miniatum,Lesq.,none,native,S4S5 (2015) ,reported,1962-07-01,R. R. Ireland ,WTU,,,WTU-B-008997,,159548,,
Bryum muehlenbeckii,Bruch & Schimp. in B.S.G.,none,native,S3S4 (2011),reported,1983-09-29,J. Spence ,UBC  ,,,s.n.,,623038,,
Bryum pallescens ,Schleich. ex Schwaegr.,tall-clustered thread moss,native,S3 (2015)  ,reported,1980-08-18,J. van Velzen ,UBC  ,,,s.n.,,67865,,
Bryum pseudotriquetrum,"(Hedw.) G. Gaertn., B. Mey. & Scherb.",common green bryum m+D158oss,native,S5 (2015),confirmed,1977-08-05,,RBCM,2012-05-21,judithofsquamish,VC011732,https://www.inaturalist.org/observations/32682511,159553,https://static.inaturalist.org/photos/51279136/medium.jpeg?1568438668,
Bryum salinum,I. Hagen ex Limpr,saltmarsh bryum,native,"not in CDC records, see 'notes'",reported,1983-08-11,J. Spence ,UBC  ,,,s.n.,,159562,,"name accepted by I.T.I.S., however NatureServe name is Ptychostomum salinum (Hag. ex Limpr.) J.R. Spence saltmarsh moss"
Buckiella undulata,(Hedw.) Ireland,waved silk-moss,native,S4 (2015) ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2017-05-05,chlorophilia,,https://www.inaturalist.org/observations/6113052,123497,https://static.inaturalist.org/photos/7647964/medium.jpeg?1494086886,
Buxbaumia aphylla ,(Funck) Bednarek-Ochyra & Ochyra,slender fringe-moss,native,"not in CDC records, see 'notes'",reported,2001-10-07,W. B. Schofield ,UBC  ,,,s.n.,,159610,,"on NatureServe, I.T.I.S.accepts,FNA map shows it in BC"
Buxbaumia piperi ,Best,none,native,S4S5 (2011),reported,1983-09-29,W. B. Schofield ,UBC  ,,,s.n.,,124857,,
Callicladium haldanianum ,(Grev.) Crum,beautiful branch moss,native,S3 (2015),reported,1962-09-22,W. B. Schofield ,UBC  ,,,s.n.,,159659,,
Calliergon stramineum ,(Brid.) Kindb.,calliergon moss,native,S4S5 (2015),reported,1982-09-02,W. B. Schofield ,UBC  ,,,s.n.,,159667,,
Calliergonella cuspidata,(Hedw.) Loeske,pointed spear-moss,native,S5? (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2019-08-24,kmfret,,https://www.inaturalist.org/observations/31812204,159669,https://static.inaturalist.org/photos/49825032/medium.jpeg?1567196679,
Campylium stellatum,(Hedw.) C. Jens.,yellow starry fen moss,native,S5 (2015),reported,1983-08-11,J. Spence ,UBC  ,,,s.n.,,239729,,
Campylopus atrovirens ,De Not.,campylopus moss,native,S4 (2015)  ,reported,2003-08-20,W. B. Schofield ,UBC  ,,,s.n., ,159784,,
Campylopus tallulensis ,Sull. & Lesq. ,rusty swan-neck moss,native,S4 (2015) ,reported,1984-06-23,M. R. Schofield ,UBC  ,,,s.n.,,159802,,herbarium record Campylopus flexuosus
Ceratodon purpureus,(Hedw.) Brid. ,redshank,native,S5 (2015) ,confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2019-04-29,judithofsquamish,,https://www.inaturalist.org/observations/24123452,123117,https://static.inaturalist.org/photos/37310616/medium.jpeg?1556594576,
Claopodium bolanderi,Best,none,native,S4S5 (2015),reported,2001-05-22,W. B. Schofield ,UBC  ,,,s.n.,,160663,,
Claopodium crispifolium,(Hook.) Ren. & Card. ,rough moss,native,S4S5 (2015),confirmed,2015-06-26,O.Lee; S.Joya,2015 Squamish Bioblitz part of Whistler BB (Bob Brett),2018-11-05,judithofsquamish,,https://www.inaturalist.org/observations/18173058,128661,https://static.inaturalist.org/photos/27776966/medium.jpeg?1541525622,
Climacium dendroides,(Hedw.) Web. & Mohr ,tree climacium moss,native,S4S5 (2015),confirmed,1970-00-17,W. B. Schofield ,UBC  ,2019-04-17,benkeen,s.n.,https://www.inaturalist.org/observations/22639218,123751,https://static.inaturalist.org/photos/35078049/medium.jpg?1555552843,
Conostomum tetragonum ,(Hedw.) Lindb,helmet-moss,native,S4S5 (2011) ,reported,1982-07-22,J. Spence ,UBC  ,,,s.n.,,160833,,
Cynodontium jenneri ,(Schimp. in Howie) Stirt.,Jenner's dog-tooth,native,S4S5 (2011) ,reported,1991-07-15,R. J. Belland ,UBC  ,,,s.n.,,161409,,
Cyrtomnium hymenophyllum ,(Bruch & Schimp. in B.S.G.) Holm,none,native,S4 (2015)  ,reported,1983-08-11,John Spence,UBC  ,,,s.n.,,161572,, 
Dendroalsia abietina ,(Hook.) Britt,none,native,S3S4 (2015),reported,2009-05-11,W. R. Buck ,NY,,,NY: 01105211,,55340,,
Dichelyma uncinatum,Mitt.,dichelyma moss,native,S3S4 (2015),reported,1970-00-17,W. B. Schofield ,UBC  ,,,s.n.,,161818,,
