iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Bromus sitchensis,75912,Bromus sitchensis,1,"{""Hunterston:58"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,Bromus sitchensis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Bromus tectorum,58369,Bromus tectorum,1,"{""Hunterston:59"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,Bromus tectorum,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Caloplaca,69163,Caloplaca,1,"{""Hunterston:60"":[48.943,-123.5]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Caloplacoideae,,Caloplaca,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Calypso bulbosa occidentalis,57724,Calypso bulbosa,1,"{""Hunterston:61"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,Calypso bulbosa,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Camassia,62219,Camassia,1,"{""Hunterston:62"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cantharis,61465,Cantharis sp.,1,"{""Hunterston:65"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Cantharini,Cantharis,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cardamine occidentalis,76003,Cardamine occidentalis,1,"{""Hunterston:67"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Cardamine,Cardamine occidentalis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cardamine oligosperma,52981,Cardamine oligosperma,2,"{""Hunterston:68"":[48.943,-123.51],""Hunterston:69"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Cardamine,Cardamine oligosperma,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cardamine,49652,Cardamine sp.,1,"{""Hunterston:70"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Cardamine,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cardellina pusilla,145276,Cardellina pusilla,2,"{""Hunterston:71"":[48.943,-123.51],""Hunterston:72"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Cardellina,Cardellina pusilla,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Carex,1120852,Carex sp.,1,"{""Hunterston:73"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Castilleja miniata,76148,Castilleja miniata,1,"{""Hunterston:75"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,Castilleja miniata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Catharus ustulatus,12878,Catharus ustulatus,4,"{""Hunterston:77"":[48.943,-123.51],""Hunterston:78"":[48.944,-123.51],""Hunterston:79"":[48.943,-123.51],""Hunterston:80"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Catharus,Catharus ustulatus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Catocala aholibah,216247,Catocala aholibah,1,"{""Hunterston:81"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Erebinae,Catocalini,Catocala,Catocala aholibah,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Celastrina echo,52484,Celastrina echo,1,"{""Hunterston:82"":[48.944,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Celastrina,Celastrina echo,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cepphus columba,4415,Cepphus columba,1,"{""Hunterston:83"":[48.943,-123.5]}",Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Alcidae,,,Cepphus,Cepphus columba,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cerambycidae,47961,Cerambycidae,1,"{""Hunterston:84"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,,,,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cerastium,50853,Cerastium sp.,2,"{""Hunterston:86"":[48.944,-123.51],""Hunterston:87"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Cerastium,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Chrysomphalina chrysophylla,484686,Chrysomphalina chrysophylla,1,"{""Hunterston:92"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrophoroideae,Chrysomphalineae,Chrysomphalina,Chrysomphalina chrysophylla,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cicadellidae,53237,Cicadellidae,1,"{""Hunterston:93"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Cicadellidae,,,,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cinara,709340,Cinara,1,"{""Hunterston:94"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Lachninae,Eulachnini,Cinara,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Circaea alpina,76342,Circaea alpina,1,"{""Hunterston:95"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Circaea,Circaea alpina,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cirsium,48561,Cirsium,2,"{""Hunterston:96"":[48.943,-123.51],""Hunterston:98"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cirsium arvense,60132,Cirsium arvense,1,"{""Hunterston:97"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,Cirsium arvense,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,xəw’xəwíłp,"(Turner, 2014)"
Clinopodium douglasii,53203,Clinopodium douglasii,3,"{""Hunterston:107"":[48.944,-123.51],""Hunterston:108"":[48.943,-123.51],""Hunterston:109"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,Clinopodium douglasii,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Colaptes auratus,18236,Colaptes auratus,1,"{""Hunterston:110"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Colaptes,Colaptes auratus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Collembola,49470,Collembola,1,"{""Hunterston:111"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,,,,,,,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Corallorhiza maculata maculata,80614,Corallorhiza maculata,1,"{""Hunterston:113"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Corallorhiza,Corallorhiza maculata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Corallorhiza,49445,Corallorhiza sp.,1,"{""Hunterston:114"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Corallorhiza,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Corvus brachyrhynchos,8021,Corvus brachyrhynchos,1,"{""Hunterston:115"":[48.943,-123.5]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Corvidae,,,Corvus,Corvus brachyrhynchos,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Crangon,48817,Crangon sp.,1,"{""Hunterston:119"":[48.943,-123.5]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Crangonoidea,Crangonidae,,,Crangon,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Cycloneda sanguinea,124431,Cycloneda sanguinea,1,"{""Hunterston:122"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Cycloneda,Cycloneda sanguinea,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Dalopius,174024,Dalopius sp.,1,"{""Hunterston:128"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Agriotini,Dalopius,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Danthonia intermedia,76604,Danthonia intermedia,1,"{""Hunterston:129"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Danthonioideae,Danthonieae,Danthonia,Danthonia intermedia,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Daphne laureola,127391,Daphne laureola,1,"{""Hunterston:130"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Thymelaeaceae,,,Daphne,Daphne laureola,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Delphinium menziesii,153479,Delphinium menziesii,1,"{""Hunterston:131"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Delphinieae,Delphinium,Delphinium menziesii,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Dicranum fuscescens,123177,Dicranum fuscescens,1,"{""Hunterston:133"":[48.944,-123.51]}",Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Dicranaceae,,,Dicranum,Dicranum fuscescens,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Ditula angustiorana,324796,Ditula angustiorana,1,"{""Hunterston:135"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Tortricoidea,Tortricidae,Tortricinae,Archipini,Ditula,Ditula angustiorana,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Dryocopus pileatus,17855,Dryocopus pileatus,2,"{""Hunterston:137"":[48.944,-123.51],""Hunterston:138"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Dryocopus,Dryocopus pileatus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Dryopteris expansa,64055,Dryopteris expansa,1,"{""Hunterston:139"":[48.943,-123.51]}",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,Dryopteris expansa,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,sthxélem,"(Turner, 2014)"
Elasmostethus cruciatus,130508,Elasmostethus cruciatus,1,"{""Hunterston:140"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,,Elasmostethus,Elasmostethus cruciatus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Elymus glaucus,52791,Elymus glaucus,1,"{""Hunterston:143"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,Elymus glaucus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Empidonax difficilis,16598,Empidonax difficilis,4,"{""Hunterston:144"":[48.943,-123.51],""Hunterston:145"":[48.945,-123.51],""Hunterston:146"":[48.943,-123.51],""Hunterston:147"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Tyrannidae,,,Empidonax,Empidonax difficilis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Epilobium,52972,Epilobium sp.,2,"{""Hunterston:149"":[48.943,-123.51],""Hunterston:150"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Erodium,47688,Erodium,1,"{""Hunterston:153"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Erodium,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Festuca,57170,Festuca sp.,1,"{""Hunterston:156"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Fomes fomentarius,127510,Fomes fomentarius,1,"{""Hunterston:157"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Fomes,Fomes fomentarius,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Fomitopsis pinicola,1098280,Fomitopsis pinicola,1,"{""Hunterston:158"":[48.943,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Fomitopsidaceae,,,Fomitopsis,Fomitopsis pinicola,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Forficula auricularia,61524,Forficula auricularia,1,"{""Hunterston:159"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Epidermaptera,Forficuloidea,Forficulidae,Forficulinae,,Forficula,Forficula auricularia,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Formica,47339,Formica sp.,1,"{""Hunterston:160"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Formicini,Formica,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Fragaria chiloensis,55367,Fragaria chiloensis,1,"{""Hunterston:161"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,Fragaria chiloensis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,schiʔya,"(Turner, 2014)"
Fragaria vesca,50298,Fragaria vesca,2,"{""Hunterston:162"":[48.943,-123.51],""Hunterston:163"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,Fragaria vesca,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,1,1,1,0,1,0,stsi'yu,"(Thom, 2011)"
Galium triflorum,53065,Galium triflorum,6,"{""Hunterston:172"":[48.943,-123.51],""Hunterston:173"":[48.944,-123.51],""Hunterston:174"":[48.943,-123.51],""Hunterston:175"":[48.945,-123.51],""Hunterston:176"":[48.945,-123.51],""Hunterston:177"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,Galium triflorum,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,xw ə́ m’kw ’eyathən,"(Turner, 2014)"
Ganoderma applanatum,1129535,Ganoderma applanatum,1,"{""Hunterston:178"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Ganoderma,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Geastrum quadrifidum,350832,Geastrum quadrifidum,1,"{""Hunterston:183"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,,Geastraceae,,,Geastrum,Geastrum quadrifidum,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Geranium dissectum,53075,Geranium dissectum,1,"{""Hunterston:184"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,Geranium dissectum,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Geranium molle,1178020,Geranium molle,4,"{""Hunterston:185"":[48.945,-123.51],""Hunterston:186"":[48.945,-123.51],""Hunterston:187"":[48.943,-123.51],""Hunterston:188"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Graphis scripta,117987,Graphis scripta,1,"{""Hunterston:193"":[48.943,-123.51]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,Graphis scripta,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Grindelia,55365,Grindelia,1,"{""Hunterston:194"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Grindelia,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Gyrinidae,119971,Gyrinidae,1,"{""Hunterston:195"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,,Gyrinidae,,,,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Hadromorphus callidus,456321,Hadromorphus callidus,1,"{""Hunterston:196"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Hadromorphus,Hadromorphus callidus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Haemorhous mexicanus,199840,Haemorhous mexicanus,4,"{""Hunterston:197"":[48.944,-123.51],""Hunterston:198"":[48.945,-123.51],""Hunterston:199"":[48.945,-123.51],""Hunterston:200"":[48.943,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Haemorhous,Haemorhous mexicanus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Hebeloma crustuliniforme,194307,Hebeloma crustuliniforme,1,"{""Hunterston:202"":[48.943,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Hymenogastraceae,,,Hebeloma,Hebeloma crustuliniforme,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Helvella compressa,117997,Helvella compressa,1,"{""Hunterston:203"":[48.943,-123.51]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,Helvella compressa,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Hemigrapsus nudus,48342,Hemigrapsus nudus,1,"{""Hunterston:204"":[48.943,-123.5]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,Hemigrapsus nudus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Heptacarpus,63680,Heptacarpus sp.,1,"{""Hunterston:205"":[48.943,-123.5]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Hypochaeris,51900,Hypochaeris,1,"{""Hunterston:219"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hypochaeris,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Hypochaeris radicata,53104,Hypochaeris radicata,2,"{""Hunterston:220"":[48.943,-123.51],""Hunterston:221"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hypochaeris,Hypochaeris radicata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Hypogymnia inactiva,126597,Hypogymnia inactiva,2,"{""Hunterston:222"":[48.943,-123.51],""Hunterston:223"":[48.943,-123.51]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia inactiva,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Ilex aquifolium,53856,Ilex aquifolium,1,"{""Hunterston:224"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,,Aquifoliaceae,,,Ilex,Ilex aquifolium,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Inocybe,58679,Inocybe sp.,1,"{""Hunterston:225"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Inocybaceae,,,Inocybe,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
