iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Jacobaea vulgaris,62498,Jacobaea vulgaris,1,"{""Hunterston:226"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,Jacobaea vulgaris,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Juncus effusus,56153,Juncus effusus,1,"{""Hunterston:230"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,Juncus effusus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Larus glaucescens,4399,Larus glaucescens,1,"{""Hunterston:233"":[48.943,-123.5]}",Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,Larus glaucescens,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Lathyrus japonicus,77638,Lathyrus japonicus,1,"{""Hunterston:234"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,Lathyrus japonicus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Lathyrus latifolius,61009,Lathyrus latifolius,1,"{""Hunterston:235"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,Lathyrus latifolius,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Leiothlypis celata,979757,Leiothlypis celata,2,"{""Hunterston:238"":[48.943,-123.51],""Hunterston:239"":[48.943,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,Leiothlypis celata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Littorina scutulata,69995,Littorina scutulata,1,"{""Hunterston:245"":[48.943,-123.5]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Littorinoidea,Littorinidae,Littorininae,,Littorina,Littorina scutulata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Lonicera ciliosa,77832,Lonicera ciliosa,5,"{""Hunterston:247"":[48.943,-123.51],""Hunterston:248"":[48.943,-123.51],""Hunterston:249"":[48.944,-123.51],""Hunterston:250"":[48.943,-123.51],""Hunterston:251"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Lonicera ciliosa,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,1,1,1,1,1,0,qit'a'uylhp,"(Thom, 2011)"
Lophocampa,67692,Lophocampa,1,"{""Hunterston:253"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Lophocampa,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Lottia digitalis,1106826,Lottia digitalis,1,"{""Hunterston:256"":[48.943,-123.5]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Lottia pelta,63243,Lottia pelta,1,"{""Hunterston:257"":[48.943,-123.5]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,Lottia pelta,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Lottia persona,339143,Lottia persona,1,"{""Hunterston:258"":[48.943,-123.5]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,Lottia persona,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Loxia curvirostra,10411,Loxia curvirostra,2,"{""Hunterston:259"":[48.945,-123.51],""Hunterston:260"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Loxia,Loxia curvirostra,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Luzula multiflora,164948,Luzula multiflora,1,"{""Hunterston:261"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,Luzula multiflora,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Lysimachia arvensis,791928,Lysimachia arvensis,1,"{""Hunterston:263"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia arvensis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Macoma nasuta,117612,Macoma nasuta,1,"{""Hunterston:267"":[48.943,-123.5]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,Macoma nasuta,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Madia sativa,53143,Madia sativa,3,"{""Hunterston:268"":[48.943,-123.51],""Hunterston:269"":[48.945,-123.51],""Hunterston:270"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,Madia sativa,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Malva neglecta,77952,Malva neglecta,1,"{""Hunterston:271"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,Malva neglecta,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Marasmius oreades,118240,Marasmius oreades,1,"{""Hunterston:272"":[48.944,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Marasmiaceae,,,Marasmius,Marasmius oreades,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Marmara arbutiella,177160,Marmara arbutiella,1,"{""Hunterston:273"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Gracillarioidea,Gracillariidae,Marmarinae,,Marmara,Marmara arbutiella,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Mastocarpus,117821,Mastocarpus,1,"{""Hunterston:274"":[48.943,-123.5]}",Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Phyllophoraceae,,,Mastocarpus,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Matricaria,52845,Matricaria sp.,1,"{""Hunterston:275"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Matricaria,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Mazzaella splendens,71118,Mazzaella splendens,1,"{""Hunterston:276"":[48.943,-123.5]}",Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Gigartinales,,,,Gigartinaceae,,,Mazzaella,Mazzaella splendens,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Mentha,54570,Mentha,1,"{""Hunterston:281"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Molothrus ater,10373,Molothrus ater,1,"{""Hunterston:285"":[48.944,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Icteridae,,,Molothrus,Molothrus ater,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Montia parvifolia,78123,Montia parvifolia,2,"{""Hunterston:287"":[48.943,-123.51],""Hunterston:288"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,Montia parvifolia,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Mulsantina picta,225295,Mulsantina picta,1,"{""Hunterston:290"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Mulsantina,Mulsantina picta,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Mycelis muralis,48543,Mycelis muralis,5,"{""Hunterston:291"":[48.944,-123.51],""Hunterston:292"":[48.944,-123.51],""Hunterston:293"":[48.943,-123.51],""Hunterston:294"":[48.945,-123.51],""Hunterston:295"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,Mycelis muralis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Myosotis scorpioides,49130,Myosotis scorpioides,1,"{""Hunterston:297"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,Myosotis scorpioides,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Mytilus,62807,Mytilus complex,1,"{""Hunterston:298"":[48.943,-123.5]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Neomolgus littoralis,120956,Neomolgus littoralis,1,"{""Hunterston:301"":[48.943,-123.5]}",Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Eupodina,Bdelloidea,Bdellidae,,,Neomolgus,Neomolgus littoralis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Neogale vison,1264432,Neogale vison,2,"{""Hunterston:302"":[48.945,-123.51],""Hunterston:303"":[48.943,-123.5]}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Mustelidae,Mustelinae,,Neogale,Neogale vison,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Entoloma sericeum,350740,Entoloma sericeum,1,"{""Hunterston:306"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Entolomataceae,,,Entoloma,Entoloma sericeum,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Nucella ostrina,122704,Nucella ostrina,1,"{""Hunterston:307"":[48.943,-123.5]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,Nucella ostrina,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Nucella,69999,Nucella sp.,1,"{""Hunterston:308"":[48.943,-123.5]}",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Nuttallia obscurata,430211,Nuttallia obscurata,1,"{""Hunterston:309"":[48.943,-123.5]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Tellinoidea,Psammobiidae,,,Nuttallia,Nuttallia obscurata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Ochrolechia laevigata,179755,Ochrolechia laevigata,1,"{""Hunterston:310"":[48.943,-123.51]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Ochrolechiaceae,,,Ochrolechia,Ochrolechia laevigata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Orthosia pacifica,226647,Orthosia pacifica,1,"{""Hunterston:316"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Noctuidae,Noctuinae,Orthosiini,Orthosia,Orthosia pacifica,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Pagurus,48173,Pagurus sp.,1,"{""Hunterston:319"":[48.943,-123.5]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Patagioenas fasciata,3108,Patagioenas fasciata,2,"{""Hunterston:320"":[48.944,-123.51],""Hunterston:321"":[48.943,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,,Columbidae,,,Patagioenas,Patagioenas fasciata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Peltigera neopolydactyla,147374,Peltigera neopolydactyla,1,"{""Hunterston:323"":[48.944,-123.51]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,Peltigera neopolydactyla,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Pelvetiopsis limitata,125338,Pelvetiopsis limitata,1,"{""Hunterston:324"":[48.943,-123.5]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Fucaceae,,,Pelvetiopsis,Pelvetiopsis limitata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Phalacrocorax auritus,4265,Phalacrocorax auritus,1,"{""Hunterston:326"":[48.943,-123.5]}",Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,,Phalacrocoracidae,,,Phalacrocorax,Phalacrocorax auritus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Phoca vitulina richardii,117766,Phoca vitulina,1,"{""Hunterston:328"":[48.943,-123.5]}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Phocidae,,,Phoca,Phoca vitulina,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Picipes badius,510852,Picipes badius,1,"{""Hunterston:329"":[48.943,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Picipes,Picipes badius,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Piranga ludoviciana,9919,Piranga ludoviciana,1,"{""Hunterston:332"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Cardinalidae,,,Piranga,Piranga ludoviciana,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Platanthera,48031,Platanthera sp.,3,"{""Hunterston:338"":[48.943,-123.51],""Hunterston:339"":[48.943,-123.51],""Hunterston:340"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Platycotis vittata,48679,Platycotis vittata,1,"{""Hunterston:341"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Platycotis,Platycotis vittata,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Plectrura spinicauda,363755,Plectrura spinicauda,1,"{""Hunterston:343"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Parmenini,Plectrura,Plectrura spinicauda,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Pleurotus ostreatus,1196165,Pleurotus ostreatus,2,"{""Hunterston:345"":[48.943,-123.51],""Hunterston:346"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pleurotineae,,,Pleurotaceae,,,Pleurotus,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Pluteus cervinus,60782,Pluteus cervinus,1,"{""Hunterston:347"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Pluteaceae,,,Pluteus,Pluteus cervinus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Poa annua,52808,Poa annua,2,"{""Hunterston:348"":[48.944,-123.51],""Hunterston:349"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,Poa annua,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Poa pratensis,60307,Poa pratensis,1,"{""Hunterston:350"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,Poa pratensis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Poa,52809,Poa sp.,1,"{""Hunterston:351"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Podabrus,57768,Podabrus sp.,1,"{""Hunterston:352"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Podabrini,Podabrus,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Poecile rufescens,144820,Poecile rufescens,4,"{""Hunterston:354"":[48.943,-123.51],""Hunterston:355"":[48.943,-123.51],""Hunterston:356"":[48.945,-123.51],""Hunterston:357"":[48.943,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Paridae,,,Poecile,Poecile rufescens,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Polychaeta,124519,Polychaeta,5,"{""Hunterston:358"":[48.943,-123.51],""Hunterston:359"":[48.945,-123.51],""Hunterston:360"":[48.945,-123.51],""Hunterston:361"":[48.943,-123.51],""Hunterston:362"":[48.943,-123.5]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Oestroidea,Tachinidae,Exoristinae,Sturmiini,Polychaeta,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Poriella subacida,1349231,Poriella subacida,1,"{""Hunterston:372"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Poriella,Poriella subacida,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Potamogeton,59110,Potamogeton sp.,1,"{""Hunterston:373"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Prunus avium,61964,Prunus avium,1,"{""Hunterston:375"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus avium,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Pseudohylesinus,211925,Pseudohylesinus sp.,1,"{""Hunterston:377"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Scolytinae,Hylurgini,Pseudohylesinus,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Psocidae,120991,Psocidae,1,"{""Hunterston:385"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Psocomorpha,Psocetae,,Psocidae,,,,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Psyllobora borealis,311633,Psyllobora borealis,1,"{""Hunterston:386"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Halyziini,Psyllobora,Psyllobora borealis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Ranunculus occidentalis,68057,Ranunculus occidentalis,3,"{""Hunterston:396"":[48.944,-123.51],""Hunterston:397"":[48.944,-123.51],""Hunterston:398"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus occidentalis,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Ranunculus uncinatus,63898,Ranunculus uncinatus,1,"{""Hunterston:400"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus uncinatus,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Regulus satrapa,117100,Regulus satrapa,1,"{""Hunterston:401"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Regulidae,,,Regulus,Regulus satrapa,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Rhizomnium glabrescens,85421,Rhizomnium glabrescens,1,"{""Hunterston:402"":[48.944,-123.51]}",Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Rhizomnium,Rhizomnium glabrescens,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Rhodofomes cajanderi,764105,Rhodofomes cajanderi,1,"{""Hunterston:403"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Fomitopsidaceae,,,Rhodofomes,Rhodofomes cajanderi,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Ribes lacustre,78858,Ribes lacustre,1,"{""Hunterston:404"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,Ribes lacustre,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,1,1,1,0,0,0,t'emhw,"(Thom, 2011)"
Rorippa,54677,Rorippa sp.,1,"{""Hunterston:406"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Rorippa,,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,,,,,,,,
Rosa gymnocarpa,53441,Rosa gymnocarpa,5,"{""Hunterston:407"":[48.943,-123.51],""Hunterston:408"":[48.943,-123.51],""Hunterston:409"":[48.944,-123.51],""Hunterston:410"":[48.943,-123.51],""Hunterston:411"":[48.945,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,Rosa gymnocarpa,,Hunterston,,,2010-05-22T00:00:00.000Z,,Hunterston,,,2010-05-22T00:00:00.000Z,1,1,1,1,1,0,xwiinlhp,"(Thom, 2011)"
