Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Tuckermanopsis chlorophylla,(Willd.) Hale,,powdered wrinkle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S5 (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L14348,,2017-04-01,Andrew Simon,https://www.inaturalist.org/observations/5537571,https://static.inaturalist.org/photos/6834744/original.jpeg?1491109774,,54320,LIC
Tuckermanopsis orbata,(Nyl.) M.J. Lai,,shape-shifting wrinkle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S5 (2018),confirmed,observed,1974-05-30,Willa J. Noble,UBC,L14346,,2015-03-04,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2569000,https://static.inaturalist.org/photos/2864481/medium.JPG?1452399491,,54324,LIC
Usnea barbata,Motyka,,scruffy beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,unlisted,new 2017,observed,,,,,,2017-03-10,Andrew Simon,https://www.inaturalist.org/observations/5280677,https://static.inaturalist.org/photos/6529109/medium.jpeg?1489234765,,352781,LIC
Usnea cavernosa,Tuck.,,pitted beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S3S4 (2018),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L35883,,2017-02-11,Andrew Simon,https://www.inaturalist.org/observations/5109885,https://static.inaturalist.org/photos/6283640/medium.jpg?1487111770,,182690,LIC
Usnea dasypoga,(Ach.) Nyl.,,fish net beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4S5 (2010),confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3031254,https://static.inaturalist.org/photos/3489475/medium.JPG?1461615178,,532452,LIC
Usnea flavocardia,Räsänen,,blood-splattered beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4 (2010),new 2015,observed,,,,,,2015-10-15,Andrew Simon,https://www.inaturalist.org/observations/33819226,https://static.inaturalist.org/photos/53157469/original.jpeg?1570143185,,127146,LIC
Usnea glabrata,(Ach.) Vain.,,lustrous beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S3S5 (2019),new 2017,observed,,,,,,2017-06-20,Andrew Simon,https://www.inaturalist.org/observations/7280592,https://static.inaturalist.org/photos/9412666/medium.jpeg?1501435298,,233312,LIC
Usnea glabrescens,(Nyl. ex Vain.) Vain.,,spotted beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4 (2018),new 2017,observed,,,,,,2017-02-16,Andrew Simon,https://www.inaturalist.org/observations/5125230,https://static.inaturalist.org/photos/6305637/medium.jpeg?1487362587,,233313,LIC
Usnea hirta,(L.) Weber ex F.H. Wigg.,,bristly beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4 (2010),new 2016,observed,,,,,,2016-07-26,Andrew Simon,http://www.inaturalist.org/observations/3767180,https://static.inaturalist.org/photos/4390074/medium.jpeg?1469833481,,182679,LIC
Usnea intermedia,Jatta,,exploding beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S3S4 (2018),confirmed,observed,2010-01-26,Terry McIntosh,UBC,L51043,,2017-03-09,Andrew Simon,https://www.inaturalist.org/observations/5381671,https://static.inaturalist.org/photos/6608006/medium.jpeg?1489774123,Usnea rigida reported by Terry Taylor (2008-04-05); Usnea quasirigida reported by Kent Brothers; both in doubt,202002,LIC
Usnea longissima,Ach.,,Methuselah’s beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4 (2010),new 2017,observed,,,,,,2017-03-13,Sarah Tweedale & Andrew Simon,https://www.inaturalist.org/observations/5308251,https://static.inaturalist.org/photos/6572819/medium.jpg?1489529931,,55889,LIC
Usnea pacificana,Halonen,,Pacific beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S3S4 (2010),new 2015,observed,,,,,,2015-11-21,Andrew Simon,https://www.inaturalist.org/observations/39129331,https://static.inaturalist.org/photos/62072643/original.jpeg?1582513339,,233326,LIC
Usnea perplexans,Stirt.,,embossed beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S5 (2018),confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2019-01-27,Andrew Simon,https://www.inaturalist.org/observations/19922714,https://static.inaturalist.org/photos/30731965/original.jpeg?1548648583,Reported as Usnea substerilis; iNat has adopted U. perplexans for some perplexing reason...,233343,LIC
Usnea silesiaca,Motyka,,Neptune’s beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4 (2018),new 2017,observed,,,,,,2017-03-09,Andrew Simon,https://www.inaturalist.org/observations/5381712,https://static.inaturalist.org/photos/6608069/medium.jpeg?1489774502,,532730,LIC
Usnea subfloridana,Stirt.,,boreal beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S4 (2018),confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3029003,https://static.inaturalist.org/photos/3486906/medium.JPG?1461600534,,182682,LIC
Usnea wasmuthii,Räsänen,,beard lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,unlisted,new 2015,observed,,,,,,2015-10-01,Andrew Simon,https://www.inaturalist.org/observations/33818262,https://static.inaturalist.org/photos/53155756/original.jpeg?1570141612,,233348,LIC
Vulpicida canadensis,(Räsänen) J.-E. Mattsson & M. J. Lai,,brown-eyed sunshine,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S5 (2018),new 2018,observed,,,,,,2018-02-15,Andrew Simon,https://www.inaturalist.org/observations/9875767,https://static.inaturalist.org/photos/13534647/medium.jpg?1518752625,,54317,LIC
Xanthoparmelia mougeotii,(Schaer.) Hale,,powdered rockfrog,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S3S4 (2018),reported,unobserved,1974-05-28,Willa J. Noble,UBC,L35892,,,,,,,233712,LIC
Xanthoparmelia sp.,(Gyelnik) Hale,,questionable rockfrog,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,SU (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36188,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599862,https://static.inaturalist.org/photos/2903064/medium.JPG?1453243995,,123230,LIC
Xanthoparmelia verruculifera,"(Nyl.) O. Blanco, A. Crespo, Elix, D. Hawksw. & Lumbsch",,carbuncular toad,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,,native,S3S4 (2018),reported,unobserved,1974-05-24,Willa J. Noble,UBC,L35895,,,,,,Reported as Neofuscelia verruculifera,117849,LIC
Micarea micrococca,(Körber) W. Gams ex Coppins,,shadow dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Pilocarpaceae,,native,unlisted,new 2015,observed,,,,,,2015-11-05,Andrew Simon,https://www.inaturalist.org/observations/21057023,https://static.inaturalist.org/photos/32531997/medium.jpeg?1552068864,,463518,LIC
Micarea peliocarpa,(Anzi) Coppins,,shadow dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Pilocarpaceae,,native,unlisted,reported,unobserved,1974-05-31,Willa J. Noble,UBC,L20474,,,,,,,225038,LIC
Bacidia rubella,(Hoffm.) A. Massal.,,frosty-rimmed dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L48879,,,,,,,205562,LIC
Cliostomum griffithii,(Sm.) Coppins,,multicolored dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,unlisted,confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14330,,2016-10-16,Andrew Simon,https://www.inaturalist.org/observations/21055694,https://static.inaturalist.org/photos/32530001/original.jpeg?1552066044,,217200,LIC
Japewia tornoensis,(Nyl.) Tønsberg,,hidden dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,unlisted,reported,unobserved,1974-05-24,Willa J. Noble,UBC,L10949,,,,,,,222464,LIC
Lecania dudleyi,Herre,,rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L20697,,,,,,,222792,LIC
Ramalina cf obtusata,(Arnold) Bitter,,hooded ribbon,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,S4 (2010),reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,,229770,LIC
Ramalina dilacerata,(Hoffm.) Hoffm.,,punctured ribbon,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L10960,,2017-03-18,Andrew Simon,https://www.inaturalist.org/observations/5392752,https://static.inaturalist.org/photos/6624773/medium.jpeg?1489883333,,182732,LIC
Ramalina farinacea,(L.) Ach.,,farinose cartilage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36198,,2016-05-14,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296811,https://static.inaturalist.org/photos/3810537/medium.JPG?1464154686,,54758,LIC
Ramalina menziesii,Taylor.,,canopy fishnet,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,S3S4 (2010),new 2017,observed,,,,,,2017-03-18,Andrew Simon,https://www.inaturalist.org/observations/5392773,https://static.inaturalist.org/photos/6624816/medium.jpeg?1489883585,,49578,LIC
Ramalina neopacifica ined.,Hampton-Miller & T. Sprib.,,ribbon lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,unlisted,reported,unobserved,1974-05-30,Willa J. Noble,UBC,L10956,,,,,,Whaler Bay,,LIC
Ramalina sp.2 sensu Goward 1999,,,maritime bush,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,unlisted,reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36184,,,,,,,,LIC
Waynea californica,Moberg,,knobbed scale,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,native,unlisted,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,,194116,LIC
Scoliciosporum umbrinum,(Ach.) Arnold,,umber dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Scoliciosporaceae,,native,unlisted,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36202,,,,,,,230644,LIC
Sphaerophorus tuckermanii,Räsänen.,,Tuckerman’s coral lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Sphaerophoraceae,,native,S4S5 (2018),confirmed,observed,1974-05-30,Willa J. Noble,UBC,L35934,,2016-11-03,Andrew Simon,http://www.inaturalist.org/observations/4491326,https://static.inaturalist.org/photos/5425330/medium.jpeg?1478228645,Previously misapplied: Sphaerophorus globiferus (L.) DC. var. gracilis Müll. Arg. = Sphaerophorus globosus (Hudson),123231,LIC
Sphaerophorus venerabilis,"Wedin, Högnabba & Goward",,ancient coral lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Sphaerophoraceae,,native,S4 (2010),confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,L8146,,2016-04-01,Andrew Simon,http://www.inaturalist.org/observations/2865613,https://static.inaturalist.org/photos/3271537/medium.JPG?1459580968,,155226,LIC
Lepraria cf nivalis,J.R. Laundon.,,snowy dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,native,unlisted,new 2017,observed,,,,,,2017-04-20,Andrew Simon,https://www.inaturalist.org/observations/5886446,https://static.inaturalist.org/photos/7336866/medium.jpeg?1492766884,,223259,LIC
Lepraria finkii,(B. de Lesd.) R.C. Harris,,dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,native,unlisted,new 2017,observed,,,,,,2017-03-14,Andrew Simon,https://www.inaturalist.org/observations/5309680,https://static.inaturalist.org/photos/6575219/medium.jpeg?1489541746,,463344,LIC
Lepraria incana,(L.) Ach.,,dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,native,unlisted,reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,,223257,LIC
Lepraria subalbicans,(Th. Fr.) Lendemer & Hodkinson,,dust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,native,unlisted,new 2017,observed,,,,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/22642562,https://static.inaturalist.org/photos/35083748/medium.jpeg?1555558072,,463357,LIC
Stereocaulon intermedium,(Savicz) H. Magn.,,Pacific foam,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,native,S4 (2010),new 2018,observed,,,,,,2018-07-01,Andrew Simon,https://www.inaturalist.org/observations/13971895,https://static.inaturalist.org/photos/20656853/medium.jpeg?1530505502,confirm specimens,231701,LIC
Stereocaulon sterile,(Savicz) Lamb ex Krog,,Pacific foam,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,native,S4 (2010),new 2018,observed,,,,,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306306,https://static.inaturalist.org/photos/14277306/original.jpeg?1521442678,confirm specimens,155227,LIC
Mycoblastus affinis,(Schaer.) T. Schauer,,white heart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Tephromelataceae,,native,unlisted,new 2017,observed,,,,,,2017-10-26,Andrew Simon,https://www.inaturalist.org/observations/8594091,https://static.inaturalist.org/photos/11487803/medium.jpeg?1509234923,,182698,LIC
Tephromela atra,(Hudson) Ach.,,black-eye lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Tephromelataceae,,native,unlisted,reported,unobserved,1974-04-21,Willa J. Noble,UBC,L12431,,2016-09-09,Andrew Simon,http://www.inaturalist.org/observations/4092285,https://static.inaturalist.org/photos/4858030/medium.jpeg?1473663302,,232383,LIC
Bryobilimbia hypnorum,"(Lib.) Fryday, Printzen & S. Ekman",,tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,native,unlisted,reported,unobserved,1974-04-21,Willa J. Noble,UBC,L35661,,,,,Reported as Mycobilimbia hypnorum,Reported as Mycobilimbia hypnorum,568600,LIC
Lecanora sulphurea,(Hoffm.) Ach.,,brimstone tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L20699,,,,,,,222956,LIC
Lecidea albofuscescens,Nyl.,,tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,native,unlisted,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,,222979,LIC
Lecidea fuscoatra,(L.) Ach.,,tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,native,unlisted,new 2017,observed,,,,,,2017-05-19,Andrew Simon,https://www.inaturalist.org/observations/22643567,https://static.inaturalist.org/photos/35085834/medium.jpeg?1555560456,,154105,LIC
Lecidea mannii,Tuck.,,tile lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,native,unlisted,reported,unobserved,1974-05-28,Willa J. Noble,UBC,L35896,,,,,,,223050,LIC
Porpidia crustulata,(Ach.) Hertel & Knoph,,concentric boulder lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Porpidiaceae,,native,unlisted,new 2016,observed,,,,,,2016-10-04,Andrew Simon,http://www.inaturalist.org/observations/4282648,https://static.inaturalist.org/photos/5132543/medium.jpeg?1475737070,,182467,LIC
Porpidia soredizodes,(Lamy ex. Nyl.) J. R. Laundon.,,boulder lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Porpidiaceae,,native,unlisted,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L20706,,,,,,"Alnus rubra thicket, disturbed right of way; hydroline Montague Rd.",228670,LIC
Graphis scripta,(L.) Ach.,,common script lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Graphidaceae,,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L10984,,2017-02-16,Andrew Simon,https://www.inaturalist.org/observations/5122044,https://static.inaturalist.org/photos/6301013/medium.jpeg?1487299999,,117987,LIC
Thelotrema lepadinum,(Ach.) Ach.,,bark barnacles,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Graphidaceae,,native,unlisted,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L12449,,2018-01-14,Andrew Simon,https://www.inaturalist.org/observations/9479483,https://static.inaturalist.org/photos/12903303/medium.jpeg?1515993881,,129667,LIC
Phlyctis argena,(Ach.) Flot.,,whitewash lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Phlyctidaceae,,native,unlisted,new 2016,observed,,,,,,2016-10-20,Andrew Simon,http://www.inaturalist.org/observations/4425644,https://static.inaturalist.org/photos/5323605/medium.jpeg?1477298425,,182631,LIC
Stictis radiata,(L.) Pers.,,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Stictidaceae,,native,unlisted,confirmed,observed,2016-05-21,Kent Brothers,VMS,,,2017-12-31,Andrew Simon,https://www.inaturalist.org/observations/9329564,https://static.inaturalist.org/photos/12657386/medium.jpeg?1514790208,,352459,FUN
Diploschistes scruposus,(Schreber) Norman,,crater lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Thelotremataceae,,native,unlisted,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L10946,,2015-09-27,Andrew Simon,http://www.inaturalist.org/observations/2632562,https://static.inaturalist.org/photos/2950486/medium.JPG?1454217486,,117945,LIC
Blennothallia fecunda,"(Degel.) Otálora, P. M. Jørg. & Wedin",,seaside tarpaper,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S3S4 (2019),reported,unobserved,1974-06-01,Willa J. Noble,UBC,L10380,,,,,,Reported as Collema fecundum,462484,LIC
Collema furfuraceum,(Arnold) Du Rietz.,,effervescent tarpaper lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S3S4 (2010),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14329,,2016-10-16,Andrew Simon,http://www.inaturalist.org/observations/4381558,https://static.inaturalist.org/photos/5257013/medium.jpg?1476756543,,117947,LIC
Collema nigrescens,(Hudson) DC.,,blistered jelly lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S4 (2010),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14342,,2016-11-03,Andrew Simon,http://www.inaturalist.org/observations/4491315,https://static.inaturalist.org/photos/5425308/medium.jpeg?1478228322,,217428,LIC
Collema subflaccidum,Degel.,,wilted tarpaper,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S4 (2010),confirmed,observed,2010-01-26,Terry McIntosh,UBC,L51101,,2016-12-04,Andrew Simon,https://www.inaturalist.org/observations/4715745,https://static.inaturalist.org/photos/5698543/original.jpeg?1480898047,Reported as Collema flaccidum by Terry McIntosh but as Collema subflaccidum by Curtis Björk,182552,LIC
Leptogium pseudofurfuraceum,P.M. Jørg. & Wallace,,concentric vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S4 (2019),new 2017,observed,,,,,,2017-04-01,Andrew Simon,https://www.inaturalist.org/observations/22596884,https://static.inaturalist.org/photos/35011798/medium.jpeg?1555484791,,223476,LIC
Scytinium cf turgidum,"(Ach.) Otálora, P.M. Jørg. & Wedin",,turgid vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,unlisted,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,Reported as Leptogium cf turgidum,532320,LIC
Scytinium gelatinosum,"(With.) Otálora, P.M. Jørg. & Wedin",,ageing vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S5 (2018),new 2016,observed,,,,,,2016-12-04,Andrew Simon,http://www.inaturalist.org/observations/4716465,https://static.inaturalist.org/photos/5699634/medium.jpeg?1480903908,Reported as Leptogium gelatinosum,526716,LIC
Scytinium lichenoides,"(L.) Otálora, P.M. Jørg. & Wedin",,tattered vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S5 (2018),confirmed,observed,1974-04-21,Willa J. Noble,UBC,L35659,,2016-10-23,Andrew Simon,http://www.inaturalist.org/observations/4425700,https://static.inaturalist.org/photos/5323754/medium.jpeg?1477300990,Reported as Leptogium lichenoides,526717,LIC
Scytinium palmatum,(Huds.) Gray,,horned vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L37602,,2015-10-08,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2647353,https://static.inaturalist.org/photos/2972707/medium.JPG?1454705014,Reported as Leptogium palmatum,532308,LIC
Scytinium platynum,"(Tuck.) Otálora, P.M. Jørg. & Wedin",,batwing vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S3S4 (2018); Endangered (SARA),new 2017,observed,,,,,,2017-03-30,Andrew Simon,https://www.inaturalist.org/observations/5515654,https://static.inaturalist.org/photos/6802675/medium.jpeg?1490937277,Reported as Leptogium platynum,532310,LIC
Scytinium plicatile,"(Ach.) Otálora, P.M. Jørg. & Wedin",,seastar vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S4 (2018),new 2017,observed,,,,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142618,https://static.inaturalist.org/photos/12359307/medium.jpeg?1513151841,Reported as Leptogium plicatile,532311,LIC
Scytinium polycarpum,"(P.M. Jørg. & Goward) Otálora, P.M. Jørg. & Wedin",,peacock vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,S4 (2018); Species of Special Concern (SARA),new 2016,observed,,,,,,2016-03-10,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2767527,https://static.inaturalist.org/photos/3133226/medium.jpg?1457681663,Reported as Leptogium polycarpum,532312,LIC
Scytinium rivale,"(Tuck.) Otálora, P.M. Jørg. & Wedin",,creekbed vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,native,SNR (2010),reported,unobserved,1974-05-30,Willa J. Noble,UBC,L35921,,,,,,Reported as Leptogium rivale; look at Whaler Bay,223477,LIC
Lobaria anomala,(Brodo & Ahti) T. Sprib. & McCune.,,netted specklebelly,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,native,S3S4 (2010),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14335,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306713,https://static.inaturalist.org/photos/14277939/medium.jpeg?1521446571,Reported as Pseudocyphellaria anomala,463448,LIC
