Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Habronattus ophrys,"Griswold, 1987",,eyebrowed ornamented jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,native,S4 (2018),new 2019,unobserved,2019-05-04,Wayne Maddison,Bioblitz 2019,,,,,,,,220814,ART
Metaphidippus manni,"(Peckham & Peckham, 1901)",,western oak jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,native,S4S5 (2018),new 2018,observed,,,,,,2018-05-19,Andrew Simon,https://www.inaturalist.org/observations/12635472,https://static.inaturalist.org/photos/18277248/medium.jpeg?1526818226,,158632,ART
Neon reticulatus,"(Blackwall, 1853)",,holarctic tiny jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,native,S5 (2018),reported,unobserved,2012-05-09,Robb Bennett,RBCM,ENT012-017153,,,,,,,225672,ART
Neon sp.,,,neon jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,,,,new 2019,observed,,,,,,2019-04-26,Andrew Simon,https://www.inaturalist.org/observations/24351470,https://static.inaturalist.org/photos/37652955/medium.jpeg?1556773971,,172376,ART
Pelegrina aeneola,"(Curtis, 1892)",,darkheaded whitecheeked jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Dendryphantinae,native,S4S5 (2018),new 2019,unobserved,2019-05-04,Wayne Maddison,Bioblitz 2019,,,,,,,,117457,ART
Phanias albeolus,"(Chamberlin & Ivie, 1941)",,whitefaced Phanias jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,,native,S4 (2018),new 2019,observed,,,,,,2019-05-05,Lori Weidenhammer,https://www.inaturalist.org/observations/24709313,https://static.inaturalist.org/photos/38211588/medium.jpeg?1557197567,,202314,ART
Phidippus johnsoni,"(Peckham & Peckham, 1883)",,Johnson jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,native,S5 (2018),new 2016,observed,,,,,,2016-10-20,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/4403124,https://static.inaturalist.org/photos/5288095/medium.jpg?1477007927,,58421,ART
Platycryptus californicus,"(Peckham & Peckham, 1888)",,western flattened jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,native,S4S5 (2018),new 2014,observed,,,,,,2014-06-13,Andrew Simon,http://www.inaturalist.org/observations/735770,https://static.inaturalist.org/photos/924794/medium.jpg?1402714849,,228315,ART
Salticus scenicus,"(Clerck, 1757)",,zebra jumper,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,exotic,unlisted,new 2017,observed,,,,,,2017-09-28,Andrew Simon,https://www.inaturalist.org/observations/8159241,https://static.inaturalist.org/photos/10803761/medium.jpg?1506635611,,68901,ART
Usofila pacifica,"(Banks, 1894)",,northwestern long-legged cave spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,,Telemidae,,native,S5 (2018),reported,unobserved,2006-01-05,Robb Bennett,RBCM,ENT014-021388,,,,,,,233352,ART
Metellina curtisi,"(McCook, 1894)",,Curtis armored orbweaver,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,,native,S5 (2018),new 2016,observed,,,,,,2016-08-15,Andrew Simon,http://www.inaturalist.org/observations/3903550,https://static.inaturalist.org/photos/4587864/medium.jpg?1471414856,,196577,ART
Tetragnatha sp.,,,long-jawed orbweaver,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,,,,confirmed,observed,1982-05-08,Geoffrey G.E. Scudder,SEM,SEM-UBC SPI-0276,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223419,https://static.inaturalist.org/photos/7818430/medium.jpeg?1494871068,,47550,ART
Enoplognatha ovata,"(Clerck, 1757)",,common candy-striped spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,exotic,unlisted,new 2016,observed,,,,,,2016-06-23,Andrew Simon,http://www.inaturalist.org/observations/3512997,https://static.inaturalist.org/photos/4090615/medium.jpg?1466751344,,219195,ART
Latrodectus hesperus,"Chamberlin & Ivie, 1935",,western black widow,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,native,S5 (2018),new 2016,observed,,,,,,2016-09-27,Pat,http://www.inaturalist.org/observations/4343237,https://static.inaturalist.org/photos/5214667/medium.jpg?1476398910,,47382,ART
Rugathodes sexpunctatus,"Emerton, 1882",,common six-spotted orb-weaver,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,native,S5 (2018),reported,unobserved,1983-04-30,Geoffrey G.E. Scudder,SEM,SEM-UBC SPI-0071,,,,,,Reported as Theridion sexpunctatum,230328,ART
Steatoda grossa,"(C. L. Koch, 1838)",,false black widow,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,exotic,unlisted,new 2016,observed,,,,,,2016-09-03,Andrew Simon,http://www.inaturalist.org/observations/4313614,https://static.inaturalist.org/photos/5183281/medium.jpg?1476124710,,61997,ART
Theridion sp.,,,cobweb spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,,,,new 2016,observed,,,,,,2014-06-22,Ian Guthrie,http://www.inaturalist.org/observations/4170004,https://static.inaturalist.org/photos/4965291/medium.jpg?1474507154,,82081,ART
Bassaniana cf utahensis,"(Gertsch, 1932)",,common bark crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,native,S5 (2018),new 2016,observed,,,,,,2016-11-03,Andrew Simon,http://www.inaturalist.org/observations/4491284,https://static.inaturalist.org/photos/5425255/medium.jpg?1478227836,,298120,ART
Coriarachne brunneipes,"Banks, 1893",,dark bark crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,native,S4 (2018),new 2017,observed,,,,,,2017-05-27,Andrew Simon,https://www.inaturalist.org/observations/6465012,https://static.inaturalist.org/photos/8173846/medium.jpg?1496389146,,217594,ART
Misumena vatia,"(Clerck, 1757)",,goldenrod crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,native,S5 (2018),new 2016,observed,,,,,,2016-06-23,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3562082,https://static.inaturalist.org/photos/4138872/medium.jpg?1467242858,,55746,ART
Xysticus pretiosus,"Gertsch, 1934",,western ground crab spider,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,native,S4S5 (2018),confirmed,observed,2012-05-09,Robb Bennett,RBCM,ENT012-017154,,2017-05-31,Andrew Simon,https://www.inaturalist.org/observations/6464872,https://static.inaturalist.org/photos/8173585/medium.jpg?1496385711,,233894,ART
Ixodes pacificus,"Cooley & Kohls, 1943",,western blacklegged tick,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,Ixodidae,,,,new 2018,observed,,,,,,2018-05-05,Andrew Simon,https://www.inaturalist.org/observations/12258908,https://static.inaturalist.org/photos/17626748/original.jpeg?1525759398,,60599,ART
Leptobunus parvulus,"(Banks, 1894)",,harvestman,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,Phalangioidea,Phalangiidae,Phalangiinae,,,new 2019,observed,,,,,,2019-06-13,Dave “Zeuss” Cochrane,https://www.inaturalist.org/observations/27018303,https://static.inaturalist.org/photos/41994272/original.jpeg?1560605071,,525639,ART
pseudoscorpion (sp),,,pseudoscorpion,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Pseudoscorpiones,,,,,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223424,https://static.inaturalist.org/photos/7818437/medium.jpeg?1494871084,,172373,ART
Eriophyes emarginatae,"Keifer, 1939",,leaf gall mite,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Sarcoptiformes,,Eriophyoidea,Eriophyidae,,,,new 2015,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735293,https://static.inaturalist.org/photos/4340636/medium.jpeg?1469334054,,322964,ART
Linopodes sp.,,,mite,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Eupodoidea,Cocceupodidae,,,,new 2019,observed,,,,,,2019-05-05,Jason Headley,https://www.inaturalist.org/observations/24698269,https://static.inaturalist.org/photos/38193209/medium.jpg?1557184891,,379538,ART
Daphnia longiremis,"G.O. Sars, 1861",,water flea,Animalia,Arthropoda,Crustacea,,Brachiopoda,Phyllopoda,Cladocera,Anomopoda,,,Daphniidae,,,,reported,unobserved,1998-01-14,,RBCM,994-00072-002,,,,,,no collector name in metadata,548495,ART
Eubranchipus oregonus,"Creaser, 1930",,Oregon fairy shrimp,Animalia,Arthropoda,Crustacea,,Brachiopoda,,Sarsostraca,Anostraca,,,Chirocephalidae,,,,reported,unobserved,2013-10-25,Geoffrey Scudder,RBCM,999-00379-001,,,,,,,219607,ART
Balanus nubilus,"Darwin, 1854",,giant acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Cirripedia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-03-24,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/2825535,https://static.inaturalist.org/photos/3215670/medium.jpg?1458847212,,49127,ART
Nearctodesmus sp.,,,nearctodesmid millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,,,Nearctodesmidae,,,,new 2016,observed,,,,,,2016-11-24,Ed Andrusiak,http://www.inaturalist.org/observations/4661703,https://static.inaturalist.org/photos/5644416/medium.jpeg?1480440989,,171512,ART
Scytonotus granulatus,,,granulated millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,,,Polydesmidae,,,,new 2019,observed,,,,,,2016-01-01,Galiano Community School,https://www.inaturalist.org/observations/24352844,https://static.inaturalist.org/photos/37657194/medium.jpeg?1556777699,,121479,ART
Harpaphe haydeniana,,,yellow-spotted millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,,,Xystodesmidae,,,,confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2016-05-07,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3121237,https://static.inaturalist.org/photos/3609742/medium.jpg?1462658262,,47737,ART
Polyxenus sp.,,,polyxenid millipede,Animalia,Arthropoda,Myriapoda,,Diplopoda,Penicillata,,Polyxenida,,,Polyxenidae,,,,new 2019,observed,,,,,,2019-05-06,Scott Gilmore,https://www.inaturalist.org/observations/24821743,https://static.inaturalist.org/photos/38390710/medium.jpeg?1557374436,,133865,ART
Entomobrya clitellaria,"Guthrie, 1903",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,,,new 2019,observed,,,,,,2019-09-20,Scott Gilmore,https://www.inaturalist.org/observations/33096075,https://static.inaturalist.org/photos/51952276/medium.jpg?1569016496,,470384,ART
Entomobrya intermedia,"Brooks, 1993",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,,,new 2019,observed,,,,,,2019-04-26,Andrew Simon,https://www.inaturalist.org/observations/24351469,https://static.inaturalist.org/photos/37652892/medium.jpeg?1556773942,,219209,ART
Entomobrya triangularis,"Schott, 1896",,slender springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,,,,new 2018,observed,,,,,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/12667801,https://static.inaturalist.org/photos/18333235/medium.jpeg?1526876475,,296704,ART
Ptenothrix maculosa,"(Schott, 1891)",,globular springtail,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Symphypleona,,Dicyrtomoidea,Dicyrtomidae,,,,new 2017,observed,,,,,,2017-02-16,Andrew Simon,https://www.inaturalist.org/observations/5121870,https://static.inaturalist.org/photos/6300749/medium.jpg?1487297872,,491087,ART
Pollicipes polymerus,"Sowerby, 1833",,goose-neck barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,,Thoracica,Scalpelliformes,,,Pollicipedidae,,,,reported,unobserved,1993-05-09,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,48786,ART
Semibalanus balanoides,,,ridge-less barnacle,Animalia,Arthropoda,Crustacea,,Hexanauplia,,Thoracica,Sessilia,Balanomorpha,Balanoidea,Archaeobalanidae,,,,reported,unobserved,2008-11-13,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,ART
Semibalanus cariosus,"(Pallas, 1788)",,thatched acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,,Thoracica,Sessilia,Balanomorpha,Balanoidea,Archaeobalanidae,,,,confirmed,observed,1985-12-08,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910072,https://static.inaturalist.org/photos/4596474/medium.jpeg?1471493079,,47658,ART
Balanus crenatus,"Bruguière, 1789",,wrinkled barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,,Thoracica,Sessilia,Balanomorpha,Balanoidea,Balanidae,Balaninae,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,Ocean Wise,,,2019-01-25,awworld’,https://www.inaturalist.org/observations/19886394,https://static.inaturalist.org/photos/30667044/medium.jpg?1548532961,,117672,ART
Balanus glandula,"Darwin, 1854",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,,Thoracica,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,Ocean Wise,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580675,https://static.inaturalist.org/photos/2880873/medium.JPG?1452762362,,81610,ART
Chthamalus dalli,"Pilsbry, 1916",,small acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,,Thoracica,Sessilia,Balanomorpha,Chthamaloidea,Chthamalidae,,,,confirmed,observed,2008-02-16,Andy Lamb & Donna Gibbs,Ocean Wise,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580662,https://static.inaturalist.org/photos/2880850/medium.JPG?1452761553,,129910,ART
Argulus pugettensis,"Dana, 1853",,surfperch fish louse,Animalia,Arthropoda,Crustacea,Oligostraca,Ichthyostraca,Branchiura,,Arguloida,,,Argulidae,,,,reported,unobserved,2007-09-29,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,873865,ART
Reticulitermes hesperus,,,western subterranean termite,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,Blattoidea,Rhinotermitidae,,,,new 2019,observed,,,,,,2019-08-22,Chris Ratzlaff,https://www.inaturalist.org/observations/32630539,https://static.inaturalist.org/photos/51194956/medium.jpg?1568360041,,296465,ART
Zootermopsis angusticollis,(Hagen),,Pacific dampwood termite,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,Blattoidea,Termopsidae,,,,confirmed,observed,1975-09-14,Geoffrey G.E. Scudder,SEM,SEM-UBC ISO-0042,,2016-08-13,Andrew Simon,http://www.inaturalist.org/observations/3882082,https://static.inaturalist.org/photos/4554791/medium.jpg?1471164652,,121383,ART
Necrophilus hydrophiloides,"Guérin-Méneville, 1835",,primitive carrion beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Agyrtidae,,native,S4S5 (2017),reported,unobserved,1979-04-06,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28996,,,,,,,176866,ART
Macropogon testaceipennis,"Motschulsky, 1859",,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Artematopodidae,,native,SU (2017),new 2018,observed,,,,,,2018-05-20,Scott Gilmore,https://www.inaturalist.org/observations/12958531,https://static.inaturalist.org/photos/18837096/medium.jpeg?1527701448,,455135,ART
Odonteus obesus,"(LeConte, 1859)",,earth-boring scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Bolboceratidae,,native,S4S5 (2017),reported,unobserved,1973-12-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-18166,,,,,,Reported as Bolboceras obesus,456509,ART
Polycaon stoutii,"(LeConte, 1853)",,Stout’s hardwood borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Bostrichidae,,native,SU (2017),reported,unobserved,1973-07-17,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-19841,,,,,,,345140,ART
Oxylaemus sp.,,,dry bark beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Bothrideridae,,,,reported,unobserved,1974-07-24,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28979,,,,,,,455150,ART
Eutrichapion cavifrons,"(LeConte, 1857)",,straight-snouted weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Brentidae,,native,S4S5 (2017),reported,unobserved,1979-04-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29008,,,,,,Reported as Apion cavifrons,455154,ART
Rhopalapion longirostre,"Olivier, 1807",,hollyhock weevil,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Brentidae,,exotic,unlisted,new 2018,observed,,,,,,2018-05-21,Elizabeth McClelland,https://www.inaturalist.org/observations/12998488,https://static.inaturalist.org/photos/18907726/medium.jpeg?1527815108,,455182,ART
Anthaxia retifer,"LeConte, 1860",,metallic wood-boring beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,native,S4S5 (2017),confirmed,observed,1978-06-03,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-26539,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/13064356,https://static.inaturalist.org/photos/19023885/medium.jpeg?1527992530,,455220,ART
Buprestis aurulenta,"Linnaeus, 1767",,golden buprestid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,native,S5 (2017),new 2016,observed,,,,,,2016-08-04,Christian Adler,http://www.inaturalist.org/observations/3959799,https://static.inaturalist.org/photos/4668083/medium.jpeg?1472139463,,215596,ART
Buprestis langi,"Mannerheim, 1843",,metallic wood-boring beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,native,S5 (2017),reported,unobserved,1976-07-27,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-26556,,,,,,,455225,ART
Chalcophora angulicollis,"(LeConte, 1857)",,western sculptured pine borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Chrysochroinae,native,S4S5 (2017),confirmed,observed,2012-05-12,E. Harrower,VMS,,,2016-06-02,Adam Huggins,http://www.inaturalist.org/observations/3369542,https://static.inaturalist.org/photos/3890168/medium.jpg?1464930137,,82080,ART
Dicerca crassicollis,"LeConte, 1857",,dark jewel beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Chrysochroinae,native,SU (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6207545,https://static.inaturalist.org/photos/7795487/medium.jpeg?1494781382,,218356,ART
Trachykele blondeli,"Marseul, 1865",,western cedar borer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Buprestoidea,Buprestidae,Buprestinae,native,SU (2017),new 2016,observed,,,,,,2014-06-22,Ian Guthrie,http://www.inaturalist.org/observations/4170081,https://static.inaturalist.org/photos/4965411/medium.jpg?1474507623,,455266,ART
Dichelotarsus sp.,,,soldier beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Cantharinae,,,new 2017,observed,,,,,,2017-05-12,Scott Gilmore,https://www.inaturalist.org/observations/6206196,https://static.inaturalist.org/photos/7793425/medium.jpeg?1494774294,,244381,ART
Malthodes sp.,,,click beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Malthininae,,,new 2015,observed,,,,,,2015-05-28,Andrew Simon,http://www.inaturalist.org/observations/1838797,https://static.inaturalist.org/photos/2233707/medium.jpg?1438897296,,177174,ART
Podabrus cavicollis,"LeConte, 1851",,soldier beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Cantharinae,,,new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460124,https://static.inaturalist.org/photos/8166096/medium.jpg?1496356225,,57771,ART
Silis lutea,"LeConte in Melsheimer, 1853",,soldier beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Silinae,native,SU (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223532,https://static.inaturalist.org/photos/7819045/medium.jpeg?1494873161,,455377,ART
