Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Lopus decolor,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Cremnorrhinini,Lopus,,,,,,,,,,,Lopus decolor,391877,1
Ranatra fusca,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepoidea,Nepidae,Ranatrinae,,Ranatra,,,,,,,,,,brown water scorpion,Ranatra fusca,133757,1
Notonecta kirbyi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Notonectoidea,Notonectidae,Notonectinae,,Notonecta,,,,,,,,,,Kirby’s backswimmer,Notonecta kirbyi,226029,1
Notonecta undulata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Notonectoidea,Notonectidae,Notonectinae,,Notonecta,,,,,,,,,,grousewinged backswimmer,Notonecta undulata,226033,1
Banasa dimidiata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,Banasa,,,,,,,,,,,Banasa dimidiata,363224,1
Banasa sordida,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,Banasa,,,,,,,,,,,Banasa sordida,119735,1
Brochymena affinis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Halyini,Brochymena,,,,,,,,,,rough stink bug,Brochymena affinis,127433,1
Brochymena sulcata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Halyini,Brochymena,,,,,,,,,,rough stink bug,Brochymena sulcata,210508,1
Chlorochroa ligata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Nezarini,Chlorochroa,,,,,,,,,,conchuela bug,Chlorochroa ligata,261351,1
Chlorochroa rossiana,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Nezarini,Chlorochroa,,,,,,,,,,,Chlorochroa rossiana,357522,1
Euschistus conspersus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Carpocorini,Euschistus,,,,,,,,,,consperse stink bug,Euschistus conspersus,243759,1
Empicoris pilosus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Ploiariolini,Empicoris,,,,,,,,,,assassin bug,Empicoris pilosus,498439,1
Empicoris rubromaculatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Ploiariolini,Empicoris,,,,,,,,,,assassin bug,Empicoris rubromaculatus,52987,1
Eremocoris obscurus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Drymini,Eremocoris,,,,,,,,,,,Eremocoris obscurus,361586,1
Gastrodes pacificus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Drymini,Gastrodes,,,,,,,,,,,Gastrodes pacificus,296335,1
Saldula explanata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,,Saldula,,,,,,,,,,shore bug,Saldula explanata,453260,1
Saldula laticollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,,Saldula,,,,,,,,,,shore bug,Saldula laticollis,361594,1
Saldula nigrita,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,,Saldula,,,,,,,,,,shore bug,Saldula nigrita,453261,1
Saldula pallipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,,Saldula,,,,,,,,,,shore bug,Saldula pallipes,454107,1
Camirus porosus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Pachycorinae,,Camirus,,,,,,,,,,jewel bug,Camirus porosus,174485,1
Eurygaster alternata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Eurygasterinae,,Eurygaster,,,,,,,,,,jewel bug,Eurygaster alternata,219860,1
Microvelia buenoi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Veliidae,,,Microvelia,,,,,,,,,,ripple bug,Microvelia buenoi,453969,1
Andrena angustella,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,,,,,,,,mining bee,Andrena angustella,346698,1
Andrena candida,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,,,,,,,,mining bee,Andrena candida,309427,1
Andrena chlorura,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,,,,,,,,mining bee,Andrena chlorura,271491,1
Andrena frigida,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,,,,,,,,mining bee,Andrena frigida,198991,1
Andrena prunorum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,,,,,,,,mining bee,Andrena prunorum,57667,1
Melandrena sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,,,,,,,,mining bee,Melandrena,571409,1
Apis mellifera,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Apini,Apis,,,,,,,,,,honey bee,Apis mellifera,47219,1
Bombus bifarius,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,two-form bumblebee,Bombus bifarius,127052,1
Bombus bohemicus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,Ashton’s cuckoo bumblebee,Bombus bohemicus,125884,1
Bombus centralis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,central bumblebee,Bombus centralis,321463,1
Bombus fervidus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,golden northern bumblebee,Bombus fervidus,52774,1
Bombus flavifrons,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,yellow-headed bumblebee,Bombus flavifrons,119308,1
Bombus frigidus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,frigid bumblebee,Bombus frigidus,433293,1
Bombus huntii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,Hunt's Bumble Bee,Bombus huntii,154043,1
Bombus melanopygus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,black-tailed bumblebee,Bombus melanopygus,130222,1
Bombus mixtus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,fuzzy-horned bumblebee,Bombus mixtus,319125,1
Bombus occidentalis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,western bumblebee,Bombus occidentalis,82371,1
Bombus sitkensis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,Sitka bumblebee,Bombus sitkensis,142269,1
Bombus suckleyi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,Suckley’s cuckoo bumblebee,Bombus suckleyi,452445,1
Bombus vosnesenskii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,,,,,,,,yellow-faced bumblebee,Bombus vosnesenskii,57689,1
Ceratina sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,Ceratinini,Ceratina,,,,,,,,,,,Ceratina,572870,1
Eucera sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Eucerini,Eucera,,,,,,,,,,,Eucera,578130,1
Habropoda cineraria,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Anthophorini,Habropoda,,,,,,,,,,,Habropoda cineraria,458980,1
Melissodes microstictus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Eucerini,Melissodes,,,,,,,,,,,Melissodes microstictus,747170,1
Nomada sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Nomadinae,Nomadini,Nomada,,,,,,,,,,nomad bee,Nomada,53648,1
Synhalonia sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Eucerini,Eucera,,,,,,,,,,,Synhalonia,578125,1
Anisepyris occidentalis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Bethylidae,Pristocerinae,,Anisepyris,,,,,,,,,,bethylid wasp,Anisepyris occidentalis,300681,1
Bethylus decipiens,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Bethylidae,Bethylinae,,Bethylus,,,,,,,,,,narrow-waisted hymenopteran,Bethylus decipiens,498484,1
Goniozus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Bethylidae,Bethylinae,,Goniozus,,,,,,,,,,,Goniozus,250877,1
Chrysis nitidula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,Chrysidini,Chrysis,,,,,,,,,,,Chrysis nitidula,937971,1
Hedychridium dimidiatum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,Elampini,Hedychridium,,,,,,,,,,,Hedychridium dimidiatum,265918,1
Holopyga ventralis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,Elampini,Holopyga,,,,,,,,,,,Holopyga ventralis,300292,1
Omalus aeneus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,Elampini,Omalus,,,,,,,,,,,Omalus aeneus,454765,1
Pseudomalus purpuratus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Chrysidoidea,Chrysididae,Chrysidinae,Elampini,Pseudomalus,,,,,,,,,,,Pseudomalus purpuratus,477306,1
Abia americana,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Cimbicidae,Abiinae,,Abia,,,,,,,,,,cimbicid sawfly,Abia americana,461224,1
Trichiosoma triangulum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Cimbicidae,Cimbicinae,,Trichiosoma,,,,,,,,,,cimbicid sawfly,Trichiosoma triangulum,53847,1
Astata nubecula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Astatinae,,Astata,,,,,,,,,,solitary predatory wasp,Astata nubecula,908696,1
Astata sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Astatinae,,Astata,,,,,,,,,,,Astata,250770,1
Bembix americana,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,Bembicini,Bembix,,,,,,,,,,sand wasp,Bembix americana,53072,1
Diodontus boharti,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Pemphredoninae,Pemphredonini,Diodontus,,,,,,,,,,solitary predatory wasp,Diodontus boharti,498485,1
Dryudella caerulea,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Astatinae,,Dryudella,,,,,,,,,,dark wasp,Dryudella caerulea,498438,1
Eucerceris flavocincta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,Cercerini,Eucerceris,,,,,,,,,,weevil wasp,Eucerceris flavocincta,841257,1
Lestiphorus piceus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,Bembicini,Lestiphorus,,,,,,,,,,solitary predatory wasp,Lestiphorus piceus,498494,1
Passaloecus cuspidatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Pemphredoninae,Pemphredonini,Passaloecus,,,,,,,,,,aphid wasp,Passaloecus cuspidatus,498411,1
Pemphredon inornata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Pemphredoninae,Pemphredonini,Pemphredon,,,,,,,,,,,Pemphredon inornata,203312,1
Rhopalum clavipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,Crabronini,Rhopalum,,,,,,,,,,squareheaded wasp,Rhopalum clavipes,498405,1
Stigmus fulvipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Pemphredoninae,Pemphredonini,Stigmus,,,,,,,,,,aphid wasp,Stigmus fulvipes,498399,1
Trypoxylon sculleni,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,Trypoxylini,Trypoxylon,,,,,,,,,,crabronid wasp,Trypoxylon sculleni,498395,1
Diplolepis polita,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Cynipoidea,Cynipidae,,,Diplolepis,,,,,,,,,,spiny leaf gall wasp,Diplolepis polita,70990,1
Diplolepis rosae,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Cynipoidea,Cynipidae,,,Diplolepis,,,,,,,,,,Robin's-pincushion,Diplolepis rosae,205320,1
Amblyopone oregonensis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Amblyoponinae,,Amblyopone,,,,,,,,,,western dracula ant,Amblyopone oregonensis,68919,1
Camponotus modoc,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,,,,,,,,,,western black carpenter ant,Camponotus modoc,68954,1
Camponotus vicinus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Camponotini,Camponotus,,,,,,,,,,bicoloured carpenter ant,Camponotus vicinus,68959,1
Formica fusca s.lat.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Formicini,Formica,,,,,,,,,,,Formica fusca,69257,1
Formica sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Formicini,Formica,,,,,,,,,,western thatching ant,Formica,47339,1
Lasius alienus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Lasiini,Lasius,,,,,,,,,,citronella ant,Lasius alienus,69082,1
Lasius pallitarsis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Formicinae,Lasiini,Lasius,,,,,,,,,,subterranean aphid tending ant,Lasius pallitarsis,69309,1
Myrmica sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Formicidae,Myrmicinae,Myrmicini,Myrmica,,,,,,,,,,,Myrmica,69369,1
Agapostemon texanus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Agapostemon,,,,,,,,,,Texas striped sweat bee,Agapostemon texanus,133797,1
Dialictus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,,,,,,,,,,metallic sweat bee,Dialictus,126545,1
Halictus confusus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Halictus,,,,,,,,,,confusing furrow bee,Halictus confusus,199115,1
Lasioglossum abundipunctum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,,,,,,,,,,base-banded furrow bee,Lasioglossum abundipunctum,458968,1
Lasioglossum knereri,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,,,,,,,,,,base-banded furrow bee,Lasioglossum knereri,459095,1
Lasioglossum pacatum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,,,,,,,,,,base-banded furrow bee,Lasioglossum pacatum,459107,1
Lasioglossum sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,,,,,,,,,,base-banded furrow bee,Lasioglossum,569269,1
Lasioglossum versans,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,,,,,,,,,,base-banded furrow bee,Lasioglossum versans,199078,1
Lasioglossum versatum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Lasioglossum,,,,,,,,,,base-banded furrow bees,Lasioglossum versatum,452971,1
Seladonia sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Seladonia,,,,,,,,,,,Seladonia,645928,1
Sphecodes sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,Halictini,Sphecodes,,,,,,,,,,blood bee,Sphecodes,61891,1
Ephialtes sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Pimplinae,Ephialtini,Ephialtes,,,,,,,,,,ichneumon wasp,Ephialtes,250299,1
Spilichneumon sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ichneumoninae,Ichneumonini,Spilichneumon,,,,,,,,,,,Spilichneumon,250646,1
Therion circumflexum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Anomaloninae,Gravenhorstiini,Therion,,,,,,,,,,,Therion circumflexum,511350,1
Anthidium manicatum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidiini,Anthidium,,,,,,,,,,European carder bee,Anthidium manicatum,62453,1
Megachile fidelis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,,,,,,,,,,leafcutter bee,Megachile fidelis,309381,1
Megachile perihirta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,,,,,,,,,,western leafcutting bee,Megachile perihirta,224501,1
Osmia lignaria,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Osmiini,Osmia,,,,,,,,,,blue orchard bee,Osmia lignaria,121507,1
Osmia longula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Osmiini,Osmia,,,,,,,,,,mason bee,Osmia longula,226674,1
Ephuta sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Mutillidae,Mutillinae,Mutillini,Ephuta,,,,,,,,,,velvet ant,Ephuta,250727,1
Episyron sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Pompilidae,Pompilinae,Pompilini,Episyron,,,,,,,,,,spider wasp,Episyron,204900,1
Urocerus albicornis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,,Urocerus,,,,,,,,,,horntail,Urocerus albicornis,53249,1
Urocerus californicus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,,Urocerus,,,,,,,,,,horntail,Urocerus californicus,358375,1
Xeris indecisus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Siricoidea,Siricidae,Tremecinae,,Xeris,,,,,,,,,,horntail,Xeris indecisus,874254,1
Ammophila azteca,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Ammophilinae,Ammophilini,Ammophila,,,,,,,,,,,Ammophila azteca,313041,1
Sceliphron caementarium,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,Sceliphrini,Sceliphron,,,,,,,,,,,Sceliphron caementarium,121821,1
Dolerus nauticus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Selandriinae,Dolerini,Dolerus,,,,,,,,,,common sawfly,Dolerus nauticus,498437,1
Eriocampa ovata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Allantinae,Eriocampini,Eriocampa,,,,,,,,,,common sawfly,Eriocampa ovata,418164,1
Halidamia affinis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Blennocampinae,Waldheimiini,Halidamia,,,,,,,,,,,Halidamia affinis,321639,1
Nematus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Nematini,Nematus,,,,,,,,,,,Nematus,320853,1
Bareogonalos canadensis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Trigonaloidea,Trigonalidae,,,Bareogonalos,,,,,,,,,,,Bareogonalos canadensis,498353,1
Acantholyda maculiventris,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Megalodontoidea,Pamphiliidae,Cephalciinae,,Acantholyda,,,,,,,,,,sawfly,Acantholyda maculiventris,498424,1
Ancistrocerus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Eumeninae,,Ancistrocerus,,,,,,,,,,,Ancistrocerus,127788,1
Dolichovespula arenaria,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,Dolichovespula,,,,,,,,,,common aerial yellowjacket,Dolichovespula arenaria,118913,1
Dolichovespula maculata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,Dolichovespula,,,,,,,,,,bald-faced hornet,Dolichovespula maculata,52911,1
Dolichovespula norvegicoides,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,Dolichovespula,,,,,,,,,,northern aerial yellowjacket,Dolichovespula norvegicoides,218630,1
Mischocyttarus flavitarsis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Mischocyttarini,Mischocyttarus,,,,,,,,,,western paper wasp,Mischocyttarus flavitarsis,68863,1
Polistes aurifer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Polistini,Polistes,,,,,,,,,,paper wasp,Polistes aurifer,153887,1
Polistes dominula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Polistinae,Polistini,Polistes,,,,,,,,,,European paper wasp,Polistes dominula,84640,1
