Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Bopyroides hippolytes,"(Kröyer, 1838)",,shrimp parasitic isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Cymothoida,Bopyroidea,Bopyridae,,,,reported,unobserved,2010-07-17,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,873867,
Pentidotea resecata,"(Stimpson, 1857)",,eelgrass isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,,,new 2016,observed,,,,,,2016-05-08,Karolle Wall,http://www.inaturalist.org/observations/4078193,https://static.inaturalist.org/photos/4836960/medium.jpg?1473523745,,141842,
Pentidotea wosnesenskii,"(Brandt, 1851)",,rockweed isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,,,confirmed,observed,1960-12-22,Donald E. McAllister & M.O Yesaki,CMN,CMNC 1987-0102,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620541,https://static.inaturalist.org/photos/6948591/medium.jpeg?1491711405,,126295,
Ligia occidentalis,"(Dana, 1853)",,western sea roach,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,,new 2016,observed,,,,,,2016-06-27,Andrew Simon,http://www.inaturalist.org/observations/3540153,https://static.inaturalist.org/photos/4126134/medium.JPG?1467143426,,117674,
Ligia pallasii,"Brandt, 1833",,common rock louse,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,,new 2017,observed,,,,,,2017-08-04,Tyson Ehlers,https://www.inaturalist.org/observations/8914894,https://static.inaturalist.org/photos/12001696/medium.jpeg?1511497443,,84264,
Gnorimosphaeroma oregonense,"(Dana, 1853)",,Oregon pillbug,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Sphaeromatidea,Sphaeromatoidea,Sphaeromatidae,,,,confirmed,observed,1976-06-20,Rita M. O'Clair,CMN,CMNC 1987-0202,,2019-05-04,David Metzger,https://www.inaturalist.org/observations/24633050,https://static.inaturalist.org/photos/38088741/medium.jpg?1557101083,,123798,
Semibalanus cariosus,"(Pallas, 1788)",,thatched acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Balanoidea,Archaeobalanidae,,,,confirmed,observed,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910072,https://static.inaturalist.org/photos/4596474/medium.jpeg?1471493079,,47658,
Balanus crenatus,"Bruguière, 1789",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Balanoidea,Balanidae,Balaninae,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2019-01-25,‘awworld’,https://www.inaturalist.org/observations/19886394,https://static.inaturalist.org/photos/30667044/medium.jpg?1548532961,,117672,
Balanus glandula,"Darwin, 1854",,common acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580675,https://static.inaturalist.org/photos/2880873/medium.JPG?1452762362,,81610,
Balanus nubilus,"Darwin, 1854",,giant acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,,confirmed,observed,1986-04-08,,RBCM,986-00191-002,,2016-03-24,"Alison, Laura & Malcolm Colwell",http://www.inaturalist.org/observations/2825535,https://static.inaturalist.org/photos/3215670/medium.jpg?1458847212,,49127,no collector name in metadata
Balanus rostratus,"Hoek, 1883",,large acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Balanoidea,Balanidae,,,,reported,unobserved,1986-09-30,,RBCM,986-00197-026,1898319401,,,,,,782656,under review
Chthamalus dalli,"Pilsbry, 1916",,small acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Chthamaloidea,Chthamalidae,,,,confirmed,observed,2008-02-16,Andy Lamb & Donna Gibbs,PMLS,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580662,https://static.inaturalist.org/photos/2880850/medium.JPG?1452761553,,129910,
Lepeophtheirus sp.,,,parasitic copepod,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Siphonostomatoida,,,Caligidae,,,,reported,unobserved,2008-02-03,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,329133,
