Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Euspira pallida,"(Broderip & G.B. Sowerby I, 1829)",,pale northern moonsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03310-001,1898274458,,,,,,,
Neverita lewisii,"(Gould, 1847)",,Lewis' moon snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,,unlisted,unlisted,confirmed,observed,1961-06-23,,RBCM,976-01146-004,1898263889,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763410,https://static.inaturalist.org/photos/3127652/medium.jpg?1457577515,,447427,"reported as Euspira lewisii (Gould, 1847) –unaccepted acc. to WoRMS"
Fusitriton oregonensis,"(Redfield, 1848)",,Oregon triton,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Tonnoidea,Ranellidae,,unlisted,unlisted,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Marsenina rhombica,"(Dall, 1871)",,marbled lamellarid,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,unlisted,unlisted,reported,unobserved,2016-02-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Velutina plicatilis,"(O.F.Müller, 1776)",,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03324,1898301017,,,,,,,
Velutina velutina,"(O.F. Môller, 1776)",,spiral velvet snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,unlisted,unlisted,reported,unobserved,2008-03-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Vermetus compactus,"Daudin, 1800",,northern compact wormsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vermetoidea,Vermetidae,,unlisted,unlisted,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Ophiodermella fancherae,"(Dall, 1903)",,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Borsoniidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03326,1898295480,,,,,,,
Lirabuccinum dirum,"(Reeve, 1846)",,dire whelk,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Buccinidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Kiara Ganon,https://www.inaturalist.org/observations/24725394,https://static.inaturalist.org/photos/38237591/medium.jpg?1557235516,,117642,
Alia carinata,"(Hinds, 1844)",,carinate dovesnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,unlisted,unlisted,new 2017,observed,,,,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7674348,https://static.inaturalist.org/photos/10049729/medium.jpg?1503850620,reported as Mitrella carinata,129933,
Amphissa columbiana,"Dall, 1916",,wrinkled amphissa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,unlisted,unlisted,reported,unobserved,1986-04-08,,RBCM,986-00191-015,,,,,,,,Missing collector name from metadata
Amphissa versicolor,"Dall, 1871",,variegated amphissa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,unlisted,unlisted,reported,unobserved,2008-11-12,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Mitrella gausapata,"(Gould, 1850)",,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03328,1898293242,,,,,,339169,
Nucella canaliculata,"(Duclos, 1832)",,channelled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,unlisted,unlisted,reported,unobserved,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Nucella ostrina,"(Gould, 1852)",,northern striped dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,unlisted,unlisted,confirmed,observed,2008-02-17,Andy Lamb & Donna Gibbs,PMLS,,,2019-04-29,Andrew Simon,https://www.inaturalist.org/observations/24768141,https://static.inaturalist.org/photos/38299622/original.jpeg?1557281198,,122704,
Paciocinebrina interfossa,"(Carpenter, 1864)",,sculptured rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,unlisted,unlisted,reported,unobserved,2009-10-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Paciocinebrina lurida,"(Middendorff, 1848)",,lurid rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Scabrotrophon maltzani,"(Kobelt & Kuster, 1878)",,sandpaper trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Trophoninae,unlisted,unlisted,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Trophonopsis orpheus,"(Gould, 1849)",,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,,unlisted,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03325,1898280329,,,,,,,
Nassarius mendicus,"(Gould, 1850)",,western lean nassa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,,unlisted,unlisted,reported,unobserved,2018-06-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Nassarius sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,,unlisted,unlisted,reported,unobserved,1975-06-17,Philip Lambert,RBCM,975-00224-001,1898300635,,,,,,,
Neostylidium eschrichtii,"(Middendorff, 1849)",,threaded bittium,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neotaenioglossa,,Cerithioidea,Cerithiidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735167,https://static.inaturalist.org/photos/4340541/medium.jpeg?1469332935,,448152,
Aegires albopunctatus,"MacFarland, 1905",,salt-and-pepper nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Aegiridae,,unlisted,unlisted,reported,observed,1996-05-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Aeolidia loui,"Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016",,shag-rug nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,unlisted,unlisted,new 2018,observed,,,,,,2016-04-01,Karolle Wall,https://www.inaturalist.org/observations/14385958,https://static.inaturalist.org/photos/21391886/medium.jpg?1531674447,,498117,
Aeolidia papillosa,"(Linnaeus, 1761)",,papillate sea slug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,unlisted,unlisted,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763439,https://static.inaturalist.org/photos/3127704/medium.jpg?1457577832,,47463,
Apata pricei,"(MacFarland, 1966)",,Price's aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Apataidae,,unlisted,unlisted,reported,unobserved,2013-05-17,Andy Lamb & Donna Gibbs,PMLS,,,,,,,reported as Flabellina pricei,,
Armina californica,"(J.G. Cooper, 1863)",,striped nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Dexiarchia,Arminoidea,Arminidae,,unlisted,unlisted,confirmed,observed,1975-06-17,Philip Lambert,RBCM,975-00224-003,1898310345,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975918,https://static.inaturalist.org/photos/3420011/medium.jpg?1461097116,,47499,
Aldisa albomarginata,"Millen, 1984",,white-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Cadlinidae,,unlisted,unlisted,reported,unobserved,2009-03-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Aldisa cooperi,"Robilliard & Baba, 1972",,Cooper's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Cadlinidae,,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Aldisa sanguinea,"(J.G. Cooper, 1863)",,blood-spot dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Cadlinidae,,unlisted,unlisted,confirmed,observed,2013-10-10,Andy Lamb & Donna Gibbs,PMLS,,,2017-06-25,Karolle Wall,https://www.inaturalist.org/observations/31366877,https://static.inaturalist.org/photos/49085842/original.jpg?1566592991,,50098,
Aldisa tara,"Millen, 1984",,Tara's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Cadlinidae,,unlisted,unlisted,reported,unobserved,2018-06-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cadlina luteomarginata,"MacFarlane, 1966",,yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Euctenidiacea,Doridoidea,Cadlinidae,,unlisted,unlisted,confirmed,observed,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-18,Peter Luckham,http://www.inaturalist.org/observations/2755483,https://static.inaturalist.org/photos/3116335/medium.jpg?1457385582,,50146,
Cadlina modesta,"MacFarlane, 1966",,modest cadlina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Cadlinidae,,unlisted,unlisted,reported,unobserved,2006-06-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cumanotus fernaldi,"T. E. Thompson & G. H. Brown, 1984",,nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia ,Fionoidea,Cumanotidae ,,unlisted,unlisted,reported,unobserved,1975-06-17,Philip Lambert,RBCM,975-00224-006,1898287119,,,,,,,
Dendronotus albopunctatus,"Robilliard, 1972",,white-spotted dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-04-22,Karolle Wall,http://www.inaturalist.org/observations/3705779,https://static.inaturalist.org/photos/4303122/medium.jpg?1468962906,,50328,
Dendronotus albus,"MacFarland, 1966",,white dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,unlisted,unlisted,reported,unobserved,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Dendronotus iris,"J.G. Cooper, 1863",,giant nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975966,https://static.inaturalist.org/photos/3420086/medium.jpg?1461097393,,47706,
Dendronotus rufus,"O'Donoghue, 1921",,red dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2011-10-07,Karolle Wall,http://www.inaturalist.org/observations/3705777,https://static.inaturalist.org/photos/4303203/medium.jpg?1468963428,,50393,
Dendronotus venustus,"MacFarland, 1966",,branched dendronotus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,unlisted,unlisted,new 2016,observed,,,,,,2016-05-24,Karolle Wall,http://www.inaturalist.org/observations/3705618,https://static.inaturalist.org/photos/4302953/medium.jpg?1468961299,,129995,
Dirona albolineata,"MacFarland, 1905",,frosted nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Dironidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763409,https://static.inaturalist.org/photos/3127651/medium.jpg?1457577475,,47477,
Dirona pellucida,"Volodchenko, 1941",,golden dirona,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Dironidae,,unlisted,unlisted,confirmed,observed,1973-09-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854943,https://static.inaturalist.org/photos/3257098/medium.jpg?1459383774,,50447,
Diaulula lentiginosa,"(Millen, 1982)",,freckled pale sea lemon,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,unlisted,unlisted,reported,unobserved,2006-03-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Diaulula odonoghuei,"(Steinberg, 1963)",,spotted leopard dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,unlisted,unlisted,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2016-05-25,Chessi Miltner,http://www.inaturalist.org/observations/3684490,https://static.inaturalist.org/photos/4272167/medium.jpg?1468629479,,508237,
Geitodoris heathi,"(MacFarlane, 1905)",,Heath's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,47505,
Peltodoris nobilis,"(MacFarland, 1905)",,noble sea lemon,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,unlisted,unlisted,new 2016,observed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-18,Peter Luckham,http://www.inaturalist.org/observations/2755459,https://static.inaturalist.org/photos/3116293/medium.jpg?1457384578,,48450,
Doris montereyensis,"(J.G. Cooper, 1863)",,Monterey sea lemon,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,unlisted,unlisted,confirmed,observed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763446,https://static.inaturalist.org/photos/3127714/medium.jpg?1457577901,,47469,
Doris odhneri,"MacFarlane, 1966",,white nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,unlisted,unlisted,confirmed,observed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763462,https://static.inaturalist.org/photos/3127744/medium.jpg?1457578278,,124210,
Eubranchus rupium,"(Moller, 1842)",,olive aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,unlisted,unlisted,reported,unobserved,2012-10-06,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Eubranchus rustyus,"(Er. Marcus, 1961)",,homely aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Larry Taylor,https://www.inaturalist.org/observations/30009627,https://static.inaturalist.org/photos/46861491/original.jpeg?1564699833,,,
Eubranchus sanjuanensis,"Roller, 1972",,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Larry Taylor,https://www.inaturalist.org/observations/30012097,https://static.inaturalist.org/photos/46864234/original.jpeg?1564701622,,544965,
Hermissenda crassicornis,"(Eschscholtz, 1831)",,opalescent nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Facelinidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-19,Karolle Wall,http://www.inaturalist.org/observations/3707787,https://static.inaturalist.org/photos/4306309/original.jpg?1468987954,,495552,
Coryphella verrucosa,"(Sars M., 1829)",,red-gilled nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Flabellinidae,,unlisted,unlisted,confirmed,observed,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,2015-07-30,Karolle Wall,http://www.inaturalist.org/observations/3705778,https://static.inaturalist.org/photos/4303106/medium.jpg?1468962749,,50461,
Flabellina japonica,"(Volodchenko, 1941)",,pearly nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Flabellinidae,,unlisted,unlisted,reported,unobserved,2009-02-08,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Himatina trophina,"(Bergh, 1890)",,red flabellina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Flabellinidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976615,https://static.inaturalist.org/photos/3420834/medium.jpg?1461100300,Reported as Flabellina trophina,633561,
Orienthella trilineata,"(O'Donoghue, 1921)",,three-lined nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Flabellinidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-05,Emily Adamczyk,https://www.inaturalist.org/observations/24750315,https://static.inaturalist.org/photos/38274688/medium.jpeg?1557262448,Reported as Flabellina trilineata,764704,
Acanthodoris hudsoni,"MacFarlane, 1905",,Hudson's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,unlisted,unlisted,confirmed,observed,1994-10-23,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854926,https://static.inaturalist.org/photos/3257076/medium.jpg?1459383467,,48447,
Acanthodoris nanaimoensis,"O'Donoghue, 1921",,Nanaimo nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,unlisted,unlisted,confirmed,observed,1985-12-08,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-18,Peter Luckham,http://www.inaturalist.org/observations/2755485,https://static.inaturalist.org/photos/3116337/medium.jpg?1457385624,,47476,
Acanthodoris pilosa,"(Abildgaard, 1789)",,pilose doris,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,unlisted,unlisted,reported,observed,2008-06-15,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Adalaria sp.,,,tiny white dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,unlisted,unlisted,reported,observed,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Diaphorodoris lirulatocauda,"Millen, 1985",,porcupine dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,unlisted,unlisted,confirmed,observed,2008-05-30,Andy Lamb & Donna Gibbs,PMLS,,,2016-05-15,Karolle Wall,http://www.inaturalist.org/observations/3707594,https://static.inaturalist.org/photos/4305890/medium.jpg?1468984104,,48630,
Knoutsodonta jannae,"Millen, 1987",,Janna's adalaria,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,unlisted,unlisted,reported,unobserved,2018-06-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Onchidoris bilamellata,"(Linnaeus, 1767)",,barnacle-eating nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,unlisted,unlisted,confirmed,observed,2006-06-23,Andy Lamb & Donna Gibbs,PMLS,,,2016-07-18,Karolle Wall,http://www.inaturalist.org/observations/4052743,https://static.inaturalist.org/photos/4799889/medium.jpg?1473211937,,47480,
Limacia cockerelli,"(MacFarland, 1905)",,Cockerell's nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,unlisted,unlisted,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Polycera zosterae,"O'Donoghue, 1924",,sea slug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Polycerinae,unlisted,unlisted,new 2016,observed,,,,,,2010-05-10,Karolle Wall,http://www.inaturalist.org/observations/3707748,https://static.inaturalist.org/photos/4306247/medium.jpg?1468987093,,501581,
Triopha catalinae,"(J.G. Cooper, 1863)",,clown nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,unlisted,unlisted,confirmed,observed,1994-02-27,Andy Lamb & Donna Gibbs,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763434,https://static.inaturalist.org/photos/3127688/medium.jpg?1457577755,,47454,
Triopha maculata,"MacFarland, 1905",,spotted triopha,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,unlisted,unlisted,reported,unobserved,2008-05-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Antiopella fusca,"(O'Donoghue, 1924)",,white-and-orange-tipped nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Proctonotidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2015-06-18,Karolle Wall,http://www.inaturalist.org/observations/3705624,https://static.inaturalist.org/photos/4302968/medium.jpg?1468961486,reported as Janolus fuscus,886884,
Rostanga pulchra,"MacFarland, 1905",,red sponge nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Opistobranchia,Eudoridoidea,Rostangidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2016-05-06,Karolle Wall,http://www.inaturalist.org/observations/3705820,https://static.inaturalist.org/photos/4303261/medium.jpg?1468964224,,47473,
Melibe leonina,"(Gould, 1852)",,hooded nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Tethydidae,,unlisted,unlisted,confirmed,observed,1994-10-07,Andy Lamb & Donna Gibbs,PMLS,,,2013-08-20,Karolle Wall,http://www.inaturalist.org/observations/3705621,https://static.inaturalist.org/photos/4302960/medium.jpg?1468961381,,48455,
Zelentia pustulata,"(Alder & Hancock, 1854)",,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,unlisted,unlisted,reported,unobserved,1982-05-21,Sandra Millen-Crane,RBCM,983-00026-001,1898308265,,,,,,,"accessioned in collections at RBCM as Cuthona pustulata (Alder & Hancock, 1854) –unaccepted acc. to WoRMS"
Tochuina gigantea,"(Bergh, 1904)",,orange-peel nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,unlisted,unlisted,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Tritonia festiva,"(Stearns, 1873)",,diamondback nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,,unlisted,unlisted,confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976292,https://static.inaturalist.org/photos/3420558/medium.jpg?1461099310,,48827,
Berthella californica,"(MacFarlane, 1966)",,California berthella,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,unlisted,unlisted,confirmed,observed,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854808,https://static.inaturalist.org/photos/3256911/medium.jpg?1459381983,,49902,
Berthella chacei,"(J. Q. Burch, 1944)",,white berthella,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,unlisted,unlisted,new 2015,observed,,,,,,2015-04-20,Karolle Wall,https://www.inaturalist.org/observations/3706277,https://static.inaturalist.org/photos/4303893/original.jpg?1468968938,,,
Clione limacina,"(Phipps, 1774)",,common clione,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Gymnosomata,Clionoidea,Clionidae,,unlisted,unlisted,new 2020,observed,,,,,,2020-01-05,Lillian Rose Crossman,https://www.inaturalist.org/observations/37294883,https://static.inaturalist.org/photos/59097638/original.jpg?1578214051,,,
