id,parentId,iNaturalistTaxonName,commonName,rank,wikipediaSummary,iNaturalistTaxonImage,taxonName,names
63552,47122,Dalea,prairie clovers,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Dalea</b></i>  is a genus of flowering plants in the legume family, Fabaceae. Members of the genus are commonly known as <b>prairie clover</b> or <b>indigo bush</b>. Its name honors English apothecary Samuel Dale (1659–1739). They are native to the Western hemisphere, where they are distributed from Canada to Argentina. Nearly half of the known species are endemic to Mexico. Two species of <i>Dalea</i> (<i>Dalea</i></p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/19047/medium.jpg,,
64408,47327,Calochortus aureus,golden mariposa lily,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Calochortus aureus</b></i> is a North American species of flowering plants in the lily family. It is native to the southwestern United States (Arizona, southern Utah, northwestern New Mexico and southwestern Colorado). <i>Calochortus aureus</i> is a bulb-forming perennial herb producing a single stalk up to 30&#160;cm tall. Flowers are bright lemon-yellow with red or purple splotches on the petals.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/3909601/medium.jpg,Calochortus aureus,"{""Calochortus aureus"":""accepted""}"
68560,47148,Coleogyne,,genus,"<p class=""mw-empty-elt"">

</p>
<p><i><b>Coleogyne ramosissima</b></i> or <b>blackbrush</b>, is a low lying, dark grayish-green, aromatic, spiny, perennial, soft wooded shrub, native to the deserts of the southwestern United States. It is called blackbrush because the gray branches darken when wet by rains. It is in the rose family (Rosaceae), and is the only species in the monotypic genus <i><b>Coleogyne</b></i>.
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/26101/medium.jpg,,
72083,48699,Cymopterus,Springparsleys,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Cymopterus</b></i> is a genus of perennial plants in the family Apiaceae native to western North America. They are commonly known as the <b>spring parsleys</b>. They are mostly stemless, taprooted perennial herbs with leaves at ground level and flowering scapes bearing yellow, white, or purple flowers.</p>
<meta property=""mw:PageProp/toc"" />",https://inaturalist-open-data.s3.amazonaws.com/photos/301296/medium.jpg,,"{""Cymopterus"":""accepted""}"
72134,47148,Fallugia,,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Fallugia</b></i> is a monotypic genus of flowering plants containing the single species <i><b>Fallugia paradoxa</b></i>, which is known by the common names <b>Apache plume</b> and <b>póñil</b>. This plant is native to the southwestern United States and northern Mexico, where it is found in arid habitats such as desert woodlands and scrub.
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/41301/medium.jpg,,
72188,47604,Hymenopappus,Woollywhites,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Hymenopappus</b></i> is a genus of flowering plants in the daisy family. Many species are known as <b>woollywhites</b>.
</p><p><i>Hymenopappus</i> is native to North America. These are biennial or perennial herbs which bear daisylike flowers.</p>
<dl><dt>Species</dt></dl><ul><li><i>Hymenopappus artemisiifolius</i> - oldplainsman - Texas Arkansas Louisiana</li>
<li><i>Hymenopappus biennis</i> - biennial woollywhite</li></ul>...",https://inaturalist-open-data.s3.amazonaws.com/photos/1855802/medium.JPG,,"{""Hymenopappus"":""accepted""}"
72201,48382,Johanneshowellia,,genus,,https://inaturalist-open-data.s3.amazonaws.com/photos/44635162/medium.jpeg,,
72212,48150,Lappula,,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Lappula</b></i> is a genus of flowering plants in the borage family known generally as <b>stickseeds</b>. They are native to the northern hemisphere. These are annual herbs producing funnel-shaped flowers and prickly fruits. One of the best known species is the European stickseed, <i>Lappula squarrosa</i>, which is a notorious noxious weed.
</p><p>Species include:
</p>
<ul><li><i>Lappula barbata</i></li>
<li class=""mw-empty-elt""></li></ul>...",https://inaturalist-open-data.s3.amazonaws.com/photos/91050428/medium.jpg,,
72282,47148,Peraphyllum,,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Peraphyllum</b></i> is a monotypic genus of flowering plants in the rose family, containing the single species <i><b>Peraphyllum ramosissimum</b></i>, commonly known as the <b>squaw apple</b> or <b>wild crab apple</b>.
</p><p>Translated from the Greek, the genus <i>Peraphyllum</i> means ""very leafy"" and the species name <i>ramosissimum</i> means ""many branches"".  <i>Peraphyllum</i> is most closely related to</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/2252256/medium.jpg,,
72348,47903,Sclerocactus,Pineapple Cactuses,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Sclerocactus</b></i> (""hard cactus"", from Greek; refers to the hard, dry fruit) is a genus of cacti.  It comprises about 15 species, the exact number depending on the authority.  These species are very xerophytic. They are sometimes called 'fishhook cactus' or 'little barrels.'
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/37716750/medium.jpg,,
72395,47604,Thelesperma,greenthreads,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Thelesperma</b></i> is a genus of North American and South American plants in the cosmos tribe within the sunflower family. <b>Greenthread</b> is a common name for plants in this genus.</p><p>Members of the genus are used by a number of the southwestern Native American peoples as an herbal tea; as such, it is sometimes called ""Indian tea,"" ""Native American tea,"" ""Native tea,"" or the name is referenced to the</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/318522/medium.JPG,,
75298,50822,Agave utahensis,Utah Agave,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Agave utahensis</b></i> is a species of agave known by the common name <b>Utah agave</b>.</p><p>Varieties of the species include the <b>Nevada agave</b> and <b>Kaibab agave</b>.
</p><p>It is an uncommon plant of the United States' desert southwest, in the states of Utah, Nevada, Arizona, and California. Although plants in some areas are threatened, overall the species is stable and is considered to be of Least</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/96382/medium.jpg,Agave utahensis,"{""Agave utahensis"":""accepted""}"
75537,47179,Arctostaphylos patula,greenleaf manzanita,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Arctostaphylos patula</b></i> is a species of manzanita known by the common name <b>greenleaf manzanita</b>. This manzanita is native to western North America where it grows in coniferous forests at moderate to high elevations.
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/6337211/medium.jpg,Arctostaphylos patula,"{""Arctostaphylos patula"":""accepted""}"
76441,57273,Cordylanthus parviflorus,small-flowered bird's-beak,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Cordylanthus parviflorus</b></i> is a species of flowering plant in the family Orobanchaceae known by the common name <b>purple bird's beak</b>. It is native to the western United States where it grows in several types of habitat, including the sagebrush steppe of the Great Basin. It is an annual herb, red-tinted gray-green in color, and hairy, glandular, and sticky in texture. It grows 20 to 60 centimeters tall</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/29129168/medium.jpg,Cordylanthus parviflorus,"{""Cordylanthus parviflorus"":""accepted""}"
78240,48626,Oenothera cespitosa,fragrant evening primrose,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Oenothera caespitosa</b></i>, known commonly as <b>tufted evening primrose</b>, <b>desert evening primrose</b>, <b>rock-rose evening primrose</b>, or <b>fragrant evening primrose</b>, is a perennial plant of the genus <i>Oenothera</i> native to much of western and central North America, in habitats such as talus slopes and sandy plains. It is normally night-blooming.</p><p>The plant is considered good for rock</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/205048/medium.jpg,Oenothera cespitosa,"{""Oenothera caespitosa"":""unaccepted""}"
78488,49347,Phacelia heterophylla,virgate scorpionweed,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/284105750/medium.jpeg,Phacelia heterophylla,"{""Phacelia heterophylla"":""accepted""}"
78767,72322,Pseudostellaria jamesiana,tuber starwort,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Pseudostellaria jamesiana</b></i> is a species of flowering plant in the family Caryophyllaceae known by the common names <b>tuber starwort</b> and <b>sticky starwort</b>. It is native to much of the western United States, where it can be found in sagebrush, coniferous forests, and many other types of habitat. It is a perennial herb growing from a rhizome network with tuberlike swellings. The stem grows up to</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/142673/medium.jpg,Pseudostellaria jamesiana,"{""Stellaria jamesiana"":""unaccepted""}"
79293,48528,Symphoricarpos rotundifolius,Roundleaf Snowberry,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Symphoricarpos rotundifolius</b></i> is a North American subshrub in the honeysuckle family, also known by the common name <b>round-leaved snowberry</b>.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/75934075/medium.jpeg,Symphoricarpos rotundifolius,"{""Symphoricarpos oreophilus"":""unaccepted""}"
83078,47327,Calochortus nuttallii,Sego Lily,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Calochortus nuttallii</b></i>, also known as the <b>sego lily</b>, is a bulbous perennial plant that is endemic to the Western United States. The common name of sego comes from a similar Shoshone word. It is the state flower of Utah.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/74390880/medium.jpg,Calochortus nuttallii,"{""Calochortus nuttallii"":""accepted""}"
118830,118831,Anticlea elegans,Mountain Deathcamas,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Anticlea elegans</b></i>, formerly <i>Zigadenus elegans</i>, is also known as <b>mountain deathcamas</b>, <b>elegant camas</b> or <b>alkali grass</b>. It is not a grass (though its leaves are grass-like), but belongs to the trillium family, Melanthiaceae.
</p><p>It has white lily-like flowers and two-pronged, greenish-yellow glands on each petal (the shape of which can help in distinguishing it from other members</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/79556448/medium.jpg,Anticlea elegans,"{""Zigadenus elegans"":""unaccepted""}"
121787,47604,Scabrethia,,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Scabrethia </b></i> is a monotypic genus of North American flowering plants in the family Asteraceae.</p><p>There is only one recognized species, <b><i>Scabrethia scabra</i>,</b> the <b>badlands mule-ears</b>, which is native to the western United States (Montana, Wyoming, Colorado, Utah, Arizona, New Mexico).</p>
<dl><dt>Subspecies</dt></dl><ol><li><i>Scabrethia scabra</i> subsp. <i>scabra	</i> - (Montana, Wyoming</li></ol>...",https://inaturalist-open-data.s3.amazonaws.com/photos/648616/medium.jpg,,
143722,47903,Escobaria,Foxtail Cactuses,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Pelecyphora</b></i>, <b>pincushion cactus</b> or <b>foxtail cactus</b> is a genus of cacti, comprising 20 species.They originate from Mexico and the United States.</p><p><i>Pelecyphora</i> is known for its medicinal properties and may have been utilized as a psychoactive in the same way as <i>Lophophora williamsii</i>. It is known as ""Peyotillo"".</p><p><br />
Common species include the Missouri foxtail cactus </p>...",https://static.inaturalist.org/photos/40271305/medium.jpg,,
148943,51309,Linum aristatum,bristle flax,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/108276828/medium.jpeg,Linum aristatum,"{""Linum aristatum"":""accepted""}"
149010,57273,Cordylanthus wrightii,Wright's Bird's Beak,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Cordylanthus wrightii</b></i>, or <b>Wright's birdbeak</b>, is an annual plant in the family Orobanchaceae found in the Colorado Plateau and Canyonlands region of the southwestern United States.<sup class=""reference nowrap""><span title=""Page / location: 79"">: 79 </span></sup></p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/2602946/medium.jpg,Cordylanthus wrightii,"{""Cordylanthus wrightii"":""accepted""}"
159762,48596,Campanula parryi,Parry's northern harebell,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Campanula parryi</b></i>, or <b>Parry's bellflower</b>, is a plant.
</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/2658709/medium.jpg,Campanula parryi,"{""Campanula parryi"":""accepted""}"
170384,47787,Yucca baileyi,Navajo Yucca,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Yucca baileyi</b></i> is a plant in the family Agavaceae. It is native to Utah, Arizona, New Mexico and Colorado but has been cultivated elsewhere. Much of its native range is within the boundaries of the Navajo (Diné) Reservation, hence the common name <b>""Navajo yucca.""</b> The Navajo people make extensive use of yucca fibers to make a wide assortment of useful and ceremonial items. They also use the roots</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/8584794/medium.jpeg,Yucca baileyi,"{""Yucca baileyi"":""accepted""}"
705158,48150,Oreocarya,Perennial Cryptanthas,genus,,https://inaturalist-open-data.s3.amazonaws.com/photos/17729197/medium.jpg,,
867365,54765,Rhus trilobata,Skunkbush Sumac,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Rhus trilobata</b></i> is a shrub in the sumac genus (<i>Rhus</i>) with the common names <b>skunkbush sumac</b>, <b>sourberry</b>, <b>skunkbush</b>,  and <b>three-leaf sumac</b>. It is native to the western half of Canada and the Western United States, from the Great Plains to California and south through Arizona extending into northern Mexico. It can be found from deserts to mountain peaks up to about 7,000</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/100046127/medium.jpg,Rhus trilobata,"{""Rhus trilobata"":""accepted""}"
1237164,53453,Salix,,section,,https://inaturalist-open-data.s3.amazonaws.com/photos/59393301/medium.jpeg,Salix,"{""Salix"":""accepted""}"
47203,47204,Lepidium,Pepperweeds,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Lepidium</b></i> is a genus of plants in the mustard/cabbage family, Brassicaceae. The genus is widely distributed in the Americas, Africa, Asia, Europe, and Australia. It includes familiar species such as garden cress, maca, and dittander. General common names include <b>peppercress</b>, <b>peppergrass</b>, <b>pepperweed</b>, and <b>pepperwort</b>.  Some species form tumbleweeds.
The genus name <i>Lepidium</i></p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/59023843/medium.jpg,,"{""Lepidium"":""accepted""}"
47603,47604,Taraxacum,dandelions,genus,"<p class=""mw-empty-elt"">

</p>
<p><i><b>Taraxacum</b></i> (<span></span>) is a large genus of flowering plants in the family Asteraceae, which consists of species commonly known as <b>dandelions</b>. The scientific and hobby study of the genus is known as taraxacology. The genus is native to Eurasia and North America, but the two most commonplace species worldwide, <i>T.&#160;officinale</i> (the common dandelion) and <i>T.&#160;erythrospermum</i> (the red-seeded</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/106557104/medium.jpg,,
47906,47362,Asclepias,milkweeds,genus,"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096"" />
<p class=""mw-empty-elt"">
</p>
<p><i><b>Asclepias</b></i> is a genus of herbaceous, perennial, flowering plants known as <b>milkweeds</b>, named for their latex, a milky substance containing cardiac glycosides termed cardenolides, exuded where cells are damaged. Most species are toxic to humans and many other species, primarily due to the presence of cardenolides. However</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/17220682/medium.jpg,,"{""Asclepias"":""accepted""}"
48561,47604,Cirsium,Plume Thistles,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Cirsium</b></i> is a genus of perennial and biennial flowering plants in the Asteraceae, one of several genera known commonly as thistles. They are more precisely known as <b>plume thistles</b>. These differ from other thistle genera (<i>Carduus</i>, <i>Silybum</i> and <i>Onopordum</i>) in having feathered hairs to their achenes. The other genera have a pappus of simple unbranched hairs.</p><p>They are mostly</p>...",https://static.inaturalist.org/photos/59587162/medium.jpg,,"{""Cirsium"":""accepted""}"
48678,47604,Solidago,goldenrods,genus,"<p><b>Goldenrod</b> is a common name for many species of flowering plants in the sunflower family, Asteraceae, commonly in reference to the genus <i>Solidago</i>.
</p><p>Several genera, such as <i>Euthamia</i>, were formerly included in a broader concept of the genus <i>Solidago</i>. Some authors treat <i>Oligoneuron</i>, the flat-topped goldenrods, as a separate genus than <i>Solidago</i>, while others consider it a section: <i>Solidago</i> sect</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/145658304/medium.jpg,,
49338,47604,Encelia,brittlebushes,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Encelia</b></i> is a genus of the plant family Asteraceae. It consists of shrubs (and one geophyte) of arid environments in southwestern North America and western South America.</p><p>All have n = 18 chromosomes. All the North American species are obligate outcrossers. In cultivation, the species readily form fertile F<sub>1</sub> hybrids, F<sub>2</sub>s, and backcrosses, but in natural areas of sympatry, F2s</p>...",https://static.inaturalist.org/photos/9235138/medium.jpg,,"{""Encelia"":""accepted""}"
50621,47204,Streptanthus,Jewelflowers,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Streptanthus</b></i> is a genus of plants within the family Brassicaceae.  There are about 35 known species within the genus <i>Streptanthus</i>, distributed mostly throughout western North America. The common names for this genus are <b>twistflower</b> and <b>jewelflower</b>. Twenty-four of the species and eleven lesser taxa occur in California, thirty-two of which are California endemics; seventeen of these</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/4335/medium.jpg,,
50630,47204,Erysimum,Wallflowers,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erysimum</b></i>, or <b>wallflower</b>, is a genus of flowering plants in the cabbage family, Brassicaceae. It includes more than 150 species, both popular garden plants and many wild forms.  The genus <i>Cheiranthus</i> is sometimes included here in whole or in part. <i>Erysimum</i> has since the early 21st century been ascribed to a monogeneric cruciferous tribe, Erysimeae, characterised by sessile, stellate</p>...",https://static.inaturalist.org/photos/63101390/medium.jpeg,,"{""Erysimum"":""accepted""}"
50879,47604,Erigeron,fleabanes and horseweeds,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron</b></i> (<span></span>) is a large genus of plants in the composite family (Asteraceae). It is placed in the tribe Astereae and is closely related to the Old World asters (<i>Aster</i>) and the true daisies (<i>Bellis</i>). The genus has a cosmopolitan distribution, but the highest diversity occurs in North America.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/159218891/medium.jpeg,,"{""Erigeron"":""accepted""}"
51769,47604,Gaillardia,Blanketflowers,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Gaillardia</b></i> <span></span> (common name <b>blanket flower</b>) is a genus of flowering plants in the family Asteraceae, native to North and South America. It was named after Maître Gaillard de Charentonneau, an 18th-century French magistrate who was an enthusiastic botanist. The common name may refer to the resemblance of the inflorescence to the brightly patterned blankets made by Native Americans, or</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/2525729/medium.jpg,,
51822,51821,Euphorbia,spurges,genus,"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096"" />
<p class=""mw-empty-elt"">
</p>
<p><i><b>Euphorbia</b></i> is a very large and diverse genus of flowering plants, commonly called <b>spurge</b>, in the family Euphorbiaceae. ""Euphorbia"" is sometimes used in ordinary English to collectively refer to all members of Euphorbiaceae (in deference to the type genus), not just to members of the genus.</p><p>Euphorbias range</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/10222514/medium.jpg,,
52111,47604,Baccharis,,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Baccharis</b></i> <span></span> is a genus of perennials and shrubs in the aster family (Asteraceae). They are commonly known as <b>baccharises</b> but sometimes referred to as ""brooms"", because many members have small thin leaves resembling the true brooms. They are not at all related to these however, but belong to an entirely different lineage of eudicots. <i>B. halimifolia</i> is commonly known as ""groundsel</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/63805693/medium.jpeg,,
52182,48623,Monardella,Monardellas,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Monardella</b></i> is a genus of approximately 40 species of annual and perennial plants native to western North America from British Columbia to northwestern Mexico. They are grown for their highly aromatic foliage, which in some species is used for herbal teas. The two-lipped, tubular flowers are formed in terminal clusters and are most usually red, pink, or purple.</p><p><i>Monardella</i> is a Latin diminutive</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/16355/medium.jpg,,
52818,47604,Achillea,yarrows,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Achillea</b></i> <span></span> is a genus of flowering plants in the family Asteraceae, known colloquially as <b>yarrows</b>. The plants typically have frilly leaves. The common name ""yarrow"" usually refers to <i>A.&#160;millefolium</i>. The genus was named after the Greek mythological character Achilles, whose soldiers were said to have used yarrow to treat their wounds; this is reflected by common names such as</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/2071495/medium.JPG,,
52829,47604,Agoseris,mountain dandelion,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Agoseris</b></i> is a small genus of annual or perennial herbs in the family Asteraceae described as a genus in 1817.</p><p><i>Agoseris</i> is native to North America, South America and the Falkland Islands.</p><p>In general appearance, <i>Agoseris</i> is reminiscent of dandelions and are sometimes called <b>mountain dandelion</b> or <b>false dandelion</b>. Like dandelions the plants are (mostly) stemless, the</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/90108749/medium.jpg,,
52855,47604,Artemisia,wormwoods and sagebrushes,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Artemisia</b></i> (<span></span>) is a large, diverse genus of plants belonging to the daisy family Asteraceae, with between 200 and 400 species. Common names for various species in the genus include mugwort, wormwood, and sagebrush.
</p><p><i>Artemisia</i> comprises hardy herbaceous plants and shrubs, which are known for the powerful chemical constituents in their essential oils. <i>Artemisia</i> species grow</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/21443667/medium.jpeg,,
53021,53022,Convolvulus arvensis,field bindweed,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Convolvulus arvensis</b></i>, or <b>field bindweed</b>, is a species of bindweed in the Convolvulaceae native to Europe and Asia. It is a rhizomatous and climbing or creeping herbaceous perennial plant with stems growing to 0.5–2 metres (1.6–6.6&#160;ft) in length. It is usually found at ground level with small white and pink flowers.
</p><p>Other common names, mostly obsolete, include lesser bindweed, European bindweed</p>...",https://static.inaturalist.org/photos/104247761/medium.jpeg,Convolvulus arvensis,"{""Convolvulus arvensis"":""accepted""}"
53113,47204,Brassica,cabbages and mustards,genus,"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096"" />
<p class=""mw-empty-elt"">

</p>
<p><i><b>Brassica</b></i> (<span></span>) is a genus of plants in the cabbage and mustard family (Brassicaceae). The members of the genus are informally known as cruciferous vegetables, cabbages, or mustard plants. Crops from this genus are sometimes called <i>cole crops</i>—derived from the Latin <i>caulis</i>, denoting the stem or stalk</p>...",https://static.inaturalist.org/photos/6441380/medium.jpg,,
53186,47148,Potentilla,cinquefoils,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Potentilla</b></i> <span></span> is a genus containing over 300 species of annual, biennial and perennial herbaceous flowering plants in the rose family, Rosaceae.
</p><p>Potentillas may also be called <b>cinquefoils</b> in English, but they have also been called <b>five fingers</b> and <b>silverweeds</b>. Some species are called <b>tormentils</b>, though this is often used specifically for common tormentil </p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/29778840/medium.jpg,,"{""Potentilla"":""accepted""}"
53207,47604,Senecio,groundsels,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Senecio</b></i> <span></span> is a genus of flowering plants in the daisy family (Asteraceae) that includes <b>ragworts</b> and <b>groundsels</b>.
</p><p>Variously circumscribed taxonomically, the genus <i>Senecio</i> is one of the largest genera of flowering plants.
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/211459080/medium.jpeg,,"{""Senecio"":""accepted""}"
53267,47204,Sisymbrium,,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Sisymbrium</b></i> is a genus of plants in the family Brassicaceae.
</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/56156876/medium.jpg,,
53320,52472,Vicia americana,American vetch,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Vicia americana</b></i> is a species of legume in the vetch genus known by the common names <b>American vetch</b> and <b>purple vetch</b>. It includes a subspecies known as <b>mat vetch</b>.
</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/71578389/medium.jpg,Vicia americana,"{""Vicia americana"":""accepted""}"
54051,47604,Crepis,hawksbeards,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Crepis</b></i>, commonly known in some parts of the world as <b>hawksbeard</b> or <b>hawk's-beard</b> (but not to be confused with the related genus <i>Hieracium</i> with a similar common name), is a genus of annual and perennial flowering plants of the family Asteraceae superficially resembling the dandelion, the most conspicuous difference being that <i>Crepis</i> usually has branching scapes with multiple</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/1185795/medium.jpg,,"{""Crepis"":""accepted""}"
54142,47604,Tragopogon,Salsifies,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Tragopogon</b></i>, also known as <b>goatsbeard</b> or <b>salsify</b>, is a genus of flowering plants in the family Asteraceae. It includes the vegetable known as salsify, as well as a number of common wild flowers.
</p><p>Salsifies are forbs growing as biennial or perennial plants.  They have a strong taproot and milky sap.  They generally have few branches, and those there are tend to be upright.  Their leaves</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/42157151/medium.jpg,,
54570,48623,Mentha,mints,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Mentha</b></i> (also known as <b>mint</b>, from Greek <span title=""Ancient Greek (to 1453)-language text""><span lang=""grc"">μίνθα</span></span> <span title=""Greek-language romanization""><i lang=""el-Latn"">míntha</i></span>, Linear B <i>mi-ta</i>) is a genus of plants in the family Lamiaceae (mint family). The exact distinction between species is unclear; it is estimated that 13 to 24 species exist. Hybridization</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/1186003/medium.jpg,,
54605,54604,Marrubium vulgare,White Horehound,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Marrubium vulgare</b></i> (<b>white horehound</b> or <b>common horehound</b>) is a flowering plant in the mint family (Lamiaceae), native to Europe, northern Africa, and southwestern and central Asia. It is also widely naturalized in many places, including most of North and South America.
</p><p>It is a grey-leaved herbaceous perennial plant, and grows to 25–45 centimetres (10–18&#160;in) tall. The leaves are 2–5</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/665395/medium.jpg,Marrubium vulgare,"{""Marrubium vulgare"":""accepted""}"
54903,47604,Aster,asters,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Aster</b></i> is a genus of perennial flowering plants in the family Asteraceae. Its circumscription has been narrowed, and it now encompasses around 170 species, all but one of which are restricted to Eurasia; many species formerly in <i>Aster</i> are now in other genera of the tribe Astereae. <i>Aster amellus</i> is the type species of the genus and the family Asteraceae.</p><p>The name <i>Aster</i> comes from</p>...",https://static.inaturalist.org/photos/28836604/medium.jpg,,"{""Aster"":""accepted""}"
54923,47604,Packera,American groundsels and ragworts,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Packera</b></i> is a genus of about 75 species of plants in the daisy family, Asteraceae. Most species are commonly called ragworts or grounsels. Its members were previously included in the genus <i>Senecio</i> (where they were called <i>aureoid senecios</i> by Asa Gray), but were moved to a different genus based on chromosome numbers, a variety of morphological characters, and molecular phylogenetic evidence</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/39278482/medium.jpeg,,
55365,47604,Grindelia,gumplants,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Grindelia</b></i> (<b>gumweed</b>) is a genus of plants native to the Americas belonging to the family Asteraceae. The genus was named for Latvian botanist David Hieronymus Grindel, 1776–1836.</p><p>They are herbaceous plants or subshrubs with annual, biennial, or perennial life cycles. The flowerheads are composed of numerous yellow disc florets (usually between 100–200) and from zero to sixty or more yellow</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/195833808/medium.jpg,,
55824,47204,Draba,Drabas,genus,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Draba</b></i> is a large genus of flowering plants in the family Brassicaceae, commonly known as <b>whitlow-grasses</b> (though they are not related to the true grasses).
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/44350506/medium.jpeg,,
