Bee Genus,Bee Species,Plot Name,Day,Month,Year,Males,Females,Zone,UTM_E,UTM_N,Plant Genus,Plant Species
Ceratina,nanula,21B99,12,Aug,2002,1,4,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,21B99,12,Aug,2002,0,1,12S,468859,4188940,Melilotus,alba
Ceratina,nanula,21B99,12,Aug,2003,0,1,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,21B99,12,Aug,2003,0,5,12S,468859,4188940,Thelypodium,integrifolium
Ceratina,nanula,21B99,13,Jul,2000,0,5,12S,468859,4188940,Melilotus,officinalis
Ceratina,nanula,21B99,14,Aug,2001,0,1,12S,468859,4188940,Erigeron,sp.
Ceratina,nanula,21B99,15,Jul,2002,0,2,12S,468859,4188940,Castilleja,sp.
Ceratina,nanula,21B99,15,Jul,2002,1,8,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,21B99,15,Jul,2002,0,1,12S,468859,4188940,Melilotus,alba
Ceratina,nanula,21B99,15,Jul,2002,0,1,12S,468859,4188940,Melilotus,officinalis
Ceratina,nanula,21B99,15,Sep,2000,0,1,12S,468859,4188940,Asteraceae,sp. (yellow)
Ceratina,nanula,21B99,15,Sep,2000,0,1,12S,468859,4188940,Gutierrezia,sarothrae
Ceratina,nanula,21B99,15,Sep,2003,1,2,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,21B99,17,Jun,2002,2,1,12S,468859,4188940,Asclepias,speciosa
Ceratina,nanula,21B99,17,Jun,2002,0,1,12S,468859,4188940,Campanula,parryi
Ceratina,nanula,21B99,17,Jun,2002,13,28,12S,468859,4188940,Melilotus,officinalis
Ceratina,nanula,21B99,17,Jun,2003,0,1,12S,468859,4188940,Asclepias,labriformis
Ceratina,nanula,21B99,17,Jun,2003,0,1,12S,468859,4188940,Campanula,parryi
Ceratina,nanula,21B99,17,Jun,2003,0,1,12S,468859,4188940,Cryptantha,flava
Ceratina,nanula,21B99,17,Jun,2003,0,2,12S,468859,4188940,Cryptantha,sp.
Ceratina,nanula,21B99,17,Jun,2003,1,0,12S,468859,4188940,Erigeron,sp.
Ceratina,nanula,21B99,17,Jun,2003,1,15,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,21B99,17,Jun,2003,0,1,12S,468859,4188940,Hymenopappus,filifolius
Ceratina,nanula,21B99,17,Jun,2003,0,1,12S,468859,4188940,Opuntia,polyacantha
Ceratina,nanula,21B99,17,Jun,2003,0,2,12S,468859,4188940,Stephanomeria,exigua
Ceratina,nanula,21B99,17,Jun,2003,0,5,12S,468859,4188940,Tradescantia,occidentalis
Ceratina,nanula,21B99,18,Aug,2000,0,1,12S,468859,4188940,Asteraceae,sp. (yellow)
Ceratina,nanula,21B99,18,Aug,2000,0,1,12S,468859,4188940,Melilotus,alba
Ceratina,nanula,21B99,19,May,2003,3,1,12S,468859,4188940,Cryptantha,sp. (white)
Ceratina,nanula,21B99,19,May,2003,2,0,12S,468859,4188940,Descurainia,pinnata
Ceratina,nanula,21B99,19,May,2003,1,0,12S,468859,4188940,Malacothrix,sonchoides
Ceratina,nanula,21B99,19,May,2003,0,1,12S,468859,4188940,Townsendia,sp.
Ceratina,nanula,21B99,20,May,2002,1,0,12S,468859,4188940,Sphaeralcea,parvifolia
Ceratina,nanula,21B99,24,May,2001,1,0,12S,468859,4188940,Lupinus,brevicaulis
Ceratina,nanula,21B99,24,May,2001,0,2,12S,468859,4188940,Penstemon,confusus
Ceratina,nanula,21B99,24,May,2001,1,0,12S,468859,4188940,Sphaeralcea,sp.
Ceratina,nanula,21B99,27,Aug,2002,0,1,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,21B99,28,Aug,2001,0,1,12S,468859,4188940,Aster,falcatus
Ceratina,nanula,21B99,29,Jul,2002,0,3,12S,468859,4188940,Grindelia,squarrosa
Ceratina,nanula,21B99,29,Jul,2002,0,2,12S,468859,4188940,Melilotus,alba
Ceratina,nanula,21B99,29,Jul,2003,0,1,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,21B99,29,Sep,2003,0,2,12S,468859,4188940,Heterotheca,villosa
Ceratina,nanula,10B98,6,Jun,2002,3,5,12S,471418,4157133,Gilia,aggregata
Ceratina,nanula,10B98,6,Jun,2002,2,1,12S,471418,4157133,Heterotheca,villosa
Ceratina,nanula,10B98,13,May,2002,2,0,12S,471418,4157133,Astragalus,sesquiflorus
Ceratina,nanula,10B98,13,May,2002,2,0,12S,471418,4157133,Gilia,aggregata
Ceratina,nanula,10B98,17,Jul,2002,0,1,12S,471418,4157133,Heterotheca,villosa
Ceratina,nanula,10B98,18,Jun,2002,0,3,12S,471418,4157133,Heterotheca,villosa
Ceratina,nanula,10B98,24,May,2002,0,1,12S,471418,4157133,Gilia,aggregata
Ceratina,nanula,5B98,22,May,2000,2,0,12S,471555,4155408,Poliomintha,incana
Ceratina,nanula,5B98,22,May,2000,1,0,12S,471555,4155408,Tamarix,sp.
Ceratina,nanula,19A99,2,Aug,2000,0,8,12S,472118,4190897,Cirsium,sp.
Ceratina,nanula,19A99,2,Aug,2000,0,14,12S,472118,4190897,Erigeron,sp.
Ceratina,nanula,19A99,2,Aug,2000,0,1,12S,472118,4190897,Melilotus,officinalis
Ceratina,nanula,19A99,2,Aug,2000,0,3,12S,472118,4190897,Veronica,anagallis-aquatica
Ceratina,nanula,19A99,2,Jul,2001,0,5,12S,472118,4190897,Cleome,lutea
Ceratina,nanula,19A99,2,Jul,2001,6,36,12S,472118,4190897,Melilotus,officinalis
Ceratina,nanula,19A99,2,Jul,2001,0,3,12S,472118,4190897,Veronica,anagallis-aquatica
Ceratina,nanula,19A99,8,Jun,2000,9,11,12S,472118,4190897,Erigeron,compositus
Ceratina,nanula,19A99,8,Jun,2000,4,6,12S,472118,4190897,Melilotus,officinalis
Ceratina,nanula,19A99,8,Jun,2000,0,2,12S,472118,4190897,Ranunculus,aquatilis
Ceratina,nanula,19A99,8,Jun,2000,3,3,12S,472118,4190897,Veronica,anagallis-aquatica
Ceratina,nanula,19A99,10,May,2001,5,4,12S,472118,4190897,Brassicaceae,sp.
Ceratina,nanula,19A99,10,May,2001,1,0,12S,472118,4190897,Erysimum,sp.
Ceratina,nanula,19A99,10,May,2001,2,0,12S,472118,4190897,Lesquerella,intermedia
Ceratina,nanula,19A99,10,May,2001,1,0,12S,472118,4190897,Sphaeralcea,coccinea
Ceratina,nanula,19A99,10,May,2001,7,0,12S,472118,4190897,Sphaeralcea,sp.
Ceratina,nanula,19A99,10,May,2001,3,0,12S,472118,4190897,Streptanthella,longirostris
Ceratina,nanula,19A99,10,May,2001,1,1,12S,472118,4190897,Taraxacum,officinale
Ceratina,nanula,19A99,13,Jul,2000,1,0,12S,472118,4190897,Asteraceae,sp. (yellow)
Ceratina,nanula,19A99,13,Jul,2000,0,1,12S,472118,4190897,Brassicaceae,sp.
Ceratina,nanula,19A99,13,Jul,2000,0,4,12S,472118,4190897,Cirsium,sp.
Ceratina,nanula,19A99,13,Jul,2000,0,8,12S,472118,4190897,Cleome,lutea
Ceratina,nanula,19A99,13,Jul,2000,6,12,12S,472118,4190897,Erigeron,compositus
Ceratina,nanula,19A99,13,Jul,2000,1,33,12S,472118,4190897,Melilotus,officinalis
Ceratina,nanula,19A99,13,Jul,2000,1,6,12S,472118,4190897,Veronica,anagallis-aquatica
Ceratina,nanula,19A99,14,Sep,2001,0,6,12S,472118,4190897,Asteraceae,sp. (purple)
Ceratina,nanula,19A99,14,Sep,2001,0,1,12S,472118,4190897,Heterotheca,villosa
Ceratina,nanula,19A99,15,Sep,2000,2,19,12S,472118,4190897,Aster,chilensis
Ceratina,nanula,19A99,15,Sep,2000,0,2,12S,472118,4190897,Chrysothamnus,nauseosus
Ceratina,nanula,19A99,15,Sep,2000,0,1,12S,472118,4190897,Melilotus,alba
Ceratina,nanula,19A99,15,Sep,2000,0,1,12S,472118,4190897,Taraxacum,officinale
Ceratina,nanula,19A99,18,Aug,2000,0,1,12S,472118,4190897,Asteraceae,sp. (yellow)
Ceratina,nanula,19A99,18,Aug,2000,0,5,12S,472118,4190897,Erigeron,sp.
Ceratina,nanula,19A99,18,Aug,2000,0,1,12S,472118,4190897,Veronica,anagallis-aquatica
Ceratina,nanula,19A99,25,May,2001,0,1,12S,472118,4190897,Cleome,lutea
Ceratina,nanula,19A99,25,May,2001,6,4,12S,472118,4190897,Sphaeralcea,coccinea
Ceratina,nanula,19A99,25,May,2001,8,3,12S,472118,4190897,Sphaeralcea,sp.
Ceratina,nanula,19A99,26,May,2000,4,5,12S,472118,4190897,Cryptantha,pterocarya
Ceratina,nanula,19A99,26,May,2000,3,0,12S,472118,4190897,Erigeron,compositus
Ceratina,nanula,19A99,26,May,2000,3,2,12S,472118,4190897,Erysimum,asperum
Ceratina,nanula,19A99,26,May,2000,0,3,12S,472118,4190897,Lesquerella,sp.
Ceratina,nanula,19A99,26,May,2000,1,0,12S,472118,4190897,Melilotus,officinalis
Ceratina,nanula,19A99,26,May,2000,2,1,12S,472118,4190897,Sphaeralcea,coccinea
Ceratina,nanula,19A99,26,May,2000,3,1,12S,472118,4190897,Tamarix,sp.
Ceratina,nanula,19A99,26,May,2000,0,1,12S,472118,4190897,Thermopsis,rhombifolia
Ceratina,nanula,19A99,26,May,2000,0,1,12S,472118,4190897,Veronica,anagallis-aquatica
Ceratina,nanula,19A99,28,Aug,2001,0,9,12S,472118,4190897,Chrysothamnus,linifolius
Ceratina,nanula,19A99,31,Aug,2000,0,3,12S,472118,4190897,Aster,chilensis
Ceratina,nanula,19A99,31,Aug,2000,0,1,12S,472118,4190897,Chrysothamnus,nauseosus
Ceratina,nanula,19A99,31,Aug,2000,0,1,12S,472118,4190897,Chrysothamnus,sp.
Ceratina,nanula,19A99,31,Aug,2000,0,1,12S,472118,4190897,Melilotus,alba
Ceratina,nanula,17A99,26,May,2000,1,0,12S,475620,4194691,Hymenopappus,filifolius
Ceratina,nanula,64B98,1,May,2000,0,1,12S,479590,4148510,Cryptantha,flava
Ceratina,nanula,29A98,22,May,2000,0,1,12S,480508,4148126,Erigeron,utahensis
Ceratina,nanula,60B98,3,May,2000,0,9,12S,483518,4154689,Aster,sp.
Ceratina,nanula,60B98,3,May,2000,0,1,12S,483518,4154689,Brassicaceae,sp. (purple)
Ceratina,nanula,60B98,3,May,2000,1,0,12S,483518,4154689,Cryptantha,flava
Ceratina,nanula,48A98,3,May,2000,2,1,12S,484202,4153932,Cryptantha,flava
Ceratina,nanula,48A98,3,May,2000,0,1,12S,484202,4153932,Penstemon,sp.
Ceratina,nanula,48A98,18,May,2000,1,0,12S,484202,4153932,Hymenopappus,filifolius
Ceratina,nanula,48A98,18,May,2000,0,1,12S,484202,4153932,Hymenoxys,acaulis
Ceratina,nanula,48B98,3,May,2000,1,0,12S,484334,4153768,Cryptantha,flava
Ceratina,nanula,48B98,3,May,2000,1,0,12S,484334,4153768,Gilia,aggregata
Ceratina,nanula,48B98,3,May,2000,1,0,12S,484334,4153768,Sclerocactus,whipplei
Ceratina,nanula,48B98,3,May,2000,2,1,12S,484334,4153768,Sphaeralcea,grossulariifolia
Ceratina,nanula,48B98,7,May,2001,0,1,12S,484334,4153768,Chaenactis,douglasii
Ceratina,nanula,48B98,18,May,2000,0,1,12S,484334,4153768,Sphaeralcea,coccinea
Ceratina,nanula,7B99,7,Jun,2001,0,1,12S,485193,4182257,Thelesperma,subnudum
Ceratina,nanula,7B99,25,May,2000,0,2,12S,485193,4182257,Asteraceae,sp. (yellow)
Ceratina,nanula,7B99,25,May,2000,1,1,12S,485193,4182257,Stanleya,pinnata
Ceratina,nanula,22A98,6,Jul,2000,0,1,12S,486061,4130708,Erigeron,sp.
Ceratina,nanula,22A98,6,Jul,2000,0,2,12S,486061,4130708,Senecio,multilobatus
Ceratina,nanula,22A98,6,Sep,2000,0,1,12S,486061,4130708,Taraxacum,officinale
Ceratina,nanula,22A98,11,Aug,2000,0,18,12S,486061,4130708,Aster,chilensis
Ceratina,nanula,22A98,11,Aug,2000,6,34,12S,486061,4130708,Senecio,spartioides
Ceratina,nanula,22A98,15,Jun,2000,1,0,12S,486061,4130708,Erigeron,compositus
Ceratina,nanula,22A98,15,Jun,2000,0,2,12S,486061,4130708,Eriogonum,ovalifolium
Ceratina,nanula,22A98,15,Jun,2000,0,1,12S,486061,4130708,Senecio,multilobatus
Ceratina,nanula,22A98,22,Aug,2000,1,5,12S,486061,4130708,Aster,chilensis
Ceratina,nanula,22A98,22,Aug,2000,7,15,12S,486061,4130708,Senecio,spartioides
Ceratina,nanula,22A98,22,Aug,2000,0,1,12S,486061,4130708,Taraxacum,officinale
Ceratina,nanula,22A98,27,Jul,2000,0,6,12S,486061,4130708,Erigeron,utahensis
Ceratina,nanula,22A98,27,Jul,2000,0,12,12S,486061,4130708,Penstemon,eatonii
Ceratina,nanula,22A98,27,Jul,2000,0,7,12S,486061,4130708,Penstemon,utahensis
Ceratina,nanula,22A98,27,Jul,2000,2,3,12S,486061,4130708,Senecio,spartioides
Ceratina,nanula,22A98,31,May,2000,1,0,12S,486061,4130708,Cymopterus,lemmonii
Ceratina,nanula,22A98,31,May,2000,1,1,12S,486061,4130708,Erigeron,utahensis
Ceratina,nanula,22A98,31,May,2000,1,3,12S,486061,4130708,Senecio,multilobatus
Ceratina,nanula,84B98,4,Sep,2002,0,1,12S,486075,4127971,Senecio,multilobatus
Ceratina,nanula,84B98,5,Jun,2002,0,1,12S,486075,4127971,Achillea,millefolium
Ceratina,nanula,84B98,5,Jun,2002,1,0,12S,486075,4127971,Heterotheca,villosa
Ceratina,nanula,84B98,5,Jun,2002,0,1,12S,486075,4127971,Mentzelia,sp.
Ceratina,nanula,84B98,5,Jun,2002,12,2,12S,486075,4127971,Phacelia,hastata
Ceratina,nanula,84B98,10,Aug,2000,1,4,12S,486075,4127971,Senecio,spartioides
Ceratina,nanula,84B98,14,Jun,2000,0,3,12S,486075,4127971,Cirsium,sp.
Ceratina,nanula,84B98,15,Aug,2002,1,2,12S,486075,4127971,Cirsium,sp.
Ceratina,nanula,84B98,16,May,2000,0,1,12S,486075,4127971,Erigeron,compositus
Ceratina,nanula,84B98,20,Jun,2002,0,7,12S,486075,4127971,Asteraceae,sp.
Ceratina,nanula,84B98,20,Jun,2002,0,1,12S,486075,4127971,Cirsium,calcareum
Ceratina,nanula,84B98,20,Jun,2002,0,1,12S,486075,4127971,Phacelia,heterophylla
Ceratina,nanula,84B98,20,Jun,2002,0,1,12S,486075,4127971,Rosa,woodsii
Ceratina,nanula,84B98,20,Jun,2002,1,0,12S,486075,4127971,Sphaeralcea,sp.
Ceratina,nanula,84B98,23,Aug,2000,1,6,12S,486075,4127971,Senecio,spartioides
Ceratina,nanula,84B98,23,May,2002,0,1,12S,486075,4127971,Taraxacum,officinale
Ceratina,nanula,84B98,24,Sep,2002,0,1,12S,486075,4127971,Senecio,multilobatus
Ceratina,nanula,84B98,24,Sep,2002,0,1,12S,486075,4127971,Viguiera,multiflora
Ceratina,nanula,84B98,26,Jul,2000,0,2,12S,486075,4127971,Cirsium,sp.
Ceratina,nanula,84B98,31,May,2000,1,1,12S,486075,4127971,Allium,bisceptrum
Ceratina,nanula,84B98,31,May,2000,0,2,12S,486075,4127971,Gilia,aggregata
Ceratina,nanula,84B98,31,May,2000,1,1,12S,486075,4127971,Penstemon,eatonii
Ceratina,nanula,84B98,31,May,2000,0,1,12S,486075,4127971,Phacelia,heterophylla
Ceratina,nanula,84B98,31,May,2000,0,4,12S,486075,4127971,Senecio,multilobatus
Ceratina,nanula,78A98,5,Jun,2002,0,1,12S,486265,4130614,Erigeron,sp.
Ceratina,nanula,78A98,5,Jun,2002,1,3,12S,486265,4130614,Eriogonum,ovalifolium
Ceratina,nanula,78A98,5,Jun,2002,0,1,12S,486265,4130614,Gilia,aggregata
Ceratina,nanula,78A98,6,Jul,2000,1,1,12S,486265,4130614,Eriogonum,sp.
Ceratina,nanula,78A98,6,Sep,2000,0,1,12S,486265,4130614,Senecio,spartioides
Ceratina,nanula,78A98,9,May,2002,0,1,12S,486265,4130614,Taraxacum,officinale
Ceratina,nanula,78A98,11,Aug,2000,7,45,12S,486265,4130614,Senecio,spartioides
Ceratina,nanula,78A98,15,Aug,2002,1,1,12S,486265,4130614,Erigeron,sp.
Ceratina,nanula,78A98,15,Aug,2002,0,1,12S,486265,4130614,Machaeranthera,canescens
Ceratina,nanula,78A98,16,Jul,2002,4,22,12S,486265,4130614,Erigeron,sp.
Ceratina,nanula,78A98,20,Jun,2002,5,15,12S,486265,4130614,Erigeron,sp.
Ceratina,nanula,78A98,22,Aug,2000,2,14,12S,486265,4130614,Senecio,spartioides
Ceratina,nanula,78A98,27,Jul,2000,6,34,12S,486265,4130614,Senecio,spartioides
Ceratina,nanula,78A98,30,May,2001,1,2,12S,486265,4130614,Erigeron,sp.
Ceratina,nanula,78A98,30,May,2001,0,2,12S,486265,4130614,Senecio,multilobatus
Ceratina,nanula,78A98,31,May,2000,1,0,12S,486265,4130614,Cryptantha,sp.
Ceratina,nanula,80A98,7,Jul,2000,1,0,12S,486658,4127393,Asteraceae,sp. (yellow)
Ceratina,nanula,80A98,7,Jul,2000,0,1,12S,486658,4127393,Penstemon,eatonii
Ceratina,nanula,80A98,7,Jul,2000,0,5,12S,486658,4127393,Penstemon,utahensis
Ceratina,nanula,80A98,10,Aug,2000,1,6,12S,486658,4127393,Asteraceae,sp. (yellow)
Ceratina,nanula,80A98,10,Aug,2000,0,2,12S,486658,4127393,Gutierrezia,microcephala
Ceratina,nanula,80A98,14,Jun,2000,1,0,12S,486658,4127393,Erigeron,sp.
Ceratina,nanula,80A98,14,Jun,2000,0,2,12S,486658,4127393,Penstemon,eatonii
Ceratina,nanula,80A98,14,Jun,2000,0,4,12S,486658,4127393,Penstemon,sp. (purple)
Ceratina,nanula,80A98,14,Jun,2000,0,3,12S,486658,4127393,Senecio,multilobatus
Ceratina,nanula,80A98,26,Jul,2000,1,4,12S,486658,4127393,Asteraceae,sp. (yellow)
Ceratina,nanula,80A98,26,Jul,2000,1,4,12S,486658,4127393,Gutierrezia,microcephala
Ceratina,nanula,80A98,26,Jul,2000,0,4,12S,486658,4127393,Gutierrezia,sarothrae
Ceratina,nanula,80A98,31,May,2000,0,1,12S,486658,4127393,Opuntia,sp.
Ceratina,nanula,80A98,31,May,2000,1,4,12S,486658,4127393,Senecio,multilobatus
Ceratina,nanula,22B98,2,Aug,2001,0,1,12S,486816,4130614,Gutierrezia,sp.
Ceratina,nanula,22B98,5,Jun,2002,17,7,12S,486816,4130614,Erigeron,sp.
Ceratina,nanula,22B98,5,Jun,2002,0,2,12S,486816,4130614,Opuntia,polyacantha
Ceratina,nanula,22B98,6,Jul,2000,1,1,12S,486816,4130614,Asteraceae,sp. (yellow)
Ceratina,nanula,22B98,6,Jul,2000,2,7,12S,486816,4130614,Eriogonum,ovalifolium
Ceratina,nanula,22B98,15,Jun,2000,0,1,12S,486816,4130614,Cryptantha,pterocarya
Ceratina,nanula,22B98,15,Jun,2000,8,20,12S,486816,4130614,Erigeron,compositus
Ceratina,nanula,22B98,15,Jun,2000,1,5,12S,486816,4130614,Eriogonum,ovalifolium
Ceratina,nanula,22B98,15,Jun,2000,0,4,12S,486816,4130614,Hymenopappus,filifolius
Ceratina,nanula,22B98,15,Jun,2000,3,2,12S,486816,4130614,Senecio,multilobatus
Ceratina,nanula,22B98,16,Jul,2002,0,1,12S,486816,4130614,Achillea,millefolium
Ceratina,nanula,22B98,16,Jul,2002,0,3,12S,486816,4130614,Erigeron,sp.
Ceratina,nanula,22B98,20,Jul,2001,0,1,12S,486816,4130614,Asteraceae,sp. (yellow)
Ceratina,nanula,22B98,20,Jun,2002,1,5,12S,486816,4130614,Erigeron,sp.
Ceratina,nanula,22B98,20,Jun,2002,0,1,12S,486816,4130614,Opuntia,polyacantha
Ceratina,nanula,22B98,20,Jun,2002,0,1,12S,486816,4130614,Rosa,woodsii
Ceratina,nanula,22B98,27,Jul,2000,0,2,12S,486816,4130614,Erigeron,utahensis
Ceratina,nanula,22B98,27,Jul,2000,1,10,12S,486816,4130614,Penstemon,eatonii
Ceratina,nanula,22B98,27,Jul,2000,1,2,12S,486816,4130614,Senecio,spartioides
Ceratina,nanula,22B98,30,May,2001,1,0,12S,486816,4130614,Erysimum,asperum
Ceratina,nanula,22B98,31,May,2000,3,0,12S,486816,4130614,Erigeron,sp.
Ceratina,nanula,22B98,31,May,2000,0,1,12S,486816,4130614,Opuntia,sp.
Ceratina,nanula,22B98,31,May,2000,1,7,12S,486816,4130614,Senecio,multilobatus
Ceratina,nanula,86A98,7,Jul,2000,2,0,12S,487096,4128172,Erigeron,sp.
Ceratina,nanula,86A98,16,Jun,2000,0,6,12S,487096,4128172,Calochortus,aureus
Ceratina,nanula,86A98,16,Jun,2000,0,6,12S,487096,4128172,Erigeron,sp.
Ceratina,nanula,86A98,31,May,2000,0,2,12S,487096,4128172,Delphinium,andersonii
Ceratina,nanula,86A98,31,May,2000,0,1,12S,487096,4128172,Erigeron,sp.
Ceratina,nanula,86A98,31,May,2000,0,1,12S,487096,4128172,Erysimum,asperum
Ceratina,nanula,86A98,31,May,2000,0,1,12S,487096,4128172,Penstemon,eatonii
Ceratina,nanula,66B98,2,Aug,2001,0,1,12S,487263,4128895,Asteraceae,sp. (yellow)
Ceratina,nanula,66B98,6,Jul,2000,2,0,12S,487263,4128895,Erigeron,utahensis
Ceratina,nanula,66B98,10,Aug,2000,8,22,12S,487263,4128895,Gutierrezia,sarothrae
Ceratina,nanula,66B98,10,Aug,2000,1,4,12S,487263,4128895,Senecio,spartioides
Ceratina,nanula,66B98,22,Aug,2000,16,34,12S,487263,4128895,Gutierrezia,sarothrae
Ceratina,nanula,66B98,22,Aug,2000,3,24,12S,487263,4128895,Senecio,spartioides
Ceratina,nanula,66B98,26,Jul,2000,0,1,12S,487263,4128895,Erigeron,sp.
Ceratina,nanula,66B98,26,Jul,2000,0,22,12S,487263,4128895,Gutierrezia,sarothrae
Ceratina,nanula,66B98,29,Jun ,2001,0,1,12S,487263,4128895,Calochortus,aureus
Ceratina,nanula,66B98,29,Jun ,2001,0,1,12S,487263,4128895,Penstemon,comarrhenus
Ceratina,nanula,66B98,31,May,2000,1,0,12S,487263,4128895,Cryptantha,pterocarya
Ceratina,nanula,66B98,31,May,2000,0,1,12S,487263,4128895,Erigeron,compositus
Ceratina,nanula,66B98,31,May,2000,0,1,12S,487263,4128895,Senecio,multilobatus
Ceratina,nanula,86B98,2,Jul,2003,0,2,12S,487269,4128373,Erigeron,bellidiastrum
Ceratina,nanula,86B98,2,Jul,2003,0,3,12S,487269,4128373,Heterotheca,villosa
Ceratina,nanula,86B98,2,Jul,2003,0,1,12S,487269,4128373,Penstemon,comarrhenus
Ceratina,nanula,86B98,3,Sep,2003,0,1,12S,487269,4128373,Erigeron,bellidiastrum
Ceratina,nanula,86B98,3,Sep,2003,0,1,12S,487269,4128373,Heterotheca,villosa
Ceratina,nanula,86B98,3,Sep,2003,0,1,12S,487269,4128373,Senecio,spartioides
Ceratina,nanula,86B98,5,Jun,2002,8,1,12S,487269,4128373,Erigeron,sp.
Ceratina,nanula,86B98,5,Jun,2002,1,0,12S,487269,4128373,Marrubium,vulgare
Ceratina,nanula,86B98,5,Jun,2002,10,14,12S,487269,4128373,Sphaeralcea,grossulariifolia
Ceratina,nanula,86B98,5,Jun,2003,0,1,12S,487269,4128373,Erigeron,pumilus
Ceratina,nanula,86B98,5,Sep,2002,0,3,12S,487269,4128373,Erigeron,sp.
Ceratina,nanula,86B98,7,Jul,2000,0,1,12S,487269,4128373,Asteraceae,sp. (yellow)
Ceratina,nanula,86B98,7,Jul,2000,0,3,12S,487269,4128373,Erigeron,sp.
Ceratina,nanula,86B98,7,Jul,2000,0,2,12S,487269,4128373,Marrubium,vulgare
Ceratina,nanula,86B98,7,Jul,2000,0,2,12S,487269,4128373,Penstemon,sp.
Ceratina,nanula,86B98,7,Sep,2000,0,1,12S,487269,4128373,Mentha,arvensis
Ceratina,nanula,86B98,7,Sep,2000,1,17,12S,487269,4128373,Senecio,spartioides
Ceratina,nanula,86B98,10,Aug,2000,0,2,12S,487269,4128373,Marrubium,vulgare
Ceratina,nanula,86B98,10,Aug,2000,4,17,12S,487269,4128373,Senecio,spartioides
Ceratina,nanula,86B98,15,Aug,2002,1,22,12S,487269,4128373,Erigeron,sp.
Ceratina,nanula,86B98,16,Jul,2002,0,1,12S,487269,4128373,Achillea,millefolium
Ceratina,nanula,86B98,16,Jul,2002,0,1,12S,487269,4128373,Erigeron,bellidiastrum
Ceratina,nanula,86B98,16,Jul,2002,0,11,12S,487269,4128373,Erigeron,sp.
Ceratina,nanula,86B98,16,Jun,2000,0,1,12S,487269,4128373,Erigeron,compositus
Ceratina,nanula,86B98,16,Jun,2000,0,4,12S,487269,4128373,Erigeron,utahensis
Ceratina,nanula,86B98,16,Jun,2000,0,3,12S,487269,4128373,Marrubium,vulgare
Ceratina,nanula,86B98,19,Sep,2000,1,6,12S,487269,4128373,Senecio,spartioides
Ceratina,nanula,86B98,20,Jun,2002,24,29,12S,487269,4128373,Erigeron,sp.
Ceratina,nanula,86B98,20,Jun,2002,0,1,12S,487269,4128373,Heterotheca,villosa
Ceratina,nanula,86B98,20,Jun,2002,1,1,12S,487269,4128373,Marrubium,vulgare
Ceratina,nanula,86B98,20,Jun,2002,0,1,12S,487269,4128373,Opuntia,polyacantha
Ceratina,nanula,86B98,20,Jun,2002,3,0,12S,487269,4128373,Sphaeralcea,sp.
Ceratina,nanula,86B98,20,Jun,2002,0,1,12S,487269,4128373,Taraxacum,officinale
Ceratina,nanula,86B98,22,Aug,2000,0,1,12S,487269,4128373,Asteraceae,sp. (white)
Ceratina,nanula,86B98,22,Aug,2000,1,0,12S,487269,4128373,Asteraceae,sp. (yellow)
Ceratina,nanula,86B98,22,Aug,2000,0,1,12S,487269,4128373,Mentha,arvensis
Ceratina,nanula,86B98,22,Aug,2000,1,16,12S,487269,4128373,Senecio,spartioides
Ceratina,nanula,86B98,22,Aug,2001,0,1,12S,487269,4128373,Machaeranthera,sp.
Ceratina,nanula,86B98,26,Jul,2000,2,47,12S,487269,4128373,Asteraceae,sp. (yellow)
Ceratina,nanula,86B98,26,Jul,2000,0,29,12S,487269,4128373,Heterotheca,villosa
Ceratina,nanula,86B98,26,Jul,2000,0,6,12S,487269,4128373,Marrubium,vulgare
Ceratina,nanula,86B98,26,Jul,2000,1,7,12S,487269,4128373,Mentha,arvensis
Ceratina,nanula,86B98,26,Jul,2000,0,13,12S,487269,4128373,Senecio,spartioides
Ceratina,nanula,86B98,29,Jun ,2001,0,3,12S,487269,4128373,Calochortus,aureus
Ceratina,nanula,86B98,29,Jun,2001,0,1,12S,487269,4128373,Crepis,sp.
Ceratina,nanula,86B98,29,Jun,2001,0,5,12S,487269,4128373,Erigeron,speciosus
Ceratina,nanula,86B98,29,Jun ,2001,0,1,12S,487269,4128373,Penstemon,comarrhenus
Ceratina,nanula,86B98,31,Jul,2003,0,1,12S,487269,4128373,Erigeron,bellidiastrum
Ceratina,nanula,86B98,31,May,2000,0,1,12S,487269,4128373,Cleome,lutea
Ceratina,nanula,86B98,31,May,2000,2,1,12S,487269,4128373,Cryptantha,pterocarya
Ceratina,nanula,86B98,31,May,2000,0,2,12S,487269,4128373,Opuntia,sp.
Ceratina,nanula,86B98,31,May,2000,1,0,12S,487269,4128373,Penstemon,eatonii
Ceratina,nanula,86B98,31,May,2000,0,1,12S,487269,4128373,Senecio,multilobatus
Ceratina,nanula,23A99,3,Aug,2000,0,3,12S,487308,4202301,Cleome,lutea
