iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Date observed,Description,Common name,Recorded by,Captive/Cultivated,Quality grade,coordinateUncertaintyInMeters
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:175671751,49.671803,-123.124074,2023-07-29T10:32:00-07:00,,,judith holm,false,needs_id,122
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:175671898,49.673997,-123.125537,2023-07-29T10:35:00-07:00,,,judith holm,false,needs_id,
Hypogymnia physodes,117971,Hypogymnia physodes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,physodes,iNat:175780874,49.670811,-123.12533,2023-07-29T09:39:00-07:00,,,judith holm,false,needs_id,15
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:175782887,49.672351,-123.12664,2023-07-29T09:42:00-07:00,,,judith holm,false,needs_id,22
Porpidia flavicunda,463867,Porpidia flavicunda,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Porpidia,flavicunda,iNat:175787628,49.67457,-123.120633,2023-07-29T11:50:00-07:00,,,judith holm,false,research,
Umbilicariales,1094443,Umbilicariales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,,,,,,iNat:175788953,49.674522,-123.120548,2023-07-29T11:54:00-07:00,,,judith holm,false,needs_id,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:175823683,49.399734,-123.211746,2023-07-17T11:50:00-07:00,,,John D Reynolds,false,needs_id,5
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:175825670,49.401352,-123.21006,2023-07-17T12:01:00-07:00,,,John D Reynolds,false,needs_id,5
Scutellinia,49138,Scutellinia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Scutellinia,,iNat:175825675,49.401581,-123.209709,2023-07-17T12:02:00-07:00,,,John D Reynolds,false,needs_id,5
Hypogymnia imshaugii,179042,Hypogymnia imshaugii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,imshaugii,iNat:175828256,49.397911,-123.206512,2023-07-17T13:03:00-07:00,,,John D Reynolds,false,needs_id,
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:175828259,49.397911,-123.206512,2023-07-17T13:03:00-07:00,,,John D Reynolds,false,needs_id,
Alectoria sarmentosa,126626,Alectoria sarmentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,sarmentosa,iNat:175828261,49.397823,-123.206345,2023-07-17T13:04:00-07:00,,,John D Reynolds,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:175828301,49.397633,-123.205452,2023-07-17T13:18:00-07:00,,,John D Reynolds,false,needs_id,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:175997655,49.672131,-123.12692,2023-07-29T10:16:00-07:00,,,judith holm,false,needs_id,4
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:176001646,49.672832,-123.126266,2023-07-29T10:05:00-07:00,,,judith holm,false,needs_id,15
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:176002803,49.672552,-123.126662,2023-07-29T10:27:00-07:00,,,judith holm,false,needs_id,15
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:176004331,49.673757,-123.125169,2023-07-29T10:30:00-07:00,,,judith holm,false,needs_id,31
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:176005232,49.674047,-123.12552,2023-07-29T10:32:00-07:00,,,judith holm,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:176006712,49.674002,-123.125537,2023-07-29T10:35:00-07:00,,,judith holm,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:176007646,49.674037,-123.125548,2023-07-29T10:33:00-07:00,,,judith holm,false,needs_id,
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:176008165,49.674527,-123.120543,2023-07-29T11:55:00-07:00,,,judith holm,false,needs_id,
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:176008755,49.674421,-123.119999,2023-07-29T12:01:00-07:00,,,judith holm,false,needs_id,15
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:176010108,49.674933,-123.120053,2023-07-29T12:26:00-07:00,,,judith holm,false,needs_id,
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:176010709,49.67487,-123.120157,2023-07-29T12:31:00-07:00,,,judith holm,false,needs_id,
Mycoblastus,127122,Mycoblastus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Tephromelataceae,,,Mycoblastus,,iNat:176011769,49.67492,-123.120137,2023-07-29T12:28:00-07:00,,,judith holm,false,needs_id,
Graphis scripta,117987,Graphis scripta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,scripta,iNat:176040609,49.421613,-123.26884,2023-07-29T10:54:50-07:00,,,,false,needs_id,4
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:176040725,49.426857,-123.270379,2023-07-29T12:13:39-07:00,,,,false,research,195
Platismatia herrei,117876,Platismatia herrei,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,herrei,iNat:176040772,49.427043,-123.270469,2023-07-29T12:19:19-07:00,,,,false,needs_id,261
Cladonia macilenta,117950,Cladonia macilenta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macilenta,iNat:176344789,49.677128,-123.123628,2023-08-01T10:30:38-07:00,,,,false,needs_id,4
Cladonia rangiferina,119778,Cladonia rangiferina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,iNat:176344882,49.676983,-123.123475,2023-08-01T10:30:12-07:00,,,,false,needs_id,5
Cladonia rangiferina,119778,Cladonia rangiferina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,iNat:176345991,49.66738,-123.151086,2023-08-01T08:54:10-07:00,,,,false,needs_id,4
Alectoria sarmentosa,126626,Alectoria sarmentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,sarmentosa,iNat:176346070,49.667408,-123.151108,2023-08-01T08:53:59-07:00,,,,false,research,4
Hypogymnia enteromorpha,222048,Hypogymnia enteromorpha,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,enteromorpha,iNat:176354173,49.69476,-123.138327,2023-08-02T16:30:20-07:00,,,Nancy Henderson,false,needs_id,6
Mycocalicium subtile,225347,Mycocalicium subtile,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Mycocaliciomycetidae,,Mycocaliciales,,,,Sphinctrinaceae,,,Mycocalicium,subtile,iNat:176369812,49.675062,-123.118484,2023-08-02T10:54:00-07:00,,,judith holm,false,needs_id,15
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:176378109,49.402284,-123.184501,2023-08-01T10:38:00-07:00,,,,false,needs_id,244
Baeomyces rufus,180422,Baeomyces rufus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Baeomycetales,,,,Baeomycetaceae,,,Baeomyces,rufus,iNat:176388839,49.777303,-123.114875,2023-07-29T10:09:04-07:00,,,Laura,false,needs_id,4
Usnea longissima,122681,Usnea longissima,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,longissima,iNat:176388887,49.778663,-123.11905,2023-07-28T15:17:33-07:00,,,Laura,false,research,74
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:176388912,49.790378,-123.122056,2023-07-28T11:12:22-07:00,,,Laura,false,needs_id,4
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:176555296,49.957808,-123.050708,2023-07-31T13:26:51-07:00,,,,false,needs_id,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:176557323,49.92219,-122.980476,2023-08-01T18:58:00-07:00,,,,false,needs_id,311
Thamnolia,174824,Thamnolia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Thamnolia,,iNat:176557435,49.957619,-123.050919,2023-07-31T10:56:10-07:00,,,,false,needs_id,
Ionaspis,175708,Ionaspis,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Hymeneliales,,,,Hymeneliaceae,,,Ionaspis,,iNat:176634199,49.672348,-123.110133,2023-08-02T14:44:00-07:00,,,Randal,false,needs_id,
Rhizocarpon macrosporum,229963,Rhizocarpon macrosporum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,macrosporum,iNat:176634229,49.672106,-123.113108,2023-08-02T12:45:00-07:00,,,Randal,false,needs_id,8
Rhizocarpon macrosporum,229963,Rhizocarpon macrosporum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,macrosporum,iNat:176634249,49.677535,-123.114163,2023-08-02T10:58:00-07:00,,,Randal,false,needs_id,
Mycocalicium subtile,225347,Mycocalicium subtile,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Mycocaliciomycetidae,,Mycocaliciales,,,,Sphinctrinaceae,,,Mycocalicium,subtile,iNat:176634252,49.678012,-123.11338,2023-08-02T10:32:00-07:00,,,Randal,false,needs_id,292
Mycoblastus,127122,Mycoblastus,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Tephromelataceae,,,Mycoblastus,,iNat:176634253,49.674777,-123.120722,2023-08-02T10:19:00-07:00,,,Randal,false,needs_id,
Rinodina,123457,Rinodina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Physciaceae,,,Rinodina,,iNat:176634259,49.674757,-123.12073,2023-08-02T10:18:00-07:00,,,Randal,false,needs_id,
Umbilicaria,59968,Umbilicaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,Umbilicaria,,iNat:176634260,49.674398,-123.120804,2023-08-02T10:14:00-07:00,,,Randal,false,needs_id,388
Umbilicaria torrefacta,233255,Umbilicaria torrefacta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,Umbilicaria,torrefacta,iNat:176634262,49.674398,-123.120804,2023-08-02T10:14:00-07:00,,,Randal,false,needs_id,388
Rhizocarpon macrosporum,229963,Rhizocarpon macrosporum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,macrosporum,iNat:176634264,49.674398,-123.120804,2023-08-02T10:14:00-07:00,,,Randal,false,needs_id,388
Porpidia flavicunda,463867,Porpidia flavicunda,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Porpidia,flavicunda,iNat:176634265,49.674398,-123.120804,2023-08-02T10:14:00-07:00,,,Randal,false,needs_id,388
Pertusaria,117865,Pertusaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Pertusariaceae,,,Pertusaria,,iNat:176634267,49.674398,-123.120804,2023-08-02T10:10:00-07:00,,,Randal,false,needs_id,388
Usnea longissima,122681,Usnea longissima,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,longissima,iNat:176673964,49.75532,-123.123027,2023-08-04T12:46:57-07:00,,,Sarah Boisvert,false,research,3223
Lecidea atrobrunnea,209793,Lecidea atrobrunnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Lecidea,atrobrunnea,iNat:176726727,49.674398,-123.120804,2023-08-02T10:42:00-07:00,,,Andrew Simon,false,research,50
Trapeliopsis granulosa,180430,Trapeliopsis granulosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,,Trapeliaceae,,,Trapeliopsis,granulosa,iNat:176726759,49.673495,-123.110677,2023-08-02T15:16:00-07:00,,,Andrew Simon,false,needs_id,10
Tuckermanopsis subalpina,1019562,Tuckermanopsis subalpina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,subalpina,iNat:176726763,49.670868,-123.110211,2023-08-02T15:59:00-07:00,,,Andrew Simon,false,research,145
Porpidia flavicunda,463867,Porpidia flavicunda,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Porpidia,flavicunda,iNat:176726767,49.671369,-123.127856,2023-08-02T10:36:00-07:00,,,Andrew Simon,false,needs_id,10
Graphis scripta,117987,Graphis scripta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,scripta,iNat:176796193,49.3784,-123.335945,2023-08-05T09:36:31-07:00,,,Cailean Meredith,false,needs_id,7
Scytinium,526743,Scytinium,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Collemataceae,,,Scytinium,,iNat:176960154,49.41067,-123.378611,2023-08-05T12:37:01-07:00,,,Guerric Haché,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:177057089,49.40993,-123.379789,2023-08-05T13:46:00-07:00,,,Guerric Haché,false,needs_id,
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:177057096,49.409961,-123.379819,2023-08-05T13:47:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:177057136,49.410123,-123.379562,2023-08-05T13:51:00-07:00,,,Guerric Haché,false,needs_id,
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:177057142,49.410238,-123.379676,2023-08-05T13:53:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:177057145,49.41033,-123.379828,2023-08-05T13:55:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia squamosa,117963,Cladonia squamosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,squamosa,iNat:177057146,49.410356,-123.379838,2023-08-05T13:55:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:177057170,49.41016,-123.379938,2023-08-05T14:00:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:177057211,49.409868,-123.380101,2023-08-05T14:04:00-07:00,,,Guerric Haché,false,needs_id,
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:177057368,49.409885,-123.38101,2023-08-05T14:19:00-07:00,,,Guerric Haché,false,needs_id,
Jackrogersella multiformis,895016,Jackrogersella multiformis,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Hypoxylaceae,,,Jackrogersella,multiformis,iNat:177057454,49.409683,-123.381392,2023-08-05T14:27:00-07:00,,,Guerric Haché,false,needs_id,
Stictis radiata,352459,Stictis radiata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Stictidaceae,,,Stictis,radiata,iNat:177057545,49.409128,-123.381919,2023-08-05T14:35:00-07:00,,,Guerric Haché,false,needs_id,
Lepraria finkii,463344,Lepraria finkii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,finkii,iNat:177057564,49.409075,-123.382281,2023-08-05T14:37:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:177057623,49.408918,-123.382727,2023-08-05T14:42:00-07:00,,,Guerric Haché,false,needs_id,
Tuckermanopsis,813872,Tuckermanopsis,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,,iNat:177057634,49.408858,-123.382812,2023-08-05T14:44:00-07:00,,,Guerric Haché,false,needs_id,
Jackrogersella multiformis,895016,Jackrogersella multiformis,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Hypoxylaceae,,,Jackrogersella,multiformis,iNat:177057861,49.409747,-123.383638,2023-08-05T15:07:00-07:00,,,Guerric Haché,false,needs_id,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:177057910,49.4097,-123.383611,2023-08-05T15:10:00-07:00,,,Guerric Haché,false,needs_id,
Usnea dasopoga,532452,Usnea dasopoga,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,dasopoga,iNat:177058056,49.408782,-123.384073,2023-08-05T15:29:00-07:00,,,Guerric Haché,false,needs_id,
Parmelia,54735,Parmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,,iNat:177058138,49.408488,-123.383473,2023-08-05T15:35:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia arbuscula,320843,Cladonia arbuscula,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,arbuscula,iNat:177058206,49.408199,-123.383665,2023-08-05T15:39:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia rangiferina,119778,Cladonia rangiferina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,rangiferina,iNat:177058207,49.408198,-123.383698,2023-08-05T15:39:00-07:00,,,Guerric Haché,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:177058256,49.408238,-123.382244,2023-08-05T15:54:00-07:00,,,Guerric Haché,false,needs_id,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:177058709,49.410531,-123.379344,2023-08-05T17:23:00-07:00,,,Guerric Haché,false,needs_id,
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:177087156,49.39741,-123.20564,2023-08-06T14:09:00-07:00,,,Jackson W.F. Chu,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:177089229,49.400722,-123.210175,2023-08-06T14:21:00-07:00,,,Jackson W.F. Chu,false,needs_id,
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:177089230,49.400731,-123.210175,2023-08-06T14:21:00-07:00,,,Jackson W.F. Chu,false,needs_id,
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:177089238,49.40088,-123.21014,2023-08-06T14:22:00-07:00,,,Jackson W.F. Chu,false,needs_id,
Cladonia pyxidata,123894,Cladonia pyxidata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,pyxidata,iNat:177095189,49.40392,-123.21023,2023-08-06T14:33:00-07:00,,,Jackson W.F. Chu,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:177096522,49.688293,-123.134079,2023-08-06T18:45:04-07:00,,,,false,needs_id,5
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:177099802,49.398834,-123.207924,2023-08-06T15:46:00-07:00,,,Jackson W.F. Chu,false,needs_id,
Sphaerophorus tuckermanii,123231,Sphaerophorus tuckermanii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,tuckermanii,iNat:177299870,49.459687,-123.539055,2023-08-07T14:49:14-07:00,,,Robyn Hanson,false,needs_id,4
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:177300453,49.459153,-123.535842,2023-08-07T14:39:20-07:00,,,Robyn Hanson,false,needs_id,4
