Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Nothochelone nemorosa,(Dougl. ex Lindl.) Straw,,woodland beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Nothochelone,nemorosa,,,,native,S4S5 (2019),,new 2020,observed,,,,,,2020-08-09,steveansell,https://www.inaturalist.org/observations/59542290,,78231,
Nuttallanthus canadensis,(L.) D.A. Sutton,,blue toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Nuttallanthus,canadensis,,,,exotic,SNA (2016),,reported,unobserved,1978-09-17,R.C. Summerbell,UBC,UBC: V167630,,,,,UBC:  near Britannia Beach,59112,
Penstemon davidsonii var. menziesii,(Keck) Cronq.,,creeping beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Penstemon,davidsonii,,,menziesii,native,S4 (2001),,confirmed,observed,1913-00-00,W. Taylor,UBC,UBC: V30175,,2012-08-05,judithofsquamish,https://www.inaturalist.org/observations/32714537,,242057,
Penstemon procerus var. procerus,Douglas ex Graham,,tolmie's beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Penstemon,procerus,,,procerus,native,S5 (2000),,confirmed,observed,1958-07-25,V.C. Brink,UBC,UBC: V120477,,2011-05-14,mzifkin,https://www.inaturalist.org/observations/68868314,UBC:  Garibaldi,78414,
Penstemon procerus var. tolmiei,(Hook.) Cronquist,,tolmie's beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Penstemon,procerus,,,tolmiei,native,S5 (2000),,reported,unobserved,1943-08-01,John Davidson,UBC,UBC: V29500,,,,,UBC:  P. tolmiei ssp. tolmiei,153359,
Penstemon serrulatus,Menzies ex Sm.,,cascade beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Penstemon,serrulatus,,,,native,S5 (2019),,confirmed,observed,1913-07-08,A. E. Baggs,UBC,UBC: V47118,,2016-05-23,hillanddale,https://www.inaturalist.org/observations/9604802,,143674,
Plantago elongata ssp. elongata,Pursh,,slender plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantago,elongata,,elongata,,native,S4 (2001),,reported,unobserved,1993-05-24,Terry Taylor,RBCM,V182021,,,,,RBCM:  Bowen Island,237970,
Plantago lanceolata,L.,,English plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantago,lanceolata,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-05-29,judithofsquamish,https://www.inaturalist.org/observations/47813081,,53178,
Plantago macrocarpa,Cham. & Schltdl.,,Alaska plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantago,macrocarpa,,,,native,S4 (2015),,confirmed,observed,2016-05-30,Judith Holm,UBC,UBC: V244881,,2015-05-20,judithofsquamish,http://www.inaturalist.org/observations/4402324,,167006,
Plantago major,L.,,greater plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantago,major,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-07-04,benkeen,https://www.inaturalist.org/observations/51964176,,58961,
Plantago maritima var. juncoides,L. (Lam.) A. Gray,,seaside plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantago,maritima,,,juncoides,native,S5,,new 2015,observed,,,,,,2015-05-30,judithofsquamish,http://www.inaturalist.org/observations/4402796,,67812,
Veronica alpina?,L.,,alpine speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,alpina?,,,,native,"not in CDC records, see 'notes'",,reported,unobserved,1917-08-12,John Davidson,UBC,UBC: V29638,,,,,"UBC:  Garibaldi PP near Garibaldi Lake, however is a European sp not recorded in BC- was this V. wormskioldii?",170185,
Veronica americana,Schwein ex. Benth.,,American speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,americana,,,,native,S5 (2000),,new 2021,observed,,,,,,2021-08-08,gwenlh,https://www.inaturalist.org/observations/107684839,"historical record V. beccabunga var. americana; ITIS lists no varieties/ssp., V. beccabunga var. muscosa sole variety in iNaturalist",57277,
Veronica arvensis,L.,,corn speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,arvensis,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-04-10,benkeen,https://www.inaturalist.org/observations/41844743,,55748,
Veronica filiformis,Sm.,,slender speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,filiformis,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-07-07,benkeen,https://www.inaturalist.org/observations/28402081,,55825,
Veronica officinalis,L.,,heath speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,officinalis,,,,exotic,SNA (2001),,new 2021,observed,,,,,,2021-06-06,judithofsquamish,https://www.inaturalist.org/observations/82218460,,129020,
Veronica scutellata,L.,,marsh speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,scutellata,,,,native,S5 (2015),,new 2019,observed,,,,,,2019-08-27,benkeen,https://www.inaturalist.org/observations/31649668,,61112,
Veronica serpyllifolia,L.,,thyme-leaved speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,serpyllifolia,,,,exotic,SNA (2000),,new 2018,observed,,,,,,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14191672,,55749,
Veronica wormskjoldii,Roem. & Schult.,,American alpine speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veronica,wormskjoldii,,,,native,see notes S5 (Apr 2019),,new 2017,observed,,,,,,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8849452,CDC: V. nutans Bongard,61145,
Buddleja davidii,Franch.,,butterfly bush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Buddleja,davidii,,,,exotic,SNA (2001),,confirmed,observed,2015-06-26,A. Lynn,,,,2021-07-18,roslynmohr,https://www.inaturalist.org/observations/87639042,,75916,
Verbascum blattaria,L.,,moth mullein,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Verbascum,blattaria,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-07-01,benkeen,https://www.inaturalist.org/observations/85283853,,59028,
Verbascum phlomoides,L.,,orange mullein,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Verbascum,phlomoides,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-11,benkeen,https://www.inaturalist.org/observations/30648666,,170140,
Verbascum thapsus,L.,,common mullein,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Verbascum,thapsus,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-07-20,benkeen,https://www.inaturalist.org/observations/29203126,,59029,
Liriodendron tulipifera,L.,,tuliptree,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Magnoliaceae,,,Liriodendron,tulipifera,,,,exotic,"not in CDC records, see 'notes'",,reported,unobserved,1978-08-15,John Pinder-Moss,UBC,UBC: V166523,,,,,"UBC:  Gambier Island Camp Artaban, likely PLANTED",53582,
Euphorbia characias,L.,,Mediterranean spurge,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,characias,,,,exotic,not in CDC records,,new 2019,observed,,,,,,2019-05-11,dave328,https://www.inaturalist.org/observations/24942210,,181594,
Euphorbia cyparissias,L.,,cypress spurge,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,cyparissias,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-05-12,judithofsquamish,https://www.inaturalist.org/observations/12437175,,55766,
Euphorbia glyptosperma,(Engelm.) Small,,ribseed sandmat/corrugate-seed broomspurge,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,glyptosperma,,,,native,S4S5,,reported,unobserved,,,,,,,,,,204318,
Euphorbia myrsinites,L.,,donkey tail,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,myrsinites,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-11-27,benkeen,https://www.inaturalist.org/observations/65710356,,82511,
Euphorbia peplus,L.,,petty spurge,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,,,Euphorbia,peplus,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-05-11,benkeen,https://www.inaturalist.org/observations/45647497,,57036,
Hypericum anagalloides,Cham. & Schltdl.,,bog st. john's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,anagalloides,,,,native,S4 (2015),,new 2021,observed,,,,,,2021-08-22,benkeen,https://www.inaturalist.org/observations/92178337,,61032,
Hypericum androsaemum,L.,,tutsan,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,androsaemum,,,,exotic,SNA (2000),,confirmed,observed,1991-08-03,Frank Lomer,UBC,UBC: V203934,,2020-10-22,benkeen,https://www.inaturalist.org/observations/63287362,UBC:  Horseshoe Bay,77480,
Hypericum calycinum,L.,,rose-of-sharon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,calycinum,,,,exotic,SNA (2012),,new 2020,observed,,,,,,2020-07-12,benkeen,https://www.inaturalist.org/observations/52838607,,77481,
Hypericum maculatum,Crantz,,imperforate St. John's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,maculatum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-07-22,benkeen,https://www.inaturalist.org/observations/54019852,,163978,
Hypericum perforatum,L.,,common St. John's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,perforatum,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-07-20,benkeen,https://www.inaturalist.org/observations/29202910,,56077,
Hypericum scouleri,Hook.,,western St. John's-wort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,,Hypericum,scouleri,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,77484,
Linum usitatissimum,L.,,common flax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Linaceae,Linoideae,,Linum,usitatissimum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-10-05,benkeen,https://www.inaturalist.org/observations/61829180,,51306,
Populus balsamifera,L.,,balsam poplar,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Populus,balsamifera,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-06-05,benkeen,https://www.inaturalist.org/observations/81813544,iNat: needs i.d.,54838,
Populus tremuloides,Michx.,,trembling aspen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Populus,tremuloides,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-05-16,judithofsquamish,http://www.inaturalist.org/observations/4403259,,54840,
Populus trichocarpa,L. (Torr. & A. Gray ex Hook.) Brayshaw,,black cottonwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Populus,trichocarpa,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-03-07,judithofsquamish,https://www.inaturalist.org/observations/5991879,,78699,
Salix arctica,Pall.,,Arctic willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,arctica,,,,native,S5 (2015),,reported,unobserved,1912-08-00,John Davidson,UBC,UBC: V62886,,,,,UBC:  Garibaldi,67799,
Salix commutata,Bebb,,undergreen willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,commutata,,,,native,S5 (2015),,confirmed,observed,1913-08-00,John Davidson,UBC,UBC: V62895,,2018-08-29,judithofsquamish,https://www.inaturalist.org/observations/31387011,UBC:  Garibaldi,168327,
Salix hookeriana,Barratt ex Hook.,,coastal willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,hookeriana,,,,native,S5 (2015),,confirmed,observed,1999-07-22,Frank Lomer,UBC,UBC: V234449,,2021-04-02,baselineone,https://www.inaturalist.org/observations/72735367,,78941,
Salix lasiandra var. lasiandra,Muhl. (Benth.) A.E. Murray,,Pacific willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,lasiandra,,,lasiandra,native,S5 (2000),,reported,unobserved,,BC Parks,Baynes Island Ecological Reserve online 'detailed description',,,,,,,81358,
Salix nivalis,Hook.,,snow willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,nivalis,,,,native,S5 (2015),,reported,unobserved,1958-07-25,Vernon C. Brink,UBC,UBC: V120348,,,,,UBC:  Garibaldi PP Cinder Cone,78948,
Salix scouleriana,Barratt ex Hook.,,Scouler's willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,scouleriana,,,,native,S5 (2015),,confirmed,observed,1912-06-15,John Davidson,UBC,UBC: V62879,,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/8735829,,71076,
Salix sitchensis,Sanson ex Bong.,,Sitka willow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,Salix,sitchensis,,,,native,S5 (2015),,confirmed,observed,1978-00-00,Brenda Storey,RBCM,V147620,,2021-05-29,judithofsquamish,https://www.inaturalist.org/observations/80997042,,61100,
Viola adunca var. adunca,Sm.,,early blue violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,adunca,,,adunca,native,S5 (2015),,reported,unobserved,1914-04-26,W. Taylor,UBC,UBC: V57381,,,,,UBC:  Anvil Island,53328,
Viola glabella,Nutt.,,stream violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,glabella,,,,native,S4S5 (2015),,confirmed,observed,1974-06-07,Charles E. Beil,UBC,UBC: V176122,,2019-04-19,judithofsquamish,https://www.inaturalist.org/observations/22739840,,71113,
Viola nephrophylla,Greene,,northern bog violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,nephrophylla,,,,native,S4 (2015),,reported,unobserved,1913-05-31,F. Perry,UBC,UBC: V80672,,,,,UBC:  Gambier Id. (herbarium record updated from V. sororia which is native to Eastern NA),79513,
Viola orbiculata,Gayer ex Holz.,,round-leaved violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,orbiculata,,,,native,S5,,reported,unobserved,,,,,,,,,,71112,
Viola palustris,L.,,alpine marsh violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,palustris,,,,native,S5? (2015),,confirmed,observed,1974-06-07,Charles E. Beil,UBC,UBC: V176179,,2020-07-04,citizen1,https://www.inaturalist.org/observations/51967573,,79514,
Viola sempervirens,Greene,,redwood violet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,Viola,sempervirens,,,,native,S4 (2015),,confirmed,observed,1958-03-21,Katherine I. Beamish,UBC,UBC: V72387,,2020-05-09,chloe_and_trevor,https://www.inaturalist.org/observations/45683581,,55342,
Malva alcea,L.,,greater musk-mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malva,alcea,,,,exotic,SNA,,new 2021,observed,,,,,,2021-09-04,benkeen,https://www.inaturalist.org/observations/93645939,,146876,
Malva moschata,L.,,musk mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malva,moschata,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-07-09,caschaefer,https://www.inaturalist.org/observations/86748050,,55977,
Malva neglecta,Wallr.,,dwarf mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malva,neglecta,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-13,kristinop,https://www.inaturalist.org/observations/78656020,,77952,
Sidalcea hendersonii,S. Watson,,Henderson's checker-mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Sidalcea,hendersonii,,,,native,S3 (2015),,confirmed,observed,2014-08-09,Anne Anderson,UBC,UBC: V244534,,2021-08-28,chloe_and_trevor,https://www.inaturalist.org/observations/93188619,,168942,
Daphne laureola,L.,,spurge-laurel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Thymelaeaceae,,,Daphne,laureola,,,,exotic,SNA (2001),,confirmed,observed,2006-06-14,Peter F. Zika,WTU,WTU: 365029,,2021-03-11,maplerice,https://www.inaturalist.org/observations/71349786,,127391,
Lythrum salicaria,L.,,purple loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Lythraceae,,,Lythrum,salicaria,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-07-23,judithofsquamish,https://www.inaturalist.org/observations/14699261,,61321,
Chamaenerion angustifolium,(L.) Scop.,,fireweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Chamaenerion,angustifolium,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-09-10,taylor_justason,https://www.inaturalist.org/observations/59237521,,564969,
Chamaenerion latifolium,(L.) Sweet,,dwarf fireweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Chamaenerion,latifolium,,,,native,S5 (2015),,new 2021,observed,,,,,,2021-06-08,gwenlh,https://www.inaturalist.org/observations/82624699,historical record Chamerion latifolium,564970,
Circaea alpina,L.,,alpine enchanter's-nightshade,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Circaea,alpina,,,,native,S4 (2001),,confirmed,observed,1974-06-07,Charles E. Beil,UBC,UBC: V176175,,2020-07-05,benkeen,https://www.inaturalist.org/observations/52090024,,76342,
Epilobium anagallidifolium,Lam.,,pimpernel willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,anagallidifolium,,,,native,S5 (2015),,new 2020,observed,,,,,,2020-09-11,judithofsquamish,https://www.inaturalist.org/observations/59531542,,76826,
Epilobium brachycarpum,C. Presl,,panicled willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,brachycarpum,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-09-06,benkeen,https://www.inaturalist.org/observations/32251436,,52971,
Epilobium ciliatum,Raf.,,fringed willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,ciliatum,,,,native,S5 (2000) ? depends which ssp.,,new 2020,observed,,,,,,2020-07-28,gwenlh,https://www.inaturalist.org/observations/70435770,,53050,
Epilobium clavatum,Trelease,,club-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,clavatum,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,76828,
Epilobium hornemannii,Rchb.,,hornemann's willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,hornemannii,,,,native,S4 (2001),,new 2018,observed,,,,,,2018-07-21,judithofsquamish,https://www.inaturalist.org/observations/14700094,,76832,
Epilobium lactiflorum,Hausskn.,,white-flowered willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,lactiflorum,,,,native,S5,,reported,unobserved,,,,,,,,,,76834,
Epilobium leptocarpum,Hausskn.,,small-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,leptocarpum,,,,native,S4S5,,reported,unobserved,,,,,,,,,"? E-Flora describes this sp as rare throughout BC, with montane to alpine habitat",162362,
Epilobium luteum,Pursh,,yellow willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,luteum,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8897494,,76836,
Epilobium minutum,Lindl. ex Lehm.,,little willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,minutum,,,,native,S5 (2015),,reported,unobserved,1897-05-00,Albert J. Hill,UBC,UBC: V26320,,,,,UBC:  Bowen Island,57150,
Epilobium obscurum,Schreb.,,short-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,obscurum,,,,exotic,SNA (2007),,reported,unobserved,1995-07-01,Frank Lomer,UBC,UBC: V224939,,,,,UBC:  West Vancouver Whytecliff Park,162366,
Oenothera biennis,L.,,common evening-primrose,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Oenothera,biennis,,,,native,SNA (2001),,new 2020,observed,,,,,,2020-07-21,gwenlh,https://www.inaturalist.org/observations/55992429,,62207,
Oenothera glazioviana,Micheli,,large-flowered evening-primrose,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Oenothera,glazioviana,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-21,eyungwirth,https://www.inaturalist.org/observations/83959508,,62208,
Brasenia schreberi,J.F. Gmel.,,watershield,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Cabombaceae,,,Brasenia,schreberi,,,,native,S5 (2015),,new 2019,observed,,,,,,2019-06-18,judithofsquamish,https://www.inaturalist.org/observations/27471813,,75867,
Nuphar polysepala,Engelm (Engelm.) E.O. Beal.,,western yellow pond-lily,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nuphar,polysepala,,,,native,S5 (2000),,confirmed,observed,1913-07-27,John Davidson,UBC,UBC: V25067,,2021-05-31,roslynmohr,https://www.inaturalist.org/observations/81333657,historical record Nuphar lutea ssp. polysepala,78234,
