Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Draba verna,L.,,common whitlowgrass,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,verna,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-03-04,elsemikkelsen,https://www.inaturalist.org/observations/70187581,,55823,
Erysimum sp.,L.,,wallflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Erysimum,,,,,exotic,,,new 2021,observed,,,,,,2021-05-18,elsemikkelsen,https://www.inaturalist.org/observations/79700513,,50630,
Hesperis matronalis,L.,,dame's rocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Hesperis,matronalis,,,,exotic,SNA (2001),,new 2016,observed,,,,,,2016-05-08,hillanddale,https://www.inaturalist.org/observations/9531065,,47697,
Lepidium campestre,(L.) W.T. Aiton,,field peppergrass,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Lepidium,campestre,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-06-29,benkeen,https://www.inaturalist.org/observations/27890320,,77663,
Lepidium heterophyllum,Benth.,,Smith's cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Lepidium,heterophyllum,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-10,ahusdon,https://www.inaturalist.org/observations/78246240,,77669,
Lepidium virginicum,L.,,tall pepper-grass,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Lepidium,virginicum,,,,native,S5,,reported,unobserved,,,,,,,,,,79972,
Lunaria annua,L.,,annual honesty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Lunaria,annua,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-04-15,judithofsquamish,https://www.inaturalist.org/observations/22636498,,55886,
Nasturtium officinale,W.T. Aiton,,watercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Nasturtium,officinale,,,,exotic,SNA (2000),,confirmed,observed,1912-08-05,John Davidson,UBC,UBC: V13061,,2020-10-21,gwenlh,https://www.inaturalist.org/observations/65164563,UBC:  Brackendale,78174,
Physaria arctica,(Wormsk. ex Hornem.) O'Kane & Shehbaz.,,Arctic bladderpod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Physaria,arctica,,,,native,S3S4 (2019),,reported,unobserved,,,,,,,,,historical record Lesquerella arctica updated to BC CDC & IT IS & iNat  taxonomy,359557,
Raphanus raphanistrum,L.,,jointed charlock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Raphanus,raphanistrum,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-10-03,benkeen,https://www.inaturalist.org/observations/17177101,,55411,
Rorippa curvisiliqua,(Hook.) Bessey ex Britt.,,curvepod yellowcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Rorippa,curvisiliqua,,,,native,S5 (2000),,reported,unobserved,1913-08-07,John Davidson,UBC,UBC: V13048,,,,,UBC:  Garibaldi PP Garibaldi Lake,58866,
Sisymbrium officinale,(L.) Scop.,,hedge mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Sisymbrium,officinale,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31010728,,53266,
Turritis glabra,L.,,tower mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Turritis,glabra,,,,native,S5 (2015),,reported,unobserved,1974-05-22,John Pinder-Moss,UBC,UBC: V156931,,,,,UBC:  1 mile S of Deeks Cr. Overlooking #99,79460,
Limnanthes douglasii,R. Br.,,Douglas' meadowfoam,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Limnanthaceae,,,Limnanthes,douglasii,,,,,not in CDC records,,new 2021,observed,,,,,,2021-05-18,rileyparsons,https://www.inaturalist.org/observations/79717184,iNat: needs i.d.,51336,
Tropaeolum majus,L.,,nasturtium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Tropaeolaceae,,,Tropaeolum,majus,,,,,not in CDC records,,new 2020,observed,,,,,,2020-11-16,benkeen,https://www.inaturalist.org/observations/65037331,,54329,
Amaranthus retroflexus,L.,,redroot pigweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Amaranthoideae,,Amaranthus,retroflexus,,,,native,S5 (2015),,new 2020,observed,,,,,,2020-09-13,benkeen,https://www.inaturalist.org/observations/59548033,,58776,
Atriplex patula,L.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,,,Atriplex,patula,,,,exotic,SNA (2001),,confirmed,observed,2015-06-26,B. Johnson,,,,2015-09-28,judithofsquamish,https://www.inaturalist.org/observations/10484143,,60175,
Salicornia depressa,Standl.,,Virginia glasswort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Salicornia,depressa,,,,native,S4 (2015),,reported,unobserved,1933-07-30,H.B. Brown,UBC,UBC: V41601,,,,,UBC:  Caulfield Burrard,78930,
Salicornia virginica,(Standley) A.J. Scott,,American glasswort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Salicornia,virginica,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,78931,
Atocion armeria,(L.) Raf.,,sweet william catchfly,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Atocion,armeria,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-07-12,benkeen,https://www.inaturalist.org/observations/52887199,,204246,
Cerastium arvense ssp. strictum,L.,,field chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Cerastium,arvense,,strictum,,native,S5 (2015),,confirmed,observed,1914-04-26,W. Taylor,UBC,UBC: V7701,,2019-05-04,benkeen,https://www.inaturalist.org/observations/24533595,,50847,
Cerastium fontanum,Baumg.,,common mouse-ear chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Cerastium,fontanum,,,,exotic,SNA (2000),,confirmed,observed,1913-05-26,R. Mathews,UBC,UBC: V43642,,2019-05-27,judithofsquamish,https://www.inaturalist.org/observations/25923125,,53307,
Cerastium glomeratum,Thuill.,,sticky mouse-ear chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Cerastium,glomeratum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-04-30,benkeen,https://www.inaturalist.org/observations/44439580,,52973,
Cerastium nutans,Raf.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Cerastium,nutans,,,,native,S4 (2015),,reported,unobserved,1967-06-04,P. Warrington,LEA,,,,,,,1818436,
Cerastium tomentosum,L.,,snow-in-summer,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Cerastium,tomentosum,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-26,sidalcea,https://www.inaturalist.org/observations/80417404,,160347,
Cherleria biflora,(L.) A. J. Moore & Dillenb.,,mountain sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Cherleria,biflora,,,,native,S5 (2015),,reported,unobserved,1967-08-21,V. Bednar,UBC,UBC: V158270,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,836811,
Cherleria obtusiloba,(Rydb.) A. J. Moore & Dillenb.,,alpine sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Cherleria,obtusiloba,,,,native,S5? (2015),,reported,unobserved,1912-08-00,F. Perry,UBC,UBC: V7623,,,,,UBC:  Garibaldi high ridges,836821,
Dianthus barbatus,L.,,sweet-william,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Dianthus,barbatus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-06-25,atahiliani,https://www.inaturalist.org/observations/50907356,,60015,
Honckenya peploides ssp. major,(L.) Ehrh. (Hook.) Hultén,,sea sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Honckenya,peploides,,major,,native,S5 (2019),,new 2017,observed,,,,,,2017-06-11,eelgrass13,http://inaturalist.ca/observations/6595672,,129446,
Minuartia biflora,(L. Schinz & Thellung,,mountain sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,,Minuartia,biflora,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,0,
Minuartia rubella,Wahl.,,boreal sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,,Minuartia,rubella,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,0,
Minuartia tenella,(nutt.) mattf.,,slender sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,,Minuartia,tenella,,,,native,S5,,reported,unobserved,,,,,,,,,,0,
Moehringia macrophylla,(Hook.) Fenzl,,big-leaved sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Moehringia,macrophylla,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,61884,
Sabulina macra,(A. Nelson & J.F. Macbr.) Dillenb. & Kadereit,,California sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sabulina,macra,,,,native,S5 (2000),,confirmed,observed,1993-05-24,Terry Taylor,RBCM,V182022,,2015-06-06,steveansell,https://www.inaturalist.org/observations/66764557,RBCM:  Bowen Island; Herbarium record Minuartia tenella (J. Gay) Mattf.,836878,
Sabulina rubella,(Wahlenb.) Dillenb. & Kadereit,,reddish sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sabulina,rubella,,,,native,S5 (2015),,reported,unobserved,1951-08-22,W. Cottle,UBC,UBC: V27283,,,,,UBC:  Garibaldi PP Polemonium Ridge,836893,
Sagina maxima ssp. crassicaulis,A. Gray (S. Watson) Crow,,thick-stemmed pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sagina,maxima,,crassicaulis,,native,S5 (2000),,new 2018,observed,,,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14418686,iNat: needs i.d.,80178,
Sagina procumbens,L.,,procumbent pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sagina,procumbens,,,,exotic,SNA (2015),,confirmed,observed,1944-08-05,Vernon C. Brink,UBC,UBC: V120920,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14418686,,55667,
Sagina saginoides,(L.) H. Karsten,,alpine pearlwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sagina,saginoides,,,,native,S5 (2015),,reported,unobserved,1967-08-16,V. Bednar,UBC,UBC: V158297,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,78923,
Saponaria officinalis,L.,,common soapwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Saponaria,officinalis,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-10-03,benkeen,https://www.inaturalist.org/observations/61634368,,56154,
Silene × hampeana,Meusel & K. Werner,,hybrid campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,,Silene × hampeana,,,exotic,not in CDC records,,new 2021,observed,,,,,,2021-08-22,roslynmohr,https://www.inaturalist.org/observations/92182880,,171119,
Silene acaulis,(L.) Jacq.,,moss campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,acaulis,,,,native,S5 (2015),,reported,unobserved,1966-00-00,B. Fraser,UBC,UBC: V158302,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,68886,
Silene coronaria,(L.) Desr.,,rose campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,coronaria,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-06-29,benkeen,https://www.inaturalist.org/observations/27890016,,485191,
Silene dioica,(L.) Clairv.,,red campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,dioica,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-12-01,benkeen,https://www.inaturalist.org/observations/18764745,,55759,
Silene latifolia,Poir.,,white campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,latifolia,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-30,roslynmohr,https://www.inaturalist.org/observations/80950295,,79109,
Silene menziesii,Hook.,,Menzies' catchfly,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,menziesii,,,,native,S5 (2019),,reported,unobserved,1928-06-03,,RBCM,V038481,,,,,RBCM:  West Vancouver,79111,
Silene parryi,(S. Watson) C.L. Hitchc. & Maguire,,Parry's campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,parryi,,,,native,S5 (2000),,reported,unobserved,1965-08-18,B. Fraser,UBC,UBC: V158303,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,143681,
Silene vulgaris,(Moench) Garcke,,bladder campion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Silene,vulgaris,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-07,roslynmohr,https://www.inaturalist.org/observations/82199156,,55721,
Spergula arvensis,L.,,corn spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergula,arvensis,,,,exotic,SNA (2019),,reported,unobserved,1974-06-18,,RBCM,V082552,,,,,,57005,
Spergularia canadensis var. occidentalis,(Pers.) G. Don,,Canada sandspurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,canadensis,,,occidentalis,native,S5 (2019),,confirmed,observed,1914-07,James A. Wattie,UBC,UBC: V190187,,2015-06-06,judithofsquamish,http://www.inaturalist.org/observations/4500471,,81378,
Spergularia macrotheca,(Hornem.) Heynh.,,sticky sand-spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,macrotheca,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,61472,
Spergularia marina,J. & K. Presl,,salt marsh sand-spurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,marina,,,,exotic,SNA (2019),,reported,unobserved,1940-09-05,,RBCM,V013435,,,,,RBCM:  West Vancouver; original record S. salina,79169,
Spergularia rubra,(L.) J. Presl & K. Presl,,red sand spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Spergularia,rubra,,,,exotic,SNA (2001),,confirmed,observed,1974-06-18,,RBCM,V082551,,2016-06-27,judithofsquamish,http://www.inaturalist.org/observations/4503353,,55730,
Stellaria borealis ssp. borealis,Bigelow,,boreal starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,borealis,,borealis,,native,S5 (2000),,reported,unobserved,1965-07-06,B. Fraser,UBC,UBC: V158305,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,238712,
Stellaria calycantha,(Ledeb.) Bong.,,northern starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,calycantha,,,,native,S4S5 (2015),,reported,unobserved,1965-07-26,B. Fraser,UBC,UBC: V158264,,,,,UBC:  Garibaldi PP Sphinx Gl foreland,79200,
Stellaria crassifolia,Ehrh.,,fleshy stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,crassifolia,,,,native,S4S5 (2015),,reported,unobserved,1951-08-31,W. Cottle,UBC,UBC: V27286,,,,,UBC:  Garibaldi PP Garibaldi Lake,169334,
Stellaria crispa,Cham. & Schltdl.,,crisp starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,crispa,,,,native,S5 (2015),,confirmed,observed,1974-06-11,Charles E. Beil,UBC,UBC: V176106,,2021-07-06,elsemikkelsen,https://www.inaturalist.org/observations/88623912,UBC:  Bowen Island Plot 10,79201,
Stellaria graminea,L.,,lesser stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,graminea,,,,exotic,SNA (2019),,new 2016,observed,,,,,,2016-05-21,judithofsquamish,http://www.inaturalist.org/observations/4503706,iNat: needs i.d.,61948,
Stellaria humifusa,Rottb.,,creeping sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,humifusa,,,,native,S4 (2015),,new 2015,observed,,,,,,2015-05-30,judithofsquamish,https://www.inaturalist.org/observations/4503653,,169339,
Stellaria longipes ssp. longipes,Goldie,,longstalk starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,longipes,,longipes,,native,S5 (2000),,reported,unobserved,1927-08-00,F. Perry,UBC,UBC: V8133,,,,,UBC:  Garibaldi PP Black Tusk,80222,
Stellaria media,(L.) Vill.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,,Stellaria,media,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-05-06,judithofsquamish,https://www.inaturalist.org/observations/12223056,,53298,
Drosera anglica,Huds.,,great sundew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Droseraceae,,,Drosera,anglica,,,,native,S5,,reported,unobserved,,,,,,,,,,-52655,
Drosera rotundifolia,L.,,round-leaved sundew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Droseraceae,,,Drosera,rotundifolia,,,,native,S5 (2015),,new 2008,observed,,,,,,2008-07-15,hillanddale,https://www.inaturalist.org/observations/9551299,,52658,
Claytonia exigua ssp. exigua,T. & G.,,serpentine springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,exigua,,exigua,,native,S4 (2020),,reported,unobserved,,,,,,,,,,57234,
Claytonia exigua ssp. glauca,(T.& G.) J.M.Miller & K. Chambers.,,serpentine springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,exigua,,glauca,,native,S4 (2020),,reported,unobserved,,,,,,,,,,57229,
Claytonia lanceolata,Pursh,,western springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,lanceolata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,62584,
Claytonia parviflora,douglas ex hook.,,streambank springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,parviflora,,,,native,S5,,reported,unobserved,,,,,,,,,,58294,
Claytonia parviflora var. parviflora,douglas ex hook.,,little-flower springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,parviflora,,,parviflora,native,S4 (2019),,reported,unobserved,,,,,,,,,,58296,
Claytonia perfoliata ssp. intermontana,(Donn ex Willdenow) John M. Miller & K. L. Chambers,,intermountain miner’s-lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,perfoliata,,intermontana,,native,S2S3 (2018),,reported,unobserved,,,,,,,,,,53001,
Claytonia rubra,(Howell) Tidest.,,redstem springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,rubra,,,,native,S5 (2020),,new 2021,observed,,,,,,2021-04-04,taylor_justason,https://www.inaturalist.org/observations/73034042,,64184,
Claytonia sibirica,L.,,candy flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,sibirica,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-04-04,judithofsquamish,http://www.inaturalist.org/observations/4372696,,55767,
Claytonia washingtoniana,(Suksd.) Suksd.,,Washington springbeauty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Claytonia,washingtoniana,,,,native,S2 (2017),,reported,unobserved,1948-05-11,C.B.W. Rogers,UBC,UBC: V52109,,,,,UBC:  West Vancouver Copper Cove,76392,
Montia diffusa,(Nutt.) Greene,,branching montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,diffusa,,,,,SU (2019),,reported,unobserved,,,,,,,,,,78120,
Montia fontana,L.,,blinks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,fontana,,,,native,S4? (2015),,reported,unobserved,1916-04-29,John Davidson,UBC,UBC: V45786,,,,,UBC:  Caulfield,58990,
Montia linearis,(Dougl.ex Hook.) Greene,,narrowleaf miner's lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,linearis,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-04-05,benkeen,https://www.inaturalist.org/observations/41470191,,78122,
Montia parvifolia ssp. parvifolia,(Moc. ex DC.) Greene,,littleleaf miner's-lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,parvifolia,,parvifolia,,native,S5 (2015),,confirmed,observed,1974-06-01,Charles E. Biel,UBC,UBC: V176105,,2018-05-06,judithofsquamish,https://www.inaturalist.org/observations/12215192,LGL record M. parvifolia,237322,
Bistorta vivipara,(L.) Delarbre,,alpine bistort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,,Bistorta,vivipara,,,,native,S5 (2015),,reported,unobserved,1917-08-10,John Davidson,UBC,UBC: V35634,,,,,,130545,
Fallopia japonica,(Houtt.) Ronse Decr.,,Japanese knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,,Fallopia,japonica,,,,exotic,SNA (2008),,confirmed,observed,2007-08-15,Bob Brett,Whistler Biodiversity Project,,,2018-09-13,benkeen,https://www.inaturalist.org/observations/16509532,,77130,
Oxyria digyna,(L.) Hill,,alpine sorrel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Oxyria,digyna,,,,native,S5 (2019),,confirmed,observed,1917-08-12,J. Davidson,UBC,UBC: V35335,,2017-08-29,sunfishmoonlight,https://www.inaturalist.org/observations/7712179,,67591,
Persicaria lapathifolia,(L.) S.F. Gray,,willowweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Persicaria,lapathifolia,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,63886,
Persicaria maculosa,Gray,,spotted lady's thumb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Persicaria,maculosa,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-16,benkeen,https://www.inaturalist.org/observations/30969189,,56166,
Persicaria sp.,(L.) Gray,,water smartweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Persicaria,,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-06-18,judithofsquamish,https://www.inaturalist.org/observations/27471813,iNat: needs i.d.,78450,
Polygonum aviculare,L.,,prostrate knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,aviculare,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31021425,,78678,
Polygonum minimum,S. Watson,,broadleaf knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,minimum,,,,native,S4 (2015),,reported,unobserved,2006-07-14,Terry Taylor,UBC,UBC: V222933,,,,,"UBC:  Squamish, roadside edge in a disturbed area",78686,
Polygonum paronychia,Cham. & Schltdl.,,beach knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,paronychia,,,,native,S3 (2019),,new 2019,observed,,,,,,2019-10-06,benkeen,https://www.inaturalist.org/observations/33975377,,60734,
Polygonum spergulariiforme,Meisn. ex Small,,scatter knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,spergulariiforme,,,,native,S5 (2000),,reported,unobserved,1958-10-03,R.W. Pillsbury,UBC,UBC: V75532,,,,,UBC:  Upper Levels Hwy above Eagles Harbour,78692,
Polygonum viviparum,(l.) s.f. gray,,alpine bistort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygonum,viviparum,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,367805,
