iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Author,Date observed,Place name,Recorded by
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,HOWE:14562,49.790353,-123.12479,Michx.,2021-08-05,,Cole Gaerber
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:14563,49.786756,-123.122431,Pursh,2022-03-23,,Darren Kirby
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:14564,49.78891,-123.12151,Pursh,2020-09-19,,icedazii
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:14565,49.789795,-123.121797,Pursh,2022-06-19,,kathleung
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:14566,49.792375,-123.120414,L.,2022-07-02,,lauramaypollock
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:14567,49.792355,-123.120416,L.,2019-06-11,,rtbanke
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:14568,49.79247,-123.120486,L.,2022-08-25,,lauramaypollock
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:14569,49.792613,-123.120363,L.,2020-07-30,,jusinowicz
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:14570,49.792195,-123.12448,L.,2022-05-26,,jessica_phaye
Geum macrophyllum,77266,Geum macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Colurieae,Geum,macrophyllum,HOWE:14571,49.791888,-123.119622,Willd.,2020-07-30,,jusinowicz
Goodyera oblongifolia,50719,Goodyera oblongifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,oblongifolia,HOWE:14572,49.790381,-123.124961,Raf.,2021-08-05,,Cole Gaerber
Hemitomes congestum,54663,Hemitomes congestum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Hemitomes,congestum,HOWE:14573,49.790103,-123.116347,A. Gray,2022-07-16,,lauramaypollock
Hemitomes congestum,54663,Hemitomes congestum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Hemitomes,congestum,HOWE:14574,49.791274,-123.127265,A. Gray,2017-07-16,,wildbreans
Hemitomes congestum,54663,Hemitomes congestum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Hemitomes,congestum,HOWE:14575,49.79022,-123.116311,A. Gray,2022-07-16,,savannahrouse
Lilium columbianum,77744,Lilium columbianum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Lilium,columbianum,HOWE:14576,49.790353,-123.12479,Leichtlin,2021-08-05,,Cole Gaerber
Lycopus uniflorus,77915,Lycopus uniflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,uniflorus,HOWE:14577,49.790547,-123.124618,Michx.,2021-08-05,,Cole Gaerber
Lysichiton americanus,48537,Lysichiton americanus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Orontioideae,,Lysichiton,americanus,HOWE:14578,49.79003,-123.121497,Hultén & H.St.John,2021-10-19,,nnhenderson
Lysimachia latifolia,496537,Lysimachia latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,HOWE:14579,49.79139,-123.116187,(Hook.) Cholewa,2019-06-11,,rtbanke
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:14580,49.79353,-123.120117,(L.) Link,2021-05-31,,shaynep
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:14581,49.790962,-123.114842,(L.) Link,2022-05-31,,bean39
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:14582,49.791801,-123.122868,(L.) Link,2020-07-30,,jusinowicz
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:14583,49.792206,-123.119233,(L.) Link,2019-07-28,,John D Reynolds
Maianthemum stellatum,53268,Maianthemum stellatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,stellatum,HOWE:14584,49.79136,-123.117238,(L.) Link.,2022-05-31,,bean39
Maianthemum stellatum,53268,Maianthemum stellatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,stellatum,HOWE:14585,49.791589,-123.117897,(L.) Link.,2019-07-28,,John D Reynolds
Maianthemum stellatum,53268,Maianthemum stellatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,stellatum,HOWE:14586,49.792399,-123.120623,(L.) Link.,2021-05-10,,Clay Steell
Menyanthes trifoliata,78016,Menyanthes trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Menyanthaceae,,,Menyanthes,trifoliata,HOWE:14587,49.790298,-123.124725,L.,2021-08-05,,Cole Gaerber
Menyanthes trifoliata,78016,Menyanthes trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Menyanthaceae,,,Menyanthes,trifoliata,HOWE:14588,49.790103,-123.12247,L.,2014-06-21,,hillanddale
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:14589,49.78995,-123.11625,L.,2022-07-16,,lauramaypollock
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:14590,49.787738,-123.119797,L.,2022-08-14,,kadbury
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:14591,49.791975,-123.115031,L.,2022-06-19,,kathleung
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:14592,49.790381,-123.124961,L.,2021-08-05,,Cole Gaerber
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:14593,49.78997,-123.116317,L.,2022-07-16,,savannahrouse
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:14594,49.791095,-123.122108,L.,2022-07-28,,savannahrouse
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:14595,49.786552,-123.116246,L.,2020-08-08,,clae
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:14596,49.790878,-123.116119,L.,2022-07-10,,gdaycavaye
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:14597,49.79248,-123.119392,L.,2020-07-12,,eschott
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:14598,49.790768,-123.115928,L.,2022-07-16,,andreenannemarie
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:14599,49.786552,-123.116246,L.,2020-08-08,,clae
Monotropa uniflora,49477,Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,HOWE:14600,49.790858,-123.116014,L.,2022-07-16,,lauramaypollock
Mycelis muralis,48543,Mycelis muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,HOWE:14601,49.786684,-123.118798,(L.) Dumort.,2022-07-17,,lauramaypollock
Nuphar polysepala,78234,Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nuphar,polysepala,HOWE:14602,49.789422,-123.12185,Engelm (Engelm.) E.O. Beal.,2022-08-14,,kadbury
Nuphar polysepala,78234,Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nuphar,polysepala,HOWE:14603,49.790117,-123.124533,Engelm (Engelm.) E.O. Beal.,2022-11-27,,spea
Nuphar polysepala,78234,Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nuphar,polysepala,HOWE:14604,49.789518,-123.121682,Engelm (Engelm.) E.O. Beal.,2022-06-30,,Lachlan Gallagher
Nuphar polysepala,78234,Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nuphar,polysepala,HOWE:14605,49.788821,-123.121135,Engelm (Engelm.) E.O. Beal.,2021-05-10,,Clay Steell
Nuphar polysepala,78234,Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nuphar,polysepala,HOWE:14606,49.787062,-123.122064,Engelm (Engelm.) E.O. Beal.,2022-08-25,,lauramaypollock
Oplopanax horridus,83914,Oplopanax horridus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Oplopanax,horridus,HOWE:14607,49.791501,-123.122586,(Sm.) Miq.,2020-05-30,,
Oplopanax horridus,83914,Oplopanax horridus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Oplopanax,horridus,HOWE:14608,49.791712,-123.122811,(Sm.) Miq.,2022-06-19,,kathleung
Oplopanax horridus,83914,Oplopanax horridus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Oplopanax,horridus,HOWE:14609,49.79097,-123.127214,(Sm.) Miq.,2021-06-22,,applebanana
Oplopanax horridus,83914,Oplopanax horridus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Oplopanax,horridus,HOWE:14610,49.791458,-123.122222,(Sm.) Miq.,2021-06-19,,KennyA
Oplopanax horridus,83914,Oplopanax horridus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Oplopanax,horridus,HOWE:14611,49.791329,-123.122068,(Sm.) Miq.,2022-08-25,,lauramaypollock
Orthilia secunda,78288,Orthilia secunda,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Orthilia,secunda,HOWE:14612,49.790857,-123.1272,L.,2021-08-05,,Cole Gaerber
Orthilia secunda,78288,Orthilia secunda,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Orthilia,secunda,HOWE:14613,49.790353,-123.12479,L.,2021-08-05,,Cole Gaerber
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14614,49.78678,-123.119157,(Kaulf.) C. Presl,2022-07-17,,lauramaypollock
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14615,49.791815,-123.12121,(Kaulf.) C. Presl,2022-03-23,,Darren Kirby
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14616,49.792244,-123.119217,(Kaulf.) C. Presl,2019-07-28,,John D Reynolds
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14617,49.791931,-123.118728,(Kaulf.) C. Presl,2019-07-28,,John D Reynolds
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14618,49.786683,-123.119005,(Kaulf.) C. Presl,2022-07-17,,lauramaypollock
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14619,49.79002,-123.124968,(Kaulf.) C. Presl,2022-11-27,,spea
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14620,49.792433,-123.1193,(Kaulf.) C. Presl,2019-07-28,,John D Reynolds
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14621,49.791745,-123.120072,(Kaulf.) C. Presl,2021-12-06,,laurynn_davis
Pteridium aquilinum pubescens,52684,Pteridium aquilinum var. pubescens,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,aquilinum,HOWE:14622,49.79073,-123.125631,(L.) Kuhn,2022-11-27,,spea
Pteridium aquilinum pubescens,52684,Pteridium aquilinum var. pubescens,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,aquilinum,HOWE:14623,49.786887,-123.119303,(L.) Kuhn,2022-07-17,,lauramaypollock
Pyrola dentata,707672,Pyrola dentata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,dentata,HOWE:14624,49.790857,-123.1272,Smith,2021-08-05,,Cole Gaerber
Pyrola picta,62239,Pyrola picta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,picta,HOWE:14625,49.790857,-123.1272,Sm.,2021-08-05,,Cole Gaerber
Rhododendron groenlandicum,180413,Rhododendron groenlandicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,groenlandicum,HOWE:14626,49.790298,-123.124725,(Oeder) K.A. Kron & W.S. Judd,2021-08-05,,Cole Gaerber
Rhododendron menziesii,553849,Rhododendron menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,menziesii,HOWE:14627,49.786882,-123.119676,Craven,2021-05-19,,amygalina
Rhododendron menziesii,553849,Rhododendron menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,menziesii,HOWE:14628,49.787761,-123.122954,Craven,2019-06-04,,Pam Borso
Rhododendron menziesii,553849,Rhododendron menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,menziesii,HOWE:14629,49.791422,-123.126269,Craven,2021-05-10,,Clay Steell
Ribes lacustre,78858,Ribes lacustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,lacustre,HOWE:14630,49.790353,-123.12479,(Pers.) Poir.,2021-08-05,,Cole Gaerber
Sambucus racemosa arborescens,543175,Sambucus racemosa var. arborescens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Viburnaceae,,,Sambucus,racemosa,HOWE:14631,49.792645,-123.127105,L.,2017-07-16,,Vanessa
Sarracenia purpurea purpurea,181907,Sarracenia purpurea ssp. purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Sarraceniaceae,,,Sarracenia,purpurea,HOWE:14632,49.790235,-123.124502,L.,2022-11-27,,spea
Solidago lepida,79152,Solidago lepida,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Solidago,lepida,HOWE:14633,49.790353,-123.12479,DC.,2021-08-05,,Cole Gaerber
Spiraea douglasii,62493,Spiraea douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,douglasii,HOWE:14634,49.789414,-123.121669,Hook.,2020-09-19,,icedazii
Spiraea douglasii,62493,Spiraea douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,douglasii,HOWE:14635,49.789345,-123.121733,Hook.,2017-07-26,,Vanessa
Streptopus amplexifolius,79273,Streptopus amplexifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Streptopus,amplexifolius,HOWE:14636,49.791803,-123.121842,(L.) DC.,2022-07-02,,lauramaypollock
Struthiopteris spicant,774894,Struthiopteris spicant,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Blechnaceae,,,Struthiopteris,spicant,HOWE:14637,49.79468,-123.121864,(L.) F.W. Weiss,2021-05-31,,shaynep
Taxus brevifolia,55209,Taxus brevifolia,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Taxaceae,,,Taxus,brevifolia,HOWE:14638,49.790353,-123.12479,Nutt.,2021-08-05,,Cole Gaerber
Thuja plicata,48252,Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata,HOWE:14639,49.789011,-123.123752,Donn ex D. Don,2022-03-23,,Darren Kirby
Tiarella trifoliata trifoliata,51649,Tiarella trifoliata var. trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,HOWE:14640,49.7912,-123.122305,L.,2018-07-01,,Vanessa
Tiarella trifoliata trifoliata,51649,Tiarella trifoliata var. trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,HOWE:14641,49.791747,-123.121261,L.,2022-07-02,,lauramaypollock
Tsuga heterophylla,48254,Tsuga heterophylla,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Tsuga,heterophylla,HOWE:14642,49.790173,-123.124604,(Raf.) Sarg.,2022-11-27,,spea
Tsuga heterophylla,48254,Tsuga heterophylla,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Tsuga,heterophylla,HOWE:14643,49.787711,-123.122846,(Raf.) Sarg.,2022-03-23,,Darren Kirby
Veronica americana,57277,Veronica americana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,americana,HOWE:14644,49.790353,-123.12479,Schwein ex. Benth.,2021-08-05,,Cole Gaerber
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14645,49.783333,-123.116667,Pursh,1993-01-01,Alice Lake,MacPhail & Woodward
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14646,49.783333,-123.116667,Pursh,1993-01-01,Alice Lake,"MacPhail, J. & Woodward, R."
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14647,49.782,-123.127,Pursh,2012-07-25,"Squamish-Lillooet Regional District, Alice Lake Provincial Park, road to picnic area",E.R. Manton
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14648,49.78193,-123.12706,Pursh,2012-07-25,"Squamish-Lillooet Regional District, Alice Lake Provincial Park, road to picnic area","Erin R. Manton, A. van der Linde, J. Shiller"
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14649,49.779167,-123.125664,Pursh,2020-10-04,,Kate McKeown
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14650,49.779766,-123.124077,Pursh,2021-06-11,,alijoyg
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14651,49.777933,-123.124023,Pursh,2017-10-01,,Riley Pollom
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14652,49.777704,-123.11923,Pursh,2019-06-14,,Vanessa
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14653,49.780194,-123.125397,Pursh,2022-10-03,,williamdreynolds
Acer macrophyllum,48227,Acer macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,macrophyllum,HOWE:14654,49.781339,-123.121876,Pursh,2021-07-01,,ntroje
Adiantum aleuticum aleuticum,947668,Adiantum aleuticum var. aleuticum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Vittarioideae,,Adiantum,aleuticum,HOWE:14655,49.78275,-123.118366,(Rupr.) Paris,2021-06-13,,alijoyg
Adiantum aleuticum aleuticum,947668,Adiantum aleuticum var. aleuticum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Vittarioideae,,Adiantum,aleuticum,HOWE:14656,49.777912,-123.124098,(Rupr.) Paris,2022-05-30,,bean39
Ajuga reptans,56099,Ajuga reptans,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Ajugoideae,,Ajuga,reptans,HOWE:14657,49.780075,-123.124161,L.,2021-06-12,,alijoyg
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:14658,49.779726,-123.124136,Bong.,2021-06-11,,friendjac
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:14659,49.780125,-123.122566,Bong.,2021-06-11,,alijoyg
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:14660,49.779778,-123.123611,Bong.,2019-07-28,,John D Reynolds
