iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Author,Date observed,Place name,Recorded by
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:14464,49.957633,-123.119475,D.C. Eaton,2022-09-18,,Steve Ansell
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:14465,49.957822,-123.119512,D.C. Eaton,2019-08-24,,Kelly Fretwell
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:14466,49.957675,-123.1194,D.C. Eaton,2019-08-24,,Geneviève Reynolds
Polystichum munitum,47751,Polystichum munitum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Polystichum,munitum,HOWE:14467,49.957683,-123.119056,(Kaulf.) C. Presl,2022-09-18,,Steve Ansell
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii var. menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,HOWE:14468,49.957877,-123.119492,(Mirb.) Franco,2019-08-24,,Kelly Fretwell
Rhododendron menziesii,553849,Rhododendron menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,menziesii,HOWE:14469,49.957877,-123.119492,Craven,2019-08-24,,Kelly Fretwell
Ribes lacustre,78858,Ribes lacustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,lacustre,HOWE:14470,49.957877,-123.119492,(Pers.) Poir.,2019-08-24,,Kelly Fretwell
Tsuga heterophylla,48254,Tsuga heterophylla,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Tsuga,heterophylla,HOWE:14471,49.957857,-123.118826,(Raf.) Sarg.,2019-08-24,,Lena Dietz Chiasson
Vaccinium parvifolium,48354,Vaccinium parvifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,parvifolium,HOWE:14472,49.957939,-123.118881,Sm.,2019-08-24,,Geneviève Reynolds
Vaccinium parvifolium,48354,Vaccinium parvifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,parvifolium,HOWE:14473,49.957877,-123.119492,Sm.,2019-08-24,,Kelly Fretwell
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Calypso,bulbosa,HOWE:14474,49.957182,-123.115858,(L.) Oakes,2019-05-13,,
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:14475,49.957128,-123.120727,(L.) Link,2019-08-24,,Kelly Fretwell
Paxistima myrsinites,63893,Paxistima myrsinites,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,,Celastraceae,,,Paxistima,myrsinites,HOWE:14476,49.95627,-123.117053,(Pursh.) Raf.,2019-08-24,,Kelly Fretwell
Taxus brevifolia,55209,Taxus brevifolia,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Taxaceae,,,Taxus,brevifolia,HOWE:14477,49.957193,-123.119175,Nutt.,2019-08-24,,Lena Dietz Chiasson
Ceanothus sanguineus,76197,Ceanothus sanguineus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rhamnaceae,,,Ceanothus,sanguineus,HOWE:14478,49.8908,-123.125678,Pursh,2020-05-09,,Chloe and Trevor Van Loon
Rubus ursinus,53445,Rubus ursinus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,ursinus,HOWE:14479,49.889197,-123.127437,Cham. & Schltdl.,2021-05-29,,Sean Daniels
Viola sempervirens,55342,Viola sempervirens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Violaceae,,,Viola,sempervirens,HOWE:14480,49.853342,-123.124471,Greene,2020-05-09,,Chloe and Trevor Van Loon
Carex mertensii,76078,Carex mertensii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,mertensii,HOWE:14481,49.833092,-123.121483,Prescott ex Bong.,2022-08-20,,jessiemcfadden
Digitalis purpurea,53983,Digitalis purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,HOWE:14482,49.832547,-123.121825,L.,2022-08-20,,jessiemcfadden
Leucanthemum vulgare,1404861,Leucanthemum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Leucanthemum,vulgare,HOWE:14483,49.832722,-123.121894,Lam.,2022-08-20,,jessiemcfadden
Rubus leucodermis,63960,Rubus leucodermis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,leucodermis,HOWE:14484,49.837514,-123.116108,Douglas ex Torr. & A. Gray.,2021-05-29,,Sean Daniels
Ribes sanguineum sanguineum,81349,Ribes sanguineum var. sanguineum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,sanguineum,HOWE:14485,49.822981,-123.114478,Pursh,2021-05-11,,Christina
Vaccinium ovalifolium,63820,Vaccinium ovalifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovalifolium,HOWE:14486,49.827117,-123.115769,Sm.,2021-07-31,,Rachel Munger
Campanula rapunculoides,85321,Campanula rapunculoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,rapunculoides,HOWE:14487,49.815025,-123.126367,L.,2021-07-06,,eschott
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:14488,49.815933,-123.127617,(Haw.) Walp.,2021-06-11,,friendjac
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:14489,49.814739,-123.123953,L.,2022-06-13,,Lyrae
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,robertianum,HOWE:14490,49.815708,-123.123169,L.,2022-11-20,,karinadsj
Impatiens parviflora,51736,Impatiens parviflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Balsaminaceae,,,Impatiens,parviflora,HOWE:14491,49.815472,-123.123178,DC.,2021-06-26,,Taylor Justason
Impatiens parviflora,51736,Impatiens parviflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Balsaminaceae,,,Impatiens,parviflora,HOWE:14492,49.815472,-123.123178,DC.,2021-06-26,,Taylor Justason
Pilosella aurantiaca,711103,Pilosella aurantiaca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Pilosella,aurantiaca,HOWE:14493,49.814734,-123.124286,(L.) F.W. Schultz & Sch. Bip.,2022-06-13,,Lyrae
Acer circinatum,48258,Acer circinatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,circinatum,HOWE:14494,49.806319,-123.124791,Pursh,2022-05-21,,greywhalen
Aruncus dioicus acuminatus,80381,Aruncus dioicus var. acuminatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Aruncus,dioicus,HOWE:14495,49.809305,-123.114376,(Walter) Fernald,2021-06-18,,geoc
Chimaphila umbellata,62236,Chimaphila umbellata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,umbellata,HOWE:14496,49.807213,-123.123787,(L.) W.P.C. Barton,2021-06-26,,cfmurrell
Lysichiton americanus,48537,Lysichiton americanus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Araceae,Orontioideae,,Lysichiton,americanus,HOWE:14497,49.805816,-123.125251,Hultén & H.St.John,2021-04-04,,Geoffrey Carter
Pinus contorta contorta,80130,Pinus contorta var. contorta,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pinus,contorta,HOWE:14498,49.809722,-123.127778,Douglas,2020-08-01,,greywhalen
Polypodium glycyrrhiza,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,HOWE:14499,49.808475,-123.127783,D.C. Eaton,2021-04-04,,Geoffrey Carter
Prosartes hookeri,51071,Prosartes hookeri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Prosartes,hookeri,HOWE:14500,49.80932,-123.12375,Torr.,2010-07-15,"Squamish-Lillooet Regional District, Brohm Lake Interpretive Area, Bridge trail","Erin R. Manton, J. Shiller, B. Manton"
Prosartes hookeri,51071,Prosartes hookeri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Prosartes,hookeri,HOWE:14501,49.810001,-123.120003,Torr.,2010-07-15,"British Columbia, Squamish-Lillooet Regional District, Brohm Lake Interpretive Area, Bridge trail",E.R. Manton
Prosartes hookeri,51071,Prosartes hookeri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Prosartes,hookeri,HOWE:14502,49.8093,-123.124,Torr.,2010-07-15,"Squamish-Lillooet Regional District, Brohm Lake Interpretive Area, Bridge trail",E.R. Manton
Pteridium aquilinum pubescens,52684,Pteridium aquilinum var. pubescens,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,aquilinum,HOWE:14503,49.809136,-123.114405,(L.) Kuhn,2021-06-18,,geoc
Rubus parviflorus,51646,Rubus parviflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,parviflorus,HOWE:14504,49.806817,-123.123208,Nutt.,2021-06-01,,pveinott
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:14505,49.811598,-123.127805,Pursh,2022-05-18,,
Arnica latifolia,75573,Arnica latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Arnica,latifolia,HOWE:14506,49.801001,-123.122598,Bong.,2020-08-24,,jsbx
Asarum caudatum,52858,Asarum caudatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Piperales,,,,Aristolochiaceae,Asaroideae,,Asarum,caudatum,HOWE:14507,49.803736,-123.123834,Lindl.,2021-05-06,,racheldufort
Berberis nervosa,75756,Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,HOWE:14508,49.796945,-123.119225,Pursh,2021-05-31,,shaynep
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:14509,49.797183,-123.119964,Bong,2021-05-31,,shaynep
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:14510,49.797188,-123.119972,Bong,2021-05-31,,shaynep
Fritillaria camschatcensis,128770,Fritillaria camschatcensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,camschatcensis,HOWE:14511,49.80213,-123.123955,(L.) Ker Gawl.,2019-07-23,,jasmintasia
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,shallon,HOWE:14512,49.802245,-123.127881,Pursh,2021-08-26,,
Lycopodium clavatum,77914,Lycopodium clavatum,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,,Lycopodiaceae,Lycopodioideae,,Lycopodium,clavatum,HOWE:14513,49.799363,-123.125494,L.,2021-06-17,,bakervicky
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:14514,49.799933,-123.114801,(L.) Link,2019-08-27,,
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:14515,49.799683,-123.114967,L.,2020-06-30,,maddykaye
Mycelis muralis,48543,Mycelis muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,HOWE:14516,49.797542,-123.116592,(L.) Dumort.,2021-05-31,,shaynep
Pteridium aquilinum pubescens,52684,Pteridium aquilinum var. pubescens,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,aquilinum,HOWE:14517,49.798192,-123.115844,(L.) Kuhn,2021-05-31,,shaynep
Vaccinium ovalifolium,63820,Vaccinium ovalifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovalifolium,HOWE:14518,49.795872,-123.11515,Sm.,2020-06-14,,Chloe and Trevor Van Loon
Acer macrophyllum,48227,Acer macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,macrophyllum,HOWE:14519,49.792437,-123.120832,Pursh,2019-07-02,,
Acer macrophyllum,48227,Acer macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,macrophyllum,HOWE:14520,49.792275,-123.119239,Pursh,2019-07-28,,John D Reynolds
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:14521,49.789443,-123.121824,Bong.,2022-11-27,,spea
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:14522,49.79244,-123.119978,(L.) Benth. & Hook.,2019-08-04,,dickdarlington
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:14523,49.790353,-123.12479,(L.) Benth. & Hook.,2021-08-05,,Cole Gaerber
Athyrium filix-femina cyclosorum,61002,Athyrium filix-femina var. cyclosorum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Athyriaceae,,,Athyrium,filix-femina,HOWE:14524,49.786901,-123.119242,(L.) Roth,2022-07-17,,lauramaypollock
Athyrium filix-femina cyclosorum,61002,Athyrium filix-femina var. cyclosorum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Athyriaceae,,,Athyrium,filix-femina,HOWE:14525,49.79186,-123.120382,(L.) Roth,2022-07-29,,lauramaypollock
Athyrium filix-femina cyclosorum,61002,Athyrium filix-femina var. cyclosorum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Athyriaceae,,,Athyrium,filix-femina,HOWE:14526,49.791837,-123.121514,(L.) Roth,2021-05-10,,Clay Steell
Berberis nervosa,75756,Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,HOWE:14527,49.792458,-123.119308,Pursh,2019-07-28,,John D Reynolds
Berberis nervosa,75756,Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,HOWE:14528,49.79164,-123.118141,Pursh,2022-03-23,,Darren Kirby
Berberis nervosa,75756,Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,HOWE:14529,49.786732,-123.119136,Pursh,2022-07-17,,lauramaypollock
Berberis nervosa,75756,Berberis nervosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,nervosa,HOWE:14530,49.791621,-123.118125,Pursh,2022-07-30,,lauramaypollock
Betula papyrifera,49883,Betula papyrifera,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Betula,papyrifera,HOWE:14531,49.790353,-123.12479,Marshall,2021-08-05,,Cole Gaerber
Campanula alaskana,967218,Campanula alaskana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,alaskana,HOWE:14532,49.790353,-123.12479,L.,2021-08-05,,Cole Gaerber
Carex echinata,76035,Carex echinata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,echinata,HOWE:14533,49.790298,-123.124725,Murray,2021-08-05,,Cole Gaerber
Carex echinata,76035,Carex echinata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Cariceae,Carex,echinata,HOWE:14534,49.790547,-123.124618,Murray,2021-08-05,,Cole Gaerber
Chamaenerion angustifolium,564969,Chamaenerion angustifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Chamaenerion,angustifolium,HOWE:14535,49.792632,-123.120341,(L.) Scop.,2020-07-30,,jusinowicz
Chimaphila menziesii,62238,Chimaphila menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,menziesii,HOWE:14536,49.790857,-123.1272,(R. Br. ex D. Don) Spreng,2021-08-05,,Cole Gaerber
Chimaphila menziesii,62238,Chimaphila menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,menziesii,HOWE:14537,49.790857,-123.1272,(R. Br. ex D. Don) Spreng,2021-08-05,,Cole Gaerber
Chimaphila menziesii,62238,Chimaphila menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,menziesii,HOWE:14538,49.790857,-123.1272,(R. Br. ex D. Don) Spreng,2021-08-05,,Cole Gaerber
Cicuta douglasii,76338,Cicuta douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Oenantheae,Cicuta,douglasii,HOWE:14539,49.790298,-123.124725,(DC.) J.M. Coult. & Rose,2021-08-05,,Cole Gaerber
Clintonia uniflora,76401,Clintonia uniflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Medeoleae,Clintonia,uniflora,HOWE:14540,49.790353,-123.12479,(Menzies ex Schult. & Schult. f.) Kunth,2021-08-05,,Cole Gaerber
Clintonia uniflora,76401,Clintonia uniflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Medeoleae,Clintonia,uniflora,HOWE:14541,49.791801,-123.122868,(Menzies ex Schult. & Schult. f.) Kunth,2020-07-30,,jusinowicz
Clintonia uniflora,76401,Clintonia uniflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Medeoleae,Clintonia,uniflora,HOWE:14542,49.790353,-123.12479,(Menzies ex Schult. & Schult. f.) Kunth,2021-08-05,,Cole Gaerber
Clintonia uniflora,76401,Clintonia uniflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Medeoleae,Clintonia,uniflora,HOWE:14543,49.790302,-123.115994,(Menzies ex Schult. & Schult. f.) Kunth,2021-05-10,,Clay Steell
Comarum palustre,62213,Comarum palustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Potentilleae,Comarum,palustre,HOWE:14544,49.790547,-123.124618,L.,2021-08-05,,Cole Gaerber
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:14545,49.789185,-123.117481,Bong,2022-07-20,,janisgrant
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:14546,49.790122,-123.124833,Bong,2022-07-10,,gdaycavaye
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:14547,49.790842,-123.114764,Bong,2022-06-19,,kathleung
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:14548,49.792545,-123.124808,Bong,2022-05-26,,jessica_phaye
Cornus unalaschkensis,1096279,Cornus unalaschkensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,unalaschkensis,HOWE:14549,49.788006,-123.121028,Ledeb.,2020-06-04,,nikkialexi
Cornus unalaschkensis,1096279,Cornus unalaschkensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,unalaschkensis,HOWE:14550,49.787281,-123.122704,Ledeb.,2022-08-25,,lauramaypollock
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:14551,49.789938,-123.124808,(Haw.) Walp.,2022-07-10,,gdaycavaye
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:14552,49.791919,-123.121566,(Haw.) Walp.,2021-05-10,,Clay Steell
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:14553,49.791516,-123.122215,(Haw.) Walp.,2019-06-11,,rtbanke
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:14554,49.791538,-123.121825,(Haw.) Walp.,2022-05-13,,jessica_phaye
Drosera rotundifolia,52658,Drosera rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Droseraceae,,,Drosera,rotundifolia,HOWE:14555,49.790498,-123.1245,L.,2021-08-05,,Cole Gaerber
Drosera rotundifolia,52658,Drosera rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Droseraceae,,,Drosera,rotundifolia,HOWE:14556,49.790547,-123.124618,L.,2021-08-05,,Cole Gaerber
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,HOWE:14557,49.791711,-123.118142,(C. Presl) Fraser-Jenkins & Jermy,2019-07-28,,John D Reynolds
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,HOWE:14558,49.791903,-123.120308,(C. Presl) Fraser-Jenkins & Jermy,2022-07-29,,lauramaypollock
Dryopteris expansa,64055,Dryopteris expansa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,expansa,HOWE:14559,49.786697,-123.119035,(C. Presl) Fraser-Jenkins & Jermy,2022-07-17,,lauramaypollock
Equisetum fluviatile,47745,Equisetum fluviatile,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,fluviatile,HOWE:14560,49.790353,-123.12479,L.,2021-08-05,,Cole Gaerber
Euthamia graminifolia,130989,Euthamia graminifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Euthamia,graminifolia,HOWE:14561,49.790353,-123.12479,(L.) Nutt.,2021-08-05,,Cole Gaerber
