Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Critical Notes
Fusitriton oregonensis,"(Redfield, 1846)",,Oregon triton,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Tonnoidea,Ranellidae,,Fusitriton,native,unlisted,reported,unobserved,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,448389,
Marsenina rhombica,"(Dall, 1871)",,marbled lamellarid,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,Marsenina,native,unlisted,reported,unobserved,2016-02-07,Andy Lamb,PMLS,,,,,,,337741,
Marsenina stearnsii,"(Dall, 1871)",,stearn's ear shell,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,Marsenina,native,unlisted,new 2016,observed,,,,,,2016-04-07,Karolle Wall,http://www.inaturalist.org/observations/2908642,,53555,
Velutina plicatilis,"(O. F. Müller, 1776)",,oblique lamellaria,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,,Velutina,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03324,1898301017,,,,,482348,
Velutina velutina,"(O. F. Müller, 1776)",,spiral velvet snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,Velutina,native,unlisted,reported,unobserved,2008-03-07,Andy Lamb,PMLS,,,,,,,482347,
Petaloconchus compactus,"(Carpenter, 1864)",,northern compact wormsnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Vermetoidea,Vermetidae,,Vermetus,native,unlisted,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,873857,"Reported as Vermetus compactus (Carpenter, 1864), an unaccepted synonym (WoRMS Editorial Board 2021)."
Ophiodermella fancherae,"(Dall, 1903)",,sea snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Borsoniidae,,Ophiodermella,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03326,1898295480,,,,,957347,
Lirabuccinum dirum,"(Reeve, 1846)",,dire whelk,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Buccinidae,,Lirabuccinum,native,unlisted,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2019-05-05,Kiara Ganon,https://www.inaturalist.org/observations/24725394,,117642,
Alia carinata,"(Hinds, 1844)",,carinate dovesnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Alia,native,unlisted,new 2017,observed,,,,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7674348,reported as Mitrella carinata,129933,
Amphissa columbiana,"Dall, 1916",,wrinkled amphissa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Amphissa,native,unlisted,reported,unobserved,1981-05-31,Andy Lamb,RBCM,986-00191-015,,,,,,117643,
Amphissa versicolor,"Dall, 1871",,variegated amphissa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Amphissa,native,unlisted,reported,unobserved,2008-11-12,Andy Lamb,PMLS,,,,,,,129932,
Mitrella gausapata,"(Gould, 1850)",,sea snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Mitrella,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03328,1898293242,,,,,339169,
Nitidella sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,Nitidella,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-023,1898311887,,,,,246721,
Fusinus sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Fasciolariidae,Fusininae,Fusinus,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-021,1898321859,,,,,129947,
Oenopota sp.,,,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Conoidea,Mangeliidae,,Oenopota,native,unlisted,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-022,1898294888,,,,,496394,
Ceratostoma foliatum,"(Gmelin, 1791)",,leafy hornmouth,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Ceratostoma,native,unlisted,confirmed,observed,1986-04-08,,RBCM,986-00191-006,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976124,,116687,
Nucella canaliculata,"(Duclos, 1832)",,channelled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Nucella,native,unlisted,reported,unobserved,1994-10-23,Andy Lamb,PMLS,,,,,,,69998,
Nucella lamellosa,"(Gmelin, 1791)",,wrinkled dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Nucella,native,unlisted,confirmed,observed,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03331,1898271380,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567596,,117641,
Nucella ostrina,"(Gould, 1852)",,northern striped dogwinkle,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Nucella,native,unlisted,confirmed,observed,2008-02-17,Andy Lamb,PMLS,,,2019-04-29,Andrew Simon,https://www.inaturalist.org/observations/24768141,,122704,
Paciocinebrina interfossa,"(Carpenter, 1864)",,sculptured rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Paciocinebrina,native,unlisted,reported,unobserved,2009-10-10,Andy Lamb,PMLS,,,,,,,910801,
Paciocinebrina lurida,"(Middendorff, 1848)",,lurid rocksnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,Paciocinebrina,native,unlisted,reported,unobserved,1994-09-10,Andy Lamb,PMLS,,,,,,,910800,
Scabrotrophon maltzani,"(Kobelt, 1878)",,sandpaper trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Trophoninae,Scabrotrophon,native,unlisted,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,500269,
Trophonopsis orpheus,"(Gould, 1849)",,orpheus trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Pagodulinae,Trophonopsis,native,unlisted,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03325,1898280329,,,,,506559,
Nassarius mendicus,"(Gould, 1850)",,western lean nassa,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Nassariidae,Nassariinae,Nassarius,native,unlisted,reported,unobserved,2018-06-19,Andy Lamb,PMLS,,,,,,,129938,
Neostylidium eschrichtii,"(Middendorff, 1849)",,threaded bittium,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neotaenioglossa,,Cerithioidea,Cerithiidae,,Neostylidium,native,unlisted,new 2015,observed,,,,,,2015-08-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735167,,448152,
Hallaxa chani,"Gosliner & G. C. Williams, 1975",,Chan's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Actinocyclidae,,Hallaxa,native,unlisted,new 2009,observed,,,,,,2009-11-15,Karin Fletcher,https://inaturalist.ca/observations/68751508,,48721,
Aegires albopunctatus,"MacFarland, 1905",,salt-and-pepper nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Aegiridae,,Aegires,native,unlisted,reported,unobserved,1996-05-29,Charlie Gibbs,PMLS,,,2018-06-18,Karin Fletcher,https://www.inaturalist.org/observations/68752645,,48981,
Aeolidia loui,"Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016",,shag-rug nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,Aeolidia,native,unlisted,new 2016,observed,,,,,,2016-04-01,Karolle Wall,https://www.inaturalist.org/observations/14385958,,498117,
Aeolidia papillosa,"(Linnaeus, 1761)",,papillate sea slug,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,Aeolidia,native,unlisted,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,,2016-02-07,Peter Luckham,http://www.inaturalist.org/observations/2763439,,498116,
Cerberilla mosslandica,"McDonald & Nybakken, 1975",,brown burrowing aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,Cerberilla,native,unlisted,new 2018,observed,,,,,,2018-06-19,Karin Fletcher,https://inaturalist.ca/observations/68752651,,50477,
Apata pricei,"(MacFarland, 1966)",,Price's aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Apataidae,,Apata,native,unlisted,reported,unobserved,2013-05-17,Andy Lamb,PMLS,,,2014-04-09,Karin Fletcher,https://www.inaturalist.org/observations/68793493,reported as Flabellina pricei,631469,"Two subspecies are recognized: a Californian subspecies, Apata pricei pricei, as originally described from Monterey, California, and a Western Pacific subspecies, Apata pricei komandorica. No specimens have been sequenced to determine which subspecies are present in the Salish Sea. However, we do not appear to have the subspecies originally described in MacFarland 1966."
Armina californica,"(J. G. Cooper, 1863)",,striped nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Arminoidea,Arminidae,,Armina,native,unlisted,confirmed,observed,1975-06-17,Philip Lambert,RBCM,975-00224-003,1898310345,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975918,,47499,
Aldisa albomarginata,"Millen in Millen & Gosliner, 1985",,white-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,unlisted,reported,unobserved,2009-03-19,Andy Lamb,PMLS,,,,,,,50094,
Aldisa cooperi,"Robilliard & Baba, 1972",,Cooper's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,unlisted,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,,2014-04-09,Karin Fletcher,https://www.inaturalist.org/observations/68793262,,50097,
Aldisa sanguinea,"(J. G. Cooper, 1863)",,blood-spot dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,unlisted,confirmed,observed,2013-10-10,Andy Lamb,PMLS,,,2017-06-25,Karolle Wall,https://www.inaturalist.org/observations/31366877,,50098,
Aldisa tara,"Millen in Millen & Gosliner, 1985",,Tara's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Aldisa,native,unlisted,reported,unobserved,2018-06-19,Andy Lamb,PMLS,,,2009-11-14,Karin Fletcher,https://www.inaturalist.org/observations/68751128,,50100,
Cadlina klasmalmbergi,"Korshunova, Fletcher, Picton, Lundin, Kashio, N. Sanamyan, K. Sanamyan, Padula, Schrödl & Martynov, 2020",,Klas' yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Cadlina,native,unlisted,new 2013,observed,,,,,,2013-10-13,Peter Luckham,https://www.inaturalist.org/observations/2976072,,1118728,"Currently, there is a sequence of Cadlina klasmalmbergi from Galiano Island in GenBank, but none of the other species that make up this complex—Cadlina jannanicholsae, Cadlina sylviaearleae or Cadlina luteomarginata—are yet represented. Two of the three other species have been sequenced from BC—C. jannanicholsae and C. luteomarginata. The latter has been sequenced from Alaska and Washington and is therefore likely present in BC. Without more focused collecting and genetic study, however, one cannot be certain of the local diversity."
Cadlina luteomarginata,"MacFarland, 1966",,yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Cadlina,native,unlisted,confirmed,observed,1985-07-29,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,https://inaturalist.ca/observations/2976038,,50146,"PMLS records list Cadlina luteomarginata complex due to challenges in field identification. However, here we recognize both Cadlina klasmalmbergi and Cadlina luteomarginata based on other confirmed observations. True Cadlina luteomarginata have more conspicuous tubercles and lack yellow glands near the mantle edge. Cadlina klasmalmbergi is more common in BC than C. luteomarginata."
Cadlina modesta,"MacFarland, 1966",,modest cadlina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,Cadlina,native,unlisted,reported,unobserved,2006-06-23,Andy Lamb,PMLS,,,2014-04-08,Karin Fletcher,https://www.inaturalist.org/observations/68751936,,47400,
Diaphorodoris lirulatocauda,"Millen, 1985",,porcupine dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Calycidorididae,,Diaphorodoris,native,unlisted,confirmed,observed,2008-05-30,Andy Lamb,PMLS,,,2016-05-15,Karolle Wall,http://www.inaturalist.org/observations/3707594,,48630,
Coryphella verrucosa,"(M. Sars, 1829)",,red-gilled nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,Coryphella,native,unlisted,confirmed,observed,1994-09-10,Andy Lamb,PMLS,,,2015-07-30,Karolle Wall,http://www.inaturalist.org/observations/3705778,,633193,"Coryphella verrucosa was originally described from the Atlantic. Coryphella pseudoverrucosa has since been described in the Western Pacific, but a preliminary genetic comparison shows a difference between the Salish Sea specimens and those from the Western Pacific. Specimens have been collected from BC and WA but the paper confirming their identity has not been published."
Himatina trophina,"(Bergh, 1890)",,red flabellina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,Himatina,native,unlisted,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,,2009-06-21,Karolle Wall,https://www.inaturalist.org/observations/31489537,Reported as Flabellina trophina; the photograph posted on iNaturalist does not appear to be what is now called Himatina trophina (kf),633561,
Orienthella trilineata,"(O'Donoghue, 1921)",,three-lined nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,Orienthella,native,unlisted,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,,2019-05-05,Emily Adamczyk,https://www.inaturalist.org/observations/24750315,Reported as Flabellina trilineata,764704,
Cumanotus fernaldi,"T. E. Thompson & G. H. Brown, 1984",,Fernald's aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia ,Fionoidea,Cumanotidae ,,Cumanotus,native,unlisted,reported,unobserved,1975-06-17,Philip Lambert,RBCM,975-00224-006,1898287119,,,,,50462,
Cuthonella concinna,"(Alder & Hancock, 1843)",,neat aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Cuthonellidae,,Cuthonella,native,unlisted,new 2014,observed,,,,,,2014-04-08,Karin Fletcher,https://inaturalist.ca/observations/68751943,,521158,
Cuthona divae,"(Er. Marcus, 1961)",,rose-pink cuthona,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Cuthonidae,,Cuthona,native,unlisted,new 2014,observed,,,,,,2014-04-08,Karin Fletcher,https://inaturalist.ca/observations/68751810,,47399,
Dendronotus albopunctatus,"Robilliard, 1972",,white-spotted dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,new 2015,observed,,,,,,2015-04-22,Karolle Wall,http://www.inaturalist.org/observations/3705779,,50328,
Dendronotus albus,"MacFarland, 1966",,white dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,reported,unobserved,1969-02-22,Andy Lamb,PMLS,,,2014-11-14,Karin Fletcher,https://www.inaturalist.org/observations/68751256,,47773,
Dendronotus iris,"J. G. Cooper, 1863",,giant nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2011-09-12,Karolle Wall,http://www.inaturalist.org/observations/3706371,,47706,
Dendronotus kamchaticus,"Ekimova, Korshunova, Schepetov, Neretina, Sanamyan & Martynov, 2015",,white-tipped dendronotus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,new 2014,observed,,,,,,2014-04-09,Karin Fletcher,https://inaturalist.ca/observations/68793267,,601888,
Dendronotus robilliardi,"Korshunova, Sanamyan, Zimina, Fletcher & Martynov, 2016",,Robilliard's dendronotus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,new 2014,observed,,,,,,2014-04-08,Karin Fletcher,https://inaturalist.ca/observations/68751956,,882206,
Dendronotus rufus,"O'Donoghue, 1921",,red dendronotid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2011-10-07,Karolle Wall,http://www.inaturalist.org/observations/3705777,,50393,
Dendronotus subramosus,"MacFarland, 1966",,stubby-frond dendronotus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,new 2014,observed,,,,,,2014-04-08,Karin Fletcher,https://inaturalist.ca/observations/68751945,,47771,
Dendronotus venustus,"MacFarland, 1966",,branched dendronotus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,Dendronotus,native,unlisted,new 2016,observed,,,,,,2016-05-24,Karolle Wall,http://www.inaturalist.org/observations/3705618,,129995,
Dirona albolineata,"MacFarland, 1905",,frosted nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Dironidae,,Dirona,native,unlisted,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976490,,47477,
Dirona pellucida,"Volodchenko, 1941",,golden dirona,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Dironidae,,Dirona,native,unlisted,confirmed,observed,1973-09-21,Andy Lamb,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854943,,50447,
Diaulula odonoghuei,"(Steinberg, 1963)",,spotted leopard dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,Diaulula,native,unlisted,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,,2016-05-10,Karolle Wall,http://www.inaturalist.org/observations/3705619,,508237,
Geitodoris heathi,"(MacFarland, 1905)",,Heath's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,Geitodoris,native,unlisted,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,,2014-04-08,Karin Fletcher,https://www.inaturalist.org/observations/68751952,,47505,
Peltodoris lentiginosa,"(Millen, 1982)",,freckled pale sea lemon,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,Diaulula,native,unlisted,confirmed,observed,2006-03-05,Andy Lamb,PMLS,,,2009-10-03,Jackson Chu,https://www.inaturalist.org/observations/8624729,,513834,
Peltodoris nobilis,"(MacFarland, 1905)",,noble sea lemon,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,Peltodoris,native,unlisted,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,,2015-01-01,Peter Luckham,http://www.inaturalist.org/observations/2797318,,48450,
Rostanga pulchra,"MacFarland, 1905",,red sponge nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,Rostanga,native,unlisted,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,2014-04-08,Karin Fletcher,https://www.inaturalist.org/observations/68751957,,47473,
Doris montereyensis,"J. G. Cooper, 1863",,Monterey sea lemon,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,Doris,native,unlisted,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,,2015-01-01,Peter Luckham,http://www.inaturalist.org/observations/2797286,,47469,
Doris odhneri,"MacFarland, 1966",,white nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,Doris,native,unlisted,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,,2015-05-19,Karolle Wall,http://www.inaturalist.org/observations/3707781,,124210,
Doto amyra,"Er. Marcus, 1961",,hammerhead doto,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dotidae,,Doto,native,unlisted,new 2014,observed,,,,,,2014-04-08,Karin Fletcher,https://www.inaturalist.org/observations/68751813,,,
Doto columbiana,"O'Donoghue, 1921",,British Columbia doto,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dotidae,,Doto,native,unlisted,new 2014,observed,,,,,,2014-04-09,Karin Fletcher,https://inaturalist.ca/observations/68793273,,47774,
Eubranchus rupium,"(Møller, 1842)",,olive aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,Eubranchus,native,unlisted,reported,unobserved,2012-10-06,Andy Lamb,PMLS,,,,,,,533047,
Eubranchus rustyus,"(Er. Marcus, 1961)",,homely aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,Eubranchus,native,unlisted,new 2019,observed,,,,,,2019-05-04,Chessi Miltner,https://www.inaturalist.org/observations/30009627,,50471,
Eubranchus sanjuanensis,"Roller, 1972",,San Juan aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Eubranchidae,,Eubranchus,native,unlisted,new 2019,observed,,,,,,2019-05-04,Larry Taylor,https://www.inaturalist.org/observations/30012097,,544965,
Antiopella fusca,"(O'Donoghue, 1924)",,white-and-orange-tipped nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Proctonotoidea,Janolidae,,Antiopella,native,unlisted,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2015-06-18,Karolle Wall,http://www.inaturalist.org/observations/3705624,reported as Janolus fuscus,886884,
Hermissenda crassicornis,"(Eschscholtz, 1831)",,thick-horned nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Myrrhinidae,,Hermissenda,native,unlisted,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2009-07-24,Tyson Ehlers,https://www.inaturalist.org/observations/8849417,,495552,
Acanthodoris atrogriseata,"O'Donoghue, 1927",,gray pilose dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Acanthodoris,native,unlisted,reported,unobserved,2008-06-15,Andy Lamb,PMLS,,,,,,"Reported as Acanthodoris pilosa (Abildgaard in Müller, 1789)",1080211,
Acanthodoris hudsoni,"MacFarland, 1905",,Hudson's dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Acanthodoris,native,unlisted,confirmed,observed,1994-10-23,Andy Lamb,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854926,,48447,
Acanthodoris lutea,"MacFarland, 1925",,sandalwood dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Acanthodoris,native,unlisted,new 2009,observed,,,,,,2009-11-14,Karin Fletcher,https://inaturalist.ca/observations/68751252,,47472,
Acanthodoris nanaimoensis,"O'Donoghue, 1921",,Nanaimo nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Acanthodoris,native,unlisted,confirmed,observed,1994-10-07,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976276,,47476,
Onchidoris evincta,"(Millen, 2006)",,crowned dorid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Onchidoris,native,unlisted,new 2014,observed,,,,,,2014-04-08,Karin Fletcher,https://inaturalist.ca/observations/68793025,Reported as Adalaria evincta,1348712,
Adalaria proxima,"(Alder & Hancock, 1854)",,white adalaria,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Adalaria,native,unlisted,new 2009,observed,,,,,,2009-11-15,Karin Fletcher,https://inaturalist.ca/observations/68751504,,508396,
Knoutsodonta jannae,"(Millen, 1987)",,Janna's adalaria,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,Knoutsodonta,native,unlisted,reported,unobserved,2018-06-19,Andy Lamb,PMLS,,,2009-11-15,Karin Fletcher,https://www.inaturalist.org/observations/68751512,,508447,
