Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Aulacomnium palustre,(Hedw.) Schwägr.,bog groove-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Aulacomniaceae,,native,S5 (2015),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Bryum argenteum,Hedw.,silvergreen threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S4S5 (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2017-03-04,A. Simon,https://www.inaturalist.org/observations/5227998,https://static.inaturalist.org/photos/6461619/medium.jpeg?1488695520,,123390,PLA
Bryum cf pallescens,Schleich. ex Schwägr.,tall-clustered threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S3 (2015),new 2016,,,,2016-10-23,A. Simon,http://www.inaturalist.org/observations/4425667,https://static.inaturalist.org/photos/5323685/medium.jpeg?1477299253,,67865,PLA
Epipterygium tozeri,(Grev.) Lindb.,Tozer’s transparent thread-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S3S4 (2015),undocumented,1962-06-03,W. B. Schofield & F. M. Boas,UBC,,,,,,,PLA
Gemmabryum dichotomum,(Hedw.) J.R. Spence & H.P. Ramsay,gemmate threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S4? (2015),undocumented,1962-06-04,W. B. Schofield,UBC,,,,,,,PLA
Imbribryum miniatum,(Lesq.) J.R. Spence,red threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S4S5 (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2017-03-12,A. Simon,https://www.inaturalist.org/observations/5296349,https://static.inaturalist.org/photos/6554499/medium.jpeg?1489388393,,159548,PLA
Imbribryum torenii,J.R. Spence & Shevock,threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,,,new 2017,,,,2017-05-13,A. Simon & S. Joya,http://www.inaturalist.org/observations/6217931,https://static.inaturalist.org/photos/7811007/large.jpeg?1494826224,,,PLA
Pohlia annotina,(Hedw.) Lindb.,pale-fruited threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S4 (2015),undocumented,1962-06-04,W. B. Schofield & F. M. Boas,UBC,,,,,,,PLA
Ptychostomum pseudotriquetrum,(Hedw.) J.R. Spence & H.P. Ramsay,long-leaved thread moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,,,new 2017,,,,2017-03-04,A. Simon,https://www.inaturalist.org/observations/5233279,https://static.inaturalist.org/photos/6469870/medium.jpeg?1488762987,,68300,PLA
Rosulabryum canariense,(Brid.) Ochyra,robust threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,,,new 2017,,,,2017-02-11,A. Simon,https://www.inaturalist.org/observations/5095101,https://static.inaturalist.org/photos/6260810/medium.jpeg?1486889673,,481178,PLA
Rosulabryum capillare,(Hedw.) J.R. Spence,capillary threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S4S5 (2015),documented,2014,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2017-01-30,A. Simon,https://www.inaturalist.org/observations/5197354,https://static.inaturalist.org/photos/6413442/medium.jpeg?1488266587,,448658,PLA
Rosulabryum torquescens,(Bruch ex De Not.) J.R. Spence,threadmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Bryaceae,,native,S4S5 (2011),undocumented,1962-06-03,W. B. Schofield,UBC,,,,,,,PLA
Leucolepis acanthoneura,(Schwägr.) Lindb.,Menzies' tree moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Mniaceae,,native,S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-25,L. Magner & A. Simon,http://www.inaturalist.org/observations/2573920,https://static.inaturalist.org/photos/2872098/medium.JPG?1452562357,,120870,PLA
Plagiomnium insigne,(Mitt.) T.J. Kop.,badge moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Mniaceae,,native,S4S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-25,L. Magner & A. Simon,http://www.inaturalist.org/observations/2573827,https://static.inaturalist.org/photos/2871977/medium.JPG?1452560842,,122705,PLA
Plagiomnium venustum,(Mitt.) T.J. Kop.,magnificent moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Mniaceae,,native,S4S5 (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2663660,https://static.inaturalist.org/photos/2993857/medium.JPG?1455078220,,126179,PLA
Rhizomnium glabrescens,(Kindb.) T.J. Kop.,fan moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Bryales,,,Mniaceae,,native,S4S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2015-03-04,L. Magner & A. Simon,http://www.inaturalist.org/observations/2568990,https://static.inaturalist.org/photos/2864464/medium.png?1452399182,,85421,PLA
Dicranoweisia cirrata,(Hedw.) Lindb.,common pincushion,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Dicranaceae,,native,S3S4 (2015),documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-02-22,A. Simon,http://www.inaturalist.org/observations/2566285,https://static.inaturalist.org/photos/2860564/medium.JPG?1452320291,,67949,PLA
Dicranoweisia crispula,(Hedw.) Milde,mountain pincushion,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Dicranaceae,,native,S4S5 (2015),documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-04-04,A. Simon,http://www.inaturalist.org/observations/2567328,https://static.inaturalist.org/photos/2862101/medium.JPG?1452369736,,154135,PLA
Dicranum fuscescens,Turner,dusky fork-moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Dicranaceae,,native,S5 (2015) *listed subtaxa in BC,documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-09-27,A. Simon,http://www.inaturalist.org/observations/2632495,https://static.inaturalist.org/photos/2950365/medium.JPG?1454215370,,123177,PLA
Dicranum howellii,Renauld & Cardot,Howell’s fork-moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Dicranaceae,,native,S4S5 (2011),new 2016,,,,2016-10-23,A. Simon,https://www.inaturalist.org/observations/4850005,https://static.inaturalist.org/photos/5890072/medium.jpeg?1482831437,,161860,PLA
Dicranum polysetum,Sw.,wavy-leaved moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Dicranaceae,,native,S5? (2015),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Dicranum scoparium,Hedw.,broom moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Dicranaceae,,native,S5 (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-26,A. Simon,http://www.inaturalist.org/observations/2588101,https://static.inaturalist.org/photos/2891990/medium.JPG?1453009418,,123134,PLA
Dicranum tauricum,Sapjegin,fragile fork-moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Dicranaceae,,native,S5 (2015),documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2016-04-01,A. Simon,https://www.inaturalist.org/observations/4849361,https://static.inaturalist.org/photos/5889883/medium.jpeg?1482827199,,161872,PLA
Ceratodon purpureus,(Hedw.) Brid.,fire moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Ditrichaceae,,native,S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-25,L. Magner & A. Simon,http://www.inaturalist.org/observations/2573821,https://static.inaturalist.org/photos/2871970/medium.JPG?1452560677,,123117,PLA
Pleuridium acuminatum,Lindb.,awl-leaved earthmoss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Ditrichaceae,,,,undocumented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,PLA
Schistostega pennata,(Hedw.) F. Weber & D. Mohr,luminous moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Dicranales,,,Schistostegaceae,,native,S4 (2015),undocumented,,K. Brothers,VMS Private List,,,,,,,PLA
Encalypta ciliata,Hedw.,fringed extinguisher-moss,Plantae,Bryophyta,,,Bryopsida,Funariidae,,Encalyptales,,,Encalyptaceae,,native,S4S5 (2011),undocumented,1962-06-03,W. B. Schofield & F. M. Boas,UBC,,,,,,,PLA
Fissidens bryoides,Hedw.,lesser pocket-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Fissidentales,,,Fissidentaceae,,native,S4S5 (2011),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-25,L. Magner & A. Simon,http://www.inaturalist.org/observations/2573883,https://static.inaturalist.org/photos/2872041/medium.JPG?1452561727,,124421,PLA
Fissidens limbatus,Sull.,Herzog’s pocket-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Fissidentales,,,Fissidentaceae,,,,undocumented,1962-06-03,W. B. Schofield & F. M. Boas,UBC,,,,,,,PLA
Funaria muhlenbergii,Turner,Muhlenberg’s cord-moss,Plantae,Bryophyta,,,Bryopsida,Funariidae,,Funariales,,,Funariaceae,,native,S3? (2011),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2016-10-23,A. Simon,http://www.inaturalist.org/observations/4425698,https://static.inaturalist.org/photos/12359251/large.jpeg?1513150810,,163128,PLA
Tetraplodon mnioides,(Sw. ex Hedw.) Bruch & Schimp,slender cruet-moss,Plantae,Bryophyta,,,Bryopsida,Funariidae,,Funariales,,,Splachnaceae,,native,S4 (2015),new 2017,,,,2013-03-22,R. Batten,https://www.inaturalist.org/observations/9142637,https://static.inaturalist.org/photos/12359345/large.jpeg?1513152184,,133496,PLA
Bucklandiella affinis,(Schleich ex F. Weber & D. Mohr) Bednarek-Ochyra & Ochyra,,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,?,?,undocumented,1962-06-04,W. B. Schofield,WTU,,,,,,,PLA
Bucklandiella heterosticha,(Hedw.) Bednarek-Ochyra & Ochyra,yellow-green rockmoss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2016-05-14,L. Magner & A. Simon,http://www.inaturalist.org/observations/3181042,https://static.inaturalist.org/photos/3679799/medium.JPG?1463336063,,167683,PLA
Bucklandiella macounii,Kindb.,Macoun’s rockmoss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S3S4 (2015),undocumented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,PLA
Bucklandiella pacifica,(Irel. & Spence) Bednarek-Ochyra & Ochyra,Pacific rockmoss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S3 (2015),undocumented,1964-05-03,W. B. Schofield,NY,,,,,reported as Racomitrium pacificum,,PLA
Codriophorus varius,(Mitt.) Bednarek-Ochyra & Ochyra,rockmoss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),new 2016,,,,2016-12-22,A. Simon,https://www.inaturalist.org/observations/4841453,https://static.inaturalist.org/photos/5878011/medium.jpeg?1482654077,,167696,PLA
Grimmia cf montana,Bruch & Schimp.,montane dry rock moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S3S4 (2011),undocumented,,K. Brothers,VMS Private List,,,,,,,PLA
Grimmia leibergii,Paris,Leiberg’s grimmia,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S2S3 (2015),documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-03-21,L. Magner & A. Simon,http://inaturalist.ca/observations/2605709,https://static.inaturalist.org/photos/2910435/medium.JPG?1453422201,,163390,PLA
Grimmia pulvinata,(Hedw.) Sm.,grey-cushioned grimmia,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),documented,1962-06-04,W. B. Schofield,UBC,2016-12-22,A. Simon,https://www.inaturalist.org/observations/4837303,https://static.inaturalist.org/photos/5871899/medium.jpeg?1482549618,,56117,PLA
Grimmia ramondii,(Lam. & DC.) Margad.,spreading-leaved grimmia,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,,,undocumented,1962-06-04,W. B. Schofield,UBC,,,,,,,PLA
Grimmia trichophylla,Grev.,hair-pointed grimmia,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-09-27,A. Simon,http://www.inaturalist.org/observations/2632535,https://static.inaturalist.org/photos/2950441/medium.JPG?1454216354,,163406,PLA
Niphotrichum elongatum,(Ehrh. ex Frisvoll) Bednarek-Ochyra & Ochyra,long fringe-moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S4S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-27,L. Magner & A. Simon,http://www.inaturalist.org/observations/2575073,https://static.inaturalist.org/photos/2873634/medium.JPG?1452595731,,123441,PLA
Racomitrium lanuginosum,(Hedw.) Brid.,woolly fringe-moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S3S5 (2015),documented,2014,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-03-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2663632,https://static.inaturalist.org/photos/2993825/medium.JPG?1455077827,,167684,PLA
Schistidium maritimum,(Turner ex Robt. Scott) Bruch & Schimp,seaside Grimmia,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S4S5 (2015),documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-08-05,A. Simon,http://www.inaturalist.org/observations/2599834,https://static.inaturalist.org/photos/2903032/medium.JPG?1453243234,,168578,PLA
Schistidium pulchrum,H.H. Blom,showy bloom moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Grimmiaceae,,native,S3 (2015),undocumented,2012-06-09,T. McIntosh,UBC,,,,,,,PLA
Ptychomitrium gardneri,Lesq.,Gardner’s ptychomitrium moss,Plantae,Bryophyta,,,Bryopsida,Dicranidae,,Grimmiales,,,Ptychomitriaceae,,native,S3S4 (2015),undocumented,1974-04-21,W. B. Schofield,UBC,,,,,,,PLA
Calliergon cf giganteum,(Schimp.) Kindb.,giant spearmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Amblystegiaceae,,native,S4 (2015),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Calliergonella cuspidata,(Hedw.) Loeske,pointed spear-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Amblystegiaceae,,native,S4S5 (2015),new 2016,,,,2016-03-03,A. Simon,http://www.inaturalist.org/observations/2763242,https://static.inaturalist.org/photos/3127393/medium.JPG?1457573564,,159669,PLA
Ptilidium californicum,(Austin) Underw.,Pacific fuzzwort,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Anomodontaceae,,native,S5? (2015),undocumented,1962-06-04,W. B. Schofield & F. M. Boas,UBC,,,,,,,PLA
Brachythecium albicans,(Hedw.) Schimp.,whitish feather-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5 (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2017-03-19,S. Tweedale & A. Simon,https://www.inaturalist.org/observations/5411692,https://static.inaturalist.org/photos/6651663/medium.jpg?1490045214,,123771,PLA
Homalothecium aenium,(Mitt.) E. Lawton,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,,,undocumented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,PLA
Homalothecium arenarium,(Lesq.) E. Lawton,sandwort Homalothecium,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S3S4,new 2017,,,,2017-05-13,A. Simon,https://www.inaturalist.org/observations/5715309,https://static.inaturalist.org/photos/7083355/medium.jpeg?1492233827,,163825,PLA
Homalothecium aureum,(Spruce) H. Rob.,curl-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,,,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-21,L. Magner & A. Simon,http://www.inaturalist.org/observations/2608634,https://static.inaturalist.org/photos/2914945/medium.JPG?1453507192,,451921,PLA
Homalothecium fulgescens,(Mitt. ex Müll. Hal.) A. Jaeger,yellow curl-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2016-10-02,A. Simon,http://www.inaturalist.org/observations/4266710,https://static.inaturalist.org/photos/5108199/medium.jpg?1475560936,,123819,PLA
Homalothecium megaptilum,(Sull.) H. Rob.,great-feathered moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,,,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2016-03-22,A. Simon,http://www.inaturalist.org/observations/2819490,https://static.inaturalist.org/photos/3206924/medium.JPG?1458718836,,236885,PLA
Homalothecium nuttallii,(Wilson) A. Jaeger,Nuttall’s Homalothecium,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2016-10-20,A. Simon,http://www.inaturalist.org/observations/4414492,https://static.inaturalist.org/photos/5305769/medium.jpeg?1477171117,,67892,PLA
Isothecium cristatum,(Hampe) H. Rob.,isothecium moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-04-04,A. Simon,http://www.inaturalist.org/observations/2567372,https://static.inaturalist.org/photos/2862159/medium.JPG?1452370558,,68058,PLA
Isothecium stoloniferum,Brid.,cat's tail moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2016-01-30,A. Simon,http://www.inaturalist.org/observations/2631341,https://static.inaturalist.org/photos/2948752/medium.JPG?1454195442,,67903,PLA
Kindbergia oregana,(Sull.) Ochyra,Oregon beaked moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-04,A. Simon,http://www.inaturalist.org/observations/2566405,https://static.inaturalist.org/photos/2860794/medium.JPG?1452330247,,120909,PLA
Kindbergia praelonga,(Hedw.) Schimp.,slender-beaked moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S5,documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2015-03-04,A. Simon,http://www.inaturalist.org/observations/2566358,https://static.inaturalist.org/photos/2860679/medium.JPG?1452324580,,67944,PLA
Pseudoscleropodium purum,(Hedw.) M. Fleisch.,neat feather-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,exotic,unlisted,documented,1974-04-21,W. B. Schofield,UBC,2016-03-10,L. Magner & A. Simon,http://www.inaturalist.org/observations/2767783,https://static.inaturalist.org/photos/3133551/medium.JPG?1457687446,,123645,PLA
Scleropodium cespitans,L.F. Koch,tufted feather-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5 (2015),new 2017,,,,2017-02-11,A. Simon,https://www.inaturalist.org/observations/5095077,https://static.inaturalist.org/photos/6260772/medium.jpeg?1486889032,,67909,PLA
Scleropodium obtusifolium,(Mitt.) Kindb.,blunt-leaved scleropodium,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5 (2015),documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-03-04,A. Simon,http://www.inaturalist.org/observations/2566343,https://static.inaturalist.org/photos/2860650/medium.JPG?1452323621,,123794,PLA
Scleropodium touretii,(Brid.) L.F. Koch,glasswort feather-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4? (2015),documented,2010-01-26,T. McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,2016-10-23,A. Simon,http://www.inaturalist.org/observations/4425675,https://static.inaturalist.org/photos/5323695/medium.jpeg?1477299430,,67907,PLA
Dichelyma falcatum,(Hedw.) Myrin,sickle dichelyma,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Fontinalaceae,,native,S3S4,documented,2015,T. McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,2015-03-04,A. Simon,http://www.inaturalist.org/observations/2566347,https://static.inaturalist.org/photos/2860657/medium.JPG?1452324256,,161816,PLA
