Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Spiranthes romanzoffiana,Cham.,hooded ladies’ tresses,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Asparagales,,,Orchidaceae,,native,S4,documented,,H. Janszen,Private List Aug 26 2001,2016-07-14,A. Simon,http://www.inaturalist.org/observations/3680252,https://static.inaturalist.org/photos/4265353/medium.JPG?1468551202,,50743,PLA
Brodiaea coronaria,(Salisb.) Jeps.,crown brodiaea,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Asparagales,,,Themidaceae,Brodiaeoideae,native,S3S4 (2015),documented,1981-07-07,H. Janszen,RBCM,2016-05-30,A. Simon,http://www.inaturalist.org/observations/3345328,https://static.inaturalist.org/photos/3863621/medium.JPG?1464667842,,57126,PLA
Hyacinthoides hispanica,(Mill.) Rothm.,bluebells,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Asparagaceae,Scilloideae,exotic,unlisted,undocumented,1983-05-01,G. B. Straley,UBC,,,,,,,PLA
Maianthemum dilatatum,(Alph. Wood) A. Nelson & J.F. Macbr.,false lily-of-the-valley,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Asparagaceae,Nolinoideae,native,S5 (2000),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Maianthemum racemosum,(L.) Link,false Solomon’s seal,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Asparagaceae,Nolinoideae,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Muscari sp.,,grape hyacinth,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Asparagaceae,Scilloideae,exotic,unlisted,new 2015,,,,2015-03-13,L. Magner & A. Simon,http://www.inaturalist.org/observations/2580263,https://static.inaturalist.org/photos/2880242/medium.JPG?1452748116,not recognized asAsparagaceae on iNat?,50921,PLA
Scilla forbseii,(Baker) Speta,Forbe’s glory-of-the-snow,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Asparagaceae,Scilloideae,exotic,unlisted,new 2016,,,,2016-03-04,A. Colwell,https://www.inaturalist.org/observations/2751042,https://static.inaturalist.org/photos/3109740/large.jpg?1457291540,,68357,PLA
Triteleia hyacinthina,(Lindl.) Greene,white brodiaea,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Asparagaceae,Brodiaeoideae,native,S4,documented,,H. Janszen,Private List Aug 26 2001,2016-05-24,S. Tweedale,http://www.inaturalist.org/observations/3314874,https://static.inaturalist.org/photos/3831081/medium.jpg?1464362970,,57132,PLA
Erythronium cf revolutum,Sm.,coast fawn lily,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Liliaceae,,native,S4 (2015),new 2016,,,,2016-05-23,K. Sigvardsen,http://inaturalist.ca/observations/3287322,https://static.inaturalist.org/photos/3800591/medium.jpeg?1464062147,suspected hybrid (outside range of E. revolutum),77081,PLA
Erythronium oregonum,Applegate,white fawn lily,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Liliaceae,,native,S4? (2015),documented,1974-04-21,W. B. Schofield,UBC,2015-03-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/2569424,https://static.inaturalist.org/photos/2865114/medium.JPG?1452413065,,59520,PLA
Fritillaria affinis,(Schult. & Schult.f.) Sealy,chocolate lily,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Liliaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2009-05-03,S. Street,http://www.inaturalist.org/observations/2635125,https://static.inaturalist.org/photos/2954164/medium.JPG?1454295038,,50618,PLA
Lilium columbianum,Leichtlin,Columbia Lily,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Liliaceae,,native,S5 (2015),documented,,H. Janszen,Private List Aug 26 2001,2013-06-05,F. Erhard,http://www.inaturalist.org/observations/2570696,https://static.inaturalist.org/photos/2867257/medium.JPG?1452465684,,77744,PLA
Toxicoscordion venenosum,(S. Watson) Rydb.,meadow deathcamas,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Liliales,,,Melanthiaceae,,native,S5 (2000),documented,,H. Janszen,Private List Aug 26 2001,2015-06-05,L. Magner & A. Simon,http://www.inaturalist.org/observations/2563649,https://static.inaturalist.org/photos/2856613/medium.JPG?1452219490,Reported as Zigadenus venenosus,59087,PLA
Bolboschoenus maritimus var. paludosus,(A. Nelson) T. Koyama,seacoast bulrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,Reported as S. maritimus var. paludosus,,PLA
Carex aquatilis var. dives,(Holm) Kük.,Sitka sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),documented,2000-06-12,H. Roemer,ER 128 Inventory,2017-05-27,J. Holm,https://www.inaturalist.org/observations/6691105,https://static.inaturalist.org/photos/8485125/medium.jpeg?1497714518,,80511,PLA
Carex arcta,Boott,northern clustered sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex aurea,Nutt.,golden sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex canescens,L.,silvery sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2006),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Carex cusickii,Mack.,Cusick’s sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),documented,1981-07-16,H. Roemer,ER 128 Inventory,2017-05-27,J. Holm,https://www.inaturalist.org/observations/6452705,https://static.inaturalist.org/photos/8155083/medium.jpeg?1496288819,,76028,PLA
Carex deweyana var. deweyana,Schwein.,Dewey’s sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex diandra,Schrank,lesser-panicled sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),new 2017,,,,2017-05-27,J. Holm,https://www.inaturalist.org/observations/6697767,https://static.inaturalist.org/photos/8494515/medium.jpeg?1497746686,,76031,PLA
Carex echinata,Murray,star sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S4 (2000),documented,2000-06-12,H. Roemer,ER 128 Inventory,2016-05-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/3296073,https://static.inaturalist.org/photos/3809656/medium.JPG?1464146537,,76035,PLA
Carex echinata ssp. phyllomanica,(W. Boott) B. Boivin,star sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2000),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex exsiccata,L.H. Bailey,inflated sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex flava,L.,large yellow sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex hendersonii,L.H. Bailey,Henderson’s sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),documented,,H. Janszen,Private List Aug 26 2001,2016-05-03,A. Simon,http://www.inaturalist.org/observations/3093575,https://static.inaturalist.org/photos/3568039/medium.JPG?1462328805,,76048,PLA
Carex inops ssp. inops,L.H. Bailey,long-stolon sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S3S4 (2001); N3N4 Vulnerable in Canada,documented,,H. Janszen,Private List Aug 26 2001,2016-03-22,A. Simon,http://www.inaturalist.org/observations/2819492,https://static.inaturalist.org/photos/3206928/medium.JPG?1458718913,,76056,PLA
Carex laeviculmis,Meinsh,smooth-stemmed sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),new 2017,,,,2017-05-27,J. Holm,https://www.inaturalist.org/observations/6457046,https://static.inaturalist.org/photos/8161578/medium.jpeg?1496338726,,76062,PLA
Carex lasiocarpa,Ehrh.,woolly-fruited sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),documented,1975-07-24,H. Janszen,RBCM,2016-05-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/3296358,https://static.inaturalist.org/photos/3810018/medium.JPG?1464149256,,76063,PLA
Carex lenticularis var. limnophila,(Holm) Cronquist,lakeshore sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S4S5 (2015),undocumented,1979-06-28,H. Janszen,RBCM,,,,,,,PLA
Carex leptalea,Wahlenb.,bristle-stalked sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S4 (2000),undocumented,1979-07-07,H. Janszen,RBCM,,,,,,,PLA
Carex leptalea ssp. pacifica,Calder & R.L. Taylor,bristle-stalked sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S4 (2000),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex leptopoda,Mack.,slender-footed sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),new 2016,,,,2016-06-05,A. Simon,http://www.inaturalist.org/observations/3404427,https://static.inaturalist.org/photos/3940331/medium.JPG?1465336569,,76070,PLA
Carex livida,(Wahlenb.) Willd.,pale sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Carex lyngbyei,Hornem.,Lyngbye’s sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex macrocephala,Willd. ex Spreng,large-headed sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S4 (2015),new 2013,,,,2013-05-10,F. Erhard,http://www.inaturalist.org/observations/2583449,https://static.inaturalist.org/photos/2885011/medium.JPG?1452874629,,160006,PLA
Carex obnupta,L.H. Bailey,slough sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),documented,2000-06-12,H. Roemer,ER 128 Inventory,2015-06-05,L. Magner & A. Simon,http://www.inaturalist.org/observations/2563616,https://static.inaturalist.org/photos/2856560/medium.JPG?1452218561,,61000,PLA
Carex ovalis,Gooden.,oval sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,1966-08-24,B. Turner,BABY,,,,,reported as C. tracyi,,PLA
Carex pachystachya,Cham. ex Steud.,thick-headed sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Carex pellita,Muhl. ex Willd.,woolly sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),new 2017,,,,2017-06-16,A. Simon,http://inaturalist.ca/observations/6817819,https://static.inaturalist.org/photos/8677374/medium.jpeg?1498533050,,76091,PLA
Carex utriculata,Boott,beaked sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,1979-06-28,H. Janszen,RBCM,,,,,,,PLA
Carex viridula,Michx.,greenish sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Dulichium arundinaceum,(L.) Britton,threeway sedge,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Eleocharis palustris,(L.) Roem. & Schult.,common spike-rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,documented,1978-07-26,C. J. Clement,RBCM,2016-06-05,A. Simon,http://www.inaturalist.org/observations/3414240,https://static.inaturalist.org/photos/3952749/medium.JPG?1465433010,,76782,PLA
Eriophorum angustifolium,Honck.,common cotton-grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2017-05-27,J. Holm,https://www.inaturalist.org/observations/6417606,https://static.inaturalist.org/photos/8099935/medium.jpeg?1496079247,,127215,PLA
Eriophorum chamissonis,C.A. Mey.,russet cotton-grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2016-05-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/3296238,https://static.inaturalist.org/photos/3809819/medium.JPG?1464147928,,162678,PLA
Rhynchospora alba,(L.) Vahl,white beak-rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2015),undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Schoenoplectus acutus,(Muhl. ex Bigelow) Á. Löve & D. Löve,common tule,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5 (2000),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Schoenoplectus tabernaemontani,(C.C. Gmel.) Palla,softstem bullrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2016-08-14,A. Huggins,http://www.inaturalist.org/observations/3889083,https://static.inaturalist.org/photos/4565521/medium.jpeg?1471225443,,78998,PLA
Scirpus microcarpus,J. Presl & C. Presl,small-flowered bullrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Cyperaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2564121,https://static.inaturalist.org/photos/2857197/medium.JPG?1452235113,,59068,PLA
Juncus acuminatus,Michx.,tapered rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S4 (2001),undocumented,1975-08-04,A. Wood,RBCM,,,,,,,PLA
Juncus arcticus,Willd.,Arctic rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S4,new 2017,,,,2017-05-27,J. Holm,https://www.inaturalist.org/observations/6479435,https://static.inaturalist.org/photos/8195024/medium.jpeg?1496501946,,148937,PLA
Juncus articulatus,L.,jointed rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S5 (2000),documented,1979-07-09,H. Janszen,RBCM,2015-06-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/2564097,https://static.inaturalist.org/photos/2857165/medium.JPG?1452234245,,77552,PLA
Juncus balticus,Willd.,Baltic rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S5 (2015),undocumented,1980-04-12,H. Janszen,ER 128 Inventory,,,,,,,PLA
Juncus bolanderi,Engelm.,Bolander’s rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S3S4 (2015),documented,1975-07-18,H. Janszen,RBCM,2015-06-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/2564108,https://static.inaturalist.org/photos/2857178/medium.JPG?1452234713,,77553,PLA
Juncus bufonius,L.,toad rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S5,documented,1979-06-28,H. Janszen,RBCM,2017-05-29,A. Simon,https://www.inaturalist.org/observations/6434848,https://static.inaturalist.org/photos/8126753/medium.jpeg?1496175887,,57107,PLA
Juncus dudleyi,Wieg.,Dudley’s rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S4S5 (2015),undocumented,1975-06-17,H. Janszen,RBCM,,,,,,,PLA
Juncus effusus,L.,common rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,exotic,unlisted,documented,1979-07-07,H. Janszen,RBCM,2015-02-12,L. Magner & A. Simon,http://www.inaturalist.org/observations/2564110,https://static.inaturalist.org/photos/2857182/medium.JPG?1452234792,,56153,PLA
Juncus ensifolius,Wikstr.,dagger rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S4,documented,1979-07-07,H. Janszen,RBCM,2017-05-27,A. J. Wright,https://www.inaturalist.org/observations/6412035,https://static.inaturalist.org/photos/8091206/medium.jpeg?1496028066,,77569,PLA
Juncus nodosus,L.,knotted rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S4 (2015),undocumented,1975-06-17,H. Janszen,RBCM,,,,,,,PLA
Juncus oxymeris,Engelm.,pointed rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S3? (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Juncus tenuis,Willd.,slender rush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S5 (2015),documented,1979-07-09,H. Janszen,RBCM,2016-06-28,A. Simon,http://www.inaturalist.org/observations/3542693,https://static.inaturalist.org/photos/4129808/medium.JPG?1467177405,,69930,PLA
Luzula comosa var. laxa,E. Mey.,Pacific woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S4,undocumented,1986-08-16,W. J. Crins,UBC,,,,,,,PLA
Luzula fastigiata,E. Mey.,forked woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S5 (2000),undocumented,2012-04-21,T. Taylor,Vascular Plants Seen on Galiano Island,,,,,,,PLA
Luzula macrantha,(S. Watson) Zika & B.L. Wilson,prairie woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S1S2 (2017),undocumented,1979-03-31,H. Janszen,RBCM,,,,,,,PLA
Luzula multiflora,(Ehrh.) Lej.,many-flowered woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,exotic,unlisted,undocumented,1986-08-16,W. J. Crins,UBC,,,,,Likely misapplied,,PLA
Luzula parviflora,(Ehrh.) Desv.,small-flowered woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,native,S5 (2015),undocumented,2017-05-27,T. Innes,Bioblitz Galiano 2017,,,,,,,PLA
Luzula subsessilis,(S. Watson) Buchenau,many-flowered woodrush,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Juncaceae,,exotic,unlisted,documented,1979-03-31,H. Janszen,RBCM,2015-04-04,A. Simon,http://www.inaturalist.org/observations/2567463,https://static.inaturalist.org/photos/2862307/medium.JPG?1452373476,,77901,PLA
Achnatherum lemmonii var. lemmonii,(Vasey) Barkworth,Lemmon's needlegrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S4,documented,,H. Janszen,Private List Aug 26 2001,2017-05-26,A. Simon,https://www.inaturalist.org/observations/6411590,https://static.inaturalist.org/photos/8090301/medium.jpeg?1496024823,,117414,PLA
Agrostis capillaris,L.,colonial bentgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1981-07-16,H. Janszen,RBCM,,,,,,75312,PLA
Agrostis exarata,Trin.,Pacific bentgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),documented,1981-07-16,H. Janszen,RBCM,2016-06-26,A. Simon,http://inaturalist.ca/observations/6677554,https://static.inaturalist.org/photos/8463713/medium.jpeg?1497594301,,59088,PLA
Agrostis gigantea,Roth,redtop,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,2000-06-12,H. Roemer,ER 128 Inventory,,,,,,,PLA
Agrostis pallens,Trin.,dune bentgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S3S4 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Agrostis scabra,Willd.,hair bentgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),undocumented,1979-07-09,H. Janszen,RBCM,,,,,,,PLA
Aira caryophyllea,L.,silver hairgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1986-08-16,W. J. Crins,UBC,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2625010,https://static.inaturalist.org/photos/2939610/medium.JPG?1454009988,,52694,PLA
Aira praecox,L.,early hair grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1986-08-16,W. J. Crins,UBC,2016-07-10,A. Simon,http://www.inaturalist.org/observations/3664526,https://static.inaturalist.org/photos/4243776/medium.JPG?1468298587,,61058,PLA
Alopecurus geniculatus,L.,water meadow-foxtail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1979-06-28,H. Janszen,RBCM,,,,,,,PLA
Alopecurus pratensis,L.,meadow foxtail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1981-07-16,H. Janszen,RBCM,,,,,,,PLA
Anthoxanthum aristatum,Boiss.,annual vernal grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,2003-04-30,F. Lomer,UBC,2015-05-04,L. Magner & A. Simon,http://www.inaturalist.org/observations/2569330,https://static.inaturalist.org/photos/2864977/medium.JPG?1452409142,,75472,PLA
Anthoxanthum odoratum,L.,sweet vernal grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1975-05-31,A. Wood,RBCM,2015-04-21,A. Simon,http://www.inaturalist.org/observations/2567283,https://static.inaturalist.org/photos/2862083/medium.JPG?1452368822,,75475,PLA
Arrhenatherum elatius,(L.) P. Beauv. ex J. Presl & C. Presl,false oat-grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1981-07-16,H. Janszen,RBCM,,,,,,,PLA
Avena sativa,L.,common oat,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1981-07-16,H. Janszen,RBCM,,,,,,,PLA
Bromus carinatus var. carinatus,Hook. & Arn.,California brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,documented,1984-06-02,H. Janszen,RBCM,2015-07-02,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561620,https://static.inaturalist.org/photos/2853803/medium.png?1452145239,,52700,PLA
Bromus hordeaceus,L.,soft brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1986-08-17,W. J. Crins,UBC,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2621496,https://static.inaturalist.org/photos/2934488/medium.JPG?1453874010,,52703,PLA
Bromus inermis ssp. inermis,Leyss.,smooth brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,undocumented,1975-07-18,H. Janszen,RBCM,,,,,,,PLA
Bromus rigidus,Roth,rip-gut brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2015-05-14,A. Simon,http://www.inaturalist.org/observations/2617736,https://static.inaturalist.org/photos/2928711/medium.JPG?1453767566,,204259,PLA
Bromus secalinus,L.,Rye Brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,new 2017,,,,2017-06-13,A. Simon,http://inaturalist.ca/observations/6646956,https://static.inaturalist.org/photos/8427601/medium.jpeg?1497429914,,75911,PLA
Bromus sitchensis var. sitchensis,Trin.,Alaska brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,documented,1981-07-07,H. Janszen,RBCM,2017-05-29,A. Simon & A. J. Wright,https://www.inaturalist.org/observations/6434822,https://static.inaturalist.org/photos/8126066/medium.jpeg?1496174278,,75912,PLA
Bromus sterilis,L.,barren brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1975-06-03,A. Wood,RBCM,2015-05-04,A. Simon,http://www.inaturalist.org/observations/2567840,https://static.inaturalist.org/photos/2862936/medium.JPG?1452382642,,57163,PLA
Bromus tectorum,L.,cheatgrass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1975-06-07,A. Wood,RBCM,2017-05-26,A. J. Wright,https://www.inaturalist.org/observations/6410305,https://static.inaturalist.org/photos/8088492/medium.jpg?1496021122,,58369,PLA
Bromus vulgaris,(Hook.) Shear,Columbia brome,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5,documented,1982-06-05,H. Janszen,RBCM,2016-06-04,A. Simon,http://www.inaturalist.org/observations/3573693,https://static.inaturalist.org/photos/4148536/medium.JPG?1467342977,,75915,PLA
Cinna latifolia,(Trevir.) Griseb.,nodding wood-reed,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,native,S5 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Cortaderia sp.,,pampas grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Danthonioideae,exotic,unlisted,new 2016,,,,2016-06-05,A. Simon,http://www.inaturalist.org/observations/3404672,https://static.inaturalist.org/photos/3940597/medium.JPG?1465338241,,52715,PLA
Cynosurus cristatus,L.,crested dogtail grass,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2017-06-06,A. Simon,http://inaturalist.ca/observations/6531949,https://static.inaturalist.org/photos/8276271/medium.jpeg?1496812746,,76581,PLA
Cynosurus echinatus,L.,hedgehog dogtail,Plantae,Magnoliophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,exotic,unlisted,documented,1986-08-03,G. B. Straley,UBC,2015-06-04,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561516,https://static.inaturalist.org/photos/2853641/medium.png?1452141858,,47695,PLA
