iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,catalogNumber,Date observed,Place name,Recorded by,id
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2491,48.92741,-123.466743,12258694,2018-05-05,,Andrew Simon,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2492,48.916106,-123.395972,12655268,2018-05-19,,Andrew Simon,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2493,48.880411,-123.33671,12789829,2018-05-23,,Andrew Simon,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2494,48.92697,-123.465533,16307950,2018-05-05,,Andrew Simon,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2495,48.901657,-123.346972,22726518,2019-04-19,,Nomadkris,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2496,48.875437,-123.324845,23815849,2019-04-27,,John Martin,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2497,48.875392,-123.325025,23818611,2019-04-27,,John Martin,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2498,48.928139,-123.471917,24352856,2019-04-26,,Galiano observer,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2499,48.897107,-123.407333,24536647,2019-05-04,,Mathew Floesser,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2500,48.880062,-123.335342,24567639,2019-05-04,,Emma Harrower,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2501,48.868022,-123.338928,24570108,2019-05-03,,Charlene Wood,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2502,48.898613,-123.408058,24607029,2019-05-04,,Carmen Lea,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2503,48.897758,-123.408128,24677359,2019-05-05,,Brian Starzomski,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2504,48.895456,-123.406083,24677389,2019-05-05,,Brian Starzomski,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2505,48.895603,-123.406264,24677492,2019-05-05,,Brian Starzomski,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2506,48.897758,-123.408128,24677550,2019-05-05,,Brian Starzomski,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2507,48.895511,-123.405761,24677581,2019-05-05,,Brian Starzomski,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2508,48.901232,-123.40456,24690038,2019-05-04,,Kalina Hunter,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2509,48.879067,-123.33623,24690349,2019-05-04,,Kevin Toomer,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2510,48.879857,-123.334903,24690922,2019-05-04,,Kevin Toomer,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2511,48.897297,-123.4075,24701241,2019-05-05,,Geneviève Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2512,48.894792,-123.404817,24701283,2019-05-05,,Geneviève Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2513,48.8942,-123.403992,24701286,2019-05-05,,Geneviève Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2514,48.893731,-123.404036,24701302,2019-05-05,,Geneviève Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2515,48.89375,-123.403947,24701303,2019-05-05,,Geneviève Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2516,48.896156,-123.410356,24701345,2019-05-05,,Geneviève Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2517,48.896366,-123.407504,24714789,2019-05-05,,Brian Starzomski,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2518,48.901559,-123.404452,24715747,2019-05-04,,Lena Dietz Chiasson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2519,48.894207,-123.404175,24873194,2019-05-05,,John D Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2520,48.897105,-123.407642,24873195,2019-05-05,,John D Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2521,48.896093,-123.409406,24942734,2019-05-05,,Katie Kushneryk,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2522,48.896406,-123.41008,24942735,2019-05-05,,Katie Kushneryk,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2523,48.901244,-123.404372,25542472,2019-05-04,,John D Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2524,48.897269,-123.407639,25655024,2019-05-05,,John D Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2525,48.89405,-123.403931,25655026,2019-05-05,,John D Reynolds,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2526,48.893867,-123.404183,32120941,2019-05-03,,Jason Headley,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2527,48.880474,-123.337197,41849743,2020-04-10,,Kevin Toomer,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2528,48.866327,-123.370009,42637580,2020-04-19,,Lauren Magner,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2529,48.886109,-123.388953,74340228,2021-04-17,,Dave Zeuss Cochrane,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2530,48.894153,-123.404122,75593947,2021-04-28,,Audrey Irvine-Broque,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2531,48.894533,-123.404614,75691297,2021-04-28,,Eric Hagen,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2532,49.011033,-123.577295,101372517,2021-11-17,,Caitlin Robinson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2533,48.930324,-123.478397,110413262,2022-04-04,,Steven Esau,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2534,48.996875,-123.564125,110844982,2022-04-08,,Caitlin Robinson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2535,48.863133,-123.366897,110932082,2022-04-09,,Andrew Simon,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2536,48.8633,-123.328092,111348677,2022-04-13,,Ken Moore,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2537,48.931443,-123.480514,111470971,2022-04-14,,Dana,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2538,48.984345,-123.554742,111885307,2022-04-16,,Zoë-Blue Coates,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2539,48.985325,-123.550478,111885573,2022-04-16,,Zoë-Blue Coates,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2540,48.985096,-123.554611,111965246,2022-04-16,,A Noringseth,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2541,48.985295,-123.550516,111965565,2022-04-16,,A Noringseth,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2542,49.006763,-123.570476,111965665,2022-04-16,,A Noringseth,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2543,48.880072,-123.334581,112857609,2022-04-25,,Kevin Toomer,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2544,48.928428,-123.47242,113299224,2022-04-28,,Alina Fisher,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2545,48.880583,-123.333267,114507223,2022-04-30,,Dave Carmean,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2546,48.880036,-123.334703,115145435,2022-05-03,,Kevin Toomer,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2547,49.00977,-123.570167,117151459,2022-05-03,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2548,49.009803,-123.570162,117151461,2022-05-03,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2549,49.009822,-123.570228,117151462,2022-05-03,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2550,48.894419,-123.405807,117325523,2022-05-08,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2551,48.894419,-123.405807,117325524,2022-05-08,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2552,48.894419,-123.405807,117325525,2022-05-08,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2553,48.894419,-123.405807,117325526,2022-05-08,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2554,48.894419,-123.405807,117325533,2022-05-08,,Ian Guthrie,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2555,48.875977,-123.372478,118608431,2022-05-22,,Andrew Simon,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2556,48.862439,-123.324946,24520847,NA,,divs,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2557,48.985542,-123.556283,98854724,2021-10-20,,Caitlin Robinson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2558,49.008806,-123.571663,107596933,2022-02-26,,Caitlin Robinson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2559,49.0089,-123.571517,107597010,2022-02-26,,Caitlin Robinson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2560,49.009064,-123.571792,107597083,2022-02-26,,Caitlin Robinson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2561,49.00885,-123.571633,107597123,2022-02-26,,Caitlin Robinson,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2562,,,JANSZEN2003:74,2003-08-10,,Harvey Janszen,
Calypso bulbosa occidentalis,57724,Calypso bulbosa var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,2563,48.883333,-123.316667,V156823,1974-04-21,"Capital Regional District, Gulf of Georgia, Galiano Island, Sturdies Bay",Wilfred B. Schofield,
Calystegia sepium sepium,118539,Calystegia sepium ssp. sepium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,,Convolvulaceae,Convolvuloideae,Convolvuleae,Calystegia,sepium,2564,,,JANSZEN2003:130,2003-08-10,,Harvey Janszen,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2565,48.94361,-123.509824,2604245,2013-05-04,,felixerhard,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2566,48.932492,-123.484526,2567447,2015-04-04,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2567,48.926532,-123.465729,2625671,2015-05-28,,Lauren Magner,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2568,49.012851,-123.573103,6309369,2017-05-18,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2569,48.8688,-123.378611,6410311,2017-05-26,,Alex Wright,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2570,48.869368,-123.37881,12287603,2018-05-08,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2571,48.958745,-123.533369,12373774,2018-05-11,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2572,48.871738,-123.311491,2942466,2016-04-15,,galianotwins,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2573,48.871739,-123.310778,24707982,2019-05-04,,kg-,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2574,49.013492,-123.573181,24748312,2019-05-04,,joanseptembre,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2575,48.872508,-123.31263,24892541,2019-05-09,,ekreading1,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2576,49.013262,-123.573193,75625814,2021-04-28,,adrainlevain,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2577,48.872455,-123.310997,117554639,2022-05-08,,casevelyn,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2578,48.913314,-123.386444,119958857,2022-06-02,,marens,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2579,48.927041,-123.466395,2617745,2015-05-14,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2580,48.866764,-123.33606,3027380,2016-04-23,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2581,48.904562,-123.413458,6047534,2017-04-30,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2582,48.868752,-123.379126,6217947,2017-05-13,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2583,48.872562,-123.312628,6217968,2017-05-13,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2584,49.012851,-123.573103,6309371,2017-05-18,,Andrew Simon,
Camassia leichtlinii suksdorfii,79659,Camassia leichtlinii ssp. suksdorfii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,2585,49.012851,-123.573103,6309385,2017-05-18,,Andrew Simon,
