Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Athysanus pusillus,(Hook.) Greene,,common sandweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Athysanus,pusillus,,,,native,S5,,confirmed,observed,1978-03-27,Harvey Janszen,RBCM,V097781,1949546842,2020-04-09,Andrew Simon,https://www.inaturalist.org/observations/41788597,,58069,VAS
Atriplex patula,L.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Atriplex,patula,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-19,Andrew Simon,http://www.inaturalist.org/observations/3495353,H. Janszen (2001) reports syn. Atriplex subspicata,60175,VAS
Atriplex prostrata,Bouchér ex DC.,,thinleaf orach,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Atriplex,prostrata,,,,exotic,unlisted,,new 2015,observed,,,,,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599838,,60176,VAS
Avena fatua,L.,,wild oat,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Avena,fatua,,,,exotic,unlisted,,new 2022,unobserved,2022-06-14,Frank Lomer,UBC,13044,,,,,,52698,VAS
Avena sativa,L.,,common oat,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Avena,sativa,,,,exotic,unlisted,,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113801,1949562868,2022-07-08,Adam Huggins,https://www.inaturalist.org/observations/125381639,ruderal waif,57156,VAS
Barbarea orthoceras,Ledeb.,,American wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Barbarea,orthoceras,,,,native,S5,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113761,1949562682,2016-07-09,Andrew Simon,http://www.inaturalist.org/observations/3652873,Cain Peninsula; salt marsh,52976,VAS
Barbarea verna,(Mill.) Asch.,,early wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Barbarea,verna,,,,exotic,unlisted,,new 2017,observed,,,,,,2017-05-08,Andrew Simon,https://www.inaturalist.org/observations/6217457,,71136,VAS
Bellardia viscosa,(L.) Fisch. & C.A.Mey.,,yellow parentucellia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Orobanchaceae,,,Bellardia,viscosa,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564158,,537967,VAS
Bellis perennis,L.,,English daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Bellis,perennis,,,,exotic,unlisted,,confirmed,observed,1989-04-06,Gerald B. Straley,UBC,V197707,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2589122,,55563,VAS
Berberis aquifolium,Pursh,,tall Oregon-grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,,Berberis,aquifolium,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566238,Reported as Mahonia aquifolium,126887,VAS
Berberis nervosa,Pursh,,dull Oregon-grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,,Berberis,nervosa,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565110,Reported as Mahonia nervosa,75756,VAS
Betula papyrifera,Marshall,,paper birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fagales,,,Betulaceae,,,Betula,papyrifera,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2021-07-09,Andrew Simon,https://www.inaturalist.org/observations/86360289,,49883,VAS
Bidens amplissima,Greene,,Vancouver Island beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Bidens,amplissima,,,,native,S3 (2019),1-SC (2003),reported,unobserved,2012-09-05,Trudy Chatwin,CDC,,,,,,,159233,VAS
Bidens cernua,L.,,nodding beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Bidens,cernua,,,,native,S5,,new 2016,observed,,,,,,2016-08-13,Andrew Simon,http://www.inaturalist.org/observations/3881685,,75765,VAS
Boechera sp.,,,rockcresses,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Boechereae,Boechera,,,,,,,,new 2021,observed,,,,,,2021-05-01,Andrew Simon,https://www.inaturalist.org/observations/79112173,,1068235,VAS
Bolboschoenus maritimus ssp. paludosus,(L.) Palla,(A. Nelson) Á. Löve & D. Löve,seacoast bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,,Bolboschoenus,maritimus,,paludosus,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,reported as S. maritimus var. paludosus,79646,VAS
Brodiaea coronaria,(Salisb.) Jeps.,,harvest brodiaea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,Brodiaea,coronaria,,,,native,S5,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113756,1949562769,2012-06-21,Brian Starzomski,https://www.inaturalist.org/observations/7641848,,57126,VAS
Bromus carinatus var. carinatus,Hook. & Arn.,,California brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,carinatus,,,,native,S5,,confirmed,observed,1975-05-31,Angela Wood,RBCM,V097389,1949546437,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2563972,,64297,VAS
Bromus commutatus,Schrad.,,meadow brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,commutatus,,,,exotic,unlisted,,new 2017,observed,2022-06-10,Frank Lomer,UBC,13007,,2017-06-13,Andrew Simon,http://inaturalist.ca/observations/6646956,,75900,VAS
Bromus diandrus,Roth,,ripgut brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,diandrus,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2022-06-07,Adam Huggins,https://www.inaturalist.org/observations/120768665,inc. syn. Bromus rigidus,52702,VAS
Bromus hordeaceus,L.,,soft brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,hordeaceus,,,,exotic,unlisted,,confirmed,observed,1974-07-14,S. Keene,RBCM,V104976,1949553924,2015-05-17,Andrew Simon,http://www.inaturalist.org/observations/2621691,,52703,VAS
Bromus inermis,Leyss.,,smooth brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,inermis,,,,exotic,unlisted,,reported,unobserved,1975-07-18,Harvey Janszen,RBCM,V097099,1949546230,,,,Georgeson Bay Road; roadside,75903,VAS
Bromus racemosus,L.,,bald brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,racemosus,,,,exotic,unlisted,,new 2022,observed,,,,,,2022-06-12,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121538528,,75909,VAS
Bromus secalinus,L.,,rye brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,secalinus,,,,exotic,unlisted,,new 2022,observed,,,,,,2022-06-12,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121538555,,75911,VAS
Bromus sitchensis,Trin.,,Alaska brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,sitchensis,,,,native,S5,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113828,1949562785,2017-05-29,Andrew Simon & Alexander J. Wright,https://www.inaturalist.org/observations/6434822,Reported as Bromus sitchensis var. sitchensis (V113828),75912,VAS
Bromus sterilis,L.,,barren brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,sterilis,,,,exotic,unlisted,,confirmed,observed,1974-07-14,S. Keene,RBCM,V104977,1949553741,2015-05-04,Andrew Simon,http://www.inaturalist.org/observations/2567840,,57163,VAS
Bromus tectorum,L.,,cheatgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,tectorum,,,,exotic,unlisted,,confirmed,observed,1975-05-07,Leon Pavlick,RBCM,V141103,1949589958,2016-05-09,Andrew Simon,http://www.inaturalist.org/observations/3649878,,58369,VAS
Bromus vulgaris,(Hook.) Shear,,Columbia brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,vulgaris,,,,native,S5,,confirmed,observed,1979-06-08,Harvey Janszen,RBCM,V097879,1949547019,2016-06-04,Andrew Simon,http://www.inaturalist.org/observations/3573693,,75915,VAS
Buddleja davidii,Franch.,,butterfly-bush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Buddlejaceae,,,Buddleja,davidii,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564045,,75916,VAS
Cakile edentula var. edentula,(Bigelow) Hook.,,American searocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Brassiceae,Cakile,edentula,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542880,,234668,VAS
Cakile maritima ssp. maritima,Scop.,,European searocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,Brassiceae,Cakile,maritima,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542797,,337699,VAS
Calandrinia ciliata,(Ruiz & Pav.) DC.,,redmaids,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,Calandrinia,ciliata,,,,native,S3S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-03-16,Sarah Tweedale,http://inaturalist.ca/observations/2809557,,489239,VAS
Callitriche heterophylla var. bolanderi,Pursh,(Hegelm.) Fassett,diverse-leaved water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,Callitricheae,Callitriche,heterophylla,,,bolanderi,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-27,Alexander J. Wright,https://www.inaturalist.org/observations/6411342,reported as Callitriche heterophylla var. bolanderi,60158,VAS
Calluna vulgaris,(L.) Hull.,,common heather,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Ericoideae,,Calluna,vulgaris,,,,exotic,unlisted,,new 2018,observed,,,,,,2018-09-02,Kevin Toomer,https://www.inaturalist.org/observations/16183635,,119450,VAS
Calypso bulbosa var. occidentalis,(L.) Oakes,(Holz.) Cockerell,western fairy-slipper,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,Calypsoeae,Calypso,bulbosa,,,occidentalis,native,S5,,confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,V156823,,2013-04-21,Felix Erhard,http://www.inaturalist.org/observations/2588468,,57724,VAS
Calystegia sepium ssp. sepium,(L.) R. Br.,,hedge false bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convolvulaceae,,,Calystegia,sepium,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-02,Andrew Simon,http://www.inaturalist.org/observations/3382803,,118539,VAS
Calystegia silvatica ssp. silvatica,(Kit.) Griseb.,,shortstalk false bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Solanales,,,Convulvulaceae,,,Calystegia,silvatica,,,,exotic,unlisted,,new 2017,unobserved,2017-05-27,Alexander J. Wright,Bioblitz Galiano2017,,,,,,most large bindweed is this,234778,VAS
Camassia leichtlinii ssp. suksdorfii,(Baker) S.Watson,(Greenm.) Gould,Suksdorf's great camas,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Agavoideae,,Camassia,leichtlinii,,suksdorfii,,native,S4,,confirmed,observed,1961-05-08,J. A. Calder,UBC,V103416,,2013-05-04,Felix Erhard,http://www.inaturalist.org/observations/2604245,,79659,VAS
Camassia quamash ssp. quamash,(Pursh) Greene,,common camas,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Agavoideae,,Camassia,quamash,,,,native,S4,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-04-21,Sarah Tweedale,http://inaturalist.ca/observations/3083409,,118435,VAS
Campanula persicifolia,L.,,peach-leaved bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,persicifolia,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-06-04,Andrew Simon,https://www.inaturalist.org/observations/3380425,,159764,VAS
Campanula rotundifolia,L.,,common harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,rotundifolia,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,984576,VAS
Campanula scouleri,Hook. ex A. D.C.,,Scouler's harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Campanulaceae,,,Campanula,scouleri,,,,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-14,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296703,,75991,VAS
Capsella bursa-pastoris,(L.) Medik.,,shepherd's purse,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Capsella,bursa-pastoris,,,,exotic,unlisted,,confirmed,observed,1975-06-04,Angela Wood,RBCM,V097405,1949546373,2016-05-06,Andrew Simon,http://www.inaturalist.org/observations/3116760,,56121,VAS
Cardamine flexuosa,With.,,wood bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,flexuosa,,,,exotic,unlisted,,confirmed,observed,2003-05-01,Frank Lomer,UBC,V231296,,2018-05-23,Andrew Simon,https://www.inaturalist.org/observations/12791467,,69636,VAS
Cardamine hirsuta,L.,,hairy bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,hirsuta,,,,exotic,unlisted,,confirmed,observed,,Kent Brothers,VMS Private List,,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566329,,55829,VAS
Cardamine nuttallii,Greene,,slender toothwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,nuttallii,,,,native,S5,,confirmed,observed,1972-05-02,R. Biggs,UBC,V138586,,2017-04-04,Sarah Tweedale,https://www.inaturalist.org/observations/5582977,,76002,VAS
Cardamine occidentalis,(S.Wats. ex B.L.Rob.) Howell,,western bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,occidentalis,,,,native,S4 (2019),,reported,unobserved,2010-05-22,,Hunterston Farms Bioblitz 2010,HUNTERSTON2010:51,,,,,,76003,VAS
Cardamine oligosperma,Nutt.,,little western bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,oligosperma,,,,native,S5,,confirmed,observed,1975-05-10,Angela Wood,RBCM,V097322,1949546308,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575038,,52981,VAS
Cardamine pensylvanica,Muhl. ex Willd.,,Pennsylvanian bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Cardamine,pensylvanica,,,,native,S5,,confirmed,observed,1975-05-07,Harvey Janszen,RBCM,V083347,1949532327,2016-05-13,Andrew Simon,http://www.inaturalist.org/observations/3318628,,76005,VAS
Carex aquatilis var. dives,Wahlenb.,(Holm) Kük.,Sitka sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,aquatilis,,,dives,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2017-05-27,Judith Holm,https://www.inaturalist.org/observations/6691105,,80511,VAS
Carex arcta,Boott,,northern clustered sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,arcta,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-01,Andrew Simon,https://www.inaturalist.org/observations/13972301,,76014,VAS
Carex aurea,Nutt.,,golden sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,aurea,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2022-06-12,Andrew Simon,https://www.inaturalist.org/observations/121538452,,76017,VAS
Carex canescens ssp. canescens,L.,,hoary sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,canescens,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2022-06-14,Andrew Simon,https://www.inaturalist.org/observations/121838577,,79673,VAS
Carex cusickii,Mack.,,Cusick's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,cusickii,,,,native,S5,,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113796,1949562862,2017-05-27,Judith Holm,https://www.inaturalist.org/observations/6452705,,76028,VAS
Carex echinata ssp. echinata,Murray,,star sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,echinata,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296073,,79675,VAS
Carex echinata ssp. phyllomanica,Murray,(W. Boott) B. Boivin,coastal stellate sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,echinata,,phyllomanica,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,79676,VAS
Carex exsiccata,L.H. Bailey,,inflated sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,exsiccata,,,,native,S5,,confirmed,observed,1978-07-26,,RBCM,V112460,1949561545,2021-07-01,Andrew Simon,https://www.inaturalist.org/observations/85291229,Mount Galiano;Carex - Cicuta vegetation; flat ground; organic parent material ; soil development mesisol.,76036,VAS
Carex flava,L.,,yellow sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,flava,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,1264456,VAS
Carex garberi,Fernald,,elk sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,garberi,,,,native,S5 (2019),,new 2022,unobserved,2022-06-15,Frank Lomer,UBC,13053,,,,,,159956,VAS
Carex hendersonii,L.H. Bailey,,Henderson's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,hendersonii,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-03,Andrew Simon,http://www.inaturalist.org/observations/3093575,,76048,VAS
Carex inops ssp. inops,L.H. Bailey,,long-stoloned sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,inops,,,,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-03-22,Andrew Simon,http://www.inaturalist.org/observations/2819492,,79677,VAS
Carex kelloggii var. limnophila,B.L.Wilson & R.E.Brainerd,(Holm) ,Hind's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,kelloggii,,,limnophila,native,S4S5,,reported,unobserved,1979-06-28,Harvey Janszen,RBCM,V098003,1949547203,,,,farm field,1091402,VAS
Carex laeviculmis,Meinsh,,smooth-stemmed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Cariceae,Carex,laeviculmis,,,,native,S5,,new 2017,observed,,,,,,2017-05-27,Judith Holm,https://www.inaturalist.org/observations/6457046,,76062,VAS
