Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Date observed,Description,Place name,Coordinates,Common name,Observer name,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Aequorea spp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Aequoreidae,,,Aequorea,,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.84,-123.36833],[48.89833,-123.33333],[49.01283,-123.584794],[48.88333,-123.305],[48.94167,-123.51333],[48.845,-123.37833],[48.93447,-123.51599],[48.99,-123.58],[49.01333,-123.58333],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[49.01283,-123.584794],[48.86123,-123.32878],[48.99,-123.58],[48.99,-123.58],[48.93447,-123.51599],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.01333,-123.575],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.9498,-123.52996],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[49.01333,-123.575],[49.01667,-123.57167],[48.99,-123.58],[49.002312,-123.590188],[49.005,-123.59],[49.015,-123.57833],[49.01283,-123.584794],[48.99,-123.58],[49.002312,-123.590188],[48.99,-123.58],[49.015,-123.57833],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[48.995018,-123.584696],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[49.005,-123.59],[48.99,-123.58],[49.01167,-123.59333],[49.01283,-123.584794],[49.015,-123.57833],[48.995018,-123.584696],[48.97983,-123.568823],[48.92938,-123.47865],[49.007465,-123.587784],[49.00942,-123.58796],[48.995018,-123.584696],[48.995018,-123.584696],[48.99,-123.58],[48.939813,-123.501514],[48.906568,-123.460574],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.94167,-123.51333],[48.86123,-123.32878],[48.84,-123.36833]]",water jellies,Andy Lamb,Aequorea,191502,88
Dendrobeania lichenoides,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Dendrobeania,Dendrobeania lichenoides,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[49.01283,-123.584794],[49.00942,-123.58796],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[48.86123,-123.32878]]",leaf crust bryozoan,Andy Lamb,Dendrobeania lichenoides,339213,7
Crisia spp.,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Articulina,,Crisiidae,,,Crisia,,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[49.002312,-123.590188],[48.99,-123.58],[48.87333,-123.305],[48.89833,-123.33333],[49.01283,-123.584794],[48.86,-123.35],[49.00942,-123.58796],[48.93447,-123.51599],[48.99,-123.58],[49.01333,-123.58333],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[48.995018,-123.584696],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[48.92938,-123.47865],[48.941398,-123.448435],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[49.00667,-123.59167],[48.86123,-123.32878],[48.92833,-123.50483],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.86123,-123.32878],[48.995018,-123.584696],[49.015,-123.57833],[48.99,-123.58],[49.01667,-123.57167],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[49.002312,-123.590188],[49.005,-123.59],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[48.99,-123.58],[49.01283,-123.584794],[48.995018,-123.584696],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[49.005,-123.59],[49.01667,-123.57167],[48.99,-123.58],[48.995018,-123.584696],[49.015,-123.57833],[49.01167,-123.59333],[49.01283,-123.584794],[48.995018,-123.584696],[49.015,-123.57833],[48.995018,-123.584696],[49.015,-123.57833],[49.00942,-123.58796],[49.007465,-123.587784],[48.995018,-123.584696],[49.002312,-123.590188],[49.010729,-123.586583],[48.97983,-123.568823],[48.921395,-123.458397],[48.97983,-123.568823],[48.92938,-123.47865],[48.995018,-123.584696],[48.924841,-123.4678],[49.007465,-123.587784],[48.938826,-123.501192],[49.00942,-123.58796],[48.995018,-123.584696],[48.995018,-123.584696],[49.01283,-123.584794],[48.99,-123.58],[48.995018,-123.584696],[48.99,-123.58],[49.015,-123.57833],[49.00942,-123.58796],[48.99,-123.58],[49.002312,-123.590188],[49.01283,-123.584794],[48.99,-123.58],[49.002312,-123.590188],[48.99,-123.58],[49.002312,-123.590188],[49.01167,-123.59333],[49.00942,-123.58796],[49.01167,-123.59333],[48.99,-123.58],[49.005156,-123.585939],[48.898082,-123.331018],[48.955,-123.54],[49.002312,-123.590188],[48.94167,-123.51333],[48.86123,-123.32878],[48.84333,-123.36667],[48.995018,-123.584696]]",white tuft bryozoans,Andy Lamb,Crisia,192680,110
Mytilimeria nuttalli,Animalia,Mollusca,,,Bivalvia,Heterodonta,Anomalodesmata,,,Pandoroidea,Lyonsiidae,,,Mytilimeria,Mytilimeria nuttalli,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.87333,-123.305],[48.86123,-123.32878],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.86123,-123.32878],[48.86123,-123.32878],[48.99,-123.58],[48.99,-123.58],[49.002312,-123.590188],[49.005,-123.59],[48.99,-123.58],[49.002312,-123.590188],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.005,-123.59],[48.99,-123.58],[49.015,-123.57833],[48.995018,-123.584696],[48.995018,-123.584696],[48.97983,-123.568823],[48.938826,-123.501192],[49.006365,-123.591401],[48.95115,-123.53298],[48.995018,-123.584696],[49.00942,-123.58796],[48.86123,-123.32878]]",bladderclam,Andy Lamb,Mytilimeria nuttalli,873896,43
Calliostoma ligatum,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,Calliostoma ligatum,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.891731,-123.329959],[48.85833,-123.38833],[48.86123,-123.32878],[48.89833,-123.33333],[49.01283,-123.584794],[48.845,-123.37833],[49.00942,-123.58796],[49.00942,-123.58796],[49.01333,-123.58333],[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.00667,-123.59167],[48.86123,-123.32878],[48.92833,-123.50483],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[48.86123,-123.32878],[48.86123,-123.32878],[48.99,-123.58],[48.995018,-123.584696],[48.9498,-123.52996],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[49.01667,-123.57167],[48.99,-123.58],[49.002312,-123.590188],[49.005,-123.59],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[49.002312,-123.590188],[49.01283,-123.584794],[49.015,-123.57833],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.01283,-123.584794],[49.01667,-123.57167],[49.01167,-123.59333],[49.01283,-123.584794],[49.015,-123.57833],[48.995018,-123.584696],[49.00942,-123.58796],[48.995018,-123.584696],[49.002312,-123.590188],[48.939813,-123.501514],[49.010729,-123.586583],[48.97983,-123.568823],[48.97983,-123.568823],[48.92938,-123.47865],[48.995018,-123.584696],[49.00942,-123.58796],[49.006365,-123.591401],[49.015,-123.57833],[49.01283,-123.584794],[49.00942,-123.58796],[48.995018,-123.584696],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[49.00942,-123.58796],[48.99,-123.58],[48.84,-123.36833],[48.906568,-123.460574],[49.002312,-123.590188],[49.01283,-123.584794],[49.00942,-123.58796],[49.002312,-123.590188],[49.01167,-123.59333],[49.00942,-123.58796],[49.01167,-123.59333],[48.99,-123.58],[49.005156,-123.585939],[48.86123,-123.32878],[48.84333,-123.36667],[48.86123,-123.32878],[48.84,-123.36833]]",blue topsnail,Andy Lamb,Calliostoma ligatum,129920,112
Cadlina luteomarginata,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Cadlinidae,,,Cadlina,Cadlina luteomarginata,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.891731,-123.329959],[49.002312,-123.590188],[48.99,-123.58],[48.84,-123.36833],[48.86123,-123.32878],[48.89833,-123.33333],[49.01283,-123.584794],[48.84,-123.36833],[48.94167,-123.51333],[48.845,-123.37833],[49.00942,-123.58796],[48.93447,-123.51599],[48.99,-123.58],[49.01333,-123.58333],[48.99,-123.58],[49.015,-123.57833],[49.015,-123.57833],[48.995018,-123.584696],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[48.92938,-123.47865],[48.99,-123.58],[49.015,-123.57833],[48.941398,-123.448435],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.00667,-123.59167],[48.86123,-123.32878],[48.92833,-123.50483],[48.99,-123.58],[48.99,-123.58],[48.93447,-123.51599],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[49.01333,-123.575],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[48.86123,-123.32878],[48.86123,-123.32878],[48.99,-123.58],[49.015,-123.57833],[48.995018,-123.584696],[48.9498,-123.52996],[49.015,-123.57833],[48.99,-123.58],[49.01667,-123.57167],[49.01667,-123.57167],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[49.01667,-123.57167],[48.99,-123.58],[49.002312,-123.590188],[49.005,-123.59],[49.015,-123.57833],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[49.002312,-123.590188],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[49.01667,-123.57167],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[48.995018,-123.584696],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[49.005,-123.59],[49.01667,-123.57167],[48.99,-123.58],[48.995018,-123.584696],[49.01167,-123.59333],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[48.995018,-123.584696],[49.015,-123.57833],[49.00942,-123.58796],[49.007465,-123.587784],[48.995018,-123.584696],[49.002312,-123.590188],[48.939813,-123.501514],[49.010729,-123.586583],[48.97983,-123.568823],[48.921395,-123.458397],[48.97983,-123.568823],[48.92938,-123.47865],[48.995018,-123.584696],[49.015,-123.57833],[48.938826,-123.501192],[48.95115,-123.53298],[48.938826,-123.501192],[48.924841,-123.4678],[49.007465,-123.587784],[49.006365,-123.591401],[49.01283,-123.584794],[49.00942,-123.58796],[48.995018,-123.584696],[48.995018,-123.584696],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[48.995018,-123.584696],[48.99,-123.58],[49.015,-123.57833],[49.00942,-123.58796],[48.99,-123.58],[48.906568,-123.460574],[48.92833,-123.50483],[48.84,-123.36833],[48.99,-123.58],[49.002312,-123.590188],[49.01283,-123.584794],[48.99,-123.58],[49.00942,-123.58796],[49.002312,-123.590188],[49.002312,-123.590188],[48.99,-123.58],[49.01167,-123.59333],[49.00942,-123.58796],[49.01167,-123.59333],[48.99,-123.58],[49.005156,-123.585939],[48.99,-123.58],[48.898082,-123.331018],[48.955,-123.54],[49.002312,-123.590188],[48.94167,-123.51333],[48.86123,-123.32878],[48.84333,-123.36667],[48.995018,-123.584696],[49.015,-123.57833],[48.84,-123.36833],[48.938826,-123.501192]]",yellow-rimmed nudibranch,Andy Lamb,Cadlina luteomarginata,50146,172
Cryptolithodes typicus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Cryptolithodes,Cryptolithodes typicus,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.84,-123.36833],[48.85833,-123.38833],[48.845,-123.37833],[49.00942,-123.58796],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[48.86123,-123.32878],[48.92833,-123.50483],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.01283,-123.584794],[49.015,-123.57833],[49.006365,-123.591401],[49.01283,-123.584794],[48.995018,-123.584696],[49.01283,-123.584794],[49.015,-123.57833],[49.00942,-123.58796],[48.99,-123.58],[48.99,-123.58],[49.00942,-123.58796],[48.99,-123.58],[49.01167,-123.59333],[49.01167,-123.59333],[48.898082,-123.331018],[48.995018,-123.584696]]",butterfly crab,Andy Lamb,Cryptolithodes typicus,53845,41
Styela gibbsii,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,Styela gibbsii,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[49.002312,-123.590188],[48.99,-123.58],[48.84,-123.36833],[48.85833,-123.38833],[48.86,-123.35],[48.93447,-123.51599],[48.99,-123.58],[48.99,-123.58],[48.995018,-123.584696],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.941398,-123.448435],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.01283,-123.584794],[49.00667,-123.59167],[48.92833,-123.50483],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.015,-123.57833],[49.01333,-123.575],[48.995018,-123.584696],[48.99,-123.58],[49.005,-123.59],[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.00942,-123.58796],[49.007465,-123.587784],[48.939813,-123.501514],[48.97983,-123.568823],[48.92938,-123.47865],[48.938826,-123.501192],[48.924841,-123.4678],[49.007465,-123.587784],[49.006365,-123.591401],[48.95115,-123.53298],[48.995018,-123.584696],[48.995018,-123.584696],[48.995018,-123.584696],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[48.955,-123.54],[49.002312,-123.590188],[48.94167,-123.51333],[48.84333,-123.36667],[48.84,-123.36833]]",brown tunicate,Andy Lamb,Styela gibbsii,521988,54
Metandrocarpa taylori,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Metandrocarpa,Metandrocarpa taylori,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.84,-123.36833],[48.85833,-123.38833],[48.94167,-123.51333],[48.845,-123.37833],[49.00942,-123.58796],[49.01333,-123.58333],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[49.015,-123.57833],[48.941398,-123.448435],[49.01283,-123.584794],[49.01283,-123.584794],[48.86123,-123.32878],[48.92833,-123.50483],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.86123,-123.32878],[48.86123,-123.32878],[48.99,-123.58],[49.01667,-123.57167],[49.015,-123.57833],[48.99,-123.58],[48.99,-123.58],[49.002312,-123.590188],[49.005,-123.59],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[49.01283,-123.584794],[49.005,-123.59],[48.995018,-123.584696],[49.01167,-123.59333],[49.01283,-123.584794],[48.995018,-123.584696],[49.00942,-123.58796],[48.995018,-123.584696],[49.002312,-123.590188],[48.939813,-123.501514],[48.97983,-123.568823],[48.938826,-123.501192],[48.924841,-123.4678],[49.01283,-123.584794],[48.995018,-123.584696],[49.01283,-123.584794],[48.92833,-123.50483],[48.906568,-123.460574],[48.84,-123.36833],[48.92833,-123.50483],[48.939813,-123.501514],[48.906568,-123.460574],[49.002312,-123.590188],[49.01167,-123.59333],[49.00942,-123.58796],[49.01167,-123.59333],[48.955,-123.54],[48.94167,-123.51333],[48.86123,-123.32878],[48.84333,-123.36667],[48.84,-123.36833]]",orange social tunicate,Andy Lamb,Metandrocarpa taylori,371195,70
Perophora annectens,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Perophoridae,,,Perophora,Perophora annectens,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.01667,-123.57167],[49.002312,-123.590188],[49.005,-123.59],[49.002312,-123.590188],[49.01283,-123.584794],[49.015,-123.57833],[49.01283,-123.584794],[49.005,-123.59],[48.995018,-123.584696],[49.01167,-123.59333],[49.005156,-123.585939],[48.898082,-123.331018],[48.94167,-123.51333],[48.86123,-123.32878]]",yellow social tunicate,Andy Lamb,Perophora annectens,372665,18
Aplidium solidum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Aplidium,Aplidium solidum,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[49.002312,-123.590188],[49.01333,-123.58333],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[48.941398,-123.448435],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[49.01667,-123.57167],[49.01667,-123.57167],[49.015,-123.57833],[49.015,-123.57833],[49.01667,-123.57167],[49.002312,-123.590188],[49.005,-123.59],[49.015,-123.57833],[49.015,-123.57833],[49.01667,-123.57167],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[49.01283,-123.584794],[49.015,-123.57833],[49.01667,-123.57167],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[49.00942,-123.58796],[48.995018,-123.584696],[49.015,-123.57833],[49.015,-123.57833],[49.002312,-123.590188],[49.01283,-123.584794],[49.005156,-123.585939],[48.898082,-123.331018],[48.955,-123.54],[48.84,-123.36833]]",red ascidian,Andy Lamb,Aplidium solidum,195372,54
Didemnum carnulentum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,Didemnum carnulentum,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[49.002312,-123.590188],[48.99,-123.58],[49.01283,-123.584794],[49.00942,-123.58796],[49.002312,-123.590188],[48.99,-123.58],[49.002312,-123.590188],[48.99,-123.58],[49.005156,-123.585939],[48.99,-123.58],[48.898082,-123.331018],[48.955,-123.54],[49.002312,-123.590188],[48.94167,-123.51333],[48.86123,-123.32878],[48.995018,-123.584696]]",Pacific white crust,Andy Lamb,Didemnum carnulentum,344918,17
Hemilepidotus hemilepidotus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Hemilepidotus,Hemilepidotus hemilepidotus,1985-07-29T08:50:00,,Virago Point,"[[49.00942,-123.58796],[48.891731,-123.329959],[49.002312,-123.590188],[48.84,-123.36833],[48.85833,-123.38833],[49.01283,-123.584794],[48.99,-123.58],[48.9498,-123.52996],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.97983,-123.568823],[48.92938,-123.47865],[48.938826,-123.501192],[49.00942,-123.58796],[48.99,-123.58],[49.00942,-123.58796],[49.01167,-123.59333],[48.955,-123.54],[48.995018,-123.584696]]",red Irish lord,Andy Lamb,Hemilepidotus hemilepidotus,221165,20
Craniella villosa,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,Tetillidae,,,Craniella,Craniella villosa,1985-08-02T13:15:00,,"Skipjack Island, outer face","[[48.891731,-123.329959],[49.002312,-123.590188],[48.86123,-123.32878],[49.002312,-123.590188],[49.01283,-123.584794],[48.845,-123.37833],[49.00942,-123.58796],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[48.86123,-123.32878],[49.015,-123.57833],[49.015,-123.57833],[48.86123,-123.32878],[48.86123,-123.32878],[49.01667,-123.57167],[49.002312,-123.590188],[49.005,-123.59],[49.002312,-123.590188],[48.99,-123.58],[49.015,-123.57833],[49.005,-123.59],[49.015,-123.57833],[49.01167,-123.59333],[49.007465,-123.587784],[49.006365,-123.591401],[49.015,-123.57833],[49.002312,-123.590188],[49.01167,-123.59333],[49.002312,-123.590188],[48.86123,-123.32878]]",tennis ball sponge,Andy Lamb,Craniella villosa,459732,31
Suberites concinnus,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,Suberites concinnus,1985-08-02T13:15:00,,"Skipjack Island, outer face","[[48.891731,-123.329959],[49.002312,-123.590188],[48.86123,-123.32878],[48.86123,-123.32878],[48.86123,-123.32878],[48.86123,-123.32878],[48.86123,-123.32878],[48.86123,-123.32878]]",peach ball sponge,Andy Lamb,Suberites concinnus,873889,8
Semisuberites cribrosa,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,Semisuberites,Semisuberites cribrosa,1985-08-02T13:15:00,,"Skipjack Island, outer face","[[48.891731,-123.329959],[49.002312,-123.590188],[48.86123,-123.32878],[49.002312,-123.590188],[49.01283,-123.584794],[48.845,-123.37833],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.002312,-123.590188],[48.99,-123.58],[48.99,-123.58],[48.95115,-123.53298],[49.002312,-123.590188],[48.99,-123.58],[49.002312,-123.590188]]",funnel sponge,Andy Lamb,Semisuberites cribrosa,194571,16
Pachychalina spp.,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Niphatidae,,,Pachychalina,,1985-08-02T13:15:00,,"Skipjack Island, outer face","[[48.891731,-123.329959],[48.86123,-123.32878],[49.01283,-123.584794],[48.86123,-123.32878],[48.86123,-123.32878],[48.86123,-123.32878]]",thick-strap sponges,Andy Lamb,Pachychalina,873877,6
Hamigera sp.,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Hymedesmiidae,,,Hamigera,,1985-08-02T13:15:00,,"Skipjack Island, outer face","[[48.891731,-123.329959],[49.01333,-123.58333],[48.941398,-123.448435],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[49.015,-123.57833],[49.015,-123.57833],[48.99,-123.58],[49.01667,-123.57167],[49.01667,-123.57167],[49.01283,-123.584794],[49.002312,-123.590188],[48.99,-123.58],[49.01667,-123.57167],[49.01283,-123.584794],[48.995018,-123.584696],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[49.005156,-123.585939]]",orange cratered encrusting sponge,Andy Lamb,Hamigera,342247,21
