Kingdom,Phylum/Division,Subphylum/Subdivision,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Scientific name,Common name,Date observed,Description,Comments,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Observer name,Qty.,Size,Depth
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer productus,red rock crab,2007-10-21T10:48:00,on deep wall,,Spanish Hills Store,48.99,-123.58,2,open,86,62,Andy Lamb,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,,,Pugettia gracilis,graceful kelp crab,2007-10-21T10:48:00,large adult,,Spanish Hills Store,48.99,-123.58,1,open,86,62,Andy Lamb,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Pisidae,,,Scyra acutifrons,sharpnose crab,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Lithodidae,,,Rhinolithodes wosnessenskii,rhinoceros crab,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,2,open,86,62,Andy Lamb,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Lithodidae,,,Phyllolithodes papillosus,heart crab,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,3,open,86,62,Andy Lamb,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Lithodidae,,,Placetron wosnessenskii,scaled crab,2007-10-21T10:48:00,medium in crevice,,Spanish Hills Store,48.99,-123.58,1,open,86,62,Andy Lamb,,,
Animalia,Arthropoda,Crustacea,,Malacostraca,Eumalacostraca,,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Pagurus beringanus,Bering hermit,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,abundant,open,86,62,Andy Lamb,,,
Animalia,Arthropoda,Crustacea,,Maxillopoda,Thecostraca,Cirripedia,Thoracica,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus nubilus,giant acorn barnacle,2007-10-21T10:48:00,solitary,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Evasterias troschelii,mottled star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Orthasterias koehleri,rainbow star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Leptognathina,,,Poraniidae,,,Dermasterias imbricata,leather star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Pterasteridae,,,Pteraster tesselatus,slime star,2007-10-21T10:48:00,peach colour with cross pattern,,Spanish Hills Store,48.99,-123.58,1,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Echinasteridae,,,Henricia leviuscula species complex,blood stars,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Forcipulatida,,,,Asteriidae,,,Pycnopodia helianthoides,sunflower star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Solasteridae,,,Crossaster papposus,rose star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Solasteridae,,,Solaster dawsoni,morning sun star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,,,,Spinulosida,Eugnathina,,,Solasteridae,,,Solaster stimpsoni,striped sun star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,2,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Pelmatoza,,Crinoidea,Articulata,,,Comatulida,Macrophreata,,,Antedonidae,,,Florometra serratissima,feather star,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Pelmatoza,,Echinoidea,Euechinoidea,,Echinacea,Echinoida,,,,Strongylocentrotidae,,,Mesocentrotus franciscanus,red sea urchin,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,many,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Pelmatoza,,Echinoidea,Euechinoidea,,Echinacea,Echinoida,,,,Strongylocentrotidae,,,Strongylocentrotus droebachiensis,green sea urchin,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Aspidochirotacea,,,Aspidochirotida,,,,Stichopodidae,,,Apostichopus californicus,giant sea cucumber,2007-10-21T10:48:00,large,,Spanish Hills Store,48.99,-123.58,very many,open,86,62,Andy Lamb,,,
Animalia,Echinodermata,Pelmatoza,,Holothuroidea,Dendrochirotacea,,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta quinquesemita,stiff-footed sea cucumber,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Enterogona,Phlebobranchia,,,Corellidae,,,Corella willmeriana,transparent tunicate,2007-10-21T10:48:00,in large patches,,Spanish Hills Store,48.99,-123.58,abundant,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,,,Cnemidocarpa finmarkiensis,broadbase tunicate,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,,,Halocynthia aurantium,Pacific sea peach,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,1,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,,,Halocynthia igaboja,bristly tunicate,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,2,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Styelidae,,,Styela gibbsii,brown tunicate,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,Pleurogona,Stolidobranchia,,,Pyuridae,,,Boltenia villosa,hairy tunicate,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Metandrocarpa taylori,orange social tunicate,2007-10-21T10:48:00,patches,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Urochordata,Tunicata,,Ascidiacea,,,,"Enterogona, etc.",,,,,,,Didemnum/Trididemnum complex,white glove leather,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,abundant,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Gobioidei,,,Gobiidae,,,Rhinogobiops nicholsii,blackeye goby,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Embiotocidae,,,Rhacochilus vacca,pile perch,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Embiotocidae,,,Embiotoca lateralis,striped seaperch,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,many,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Perciformes,Zoarcoidei,,,Embiotocidae,,,Brachyistius frenatus,kelp perch,2007-10-21T10:48:00,"adults and juvs, loose aggregations",,Spanish Hills Store,48.99,-123.58,abundant,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Scorpaenoidei,,,Scorpaenidae,,,Sebastes caurinus,copper rockfish,2007-10-21T10:48:00,mostly juvs,,Spanish Hills Store,48.99,-123.58,many,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Scorpaenoidei,,,Scorpaenidae,,,Sebastes maliger,quillback rockfish,2007-10-21T10:48:00,adults and juvs,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Scorpaenoidei,,,Scorpaenidae,,,Sebastes emphaeus,Puget Sound rockfish,2007-10-21T10:48:00,schools,,Spanish Hills Store,48.99,-123.58,very many,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Scorpaenoidei,,,Scorpaenidae,,,Sebastes ruberrimus,yelloweye rockfish,2007-10-21T10:48:00,juvs,,Spanish Hills Store,48.99,-123.58,6,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Hexagrammoidei,,,Hexagrammidae,,,Hexagrammos decagrammus,kelp greenling,2007-10-21T10:48:00,"male and females, males guarding",,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Hexagrammoidei,,,Hexagrammidae,,,Ophiodon elongatus,lingcod,2007-10-21T10:48:00,medium,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Hexagrammoidei,,,Hexagrammidae,,,Oxylebius pictus,painted greenling,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Cottoidei,,Cottoidea,Cottidae,,,Artedius harringtoni,scalyhead sculpin,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Teleostei,Paracanthopterygii,Scorpaeniformes,Cottoidei,,Cottoidea,Cottidae,,,Jordania zonope,longfin sculpin,2007-10-21T10:48:00,,,Spanish Hills Store,48.99,-123.58,few,open,86,62,Andy Lamb,,,
Plantae,Chlorophyta,Chlorophytina,,Ulvophyceae,,,,Ulvales,,,,Ulvaceae,,,Ulva intestinalis,cornrow sea lettuce,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Chlorophyta,Chlorophytina,,Ulvophyceae,,,,Ulvales,,,,Ulvaceae,,,Ulva fenestrata,sea lettuce,2007-10-21T13:09:00,lush large and even on kelp,,Race Point,49.01283,-123.584794,abundant,open,75,51,Andy Lamb,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2007-10-21T13:09:00,new growth,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2007-10-21T13:09:00,old with 2 new,,Race Point,49.01283,-123.584794,abundant,open,75,51,Andy Lamb,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2007-10-21T13:09:00,old and tattered,,Race Point,49.01283,-123.584794,abundant,open,75,51,Andy Lamb,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Ochrophyta,,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2007-10-21T13:09:00,thinner as new growth and some older and broader,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Bangiophyceae,,,,Bangiales,,,,Bangiaceae,,,Porphyra gardneri,kelp-fringing nori,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Bangiophyceae,,,,Bangiales,,,,Bangiaceae,,,Porphyra nereocystis,bull-kelp nori,2007-10-21T13:09:00,on bull kelp,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Bonnemaisoniales,,,,Bonnemaisoniaceae,,,Bonnemaisonia nootkana,delicately-branched red seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Ceramiaceae,,,Ceramium pacificum,hairy pottery seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Dasyaceae,,,Rhodoptilum plumosum,plumose red braid,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Delesseriaceae,,,Cryptopleura sp.,ruffled red seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,abundant,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Delesseriaceae,,,Hymenena spp.,black-lined red seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Delesseriaceae,,,Polyneura latissima,network red seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Delesseriaceae,,,Cumathamnion decipiens,winged rib,2007-10-21T13:09:00,onn kelp,,Race Point,49.01283,-123.584794,abundant,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Delesseriaceae,,,Membranoptera platyphylla,feather-veined red seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Rhodomelaceae,,,Rhodymenia pacifica,Pacific rose seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Ceramiales,,,,Rhodomelaceae,,,Pterochondria woodii,cartilage-wing seaweed,2007-10-21T13:09:00,on old growth kelp,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Gigartinales,,,,Gigartinaceae,,,Chondracanthus exasperatus,Turkish towel,2007-10-21T13:09:00,spectacular,,Race Point,49.01283,-123.584794,abundant,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Gigartinales,,,,Gigartinaceae,,,Mazzaella splendens,iridescent seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Gigartinales,,,,Kallymeniacea,,,Callophyllis spp.,beautiful leaf seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Gigartinales,,,,Phyllophoraceae,,,Stenogramma interruptum,midrib seaweed,2007-10-21T13:09:00,thick bushy,,Race Point,49.01283,-123.584794,1,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Gigartinales,,,,Solieriaceae,,,Sarcodiotheca furcata,furcated fleshy red seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Hapalidiales,,,,Mesophyllaceae,,,Clathromorphum etc.,crustose corallines,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,many,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia spp.,red rock crust,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Palmariales,,,,Palmariaceae,,,Palmaria callophylloides,Callophyllis-like dulse,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Plocamiales,,,,Plocamiaceae,,,Plocamium pacificum,sea braid,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,Florideophyceae,,,,Rhodymeniales,,,,Faucheaceae,,,Gloiocladia laciniata,blue branching seaweed,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,,,,,,,,,,,,filamentous red algae,filamentous red algae,2007-10-21T13:09:00,several types; long bushy lush,,Race Point,49.01283,-123.584794,abundant,open,75,51,Andy Lamb,,,
Plantae,Rhodophyta,,,,,,,,,,,,,,undetermined bladed red algae,bladed red algae,2007-10-21T13:09:00,at least 2 types,,Race Point,49.01283,-123.584794,many,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Hadromerida,,,,Polymastiidae,,,Weberella perlucida,retractable nipple sponge,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,1,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Hadromerida,,,,Clionaidae,,,Cliona californiana,yellow boring sponge,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Microcionina,,,Acarnidae,,,Xestospongia hispida,hard gnarled clump sponge,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,1,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Microcionina,,,Myxillidae,,,Myxilla (Burtonanchora) lacunosa,sulphur sponge,2007-10-21T13:09:00,small,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Halichondrida,,,,Halichondriidae,,,Adocia sp.,pale orange carpet sponge,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,1,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Halichondrida,,,,Darwinellidae,,,Aplysilla sp. nov.,slippery rose sponge,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,many,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Microcionina,,,Microcionidae,Ophlitaspongiinae,,Clathria pennata,red velvety sponge 1,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Myxillina,,,Myxillidae,,,Myxilla (Myxilla) incrustans,rough scallop sponge,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Mycalina,,,Halichondriidae,,,undetermined sponge E,sponge E,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,many,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Mycalina,,,Halichondriidae,,,undetermined sponge L,sponge L,2007-10-21T13:09:00,flat?,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Mycalina,,,Halichondriidae,,,undetermined sponge M,sponge M,2007-10-21T13:09:00,flat?,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Mycalina,,,Halichondriidae,,,undetermined sponge U,sponge U,2007-10-21T13:09:00,?,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Porifera,,,Demospongiae,,,,Poecilosclerida,Mycalina,,,Halichondriidae,,,undetermined sponge W,sponge W,2007-10-21T13:09:00,?,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Zoantharia,,,Actiniaria,Nyantheae,Thenaria,,Metridiidae,,,Metridium senile,short plumose anemone,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Zoantharia,,,Actiniaria,Nyantheae,Thenaria,,Metridiidae,,,Metridium farcimen,giant plumose anemone,2007-10-21T13:09:00,"white, large, spectacular",,Race Point,49.01283,-123.584794,very abundant,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Zoantharia,,,Actiniaria,Nyantheae,Thenaria,,Actiniidae,,,Urticina grebelnyi,painted anemone,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Zoantharia,,,Actiniaria,Nyantheae,Thenaria,,Actiniidae,,,Urticina clandestina,stubby rose anemone,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,some,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Ceriantipatharia,,,Ceriantharia,,,,Cerianthidae,,,Pachycerianthus fimbriatus,tube-dwelling anemone,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,,Zoanthidea,,,,Epizoanthidae,,,Epizoanthus scotinus,orange zoanthid,2007-10-21T13:09:00,small patch,,Race Point,49.01283,-123.584794,1,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,,Scleractinia,Dendrophylliina,,,Dendrophylliidae,,,Balanophyllia elegans,orange cup coral,2007-10-21T13:09:00,large luch,,Race Point,49.01283,-123.584794,very abundant,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Octocorallia,,,Alcyonacea,Alcyoniina,,,Alcyoniidae,,,Alcyonium sp.?,orange soft coral,2007-10-21T13:09:00,large for this site,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Anthozoa,Octocorallia,,,Pennatulacea,Subselliflorae,,,Pennatulidae,,,Ptilosarcus gurneyi,orange sea pen,2007-10-21T13:09:00,all sizes,,Race Point,49.01283,-123.584794,many,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,,Anthoathecatae,,,,Stylasteridae,,,Stylantheca papillosa,encrusting hydrocoral,2007-10-21T13:09:00,small,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,,Anthoathecatae,Capitata,,,Cladocorynidae,,,Schuchertinia milleri,hedge-hog hydroid,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,,Anthoathecatae,Capitata,,,Tubulariidae,,,Ectopleura crocea,bushy pink-mouth hydroid,2007-10-21T13:09:00,small heads,,Race Point,49.01283,-123.584794,very many,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,Campanulariidae,,,Orthopyxis sp.,spider web hydroid,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,Medusozoa,,Scyphozoa,Discomedusae,,,Semaeostomeae,,,,Ulmaridae,Aureliinae,,Aurelia labiata,moon jelly,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,Medusozoa,,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,Aequoreidae,,,Aequorea spp.,water jellies,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Cnidaria,Medusozoa,,Hydrozoa,Hydroidolina,,,Leptothecatae,,,,Aequoreidae,,,Clytia gregaria,gregarious jellyfish,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,few,open,75,51,Andy Lamb,,,
Animalia,Annelida,,,Polychaeta,Palpata,,,Canalipalpata,Sabellida,,,Serpulidae,,,Protula pacifica,white-crown calcareous tubeworm,2007-10-21T13:09:00,,,Race Point,49.01283,-123.584794,2,open,75,51,Andy Lamb,,,
